time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-03-26 15:00:00 UTC+0000,1.21,4.0,0.05,4.0
2022-03-26 19:00:00 UTC+0000,1.47,0.2,0.04,0.2
2022-03-26 23:00:00 UTC+0000,0.25,0.29,0.5,0.29
2022-03-27 02:00:00 UTC+0000,0.06,0.34,0.11,0.34
2022-03-27 06:00:00 UTC+0000,4.17,58.0,7.12,58.0
2022-03-27 10:00:00 UTC+0000,16.52,121.0,18.5,121.0
2022-03-27 14:00:00 UTC+0000,0.99,3.25,1.21,3.25
2022-03-27 18:00:00 UTC+0000,0.76,0.15,1.47,0.15
2022-03-27 22:00:00 UTC+0000,0.34,0.02,0.25,0.19
2022-03-28 02:00:00 UTC+0000,0.06,0.02,0.06,0.11
2022-03-28 06:00:00 UTC+0000,2.89,1.05,4.17,9.43
2022-03-28 10:00:00 UTC+0000,15.6,4.33,16.52,16.86
2022-03-28 14:00:00 UTC+0000,1.06,0.05,0.99,0.5
2022-03-28 18:00:00 UTC+0000,0.4,0.04,0.76,0.09
2022-03-28 22:00:00 UTC+0000,0.2,0.34,0.34,0.08
2022-03-29 02:00:00 UTC+0000,0.1,0.06,0.06,0.07
2022-03-29 06:00:00 UTC+0000,1.26,2.89,2.89,3.94
2022-03-29 10:00:00 UTC+0000,6.15,15.6,15.6,9.14
2022-03-29 14:00:00 UTC+0000,0.76,1.06,1.06,0.22
2022-03-29 18:00:00 UTC+0000,0.25,0.4,0.4,0.05
2022-03-29 22:00:00 UTC+0000,0.1,0.2,0.2,0.06
2022-03-30 02:00:00 UTC+0000,0.05,0.1,0.1,0.05
2022-03-30 06:00:00 UTC+0000,0.57,1.26,1.26,2.35
2022-03-30 10:00:00 UTC+0000,3.0,6.15,6.15,7.77
2022-03-30 14:00:00 UTC+0000,0.43,0.76,0.76,0.15
2022-03-30 18:00:00 UTC+0000,0.15,0.25,0.25,0.06
2022-03-30 22:00:00 UTC+0000,0.06,0.1,0.1,0.04
2022-03-31 02:00:00 UTC+0000,0.04,0.05,0.05,0.04
2022-03-31 06:00:00 UTC+0000,0.46,0.57,0.57,1.54
2022-03-31 10:00:00 UTC+0000,2.42,3.0,3.0,6.11
2022-03-31 14:00:00 UTC+0000,0.37,0.43,0.43,0.08
2022-03-31 18:00:00 UTC+0000,0.3,0.15,0.15,0.05
2022-03-31 22:00:00 UTC+0000,0.76,0.06,0.06,0.02
2022-04-01 02:00:00 UTC+0000,1.36,0.04,0.04,0.02
2022-04-01 06:00:00 UTC+0000,0.4,0.46,0.46,1.05
2022-04-01 10:00:00 UTC+0000,2.09,2.42,2.42,4.33
2022-04-01 14:00:00 UTC+0000,0.33,0.37,0.37,0.05
2022-04-01 18:00:00 UTC+0000,0.25,0.3,0.3,0.04
2022-04-01 22:00:00 UTC+0000,0.29,0.5,0.76,0.5
2022-04-02 02:00:00 UTC+0000,0.33,0.11,1.36,0.11
2022-04-02 06:00:00 UTC+0000,0.6,7.12,0.4,7.12
2022-04-02 10:00:00 UTC+0000,6.0,18.5,2.09,18.5
2022-04-02 14:00:00 UTC+0000,0.33,1.21,0.33,1.21
2022-04-02 18:00:00 UTC+0000,0.17,1.47,0.25,1.47
2022-04-02 22:00:00 UTC+0000,0.07,0.25,0.29,0.25
2022-04-03 02:00:00 UTC+0000,0.11,0.06,0.33,0.06
2022-04-03 06:00:00 UTC+0000,1.2,4.17,0.6,4.17
2022-04-03 10:00:00 UTC+0000,26.79,16.52,6.0,16.52
2022-04-03 14:00:00 UTC+0000,0.62,0.99,0.33,0.99
2022-04-03 18:00:00 UTC+0000,0.15,0.76,0.17,0.76
2022-04-03 22:00:00 UTC+0000,0.11,0.76,0.07,0.34
2022-04-04 02:00:00 UTC+0000,0.12,1.36,0.11,0.06
2022-04-04 06:00:00 UTC+0000,15.0,0.4,1.2,2.89
2022-04-04 10:00:00 UTC+0000,33.33,2.09,26.79,15.6
2022-04-04 14:00:00 UTC+0000,3.0,0.33,0.62,1.06
2022-04-04 18:00:00 UTC+0000,1.13,0.25,0.15,0.4
2022-04-04 22:00:00 UTC+0000,4.0,0.11,0.11,0.2
2022-04-05 02:00:00 UTC+0000,2.97,0.12,0.12,0.1
2022-04-05 06:00:00 UTC+0000,1.94,15.0,15.0,1.26
2022-04-05 10:00:00 UTC+0000,8.9,33.33,33.33,6.15
2022-04-05 14:00:00 UTC+0000,0.8,3.0,3.0,0.76
2022-04-05 18:00:00 UTC+0000,0.27,1.13,1.13,0.25
2022-04-05 22:00:00 UTC+0000,1.7,4.0,4.0,0.1
2022-04-06 02:00:00 UTC+0000,1.33,2.97,2.97,0.05
2022-04-06 06:00:00 UTC+0000,1.95,1.94,1.94,0.57
2022-04-06 10:00:00 UTC+0000,17.03,8.9,8.9,3.0
2022-04-06 14:00:00 UTC+0000,3.0,0.8,0.8,0.43
2022-04-06 18:00:00 UTC+0000,0.8,0.27,0.27,0.15
2022-04-06 22:00:00 UTC+0000,38.33,1.7,1.7,0.06
2022-04-07 02:00:00 UTC+0000,12.82,1.33,1.33,0.04
2022-04-07 06:00:00 UTC+0000,2.83,1.95,1.95,0.46
2022-04-07 10:00:00 UTC+0000,12.69,17.03,17.03,2.42
2022-04-07 14:00:00 UTC+0000,1.9,3.0,3.0,0.37
2022-04-07 18:00:00 UTC+0000,0.89,0.8,0.8,0.3
2022-04-07 22:00:00 UTC+0000,13.34,38.33,38.33,0.76
2022-04-08 02:00:00 UTC+0000,6.4,12.82,12.82,1.36
2022-04-08 06:00:00 UTC+0000,1.6,2.83,2.83,0.4
2022-04-08 10:00:00 UTC+0000,7.1,12.69,12.69,2.09
2022-04-08 14:00:00 UTC+0000,0.85,1.9,1.9,0.33
2022-04-08 18:00:00 UTC+0000,0.33,0.89,0.89,0.25
2022-04-08 22:00:00 UTC+0000,3.35,0.29,13.34,0.29
2022-04-09 02:00:00 UTC+0000,2.5,0.33,6.4,0.33
2022-04-09 06:00:00 UTC+0000,22.71,0.6,1.6,0.6
2022-04-09 10:00:00 UTC+0000,94.0,6.0,7.1,6.0
2022-04-09 14:00:00 UTC+0000,49.69,0.33,0.85,0.33
2022-04-09 18:00:00 UTC+0000,0.64,0.17,0.33,0.17
2022-04-09 22:00:00 UTC+0000,3.2,0.07,3.35,0.07
2022-04-10 02:00:00 UTC+0000,2.6,0.11,2.5,0.11
2022-04-10 06:00:00 UTC+0000,36.8,1.2,22.71,1.2
2022-04-10 10:00:00 UTC+0000,115.38,26.79,94.0,26.79
2022-04-10 14:00:00 UTC+0000,56.12,0.62,49.69,0.62
2022-04-10 18:00:00 UTC+0000,0.54,0.15,0.64,0.15
2022-04-10 22:00:00 UTC+0000,1.11,13.34,3.2,0.11
2022-04-11 02:00:00 UTC+0000,1.2,6.4,2.6,0.12
2022-04-11 06:00:00 UTC+0000,6.26,1.6,36.8,15.0
2022-04-11 10:00:00 UTC+0000,28.0,7.1,115.38,33.33
2022-04-11 14:00:00 UTC+0000,6.08,0.85,56.12,3.0
2022-04-11 18:00:00 UTC+0000,0.32,0.33,0.54,1.13
2022-04-11 22:00:00 UTC+0000,0.54,1.11,1.11,4.0
2022-04-12 02:00:00 UTC+0000,0.59,1.2,1.2,2.97
2022-04-12 06:00:00 UTC+0000,3.49,6.26,6.26,1.94
2022-04-12 10:00:00 UTC+0000,16.87,28.0,28.0,8.9
2022-04-12 14:00:00 UTC+0000,3.47,6.08,6.08,0.8
2022-04-12 18:00:00 UTC+0000,0.18,0.32,0.32,0.27
2022-04-12 22:00:00 UTC+0000,0.32,0.54,0.54,1.7
2022-04-13 02:00:00 UTC+0000,0.29,0.59,0.59,1.33
2022-04-13 06:00:00 UTC+0000,1.9,3.49,3.49,1.95
2022-04-13 10:00:00 UTC+0000,8.67,16.87,16.87,17.03
2022-04-13 14:00:00 UTC+0000,1.6,3.47,3.47,3.0
2022-04-13 18:00:00 UTC+0000,0.1,0.18,0.18,0.8
2022-04-13 22:00:00 UTC+0000,0.19,0.32,0.32,38.33
2022-04-14 02:00:00 UTC+0000,0.15,0.29,0.29,12.82
2022-04-14 06:00:00 UTC+0000,1.08,1.9,1.9,2.83
2022-04-14 10:00:00 UTC+0000,5.16,8.67,8.67,12.69
2022-04-14 14:00:00 UTC+0000,0.8,1.6,1.6,1.9
2022-04-14 18:00:00 UTC+0000,0.05,0.1,0.1,0.89
2022-04-14 22:00:00 UTC+0000,0.22,0.19,0.19,13.34
2022-04-15 02:00:00 UTC+0000,0.17,0.15,0.15,6.4
2022-04-15 06:00:00 UTC+0000,1.14,1.08,1.08,1.6
2022-04-15 10:00:00 UTC+0000,5.9,5.16,5.16,7.1
2022-04-15 14:00:00 UTC+0000,0.8,0.8,0.8,0.85
2022-04-15 18:00:00 UTC+0000,0.05,0.05,0.05,0.33
2022-04-15 22:00:00 UTC+0000,0.21,3.35,0.22,3.35
2022-04-16 02:00:00 UTC+0000,0.25,2.5,0.17,2.5
2022-04-16 06:00:00 UTC+0000,9.0,22.71,1.14,22.71
2022-04-16 10:00:00 UTC+0000,94.49,94.0,5.9,94.0
2022-04-16 14:00:00 UTC+0000,8.66,49.69,0.8,49.69
2022-04-16 18:00:00 UTC+0000,0.19,0.64,0.05,0.64
2022-04-16 22:00:00 UTC+0000,0.2,3.2,0.21,3.2
2022-04-17 02:00:00 UTC+0000,0.2,2.6,0.25,2.6
2022-04-17 06:00:00 UTC+0000,10.8,36.8,9.0,36.8
2022-04-17 10:00:00 UTC+0000,98.1,115.38,94.49,115.38
2022-04-17 14:00:00 UTC+0000,12.75,56.12,8.66,56.12
2022-04-17 18:00:00 UTC+0000,0.16,0.54,0.19,0.54
2022-04-17 22:00:00 UTC+0000,0.16,0.22,0.2,1.11
2022-04-18 02:00:00 UTC+0000,0.15,0.17,0.2,1.2
2022-04-18 06:00:00 UTC+0000,9.5,1.14,10.8,6.26
2022-04-18 10:00:00 UTC+0000,86.39,5.9,98.1,28.0
2022-04-18 14:00:00 UTC+0000,8.32,0.8,12.75,6.08
2022-04-18 18:00:00 UTC+0000,0.13,0.05,0.16,0.32
2022-04-18 22:00:00 UTC+0000,0.15,0.16,0.16,0.54
2022-04-19 02:00:00 UTC+0000,0.13,0.15,0.15,0.59
2022-04-19 06:00:00 UTC+0000,4.12,9.5,9.5,3.49
2022-04-19 10:00:00 UTC+0000,17.0,86.39,86.39,16.87
2022-04-19 14:00:00 UTC+0000,4.11,8.32,8.32,3.47
2022-04-19 18:00:00 UTC+0000,0.1,0.13,0.13,0.18
2022-04-19 22:00:00 UTC+0000,0.09,0.15,0.15,0.32
2022-04-20 02:00:00 UTC+0000,0.1,0.13,0.13,0.29
2022-04-20 06:00:00 UTC+0000,2.0,4.12,4.12,1.9
2022-04-20 10:00:00 UTC+0000,8.2,17.0,17.0,8.67
2022-04-20 14:00:00 UTC+0000,2.0,4.11,4.11,1.6
2022-04-20 18:00:00 UTC+0000,0.1,0.1,0.1,0.1
2022-04-20 22:00:00 UTC+0000,0.08,0.09,0.09,0.19
2022-04-21 02:00:00 UTC+0000,0.08,0.1,0.1,0.15
2022-04-21 06:00:00 UTC+0000,5.9,2.0,2.0,1.08
2022-04-21 10:00:00 UTC+0000,34.0,8.2,8.2,5.16
2022-04-21 14:00:00 UTC+0000,1.86,2.0,2.0,0.8
2022-04-21 18:00:00 UTC+0000,0.08,0.1,0.1,0.05
2022-04-21 22:00:00 UTC+0000,0.07,0.08,0.08,0.22
2022-04-22 02:00:00 UTC+0000,0.09,0.08,0.08,0.17
2022-04-22 06:00:00 UTC+0000,2.7,5.9,5.9,1.14
2022-04-22 10:00:00 UTC+0000,18.0,34.0,34.0,5.9
2022-04-22 14:00:00 UTC+0000,1.95,1.86,1.86,0.8
2022-04-22 18:00:00 UTC+0000,0.0,0.08,0.08,0.05
2022-04-22 22:00:00 UTC+0000,0.08,0.21,0.07,0.21
2022-04-23 02:00:00 UTC+0000,0.08,0.25,0.09,0.25
2022-04-23 06:00:00 UTC+0000,24.64,9.0,2.7,9.0
2022-04-23 10:00:00 UTC+0000,80.0,94.49,18.0,94.49
2022-04-23 14:00:00 UTC+0000,11.44,8.66,1.95,8.66
2022-04-23 18:00:00 UTC+0000,0.18,0.19,0.0,0.19
2022-04-23 22:00:00 UTC+0000,2.5,0.2,0.08,0.2
2022-04-24 02:00:00 UTC+0000,2.5,0.2,0.08,0.2
2022-04-24 06:00:00 UTC+0000,16.75,10.8,24.64,10.8
2022-04-24 10:00:00 UTC+0000,78.1,98.1,80.0,98.1
2022-04-24 14:00:00 UTC+0000,7.35,12.75,11.44,12.75
2022-04-24 18:00:00 UTC+0000,0.11,0.16,0.18,0.16
2022-04-24 22:00:00 UTC+0000,0.7,0.07,2.5,0.16
2022-04-25 02:00:00 UTC+0000,0.7,0.09,2.5,0.15
2022-04-25 06:00:00 UTC+0000,4.28,2.7,16.75,9.5
2022-04-25 10:00:00 UTC+0000,13.95,18.0,78.1,86.39
2022-04-25 14:00:00 UTC+0000,2.74,1.95,7.35,8.32
2022-04-25 18:00:00 UTC+0000,0.09,0.0,0.11,0.13
2022-04-25 22:00:00 UTC+0000,0.3,0.7,0.7,0.15
2022-04-26 02:00:00 UTC+0000,0.28,0.7,0.7,0.13
2022-04-26 06:00:00 UTC+0000,1.72,4.28,4.28,4.12
2022-04-26 10:00:00 UTC+0000,5.1,13.95,13.95,17.0
2022-04-26 14:00:00 UTC+0000,0.98,2.74,2.74,4.11
2022-04-26 18:00:00 UTC+0000,0.04,0.09,0.09,0.1
2022-04-26 22:00:00 UTC+0000,0.1,0.3,0.3,0.09
2022-04-27 02:00:00 UTC+0000,0.12,0.28,0.28,0.1
2022-04-27 06:00:00 UTC+0000,0.86,1.72,1.72,2.0
2022-04-27 10:00:00 UTC+0000,1.99,5.1,5.1,8.2
2022-04-27 14:00:00 UTC+0000,0.42,0.98,0.98,2.0
2022-04-27 18:00:00 UTC+0000,0.03,0.04,0.04,0.1
2022-04-27 22:00:00 UTC+0000,0.06,0.1,0.1,0.08
2022-04-28 02:00:00 UTC+0000,0.08,0.12,0.12,0.08
2022-04-28 06:00:00 UTC+0000,0.45,0.86,0.86,5.9
2022-04-28 10:00:00 UTC+0000,1.6,1.99,1.99,34.0
2022-04-28 14:00:00 UTC+0000,0.23,0.42,0.42,1.86
2022-04-28 18:00:00 UTC+0000,0.02,0.03,0.03,0.08
2022-04-28 22:00:00 UTC+0000,0.02,0.06,0.06,0.07
2022-04-29 02:00:00 UTC+0000,0.04,0.08,0.08,0.09
2022-04-29 06:00:00 UTC+0000,0.22,0.45,0.45,2.7
2022-04-29 10:00:00 UTC+0000,0.97,1.6,1.6,18.0
2022-04-29 14:00:00 UTC+0000,0.1,0.23,0.23,1.95
2022-04-29 18:00:00 UTC+0000,0.0,0.02,0.02,0.0
2022-04-29 22:00:00 UTC+0000,0.05,0.08,0.02,0.08
2022-04-30 02:00:00 UTC+0000,0.07,0.08,0.04,0.08
2022-04-30 06:00:00 UTC+0000,3.83,24.64,0.22,24.64
2022-04-30 10:00:00 UTC+0000,15.0,80.0,0.97,80.0
2022-04-30 14:00:00 UTC+0000,0.75,11.44,0.1,11.44
2022-04-30 18:00:00 UTC+0000,0.66,0.18,0.0,0.18
2022-04-30 22:00:00 UTC+0000,0.08,2.5,0.05,2.5
2022-05-01 02:00:00 UTC+0000,0.07,2.5,0.07,2.5
2022-05-01 06:00:00 UTC+0000,2.6,16.75,3.83,16.75
2022-05-01 10:00:00 UTC+0000,11.54,78.1,15.0,78.1
2022-05-01 14:00:00 UTC+0000,0.86,7.35,0.75,7.35
2022-05-01 18:00:00 UTC+0000,0.42,0.11,0.66,0.11
2022-05-01 22:00:00 UTC+0000,0.05,0.02,0.08,0.7
2022-05-02 02:00:00 UTC+0000,0.04,0.04,0.07,0.7
2022-05-02 06:00:00 UTC+0000,1.3,0.22,2.6,4.28
2022-05-02 10:00:00 UTC+0000,4.3,0.97,11.54,13.95
2022-05-02 14:00:00 UTC+0000,0.28,0.1,0.86,2.74
2022-05-02 18:00:00 UTC+0000,0.12,0.0,0.42,0.09
2022-05-02 22:00:00 UTC+0000,0.03,0.05,0.05,0.3
2022-05-03 02:00:00 UTC+0000,0.03,0.04,0.04,0.28
2022-05-03 06:00:00 UTC+0000,0.7,1.3,1.3,1.72
2022-05-03 10:00:00 UTC+0000,2.41,4.3,4.3,5.1
2022-05-03 14:00:00 UTC+0000,0.11,0.28,0.28,0.98
2022-05-03 18:00:00 UTC+0000,0.04,0.12,0.12,0.04
2022-05-03 22:00:00 UTC+0000,0.01,0.03,0.03,0.1
2022-05-04 02:00:00 UTC+0000,0.02,0.03,0.03,0.12
2022-05-04 06:00:00 UTC+0000,0.38,0.7,0.7,0.86
2022-05-04 10:00:00 UTC+0000,1.0,2.41,2.41,1.99
2022-05-04 14:00:00 UTC+0000,0.05,0.11,0.11,0.42
2022-05-04 18:00:00 UTC+0000,0.02,0.04,0.04,0.03
2022-05-04 22:00:00 UTC+0000,0.01,0.01,0.01,0.06
2022-05-05 02:00:00 UTC+0000,0.02,0.02,0.02,0.08
2022-05-05 06:00:00 UTC+0000,0.18,0.38,0.38,0.45
2022-05-05 10:00:00 UTC+0000,0.51,1.0,1.0,1.6
2022-05-05 14:00:00 UTC+0000,0.02,0.05,0.05,0.23
2022-05-05 18:00:00 UTC+0000,0.02,0.02,0.02,0.02
2022-05-05 22:00:00 UTC+0000,0.01,0.01,0.01,0.02
2022-05-06 02:00:00 UTC+0000,0.02,0.02,0.02,0.04
2022-05-06 06:00:00 UTC+0000,0.12,0.18,0.18,0.22
2022-05-06 10:00:00 UTC+0000,0.3,0.51,0.51,0.97
2022-05-06 14:00:00 UTC+0000,0.01,0.02,0.02,0.1
2022-05-06 18:00:00 UTC+0000,0.01,0.02,0.02,0.0
2022-05-06 22:00:00 UTC+0000,0.02,0.05,0.01,0.05
2022-05-07 02:00:00 UTC+0000,0.03,0.07,0.02,0.07
2022-05-07 06:00:00 UTC+0000,0.8,3.83,0.12,3.83
2022-05-07 10:00:00 UTC+0000,2.38,15.0,0.3,15.0
2022-05-07 14:00:00 UTC+0000,0.11,0.75,0.01,0.75
2022-05-07 18:00:00 UTC+0000,0.03,0.66,0.01,0.66
2022-05-07 22:00:00 UTC+0000,0.33,0.08,0.02,0.08
2022-05-08 02:00:00 UTC+0000,0.33,0.07,0.03,0.07
2022-05-08 06:00:00 UTC+0000,21.19,2.6,0.8,2.6
2022-05-08 10:00:00 UTC+0000,41.0,11.54,2.38,11.54
2022-05-08 14:00:00 UTC+0000,4.29,0.86,0.11,0.86
2022-05-08 18:00:00 UTC+0000,0.18,0.42,0.03,0.42
2022-05-08 22:00:00 UTC+0000,0.08,0.01,0.33,0.05
2022-05-09 02:00:00 UTC+0000,0.1,0.02,0.33,0.04
2022-05-09 06:00:00 UTC+0000,4.15,0.12,21.19,1.3
2022-05-09 10:00:00 UTC+0000,6.0,0.3,41.0,4.3
2022-05-09 14:00:00 UTC+0000,1.05,0.01,4.29,0.28
2022-05-09 18:00:00 UTC+0000,0.09,0.01,0.18,0.12
2022-05-09 22:00:00 UTC+0000,0.05,0.08,0.08,0.03
2022-05-10 02:00:00 UTC+0000,0.05,0.1,0.1,0.03
2022-05-10 06:00:00 UTC+0000,2.44,4.15,4.15,0.7
2022-05-10 10:00:00 UTC+0000,5.0,6.0,6.0,2.41
2022-05-10 14:00:00 UTC+0000,0.68,1.05,1.05,0.11
2022-05-10 18:00:00 UTC+0000,0.17,0.09,0.09,0.04
2022-05-10 22:00:00 UTC+0000,0.04,0.05,0.05,0.01
2022-05-11 02:00:00 UTC+0000,0.05,0.05,0.05,0.02
2022-05-11 06:00:00 UTC+0000,6.66,2.44,2.44,0.38
2022-05-11 10:00:00 UTC+0000,72.5,5.0,5.0,1.0
2022-05-11 14:00:00 UTC+0000,11.0,0.68,0.68,0.05
2022-05-11 18:00:00 UTC+0000,0.13,0.17,0.17,0.02
2022-05-11 22:00:00 UTC+0000,4.74,0.04,0.04,0.01
2022-05-12 02:00:00 UTC+0000,4.0,0.05,0.05,0.02
2022-05-12 06:00:00 UTC+0000,15.0,6.66,6.66,0.18
2022-05-12 10:00:00 UTC+0000,69.67,72.5,72.5,0.51
2022-05-12 14:00:00 UTC+0000,8.01,11.0,11.0,0.02
2022-05-12 18:00:00 UTC+0000,0.1,0.13,0.13,0.02
2022-05-12 22:00:00 UTC+0000,0.9,4.74,4.74,0.01
2022-05-13 02:00:00 UTC+0000,1.5,4.0,4.0,0.02
2022-05-13 06:00:00 UTC+0000,6.1,15.0,15.0,0.12
2022-05-13 10:00:00 UTC+0000,76.5,69.67,69.67,0.3
2022-05-13 14:00:00 UTC+0000,7.1,8.01,8.01,0.01
2022-05-13 18:00:00 UTC+0000,0.12,0.1,0.1,0.01
2022-05-13 22:00:00 UTC+0000,0.74,0.02,0.9,0.02
2022-05-14 02:00:00 UTC+0000,1.56,0.03,1.5,0.03
2022-05-14 06:00:00 UTC+0000,24.66,0.8,6.1,0.8
2022-05-14 10:00:00 UTC+0000,73.1,2.38,76.5,2.38
2022-05-14 14:00:00 UTC+0000,4.69,0.11,7.1,0.11
2022-05-14 18:00:00 UTC+0000,0.13,0.03,0.12,0.03
2022-05-14 22:00:00 UTC+0000,0.57,0.33,0.74,0.33
2022-05-15 02:00:00 UTC+0000,1.16,0.33,1.56,0.33
2022-05-15 06:00:00 UTC+0000,15.71,21.19,24.66,21.19
2022-05-15 10:00:00 UTC+0000,60.63,41.0,73.1,41.0
2022-05-15 14:00:00 UTC+0000,3.33,4.29,4.69,4.29
2022-05-15 18:00:00 UTC+0000,0.12,0.18,0.13,0.18
2022-05-15 22:00:00 UTC+0000,0.44,0.9,0.57,0.08
2022-05-16 02:00:00 UTC+0000,0.87,1.5,1.16,0.1
2022-05-16 06:00:00 UTC+0000,4.64,6.1,15.71,4.15
2022-05-16 10:00:00 UTC+0000,14.64,76.5,60.63,6.0
2022-05-16 14:00:00 UTC+0000,1.27,7.1,3.33,1.05
2022-05-16 18:00:00 UTC+0000,0.08,0.12,0.12,0.09
2022-05-16 22:00:00 UTC+0000,0.27,0.44,0.44,0.05
2022-05-17 02:00:00 UTC+0000,0.56,0.87,0.87,0.05
2022-05-17 06:00:00 UTC+0000,2.52,4.64,4.64,2.44
2022-05-17 10:00:00 UTC+0000,6.83,14.64,14.64,5.0
2022-05-17 14:00:00 UTC+0000,0.71,1.27,1.27,0.68
2022-05-17 18:00:00 UTC+0000,0.05,0.08,0.08,0.17
2022-05-17 22:00:00 UTC+0000,0.14,0.27,0.27,0.04
2022-05-18 02:00:00 UTC+0000,0.3,0.56,0.56,0.05
2022-05-18 06:00:00 UTC+0000,1.7,2.52,2.52,6.66
2022-05-18 10:00:00 UTC+0000,3.75,6.83,6.83,72.5
2022-05-18 14:00:00 UTC+0000,0.38,0.71,0.71,11.0
2022-05-18 18:00:00 UTC+0000,0.03,0.05,0.05,0.13
2022-05-18 22:00:00 UTC+0000,0.08,0.14,0.14,4.74
2022-05-19 02:00:00 UTC+0000,0.15,0.3,0.3,4.0
2022-05-19 06:00:00 UTC+0000,1.12,1.7,1.7,15.0
2022-05-19 10:00:00 UTC+0000,1.91,3.75,3.75,69.67
2022-05-19 14:00:00 UTC+0000,0.18,0.38,0.38,8.01
2022-05-19 18:00:00 UTC+0000,0.02,0.03,0.03,0.1
2022-05-19 22:00:00 UTC+0000,0.04,0.08,0.08,0.9
2022-05-20 02:00:00 UTC+0000,0.08,0.15,0.15,1.5
2022-05-20 06:00:00 UTC+0000,0.67,1.12,1.12,6.1
2022-05-20 10:00:00 UTC+0000,0.95,1.91,1.91,76.5
2022-05-20 14:00:00 UTC+0000,0.08,0.18,0.18,7.1
2022-05-20 18:00:00 UTC+0000,0.02,0.02,0.02,0.12
2022-05-20 22:00:00 UTC+0000,2.85,0.74,0.04,0.74
2022-05-21 02:00:00 UTC+0000,3.17,1.56,0.08,1.56
2022-05-21 06:00:00 UTC+0000,70.0,24.66,0.67,24.66
2022-05-21 10:00:00 UTC+0000,134.16,73.1,0.95,73.1
2022-05-21 14:00:00 UTC+0000,38.0,4.69,0.08,4.69
2022-05-21 18:00:00 UTC+0000,1.0,0.13,0.02,0.13
2022-05-21 22:00:00 UTC+0000,1.25,0.57,2.85,0.57
2022-05-22 02:00:00 UTC+0000,1.4,1.16,3.17,1.16
2022-05-22 06:00:00 UTC+0000,16.97,15.71,70.0,15.71
2022-05-22 10:00:00 UTC+0000,34.0,60.63,134.16,60.63
2022-05-22 14:00:00 UTC+0000,9.96,3.33,38.0,3.33
2022-05-22 18:00:00 UTC+0000,0.26,0.12,1.0,0.12
2022-05-22 22:00:00 UTC+0000,0.61,0.04,1.25,0.44
2022-05-23 02:00:00 UTC+0000,0.63,0.08,1.4,0.87
2022-05-23 06:00:00 UTC+0000,3.0,0.67,16.97,4.64
2022-05-23 10:00:00 UTC+0000,5.0,0.95,34.0,14.64
2022-05-23 14:00:00 UTC+0000,2.17,0.08,9.96,1.27
2022-05-23 18:00:00 UTC+0000,0.14,0.02,0.26,0.08
2022-05-23 22:00:00 UTC+0000,1.9,0.61,0.61,0.27
2022-05-24 02:00:00 UTC+0000,1.22,0.63,0.63,0.56
2022-05-24 06:00:00 UTC+0000,2.75,3.0,3.0,2.52
2022-05-24 10:00:00 UTC+0000,9.0,5.0,5.0,6.83
2022-05-24 14:00:00 UTC+0000,2.1,2.17,2.17,0.71
2022-05-24 18:00:00 UTC+0000,0.1,0.14,0.14,0.05
2022-05-24 22:00:00 UTC+0000,0.56,1.9,1.9,0.14
2022-05-25 02:00:00 UTC+0000,0.59,1.22,1.22,0.3
2022-05-25 06:00:00 UTC+0000,1.68,2.75,2.75,1.7
2022-05-25 10:00:00 UTC+0000,3.4,9.0,9.0,3.75
2022-05-25 14:00:00 UTC+0000,1.32,2.1,2.1,0.38
2022-05-25 18:00:00 UTC+0000,0.08,0.1,0.1,0.03
2022-05-25 22:00:00 UTC+0000,2.1,0.56,0.56,0.08
2022-05-26 02:00:00 UTC+0000,2.22,0.59,0.59,0.15
2022-05-26 06:00:00 UTC+0000,52.34,1.68,1.68,1.12
2022-05-26 10:00:00 UTC+0000,99.11,3.4,3.4,1.91
2022-05-26 14:00:00 UTC+0000,42.0,1.32,1.32,0.18
2022-05-26 18:00:00 UTC+0000,0.83,0.08,0.08,0.02
2022-05-26 22:00:00 UTC+0000,2.5,2.1,2.1,0.04
2022-05-27 02:00:00 UTC+0000,2.0,2.22,2.22,0.08
2022-05-27 06:00:00 UTC+0000,40.0,52.34,52.34,0.67
2022-05-27 10:00:00 UTC+0000,76.66,99.11,99.11,0.95
2022-05-27 14:00:00 UTC+0000,33.33,42.0,42.0,0.08
2022-05-27 18:00:00 UTC+0000,0.8,0.83,0.83,0.02
2022-05-27 22:00:00 UTC+0000,7.22,2.85,2.5,2.85
2022-05-28 02:00:00 UTC+0000,9.0,3.17,2.0,3.17
2022-05-28 06:00:00 UTC+0000,33.33,70.0,40.0,70.0
2022-05-28 10:00:00 UTC+0000,66.66,134.16,76.66,134.16
2022-05-28 14:00:00 UTC+0000,44.5,38.0,33.33,38.0
2022-05-28 18:00:00 UTC+0000,0.7,1.0,0.8,1.0
2022-05-28 22:00:00 UTC+0000,1.91,1.25,7.22,1.25
2022-05-29 02:00:00 UTC+0000,2.22,1.4,9.0,1.4
2022-05-29 06:00:00 UTC+0000,13.0,16.97,33.33,16.97
2022-05-29 10:00:00 UTC+0000,23.86,34.0,66.66,34.0
2022-05-29 14:00:00 UTC+0000,9.75,9.96,44.5,9.96
2022-05-29 18:00:00 UTC+0000,0.64,0.26,0.7,0.26
2022-05-29 22:00:00 UTC+0000,0.79,2.5,1.91,0.61
