time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2021-06-06 02:00:00 UTC+0000,3.5,2.4375,5.0,2.4375
2021-06-06 06:00:00 UTC+0000,3.51,12.5,5.375,12.5
2021-06-06 10:00:00 UTC+0000,8.75,22.25,9.605,22.25
2021-06-06 14:00:00 UTC+0000,3.0,7.5,3.5,7.5
2021-06-06 18:00:00 UTC+0000,1.25,0.9475,1.975,0.9475
2021-06-06 22:00:00 UTC+0000,1.75,9.795,3.09,1.75
2021-06-07 02:00:00 UTC+0000,1.875,10.48,3.5,2.755
2021-06-07 06:00:00 UTC+0000,1.75,7.995,3.51,3.5625
2021-06-07 10:00:00 UTC+0000,5.0,12.75,8.75,6.195
2021-06-07 14:00:00 UTC+0000,1.75,5.5,3.0,2.8675
2021-06-07 18:00:00 UTC+0000,0.75,3.0,1.25,0.75
2021-06-07 22:00:00 UTC+0000,1.05,1.75,1.75,1.075
2021-06-08 02:00:00 UTC+0000,1.0675,1.875,1.875,1.5
2021-06-08 06:00:00 UTC+0000,1.1425,1.75,1.75,1.975
2021-06-08 10:00:00 UTC+0000,2.625,5.0,5.0,3.29
2021-06-08 14:00:00 UTC+0000,1.02,1.75,1.75,1.45
2021-06-08 18:00:00 UTC+0000,0.4175,0.75,0.75,0.38
2021-06-08 22:00:00 UTC+0000,0.5625,1.05,1.05,0.7025
2021-06-09 02:00:00 UTC+0000,0.5575,1.0675,1.0675,0.89
2021-06-09 06:00:00 UTC+0000,0.6975,1.1425,1.1425,1.13
2021-06-09 10:00:00 UTC+0000,1.1975,2.625,2.625,1.95
2021-06-09 14:00:00 UTC+0000,0.515,1.02,1.02,0.8025
2021-06-09 18:00:00 UTC+0000,0.25,0.4175,0.4175,0.26
2021-06-09 22:00:00 UTC+0000,0.5,0.5625,0.5625,20.0
2021-06-10 02:00:00 UTC+0000,0.4225,0.5575,0.5575,21.875
2021-06-10 06:00:00 UTC+0000,32.75,0.6975,0.6975,12.25
2021-06-10 10:00:00 UTC+0000,38.75,1.1975,1.1975,23.5
2021-06-10 14:00:00 UTC+0000,2.0,0.515,0.515,9.75
2021-06-10 18:00:00 UTC+0000,0.775,0.25,0.25,5.3375
2021-06-10 22:00:00 UTC+0000,0.4375,0.5,0.5,9.795
2021-06-11 02:00:00 UTC+0000,0.35,0.4225,0.4225,10.48
2021-06-11 06:00:00 UTC+0000,6.0,32.75,32.75,7.995
2021-06-11 10:00:00 UTC+0000,7.5,38.75,38.75,12.75
2021-06-11 14:00:00 UTC+0000,1.33,2.0,2.0,5.5
2021-06-11 18:00:00 UTC+0000,0.41,0.775,0.775,3.0
2021-06-11 22:00:00 UTC+0000,2.945,5.0,0.4375,5.0
2021-06-12 02:00:00 UTC+0000,3.5,5.0,0.35,5.0
2021-06-12 06:00:00 UTC+0000,15.25,5.375,6.0,5.375
2021-06-12 10:00:00 UTC+0000,30.5,9.605,7.5,9.605
2021-06-12 14:00:00 UTC+0000,19.25,3.5,1.33,3.5
2021-06-12 18:00:00 UTC+0000,3.125,1.975,0.41,1.975
2021-06-12 22:00:00 UTC+0000,5.555,3.09,2.945,3.09
2021-06-13 02:00:00 UTC+0000,12.5,3.5,3.5,3.5
2021-06-13 06:00:00 UTC+0000,34.66,3.51,15.25,3.51
2021-06-13 10:00:00 UTC+0000,83.25,8.75,30.5,8.75
2021-06-13 14:00:00 UTC+0000,22.25,3.0,19.25,3.0
2021-06-13 18:00:00 UTC+0000,4.45,1.25,3.125,1.25
2021-06-13 22:00:00 UTC+0000,2.375,0.4375,5.555,1.75
2021-06-14 02:00:00 UTC+0000,4.5,0.35,12.5,1.875
2021-06-14 06:00:00 UTC+0000,5.9175,6.0,34.66,1.75
2021-06-14 10:00:00 UTC+0000,9.6475,7.5,83.25,5.0
2021-06-14 14:00:00 UTC+0000,4.595,1.33,22.25,1.75
2021-06-14 18:00:00 UTC+0000,1.275,0.41,4.45,0.75
2021-06-14 22:00:00 UTC+0000,1.025,2.375,2.375,1.05
2021-06-15 02:00:00 UTC+0000,1.75,4.5,4.5,1.0675
2021-06-15 06:00:00 UTC+0000,2.14,5.9175,5.9175,1.1425
2021-06-15 10:00:00 UTC+0000,3.6875,9.6475,9.6475,2.625
2021-06-15 14:00:00 UTC+0000,1.9375,4.595,4.595,1.02
2021-06-15 18:00:00 UTC+0000,0.6,1.275,1.275,0.4175
2021-06-15 22:00:00 UTC+0000,0.675,1.025,1.025,0.5625
2021-06-16 02:00:00 UTC+0000,1.0,1.75,1.75,0.5575
2021-06-16 06:00:00 UTC+0000,1.9625,2.14,2.14,0.6975
2021-06-16 10:00:00 UTC+0000,2.5,3.6875,3.6875,1.1975
2021-06-16 14:00:00 UTC+0000,1.25,1.9375,1.9375,0.515
2021-06-16 18:00:00 UTC+0000,0.45,0.6,0.6,0.25
2021-06-16 22:00:00 UTC+0000,0.875,0.675,0.675,0.5
2021-06-17 02:00:00 UTC+0000,0.75,1.0,1.0,0.4225
2021-06-17 06:00:00 UTC+0000,1.315,1.9625,1.9625,32.75
2021-06-17 10:00:00 UTC+0000,2.155,2.5,2.5,38.75
2021-06-17 14:00:00 UTC+0000,1.03,1.25,1.25,2.0
2021-06-17 18:00:00 UTC+0000,0.5,0.45,0.45,0.775
2021-06-17 22:00:00 UTC+0000,0.5625,0.875,0.875,0.4375
2021-06-18 02:00:00 UTC+0000,0.5775,0.75,0.75,0.35
2021-06-18 06:00:00 UTC+0000,0.9725,1.315,1.315,6.0
2021-06-18 10:00:00 UTC+0000,1.75,2.155,2.155,7.5
2021-06-18 14:00:00 UTC+0000,0.805,1.03,1.03,1.33
2021-06-18 18:00:00 UTC+0000,0.3525,0.5,0.5,0.41
2021-06-18 22:00:00 UTC+0000,0.775,2.945,0.5625,2.945
2021-06-19 02:00:00 UTC+0000,0.7225,3.5,0.5775,3.5
2021-06-19 06:00:00 UTC+0000,3.75,15.25,0.9725,15.25
2021-06-19 10:00:00 UTC+0000,18.75,30.5,1.75,30.5
2021-06-19 14:00:00 UTC+0000,1.9725,19.25,0.805,19.25
2021-06-19 18:00:00 UTC+0000,0.6275,3.125,0.3525,3.125
2021-06-19 22:00:00 UTC+0000,0.9575,5.555,0.775,5.555
2021-06-20 02:00:00 UTC+0000,1.9375,12.5,0.7225,12.5
2021-06-20 06:00:00 UTC+0000,5.63,34.66,3.75,34.66
2021-06-20 10:00:00 UTC+0000,17.175,83.25,18.75,83.25
2021-06-20 14:00:00 UTC+0000,3.25,22.25,1.9725,22.25
2021-06-20 18:00:00 UTC+0000,1.125,4.45,0.6275,4.45
2021-06-20 22:00:00 UTC+0000,1.0,0.5625,0.9575,2.375
2021-06-21 02:00:00 UTC+0000,1.22,0.5775,1.9375,4.5
2021-06-21 06:00:00 UTC+0000,1.835,0.9725,5.63,5.9175
2021-06-21 10:00:00 UTC+0000,7.0525,1.75,17.175,9.6475
2021-06-21 14:00:00 UTC+0000,1.4,0.805,3.25,4.595
2021-06-21 18:00:00 UTC+0000,1.0475,0.3525,1.125,1.275
2021-06-21 22:00:00 UTC+0000,0.635,1.0,1.0,1.025
2021-06-22 02:00:00 UTC+0000,0.71,1.22,1.22,1.75
2021-06-22 06:00:00 UTC+0000,1.1,1.835,1.835,2.14
2021-06-22 10:00:00 UTC+0000,3.425,7.0525,7.0525,3.6875
2021-06-22 14:00:00 UTC+0000,0.7975,1.4,1.4,1.9375
2021-06-22 18:00:00 UTC+0000,0.625,1.0475,1.0475,0.6
2021-06-22 22:00:00 UTC+0000,0.415,0.635,0.635,0.675
2021-06-23 02:00:00 UTC+0000,0.44,0.71,0.71,1.0
2021-06-23 06:00:00 UTC+0000,0.57,1.1,1.1,1.9625
2021-06-23 10:00:00 UTC+0000,1.82,3.425,3.425,2.5
2021-06-23 14:00:00 UTC+0000,0.4725,0.7975,0.7975,1.25
2021-06-23 18:00:00 UTC+0000,0.4375,0.625,0.625,0.45
2021-06-23 22:00:00 UTC+0000,0.3,0.415,0.415,0.875
2021-06-24 02:00:00 UTC+0000,0.3,0.44,0.44,0.75
2021-06-24 06:00:00 UTC+0000,0.33,0.57,0.57,1.315
2021-06-24 10:00:00 UTC+0000,0.945,1.82,1.82,2.155
2021-06-24 14:00:00 UTC+0000,0.28,0.4725,0.4725,1.03
2021-06-24 18:00:00 UTC+0000,0.2875,0.4375,0.4375,0.5
2021-06-24 22:00:00 UTC+0000,0.225,0.3,0.3,0.5625
2021-06-25 02:00:00 UTC+0000,0.23,0.3,0.3,0.5775
2021-06-25 06:00:00 UTC+0000,0.2425,0.33,0.33,0.9725
2021-06-25 10:00:00 UTC+0000,0.47,0.945,0.945,1.75
2021-06-25 14:00:00 UTC+0000,0.225,0.28,0.28,0.805
2021-06-25 18:00:00 UTC+0000,0.2225,0.2875,0.2875,0.3525
2021-06-25 22:00:00 UTC+0000,0.2275,0.775,0.225,0.775
2021-06-26 02:00:00 UTC+0000,0.235,0.7225,0.23,0.7225
2021-06-26 06:00:00 UTC+0000,0.5,3.75,0.2425,3.75
2021-06-26 10:00:00 UTC+0000,3.4725,18.75,0.47,18.75
2021-06-26 14:00:00 UTC+0000,0.2925,1.9725,0.225,1.9725
2021-06-26 18:00:00 UTC+0000,0.1875,0.6275,0.2225,0.6275
2021-06-26 22:00:00 UTC+0000,0.2275,0.9575,0.2275,0.9575
2021-06-27 02:00:00 UTC+0000,0.8475,1.9375,0.235,1.9375
2021-06-27 06:00:00 UTC+0000,8.9075,5.63,0.5,5.63
2021-06-27 10:00:00 UTC+0000,17.9125,17.175,3.4725,17.175
2021-06-27 14:00:00 UTC+0000,1.9375,3.25,0.2925,3.25
2021-06-27 18:00:00 UTC+0000,0.2225,1.125,0.1875,1.125
2021-06-27 22:00:00 UTC+0000,0.1875,0.225,0.2275,1.0
2021-06-28 02:00:00 UTC+0000,0.425,0.23,0.8475,1.22
2021-06-28 06:00:00 UTC+0000,1.7475,0.2425,8.9075,1.835
2021-06-28 10:00:00 UTC+0000,4.5525,0.47,17.9125,7.0525
2021-06-28 14:00:00 UTC+0000,0.6525,0.225,1.9375,1.4
2021-06-28 18:00:00 UTC+0000,0.17,0.2225,0.2225,1.0475
2021-06-28 22:00:00 UTC+0000,0.1375,0.1875,0.1875,0.635
2021-06-29 02:00:00 UTC+0000,0.2225,0.425,0.425,0.71
2021-06-29 06:00:00 UTC+0000,0.62,1.7475,1.7475,1.1
2021-06-29 10:00:00 UTC+0000,1.6975,4.5525,4.5525,3.425
2021-06-29 14:00:00 UTC+0000,0.2,0.6525,0.6525,0.7975
2021-06-29 18:00:00 UTC+0000,0.135,0.17,0.17,0.625
2021-06-29 22:00:00 UTC+0000,0.0975,0.1375,0.1375,0.415
2021-06-30 02:00:00 UTC+0000,0.1225,0.2225,0.2225,0.44
2021-06-30 06:00:00 UTC+0000,0.3675,0.62,0.62,0.57
2021-06-30 10:00:00 UTC+0000,0.8075,1.6975,1.6975,1.82
2021-06-30 14:00:00 UTC+0000,0.1325,0.2,0.2,0.4725
2021-06-30 18:00:00 UTC+0000,0.1025,0.135,0.135,0.4375
2021-06-30 22:00:00 UTC+0000,0.0925,0.0975,0.0975,0.3
2021-07-01 02:00:00 UTC+0000,0.12,0.1225,0.1225,0.3
2021-07-01 06:00:00 UTC+0000,0.2375,0.3675,0.3675,0.33
2021-07-01 10:00:00 UTC+0000,0.5475,0.8075,0.8075,0.945
2021-07-01 14:00:00 UTC+0000,0.0875,0.1325,0.1325,0.28
2021-07-01 18:00:00 UTC+0000,0.0725,0.1025,0.1025,0.2875
2021-07-01 22:00:00 UTC+0000,0.075,0.0925,0.0925,0.225
2021-07-02 02:00:00 UTC+0000,0.1,0.12,0.12,0.23
2021-07-02 06:00:00 UTC+0000,0.165,0.2375,0.2375,0.2425
2021-07-02 10:00:00 UTC+0000,0.34,0.5475,0.5475,0.47
2021-07-02 14:00:00 UTC+0000,0.0725,0.0875,0.0875,0.225
2021-07-02 18:00:00 UTC+0000,0.055,0.0725,0.0725,0.2225
2021-07-02 22:00:00 UTC+0000,0.0725,0.2275,0.075,0.2275
2021-07-03 02:00:00 UTC+0000,0.1025,0.235,0.1,0.235
2021-07-03 06:00:00 UTC+0000,0.3125,0.5,0.165,0.5
2021-07-03 10:00:00 UTC+0000,2.25,3.4725,0.34,3.4725
2021-07-03 14:00:00 UTC+0000,0.2025,0.2925,0.0725,0.2925
2021-07-03 18:00:00 UTC+0000,0.1025,0.1875,0.055,0.1875
2021-07-03 22:00:00 UTC+0000,0.0,0.2275,0.0725,0.2275
2021-07-04 02:00:00 UTC+0000,0.26,0.8475,0.1025,0.8475
2021-07-04 06:00:00 UTC+0000,0.15,8.9075,0.3125,8.9075
2021-07-04 10:00:00 UTC+0000,3.645,17.9125,2.25,17.9125
2021-07-04 14:00:00 UTC+0000,0.0,1.9375,0.2025,1.9375
2021-07-04 18:00:00 UTC+0000,0.0,0.2225,0.1025,0.2225
2021-07-04 22:00:00 UTC+0000,0.1,0.075,0.0,0.1875
2021-07-05 02:00:00 UTC+0000,0.165,0.1,0.26,0.425
2021-07-05 06:00:00 UTC+0000,0.285,0.165,0.15,1.7475
2021-07-05 10:00:00 UTC+0000,1.25,0.34,3.645,4.5525
2021-07-05 14:00:00 UTC+0000,0.2625,0.0725,0.0,0.6525
2021-07-05 18:00:00 UTC+0000,0.07,0.055,0.0,0.17
2021-07-05 22:00:00 UTC+0000,0.1275,0.1,0.1,0.1375
2021-07-06 02:00:00 UTC+0000,0.3075,0.165,0.165,0.2225
2021-07-06 06:00:00 UTC+0000,0.125,0.285,0.285,0.62
2021-07-06 10:00:00 UTC+0000,1.9225,1.25,1.25,1.6975
2021-07-06 14:00:00 UTC+0000,0.22,0.2625,0.2625,0.2
2021-07-06 18:00:00 UTC+0000,0.0725,0.07,0.07,0.135
2021-07-06 22:00:00 UTC+0000,0.09,0.1275,0.1275,0.0975
2021-07-07 02:00:00 UTC+0000,0.1875,0.3075,0.3075,0.1225
2021-07-07 06:00:00 UTC+0000,0.095,0.125,0.125,0.3675
2021-07-07 10:00:00 UTC+0000,0.8725,1.9225,1.9225,0.8075
2021-07-07 14:00:00 UTC+0000,0.13,0.22,0.22,0.1325
2021-07-07 18:00:00 UTC+0000,0.05,0.0725,0.0725,0.1025
2021-07-07 22:00:00 UTC+0000,0.0675,0.09,0.09,0.0925
2021-07-08 02:00:00 UTC+0000,0.1175,0.1875,0.1875,0.12
2021-07-08 06:00:00 UTC+0000,0.085,0.095,0.095,0.2375
2021-07-08 10:00:00 UTC+0000,0.5275,0.8725,0.8725,0.5475
2021-07-08 14:00:00 UTC+0000,0.085,0.13,0.13,0.0875
2021-07-08 18:00:00 UTC+0000,0.0375,0.05,0.05,0.0725
2021-07-08 22:00:00 UTC+0000,0.0475,0.0675,0.0675,0.075
2021-07-09 02:00:00 UTC+0000,0.09,0.1175,0.1175,0.1
2021-07-09 06:00:00 UTC+0000,0.0975,0.085,0.085,0.165
2021-07-09 10:00:00 UTC+0000,0.5175,0.5275,0.5275,0.34
2021-07-09 14:00:00 UTC+0000,0.135,0.085,0.085,0.0725
2021-07-09 18:00:00 UTC+0000,0.0275,0.0375,0.0375,0.055
2021-07-09 22:00:00 UTC+0000,0.1075,0.0725,0.0475,0.0725
2021-07-10 02:00:00 UTC+0000,0.225,0.1025,0.09,0.1025
2021-07-10 06:00:00 UTC+0000,0.9725,0.3125,0.0975,0.3125
2021-07-10 10:00:00 UTC+0000,2.25,2.25,0.5175,2.25
2021-07-10 14:00:00 UTC+0000,0.9825,0.2025,0.135,0.2025
2021-07-10 18:00:00 UTC+0000,0.0275,0.1025,0.0275,0.1025
2021-07-10 22:00:00 UTC+0000,0.25,0.0,0.1075,0.0
2021-07-11 02:00:00 UTC+0000,0.3625,0.26,0.225,0.26
2021-07-11 06:00:00 UTC+0000,1.225,0.15,0.9725,0.15
2021-07-11 10:00:00 UTC+0000,3.35,3.645,2.25,3.645
2021-07-11 14:00:00 UTC+0000,1.75,0.0,0.9825,0.0
2021-07-11 18:00:00 UTC+0000,0.05,0.0,0.0275,0.0
2021-07-11 22:00:00 UTC+0000,0.3125,0.0475,0.25,0.1
2021-07-12 02:00:00 UTC+0000,1.3275,0.09,0.3625,0.165
2021-07-12 06:00:00 UTC+0000,2.13,0.0975,1.225,0.285
2021-07-12 10:00:00 UTC+0000,2.23,0.5175,3.35,1.25
2021-07-12 14:00:00 UTC+0000,1.3925,0.135,1.75,0.2625
2021-07-12 18:00:00 UTC+0000,0.47,0.0275,0.05,0.07
2021-07-12 22:00:00 UTC+0000,0.215,0.3125,0.3125,0.1275
2021-07-13 02:00:00 UTC+0000,0.675,1.3275,1.3275,0.3075
2021-07-13 06:00:00 UTC+0000,0.935,2.13,2.13,0.125
2021-07-13 10:00:00 UTC+0000,0.965,2.23,2.23,1.9225
2021-07-13 14:00:00 UTC+0000,0.955,1.3925,1.3925,0.22
2021-07-13 18:00:00 UTC+0000,0.27,0.47,0.47,0.0725
2021-07-13 22:00:00 UTC+0000,0.17,0.215,0.215,0.09
2021-07-14 02:00:00 UTC+0000,0.5,0.675,0.675,0.1875
2021-07-14 06:00:00 UTC+0000,0.7325,0.935,0.935,0.095
2021-07-14 10:00:00 UTC+0000,1.05,0.965,0.965,0.8725
2021-07-14 14:00:00 UTC+0000,0.7975,0.955,0.955,0.13
2021-07-14 18:00:00 UTC+0000,0.46,0.27,0.27,0.05
2021-07-14 22:00:00 UTC+0000,0.2575,0.17,0.17,0.0675
2021-07-15 02:00:00 UTC+0000,0.4725,0.5,0.5,0.1175
2021-07-15 06:00:00 UTC+0000,0.655,0.7325,0.7325,0.085
2021-07-15 10:00:00 UTC+0000,0.825,1.05,1.05,0.5275
2021-07-15 14:00:00 UTC+0000,0.6325,0.7975,0.7975,0.085
2021-07-15 18:00:00 UTC+0000,0.33,0.46,0.46,0.0375
2021-07-15 22:00:00 UTC+0000,0.235,0.2575,0.2575,0.0475
2021-07-16 02:00:00 UTC+0000,0.4725,0.4725,0.4725,0.09
2021-07-16 06:00:00 UTC+0000,0.67,0.655,0.655,0.0975
2021-07-16 10:00:00 UTC+0000,0.8325,0.825,0.825,0.5175
2021-07-16 14:00:00 UTC+0000,0.6575,0.6325,0.6325,0.135
2021-07-16 18:00:00 UTC+0000,0.3425,0.33,0.33,0.0275
2021-07-16 22:00:00 UTC+0000,2.1,0.1075,0.235,0.1075
2021-07-17 02:00:00 UTC+0000,3.105,0.225,0.4725,0.225
2021-07-17 06:00:00 UTC+0000,4.5,0.9725,0.67,0.9725
2021-07-17 10:00:00 UTC+0000,32.5,2.25,0.8325,2.25
2021-07-17 14:00:00 UTC+0000,11.75,0.9825,0.6575,0.9825
2021-07-17 18:00:00 UTC+0000,1.3475,0.0275,0.3425,0.0275
2021-07-17 22:00:00 UTC+0000,4.06,0.25,2.1,0.25
2021-07-18 02:00:00 UTC+0000,5.39,0.3625,3.105,0.3625
2021-07-18 06:00:00 UTC+0000,9.375,1.225,4.5,1.225
2021-07-18 10:00:00 UTC+0000,28.5,3.35,32.5,3.35
2021-07-18 14:00:00 UTC+0000,16.465,1.75,11.75,1.75
2021-07-18 18:00:00 UTC+0000,1.3475,0.05,1.3475,0.05
2021-07-18 22:00:00 UTC+0000,1.315,0.235,4.06,0.3125
2021-07-19 02:00:00 UTC+0000,2.02,0.4725,5.39,1.3275
2021-07-19 06:00:00 UTC+0000,1.9525,0.67,9.375,2.13
2021-07-19 10:00:00 UTC+0000,3.1075,0.8325,28.5,2.23
2021-07-19 14:00:00 UTC+0000,3.0,0.6575,16.465,1.3925
2021-07-19 18:00:00 UTC+0000,0.27,0.3425,1.3475,0.47
2021-07-19 22:00:00 UTC+0000,0.6125,1.315,1.315,0.215
2021-07-20 02:00:00 UTC+0000,1.05,2.02,2.02,0.675
2021-07-20 06:00:00 UTC+0000,1.0125,1.9525,1.9525,0.935
2021-07-20 10:00:00 UTC+0000,1.45,3.1075,3.1075,0.965
2021-07-20 14:00:00 UTC+0000,0.815,3.0,3.0,0.955
2021-07-20 18:00:00 UTC+0000,0.1125,0.27,0.27,0.27
2021-07-20 22:00:00 UTC+0000,0.275,0.6125,0.6125,0.17
2021-07-21 02:00:00 UTC+0000,0.5175,1.05,1.05,0.5
2021-07-21 06:00:00 UTC+0000,0.5,1.0125,1.0125,0.7325
2021-07-21 10:00:00 UTC+0000,0.75,1.45,1.45,1.05
2021-07-21 14:00:00 UTC+0000,0.3725,0.815,0.815,0.7975
2021-07-21 18:00:00 UTC+0000,0.1,0.1125,0.1125,0.46
2021-07-21 22:00:00 UTC+0000,0.1775,0.275,0.275,0.2575
2021-07-22 02:00:00 UTC+0000,0.26,0.5175,0.5175,0.4725
2021-07-22 06:00:00 UTC+0000,0.28,0.5,0.5,0.655
2021-07-22 10:00:00 UTC+0000,0.36,0.75,0.75,0.825
2021-07-22 14:00:00 UTC+0000,0.2,0.3725,0.3725,0.6325
2021-07-22 18:00:00 UTC+0000,0.0525,0.1,0.1,0.33
2021-07-22 22:00:00 UTC+0000,0.09,0.1775,0.1775,0.235
2021-07-23 02:00:00 UTC+0000,0.1725,0.26,0.26,0.4725
2021-07-23 06:00:00 UTC+0000,0.18,0.28,0.28,0.67
2021-07-23 10:00:00 UTC+0000,0.235,0.36,0.36,0.8325
2021-07-23 14:00:00 UTC+0000,0.1475,0.2,0.2,0.6575
2021-07-23 18:00:00 UTC+0000,0.07,0.0525,0.0525,0.3425
2021-07-23 22:00:00 UTC+0000,0.695,2.1,0.09,2.1
2021-07-24 02:00:00 UTC+0000,1.195,3.105,0.1725,3.105
2021-07-24 06:00:00 UTC+0000,1.645,4.5,0.18,4.5
2021-07-24 10:00:00 UTC+0000,6.25,32.5,0.235,32.5
2021-07-24 14:00:00 UTC+0000,2.25,11.75,0.1475,11.75
2021-07-24 18:00:00 UTC+0000,0.5,1.3475,0.07,1.3475
2021-07-24 22:00:00 UTC+0000,0.7,4.06,0.695,4.06
2021-07-25 02:00:00 UTC+0000,1.8125,5.39,1.195,5.39
2021-07-25 06:00:00 UTC+0000,5.0,9.375,1.645,9.375
2021-07-25 10:00:00 UTC+0000,15.75,28.5,6.25,28.5
2021-07-25 14:00:00 UTC+0000,3.1875,16.465,2.25,16.465
2021-07-25 18:00:00 UTC+0000,0.23,1.3475,0.5,1.3475
2021-07-25 22:00:00 UTC+0000,0.355,0.09,0.7,1.315
2021-07-26 02:00:00 UTC+0000,0.75,0.1725,1.8125,2.02
2021-07-26 06:00:00 UTC+0000,1.43,0.18,5.0,1.9525
2021-07-26 10:00:00 UTC+0000,2.9475,0.235,15.75,3.1075
2021-07-26 14:00:00 UTC+0000,1.0925,0.1475,3.1875,3.0
2021-07-26 18:00:00 UTC+0000,0.135,0.07,0.23,0.27
2021-07-26 22:00:00 UTC+0000,0.17,0.355,0.355,0.6125
2021-07-27 02:00:00 UTC+0000,0.5,0.75,0.75,1.05
2021-07-27 06:00:00 UTC+0000,0.7,1.43,1.43,1.0125
2021-07-27 10:00:00 UTC+0000,1.3125,2.9475,2.9475,1.45
2021-07-27 14:00:00 UTC+0000,0.41,1.0925,1.0925,0.815
2021-07-27 18:00:00 UTC+0000,0.1,0.135,0.135,0.1125
2021-07-27 22:00:00 UTC+0000,0.13,0.17,0.17,0.275
2021-07-28 02:00:00 UTC+0000,0.25,0.5,0.5,0.5175
2021-07-28 06:00:00 UTC+0000,0.52,0.7,0.7,0.5
2021-07-28 10:00:00 UTC+0000,1.775,1.3125,1.3125,0.75
2021-07-28 14:00:00 UTC+0000,0.325,0.41,0.41,0.3725
2021-07-28 18:00:00 UTC+0000,0.1,0.1,0.1,0.1
2021-07-28 22:00:00 UTC+0000,1.6125,0.13,0.13,0.1775
2021-07-29 02:00:00 UTC+0000,1.665,0.25,0.25,0.26
2021-07-29 06:00:00 UTC+0000,8.5,0.52,0.52,0.28
2021-07-29 10:00:00 UTC+0000,16.0725,1.775,1.775,0.36
2021-07-29 14:00:00 UTC+0000,7.63,0.325,0.325,0.2
2021-07-29 18:00:00 UTC+0000,1.0,0.1,0.1,0.0525
2021-07-29 22:00:00 UTC+0000,0.47,1.6125,1.6125,0.09
2021-07-30 02:00:00 UTC+0000,0.6875,1.665,1.665,0.1725
2021-07-30 06:00:00 UTC+0000,2.365,8.5,8.5,0.18
2021-07-30 10:00:00 UTC+0000,4.565,16.0725,16.0725,0.235
2021-07-30 14:00:00 UTC+0000,2.54,7.63,7.63,0.1475
2021-07-30 18:00:00 UTC+0000,0.43,1.0,1.0,0.07
2021-07-30 22:00:00 UTC+0000,1.54,0.695,0.47,0.695
2021-07-31 02:00:00 UTC+0000,1.75,1.195,0.6875,1.195
2021-07-31 06:00:00 UTC+0000,11.865,1.645,2.365,1.645
2021-07-31 10:00:00 UTC+0000,49.75,6.25,4.565,6.25
2021-07-31 14:00:00 UTC+0000,12.89,2.25,2.54,2.25
2021-07-31 18:00:00 UTC+0000,0.775,0.5,0.43,0.5
2021-07-31 22:00:00 UTC+0000,0.75,0.7,1.54,0.7
2021-08-01 02:00:00 UTC+0000,1.0025,1.8125,1.75,1.8125
2021-08-01 06:00:00 UTC+0000,4.9375,5.0,11.865,5.0
2021-08-01 10:00:00 UTC+0000,15.5,15.75,49.75,15.75
2021-08-01 14:00:00 UTC+0000,5.25,3.1875,12.89,3.1875
2021-08-01 18:00:00 UTC+0000,0.375,0.23,0.775,0.23
2021-08-01 22:00:00 UTC+0000,0.47,0.47,0.75,0.355
2021-08-02 02:00:00 UTC+0000,0.63,0.6875,1.0025,0.75
2021-08-02 06:00:00 UTC+0000,1.61,2.365,4.9375,1.43
2021-08-02 10:00:00 UTC+0000,4.875,4.565,15.5,2.9475
2021-08-02 14:00:00 UTC+0000,1.75,2.54,5.25,1.0925
2021-08-02 18:00:00 UTC+0000,0.3125,0.43,0.375,0.135
2021-08-02 22:00:00 UTC+0000,0.24,0.47,0.47,0.17
2021-08-03 02:00:00 UTC+0000,0.3525,0.63,0.63,0.5
2021-08-03 06:00:00 UTC+0000,0.7625,1.61,1.61,0.7
2021-08-03 10:00:00 UTC+0000,1.8825,4.875,4.875,1.3125
2021-08-03 14:00:00 UTC+0000,0.83,1.75,1.75,0.41
2021-08-03 18:00:00 UTC+0000,0.2475,0.3125,0.3125,0.1
2021-08-03 22:00:00 UTC+0000,0.1275,0.24,0.24,0.13
2021-08-04 02:00:00 UTC+0000,0.175,0.3525,0.3525,0.25
2021-08-04 06:00:00 UTC+0000,0.41,0.7625,0.7625,0.52
2021-08-04 10:00:00 UTC+0000,1.0,1.8825,1.8825,1.775
2021-08-04 14:00:00 UTC+0000,0.415,0.83,0.83,0.325
2021-08-04 18:00:00 UTC+0000,0.1375,0.2475,0.2475,0.1
2021-08-04 22:00:00 UTC+0000,0.0975,0.1275,0.1275,1.6125
2021-08-05 02:00:00 UTC+0000,0.15,0.175,0.175,1.665
2021-08-05 06:00:00 UTC+0000,0.2525,0.41,0.41,8.5
2021-08-05 10:00:00 UTC+0000,0.5575,1.0,1.0,16.0725
2021-08-05 14:00:00 UTC+0000,0.245,0.415,0.415,7.63
2021-08-05 18:00:00 UTC+0000,0.1025,0.1375,0.1375,1.0
2021-08-05 22:00:00 UTC+0000,0.75,0.0975,0.0975,0.47
2021-08-06 02:00:00 UTC+0000,0.8525,0.15,0.15,0.6875
2021-08-06 06:00:00 UTC+0000,0.75,0.2525,0.2525,2.365
2021-08-06 10:00:00 UTC+0000,4.4775,0.5575,0.5575,4.565
2021-08-06 14:00:00 UTC+0000,2.135,0.245,0.245,2.54
2021-08-06 18:00:00 UTC+0000,0.375,0.1025,0.1025,0.43
2021-08-06 22:00:00 UTC+0000,1.15,1.54,0.75,1.54
