time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2021-02-26 21:00:00 UTC+0000,46.28,48.44,48.44,46.06
2021-02-26 22:00:00 UTC+0000,42.71,45.0,45.0,41.68
2021-02-26 23:00:00 UTC+0000,44.0,39.51,45.1,39.51
2021-02-27 00:00:00 UTC+0000,40.49,37.66,41.8,37.66
2021-02-27 01:00:00 UTC+0000,40.44,36.35,40.99,36.35
2021-02-27 02:00:00 UTC+0000,38.4,35.02,40.24,35.02
2021-02-27 03:00:00 UTC+0000,39.09,35.02,40.7,35.02
2021-02-27 04:00:00 UTC+0000,39.61,32.95,42.73,32.95
2021-02-27 05:00:00 UTC+0000,43.34,35.07,54.39,35.07
2021-02-27 06:00:00 UTC+0000,48.69,37.01,60.54,37.01
2021-02-27 07:00:00 UTC+0000,53.72,38.95,60.85,38.95
2021-02-27 08:00:00 UTC+0000,52.37,38.25,55.51,38.25
2021-02-27 09:00:00 UTC+0000,45.62,33.53,50.6,33.53
2021-02-27 10:00:00 UTC+0000,41.0,30.45,44.48,30.45
2021-02-27 11:00:00 UTC+0000,38.71,29.18,41.94,29.18
2021-02-27 12:00:00 UTC+0000,36.85,23.11,40.19,23.11
2021-02-27 13:00:00 UTC+0000,36.38,20.36,39.0,20.36
2021-02-27 14:00:00 UTC+0000,37.0,27.16,40.14,27.16
2021-02-27 15:00:00 UTC+0000,41.07,36.31,43.16,36.31
2021-02-27 16:00:00 UTC+0000,54.6,40.65,52.76,40.65
2021-02-27 17:00:00 UTC+0000,58.95,44.91,57.91,44.91
2021-02-27 18:00:00 UTC+0000,57.5,40.82,57.53,40.82
2021-02-27 19:00:00 UTC+0000,54.27,35.3,54.94,35.3
2021-02-27 20:00:00 UTC+0000,47.4,26.97,48.65,26.97
2021-02-27 21:00:00 UTC+0000,46.05,32.08,46.28,32.08
2021-02-27 22:00:00 UTC+0000,42.9,30.51,42.71,30.51
2021-02-27 23:00:00 UTC+0000,41.7,19.11,44.0,19.11
2021-02-28 00:00:00 UTC+0000,40.1,16.95,40.49,16.95
2021-02-28 01:00:00 UTC+0000,39.55,23.11,40.44,23.11
2021-02-28 02:00:00 UTC+0000,39.42,13.44,38.4,13.44
2021-02-28 03:00:00 UTC+0000,38.48,12.18,39.09,12.18
2021-02-28 04:00:00 UTC+0000,39.44,18.91,39.61,18.91
2021-02-28 05:00:00 UTC+0000,40.06,19.13,43.34,19.13
2021-02-28 06:00:00 UTC+0000,41.0,29.01,48.69,29.01
2021-02-28 07:00:00 UTC+0000,42.04,31.36,53.72,31.36
2021-02-28 08:00:00 UTC+0000,40.43,34.58,52.37,34.58
2021-02-28 09:00:00 UTC+0000,38.9,31.45,45.62,31.45
2021-02-28 10:00:00 UTC+0000,38.77,32.08,41.0,32.08
2021-02-28 11:00:00 UTC+0000,36.0,32.68,38.71,32.68
2021-02-28 12:00:00 UTC+0000,27.24,25.47,36.85,25.47
2021-02-28 13:00:00 UTC+0000,26.03,25.76,36.38,25.76
2021-02-28 14:00:00 UTC+0000,35.4,35.09,37.0,35.09
2021-02-28 15:00:00 UTC+0000,37.97,43.42,41.07,43.42
2021-02-28 16:00:00 UTC+0000,53.1,55.18,54.6,55.18
2021-02-28 17:00:00 UTC+0000,58.63,58.06,58.95,58.06
2021-02-28 18:00:00 UTC+0000,59.28,56.61,57.5,56.61
2021-02-28 19:00:00 UTC+0000,55.27,50.11,54.27,50.11
2021-02-28 20:00:00 UTC+0000,48.25,41.94,47.4,41.94
2021-02-28 21:00:00 UTC+0000,49.06,43.87,46.05,43.87
2021-02-28 22:00:00 UTC+0000,43.61,40.64,42.9,40.64
2021-02-28 23:00:00 UTC+0000,42.5,45.1,41.7,40.04
2021-03-01 00:00:00 UTC+0000,40.96,41.8,40.1,39.41
2021-03-01 01:00:00 UTC+0000,41.0,40.99,39.55,38.01
2021-03-01 02:00:00 UTC+0000,40.95,40.24,39.42,37.77
2021-03-01 03:00:00 UTC+0000,40.8,40.7,38.48,37.22
2021-03-01 04:00:00 UTC+0000,44.94,42.73,39.44,39.29
2021-03-01 05:00:00 UTC+0000,57.48,54.39,40.06,49.49
2021-03-01 06:00:00 UTC+0000,65.09,60.54,41.0,57.85
2021-03-01 07:00:00 UTC+0000,66.38,60.85,42.04,58.99
2021-03-01 08:00:00 UTC+0000,59.16,55.51,40.43,55.04
2021-03-01 09:00:00 UTC+0000,52.4,50.6,38.9,46.88
2021-03-01 10:00:00 UTC+0000,44.48,44.48,38.77,45.52
2021-03-01 11:00:00 UTC+0000,42.05,41.94,36.0,44.52
2021-03-01 12:00:00 UTC+0000,40.07,40.19,27.24,43.59
2021-03-01 13:00:00 UTC+0000,40.03,39.0,26.03,44.75
2021-03-01 14:00:00 UTC+0000,41.75,40.14,35.4,51.97
2021-03-01 15:00:00 UTC+0000,46.15,43.16,37.97,59.24
2021-03-01 16:00:00 UTC+0000,55.78,52.76,53.1,66.6
2021-03-01 17:00:00 UTC+0000,68.49,57.91,58.63,72.9
2021-03-01 18:00:00 UTC+0000,64.99,57.53,59.28,65.68
2021-03-01 19:00:00 UTC+0000,57.36,54.94,55.27,57.97
2021-03-01 20:00:00 UTC+0000,50.85,48.65,48.25,51.9
2021-03-01 21:00:00 UTC+0000,48.05,46.28,49.06,49.0
2021-03-01 22:00:00 UTC+0000,42.65,42.71,43.61,44.06
2021-03-01 23:00:00 UTC+0000,44.32,42.5,42.5,41.71
2021-03-02 00:00:00 UTC+0000,43.89,40.96,40.96,40.13
2021-03-02 01:00:00 UTC+0000,43.36,41.0,41.0,39.17
2021-03-02 02:00:00 UTC+0000,42.14,40.95,40.95,37.73
2021-03-02 03:00:00 UTC+0000,42.1,40.8,40.8,37.63
2021-03-02 04:00:00 UTC+0000,47.27,44.94,44.94,39.06
2021-03-02 05:00:00 UTC+0000,55.91,57.48,57.48,43.16
2021-03-02 06:00:00 UTC+0000,66.07,65.09,65.09,56.95
2021-03-02 07:00:00 UTC+0000,71.04,66.38,66.38,59.22
2021-03-02 08:00:00 UTC+0000,58.73,59.16,59.16,56.2
2021-03-02 09:00:00 UTC+0000,51.02,52.4,52.4,49.87
2021-03-02 10:00:00 UTC+0000,44.68,44.48,44.48,41.86
2021-03-02 11:00:00 UTC+0000,43.36,42.05,42.05,39.9
2021-03-02 12:00:00 UTC+0000,43.79,40.07,40.07,38.9
2021-03-02 13:00:00 UTC+0000,43.34,40.03,40.03,39.0
2021-03-02 14:00:00 UTC+0000,45.22,41.75,41.75,39.74
2021-03-02 15:00:00 UTC+0000,53.2,46.15,46.15,47.37
2021-03-02 16:00:00 UTC+0000,58.63,55.78,55.78,59.45
2021-03-02 17:00:00 UTC+0000,79.31,68.49,68.49,58.37
2021-03-02 18:00:00 UTC+0000,78.62,64.99,64.99,58.03
2021-03-02 19:00:00 UTC+0000,63.45,57.36,57.36,51.29
2021-03-02 20:00:00 UTC+0000,56.92,50.85,50.85,43.96
2021-03-02 21:00:00 UTC+0000,55.48,48.05,48.05,40.1
2021-03-02 22:00:00 UTC+0000,52.13,42.65,42.65,35.22
2021-03-02 23:00:00 UTC+0000,45.52,44.32,44.32,20.62
2021-03-03 00:00:00 UTC+0000,44.72,43.89,43.89,20.39
2021-03-03 01:00:00 UTC+0000,43.81,43.36,43.36,22.82
2021-03-03 02:00:00 UTC+0000,43.93,42.14,42.14,15.79
2021-03-03 03:00:00 UTC+0000,44.07,42.1,42.1,19.25
2021-03-03 04:00:00 UTC+0000,49.38,47.27,47.27,21.94
2021-03-03 05:00:00 UTC+0000,58.99,55.91,55.91,38.19
2021-03-03 06:00:00 UTC+0000,67.04,66.07,66.07,46.27
2021-03-03 07:00:00 UTC+0000,66.75,71.04,71.04,53.38
2021-03-03 08:00:00 UTC+0000,58.2,58.73,58.73,43.89
2021-03-03 09:00:00 UTC+0000,49.51,51.02,51.02,38.02
2021-03-03 10:00:00 UTC+0000,44.72,44.68,44.68,36.04
2021-03-03 11:00:00 UTC+0000,44.15,43.36,43.36,33.43
2021-03-03 12:00:00 UTC+0000,42.76,43.79,43.79,33.83
2021-03-03 13:00:00 UTC+0000,43.19,43.34,43.34,36.03
2021-03-03 14:00:00 UTC+0000,44.9,45.22,45.22,40.78
2021-03-03 15:00:00 UTC+0000,46.98,53.2,53.2,46.18
2021-03-03 16:00:00 UTC+0000,56.36,58.63,58.63,55.1
2021-03-03 17:00:00 UTC+0000,67.68,79.31,79.31,60.93
2021-03-03 18:00:00 UTC+0000,70.0,78.62,78.62,57.31
2021-03-03 19:00:00 UTC+0000,60.22,63.45,63.45,51.09
2021-03-03 20:00:00 UTC+0000,54.74,56.92,56.92,43.59
2021-03-03 21:00:00 UTC+0000,52.24,55.48,55.48,43.62
2021-03-03 22:00:00 UTC+0000,46.01,52.13,52.13,36.7
2021-03-03 23:00:00 UTC+0000,48.12,45.52,45.52,35.57
2021-03-04 00:00:00 UTC+0000,46.14,44.72,44.72,35.08
2021-03-04 01:00:00 UTC+0000,44.25,43.81,43.81,34.49
2021-03-04 02:00:00 UTC+0000,43.39,43.93,43.93,33.3
2021-03-04 03:00:00 UTC+0000,43.96,44.07,44.07,35.07
2021-03-04 04:00:00 UTC+0000,46.47,49.38,49.38,38.66
2021-03-04 05:00:00 UTC+0000,55.8,58.99,58.99,43.1
2021-03-04 06:00:00 UTC+0000,62.01,67.04,67.04,54.44
2021-03-04 07:00:00 UTC+0000,65.71,66.75,66.75,53.9
2021-03-04 08:00:00 UTC+0000,64.93,58.2,58.2,49.81
2021-03-04 09:00:00 UTC+0000,60.05,49.51,49.51,42.12
2021-03-04 10:00:00 UTC+0000,56.45,44.72,44.72,41.48
2021-03-04 11:00:00 UTC+0000,55.0,44.15,44.15,40.86
2021-03-04 12:00:00 UTC+0000,53.98,42.76,42.76,40.13
2021-03-04 13:00:00 UTC+0000,53.23,43.19,43.19,42.4
2021-03-04 14:00:00 UTC+0000,53.49,44.9,44.9,46.23
2021-03-04 15:00:00 UTC+0000,53.07,46.98,46.98,51.07
2021-03-04 16:00:00 UTC+0000,56.09,56.36,56.36,55.73
2021-03-04 17:00:00 UTC+0000,62.13,67.68,67.68,64.9
2021-03-04 18:00:00 UTC+0000,66.14,70.0,70.0,65.73
2021-03-04 19:00:00 UTC+0000,57.6,60.22,60.22,56.91
2021-03-04 20:00:00 UTC+0000,53.1,54.74,54.74,53.5
2021-03-04 21:00:00 UTC+0000,50.57,52.24,52.24,48.44
2021-03-04 22:00:00 UTC+0000,46.13,46.01,46.01,45.0
2021-03-04 23:00:00 UTC+0000,45.63,48.12,48.12,45.1
2021-03-05 00:00:00 UTC+0000,44.25,46.14,46.14,41.8
2021-03-05 01:00:00 UTC+0000,42.65,44.25,44.25,40.99
2021-03-05 02:00:00 UTC+0000,42.03,43.39,43.39,40.24
2021-03-05 03:00:00 UTC+0000,43.39,43.96,43.96,40.7
2021-03-05 04:00:00 UTC+0000,47.0,46.47,46.47,42.73
2021-03-05 05:00:00 UTC+0000,57.31,55.8,55.8,54.39
2021-03-05 06:00:00 UTC+0000,64.85,62.01,62.01,60.54
2021-03-05 07:00:00 UTC+0000,67.97,65.71,65.71,60.85
2021-03-05 08:00:00 UTC+0000,65.18,64.93,64.93,55.51
2021-03-05 09:00:00 UTC+0000,60.14,60.05,60.05,50.6
2021-03-05 10:00:00 UTC+0000,57.64,56.45,56.45,44.48
2021-03-05 11:00:00 UTC+0000,55.01,55.0,55.0,41.94
2021-03-05 12:00:00 UTC+0000,47.13,53.98,53.98,40.19
2021-03-05 13:00:00 UTC+0000,44.24,53.23,53.23,39.0
2021-03-05 14:00:00 UTC+0000,45.8,53.49,53.49,40.14
2021-03-05 15:00:00 UTC+0000,51.99,53.07,53.07,43.16
2021-03-05 16:00:00 UTC+0000,58.91,56.09,56.09,52.76
2021-03-05 17:00:00 UTC+0000,64.16,62.13,62.13,57.91
2021-03-05 18:00:00 UTC+0000,65.37,66.14,66.14,57.53
2021-03-05 19:00:00 UTC+0000,59.17,57.6,57.6,54.94
2021-03-05 20:00:00 UTC+0000,55.34,53.1,53.1,48.65
2021-03-05 21:00:00 UTC+0000,53.15,50.57,50.57,46.28
2021-03-05 22:00:00 UTC+0000,48.17,46.13,46.13,42.71
2021-03-05 23:00:00 UTC+0000,48.0,44.0,45.63,44.0
2021-03-06 00:00:00 UTC+0000,45.85,40.49,44.25,40.49
2021-03-06 01:00:00 UTC+0000,43.57,40.44,42.65,40.44
2021-03-06 02:00:00 UTC+0000,40.8,38.4,42.03,38.4
2021-03-06 03:00:00 UTC+0000,40.36,39.09,43.39,39.09
2021-03-06 04:00:00 UTC+0000,40.46,39.61,47.0,39.61
2021-03-06 05:00:00 UTC+0000,41.45,43.34,57.31,43.34
2021-03-06 06:00:00 UTC+0000,46.48,48.69,64.85,48.69
2021-03-06 07:00:00 UTC+0000,48.03,53.72,67.97,53.72
2021-03-06 08:00:00 UTC+0000,45.61,52.37,65.18,52.37
2021-03-06 09:00:00 UTC+0000,40.92,45.62,60.14,45.62
2021-03-06 10:00:00 UTC+0000,38.53,41.0,57.64,41.0
2021-03-06 11:00:00 UTC+0000,37.43,38.71,55.01,38.71
2021-03-06 12:00:00 UTC+0000,37.62,36.85,47.13,36.85
2021-03-06 13:00:00 UTC+0000,36.9,36.38,44.24,36.38
2021-03-06 14:00:00 UTC+0000,38.57,37.0,45.8,37.0
2021-03-06 15:00:00 UTC+0000,40.27,41.07,51.99,41.07
2021-03-06 16:00:00 UTC+0000,48.64,54.6,58.91,54.6
2021-03-06 17:00:00 UTC+0000,56.02,58.95,64.16,58.95
2021-03-06 18:00:00 UTC+0000,58.87,57.5,65.37,57.5
2021-03-06 19:00:00 UTC+0000,54.97,54.27,59.17,54.27
2021-03-06 20:00:00 UTC+0000,48.89,47.4,55.34,47.4
2021-03-06 21:00:00 UTC+0000,49.68,46.05,53.15,46.05
2021-03-06 22:00:00 UTC+0000,45.03,42.9,48.17,42.9
2021-03-06 23:00:00 UTC+0000,45.25,41.7,48.0,41.7
2021-03-07 00:00:00 UTC+0000,41.75,40.1,45.85,40.1
2021-03-07 01:00:00 UTC+0000,41.65,39.55,43.57,39.55
2021-03-07 02:00:00 UTC+0000,43.44,39.42,40.8,39.42
2021-03-07 03:00:00 UTC+0000,42.13,38.48,40.36,38.48
2021-03-07 04:00:00 UTC+0000,43.85,39.44,40.46,39.44
2021-03-07 05:00:00 UTC+0000,45.24,40.06,41.45,40.06
2021-03-07 06:00:00 UTC+0000,44.37,41.0,46.48,41.0
2021-03-07 07:00:00 UTC+0000,39.58,42.04,48.03,42.04
2021-03-07 08:00:00 UTC+0000,37.58,40.43,45.61,40.43
2021-03-07 09:00:00 UTC+0000,38.13,38.9,40.92,38.9
2021-03-07 10:00:00 UTC+0000,38.79,38.77,38.53,38.77
2021-03-07 11:00:00 UTC+0000,38.55,36.0,37.43,36.0
2021-03-07 12:00:00 UTC+0000,37.52,27.24,37.62,27.24
2021-03-07 13:00:00 UTC+0000,38.11,26.03,36.9,26.03
2021-03-07 14:00:00 UTC+0000,40.0,35.4,38.57,35.4
2021-03-07 15:00:00 UTC+0000,42.4,37.97,40.27,37.97
2021-03-07 16:00:00 UTC+0000,47.67,53.1,48.64,53.1
2021-03-07 17:00:00 UTC+0000,55.84,58.63,56.02,58.63
2021-03-07 18:00:00 UTC+0000,60.91,59.28,58.87,59.28
2021-03-07 19:00:00 UTC+0000,56.77,55.27,54.97,55.27
2021-03-07 20:00:00 UTC+0000,54.27,48.25,48.89,48.25
2021-03-07 21:00:00 UTC+0000,53.0,49.06,49.68,49.06
2021-03-07 22:00:00 UTC+0000,48.99,43.61,45.03,43.61
2021-03-07 23:00:00 UTC+0000,47.3,45.63,45.25,42.5
2021-03-08 00:00:00 UTC+0000,45.5,44.25,41.75,40.96
2021-03-08 01:00:00 UTC+0000,44.48,42.65,41.65,41.0
2021-03-08 02:00:00 UTC+0000,43.02,42.03,43.44,40.95
2021-03-08 03:00:00 UTC+0000,45.0,43.39,42.13,40.8
2021-03-08 04:00:00 UTC+0000,50.06,47.0,43.85,44.94
2021-03-08 05:00:00 UTC+0000,63.92,57.31,45.24,57.48
2021-03-08 06:00:00 UTC+0000,79.27,64.85,44.37,65.09
2021-03-08 07:00:00 UTC+0000,86.66,67.97,39.58,66.38
2021-03-08 08:00:00 UTC+0000,67.9,65.18,37.58,59.16
2021-03-08 09:00:00 UTC+0000,59.34,60.14,38.13,52.4
2021-03-08 10:00:00 UTC+0000,57.73,57.64,38.79,44.48
2021-03-08 11:00:00 UTC+0000,55.77,55.01,38.55,42.05
2021-03-08 12:00:00 UTC+0000,54.48,47.13,37.52,40.07
2021-03-08 13:00:00 UTC+0000,54.15,44.24,38.11,40.03
2021-03-08 14:00:00 UTC+0000,55.41,45.8,40.0,41.75
2021-03-08 15:00:00 UTC+0000,58.64,51.99,42.4,46.15
2021-03-08 16:00:00 UTC+0000,70.0,58.91,47.67,55.78
2021-03-08 17:00:00 UTC+0000,100.87,64.16,55.84,68.49
2021-03-08 18:00:00 UTC+0000,103.71,65.37,60.91,64.99
2021-03-08 19:00:00 UTC+0000,66.18,59.17,56.77,57.36
2021-03-08 20:00:00 UTC+0000,59.16,55.34,54.27,50.85
2021-03-08 21:00:00 UTC+0000,56.87,53.15,53.0,48.05
2021-03-08 22:00:00 UTC+0000,53.14,48.17,48.99,42.65
2021-03-08 23:00:00 UTC+0000,47.52,47.3,47.3,44.32
2021-03-09 00:00:00 UTC+0000,46.66,45.5,45.5,43.89
2021-03-09 01:00:00 UTC+0000,43.77,44.48,44.48,43.36
2021-03-09 02:00:00 UTC+0000,43.09,43.02,43.02,42.14
2021-03-09 03:00:00 UTC+0000,43.59,45.0,45.0,42.1
2021-03-09 04:00:00 UTC+0000,48.26,50.06,50.06,47.27
2021-03-09 05:00:00 UTC+0000,61.7,63.92,63.92,55.91
2021-03-09 06:00:00 UTC+0000,73.4,79.27,79.27,66.07
2021-03-09 07:00:00 UTC+0000,81.35,86.66,86.66,71.04
2021-03-09 08:00:00 UTC+0000,72.55,67.9,67.9,58.73
2021-03-09 09:00:00 UTC+0000,63.02,59.34,59.34,51.02
2021-03-09 10:00:00 UTC+0000,59.7,57.73,57.73,44.68
2021-03-09 11:00:00 UTC+0000,57.94,55.77,55.77,43.36
2021-03-09 12:00:00 UTC+0000,56.47,54.48,54.48,43.79
2021-03-09 13:00:00 UTC+0000,56.49,54.15,54.15,43.34
2021-03-09 14:00:00 UTC+0000,57.39,55.41,55.41,45.22
2021-03-09 15:00:00 UTC+0000,57.05,58.64,58.64,53.2
2021-03-09 16:00:00 UTC+0000,65.0,70.0,70.0,58.63
2021-03-09 17:00:00 UTC+0000,90.16,100.87,100.87,79.31
2021-03-09 18:00:00 UTC+0000,93.3,103.71,103.71,78.62
2021-03-09 19:00:00 UTC+0000,70.0,66.18,66.18,63.45
2021-03-09 20:00:00 UTC+0000,61.7,59.16,59.16,56.92
2021-03-09 21:00:00 UTC+0000,58.3,56.87,56.87,55.48
2021-03-09 22:00:00 UTC+0000,53.57,53.14,53.14,52.13
2021-03-09 23:00:00 UTC+0000,55.57,47.52,47.52,45.52
2021-03-10 00:00:00 UTC+0000,53.05,46.66,46.66,44.72
2021-03-10 01:00:00 UTC+0000,50.03,43.77,43.77,43.81
2021-03-10 02:00:00 UTC+0000,49.04,43.09,43.09,43.93
2021-03-10 03:00:00 UTC+0000,49.0,43.59,43.59,44.07
2021-03-10 04:00:00 UTC+0000,53.08,48.26,48.26,49.38
2021-03-10 05:00:00 UTC+0000,58.9,61.7,61.7,58.99
2021-03-10 06:00:00 UTC+0000,69.9,73.4,73.4,67.04
2021-03-10 07:00:00 UTC+0000,68.08,81.35,81.35,66.75
2021-03-10 08:00:00 UTC+0000,58.48,72.55,72.55,58.2
2021-03-10 09:00:00 UTC+0000,50.95,63.02,63.02,49.51
2021-03-10 10:00:00 UTC+0000,50.39,59.7,59.7,44.72
2021-03-10 11:00:00 UTC+0000,47.26,57.94,57.94,44.15
2021-03-10 12:00:00 UTC+0000,45.98,56.47,56.47,42.76
2021-03-10 13:00:00 UTC+0000,45.77,56.49,56.49,43.19
2021-03-10 14:00:00 UTC+0000,47.1,57.39,57.39,44.9
2021-03-10 15:00:00 UTC+0000,49.03,57.05,57.05,46.98
2021-03-10 16:00:00 UTC+0000,55.1,65.0,65.0,56.36
2021-03-10 17:00:00 UTC+0000,58.51,90.16,90.16,67.68
2021-03-10 18:00:00 UTC+0000,56.88,93.3,93.3,70.0
2021-03-10 19:00:00 UTC+0000,45.04,70.0,70.0,60.22
2021-03-10 20:00:00 UTC+0000,41.36,61.7,61.7,54.74
2021-03-10 21:00:00 UTC+0000,37.11,58.3,58.3,52.24
2021-03-10 22:00:00 UTC+0000,24.12,53.57,53.57,46.01
2021-03-10 23:00:00 UTC+0000,17.8,55.57,55.57,48.12
2021-03-11 00:00:00 UTC+0000,0.1,53.05,53.05,46.14
2021-03-11 01:00:00 UTC+0000,0.01,50.03,50.03,44.25
2021-03-11 02:00:00 UTC+0000,0.0,49.04,49.04,43.39
2021-03-11 03:00:00 UTC+0000,0.03,49.0,49.0,43.96
2021-03-11 04:00:00 UTC+0000,14.95,53.08,53.08,46.47
2021-03-11 05:00:00 UTC+0000,24.97,58.9,58.9,55.8
2021-03-11 06:00:00 UTC+0000,37.9,69.9,69.9,62.01
2021-03-11 07:00:00 UTC+0000,39.83,68.08,68.08,65.71
2021-03-11 08:00:00 UTC+0000,38.28,58.48,58.48,64.93
2021-03-11 09:00:00 UTC+0000,35.84,50.95,50.95,60.05
2021-03-11 10:00:00 UTC+0000,35.76,50.39,50.39,56.45
2021-03-11 11:00:00 UTC+0000,37.88,47.26,47.26,55.0
2021-03-11 12:00:00 UTC+0000,30.27,45.98,45.98,53.98
2021-03-11 13:00:00 UTC+0000,26.21,45.77,45.77,53.23
2021-03-11 14:00:00 UTC+0000,30.77,47.1,47.1,53.49
2021-03-11 15:00:00 UTC+0000,34.09,49.03,49.03,53.07
2021-03-11 16:00:00 UTC+0000,38.97,55.1,55.1,56.09
2021-03-11 17:00:00 UTC+0000,48.33,58.51,58.51,62.13
2021-03-11 18:00:00 UTC+0000,55.93,56.88,56.88,66.14
2021-03-11 19:00:00 UTC+0000,39.98,45.04,45.04,57.6
2021-03-11 20:00:00 UTC+0000,31.23,41.36,41.36,53.1
2021-03-11 21:00:00 UTC+0000,27.08,37.11,37.11,50.57
2021-03-11 22:00:00 UTC+0000,12.13,24.12,24.12,46.13
2021-03-11 23:00:00 UTC+0000,17.61,17.8,17.8,45.63
2021-03-12 00:00:00 UTC+0000,15.8,0.1,0.1,44.25
2021-03-12 01:00:00 UTC+0000,4.59,0.01,0.01,42.65
2021-03-12 02:00:00 UTC+0000,4.58,0.0,0.0,42.03
2021-03-12 03:00:00 UTC+0000,10.71,0.03,0.03,43.39
2021-03-12 04:00:00 UTC+0000,21.02,14.95,14.95,47.0
2021-03-12 05:00:00 UTC+0000,32.63,24.97,24.97,57.31
2021-03-12 06:00:00 UTC+0000,39.95,37.9,37.9,64.85
2021-03-12 07:00:00 UTC+0000,36.33,39.83,39.83,67.97
2021-03-12 08:00:00 UTC+0000,24.12,38.28,38.28,65.18
2021-03-12 09:00:00 UTC+0000,0.07,35.84,35.84,60.14
2021-03-12 10:00:00 UTC+0000,0.01,35.76,35.76,57.64
2021-03-12 11:00:00 UTC+0000,-5.09,37.88,37.88,55.01
2021-03-12 12:00:00 UTC+0000,-1.14,30.27,30.27,47.13
2021-03-12 13:00:00 UTC+0000,0.09,26.21,26.21,44.24
2021-03-12 14:00:00 UTC+0000,25.35,30.77,30.77,45.8
2021-03-12 15:00:00 UTC+0000,28.21,34.09,34.09,51.99
2021-03-12 16:00:00 UTC+0000,39.99,38.97,38.97,58.91
2021-03-12 17:00:00 UTC+0000,50.58,48.33,48.33,64.16
2021-03-12 18:00:00 UTC+0000,52.84,55.93,55.93,65.37
2021-03-12 19:00:00 UTC+0000,37.95,39.98,39.98,59.17
2021-03-12 20:00:00 UTC+0000,31.56,31.23,31.23,55.34
2021-03-12 21:00:00 UTC+0000,34.3,27.08,27.08,53.15
2021-03-12 22:00:00 UTC+0000,32.81,12.13,12.13,48.17
2021-03-12 23:00:00 UTC+0000,26.61,48.0,17.61,48.0
2021-03-13 00:00:00 UTC+0000,24.58,45.85,15.8,45.85
2021-03-13 01:00:00 UTC+0000,20.73,43.57,4.59,43.57
2021-03-13 02:00:00 UTC+0000,17.32,40.8,4.58,40.8
2021-03-13 03:00:00 UTC+0000,18.23,40.36,10.71,40.36
2021-03-13 04:00:00 UTC+0000,17.4,40.46,21.02,40.46
2021-03-13 05:00:00 UTC+0000,22.84,41.45,32.63,41.45
2021-03-13 06:00:00 UTC+0000,17.15,46.48,39.95,46.48
2021-03-13 07:00:00 UTC+0000,4.07,48.03,36.33,48.03
2021-03-13 08:00:00 UTC+0000,2.95,45.61,24.12,45.61
2021-03-13 09:00:00 UTC+0000,0.08,40.92,0.07,40.92
2021-03-13 10:00:00 UTC+0000,0.0,38.53,0.01,38.53
2021-03-13 11:00:00 UTC+0000,-3.17,37.43,-5.09,37.43
2021-03-13 12:00:00 UTC+0000,-8.66,37.62,-1.14,37.62
2021-03-13 13:00:00 UTC+0000,-8.74,36.9,0.09,36.9
2021-03-13 14:00:00 UTC+0000,-4.7,38.57,25.35,38.57
2021-03-13 15:00:00 UTC+0000,-0.99,40.27,28.21,40.27
2021-03-13 16:00:00 UTC+0000,16.1,48.64,39.99,48.64
2021-03-13 17:00:00 UTC+0000,32.5,56.02,50.58,56.02
2021-03-13 18:00:00 UTC+0000,42.63,58.87,52.84,58.87
2021-03-13 19:00:00 UTC+0000,24.94,54.97,37.95,54.97
2021-03-13 20:00:00 UTC+0000,4.38,48.89,31.56,48.89
2021-03-13 21:00:00 UTC+0000,20.02,49.68,34.3,49.68
2021-03-13 22:00:00 UTC+0000,-0.01,45.03,32.81,45.03
2021-03-13 23:00:00 UTC+0000,-4.92,45.25,26.61,45.25
2021-03-14 00:00:00 UTC+0000,-2.94,41.75,24.58,41.75
2021-03-14 01:00:00 UTC+0000,-0.1,41.65,20.73,41.65
2021-03-14 02:00:00 UTC+0000,-1.06,43.44,17.32,43.44
2021-03-14 03:00:00 UTC+0000,-0.08,42.13,18.23,42.13
2021-03-14 04:00:00 UTC+0000,-0.02,43.85,17.4,43.85
2021-03-14 05:00:00 UTC+0000,-0.1,45.24,22.84,45.24
2021-03-14 06:00:00 UTC+0000,0.0,44.37,17.15,44.37
2021-03-14 07:00:00 UTC+0000,4.66,39.58,4.07,39.58
2021-03-14 08:00:00 UTC+0000,19.91,37.58,2.95,37.58
2021-03-14 09:00:00 UTC+0000,14.15,38.13,0.08,38.13
2021-03-14 10:00:00 UTC+0000,9.97,38.79,0.0,38.79
2021-03-14 11:00:00 UTC+0000,8.51,38.55,-3.17,38.55
2021-03-14 12:00:00 UTC+0000,-0.01,37.52,-8.66,37.52
2021-03-14 13:00:00 UTC+0000,-0.02,38.11,-8.74,38.11
2021-03-14 14:00:00 UTC+0000,0.13,40.0,-4.7,40.0
2021-03-14 15:00:00 UTC+0000,17.2,42.4,-0.99,42.4
2021-03-14 16:00:00 UTC+0000,28.86,47.67,16.1,47.67
2021-03-14 17:00:00 UTC+0000,49.51,55.84,32.5,55.84
2021-03-14 18:00:00 UTC+0000,57.28,60.91,42.63,60.91
2021-03-14 19:00:00 UTC+0000,45.26,56.77,24.94,56.77
2021-03-14 20:00:00 UTC+0000,43.76,54.27,4.38,54.27
2021-03-14 21:00:00 UTC+0000,46.9,53.0,20.02,53.0
2021-03-14 22:00:00 UTC+0000,41.23,48.99,-0.01,48.99
