time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-03-11 16:00:00 UTC+0000,118.86,379.95,379.95,380.94
2022-03-11 17:00:00 UTC+0000,170.06,412.4,412.4,410.0
2022-03-11 18:00:00 UTC+0000,151.98,326.39,326.39,410.0
2022-03-11 19:00:00 UTC+0000,84.48,179.01,179.01,400.08
2022-03-11 20:00:00 UTC+0000,69.77,173.6,173.6,381.83
2022-03-11 21:00:00 UTC+0000,81.05,172.74,172.74,359.07
2022-03-11 22:00:00 UTC+0000,67.27,123.93,123.93,361.01
2022-03-11 23:00:00 UTC+0000,68.93,363.87,88.96,363.87
2022-03-12 00:00:00 UTC+0000,69.07,360.0,91.02,360.0
2022-03-12 01:00:00 UTC+0000,72.97,350.0,88.93,350.0
2022-03-12 02:00:00 UTC+0000,72.99,330.0,97.03,330.0
2022-03-12 03:00:00 UTC+0000,72.93,338.85,91.15,338.85
2022-03-12 04:00:00 UTC+0000,73.11,347.04,109.92,347.04
2022-03-12 05:00:00 UTC+0000,89.05,369.0,172.57,369.0
2022-03-12 06:00:00 UTC+0000,87.52,378.1,185.06,378.1
2022-03-12 07:00:00 UTC+0000,79.07,370.53,112.35,370.53
2022-03-12 08:00:00 UTC+0000,78.9,322.34,67.3,322.34
2022-03-12 09:00:00 UTC+0000,72.95,293.81,23.07,293.81
2022-03-12 10:00:00 UTC+0000,67.84,290.57,15.52,290.57
2022-03-12 11:00:00 UTC+0000,72.91,279.3,10.1,279.3
2022-03-12 12:00:00 UTC+0000,68.95,260.35,0.1,260.35
2022-03-12 13:00:00 UTC+0000,80.07,260.56,0.08,260.56
2022-03-12 14:00:00 UTC+0000,118.95,301.36,10.04,301.36
2022-03-12 15:00:00 UTC+0000,189.3,339.99,23.87,339.99
2022-03-12 16:00:00 UTC+0000,287.3,385.63,118.86,385.63
2022-03-12 17:00:00 UTC+0000,323.3,405.78,170.06,405.78
2022-03-12 18:00:00 UTC+0000,235.0,409.3,151.98,409.3
2022-03-12 19:00:00 UTC+0000,173.0,400.0,84.48,400.0
2022-03-12 20:00:00 UTC+0000,176.5,377.25,69.77,377.25
2022-03-12 21:00:00 UTC+0000,182.51,369.63,81.05,369.63
2022-03-12 22:00:00 UTC+0000,168.88,362.4,67.27,362.4
2022-03-12 23:00:00 UTC+0000,160.1,390.61,68.93,390.61
2022-03-13 00:00:00 UTC+0000,150.01,353.0,69.07,353.0
2022-03-13 01:00:00 UTC+0000,124.27,345.16,72.97,345.16
2022-03-13 02:00:00 UTC+0000,102.54,334.21,72.99,334.21
2022-03-13 03:00:00 UTC+0000,130.25,339.44,72.93,339.44
2022-03-13 04:00:00 UTC+0000,120.7,342.09,73.11,342.09
2022-03-13 05:00:00 UTC+0000,100.05,350.06,89.05,350.06
2022-03-13 06:00:00 UTC+0000,90.92,340.44,87.52,340.44
2022-03-13 07:00:00 UTC+0000,77.49,336.52,79.07,336.52
2022-03-13 08:00:00 UTC+0000,72.82,210.01,78.9,210.01
2022-03-13 09:00:00 UTC+0000,56.15,259.02,72.95,259.02
2022-03-13 10:00:00 UTC+0000,30.07,268.05,67.84,268.05
2022-03-13 11:00:00 UTC+0000,24.76,279.0,72.91,279.0
2022-03-13 12:00:00 UTC+0000,8.55,249.18,68.95,249.18
2022-03-13 13:00:00 UTC+0000,10.05,246.29,80.07,246.29
2022-03-13 14:00:00 UTC+0000,30.07,281.41,118.95,281.41
2022-03-13 15:00:00 UTC+0000,104.03,308.1,189.3,308.1
2022-03-13 16:00:00 UTC+0000,212.12,385.16,287.3,385.16
2022-03-13 17:00:00 UTC+0000,234.21,435.08,323.3,435.08
2022-03-13 18:00:00 UTC+0000,199.9,454.28,235.0,454.28
2022-03-13 19:00:00 UTC+0000,170.08,436.35,173.0,436.35
2022-03-13 20:00:00 UTC+0000,163.12,412.02,176.5,412.02
2022-03-13 21:00:00 UTC+0000,190.67,412.02,182.51,412.02
2022-03-13 22:00:00 UTC+0000,199.42,411.65,168.88,411.65
2022-03-13 23:00:00 UTC+0000,205.9,88.96,160.1,377.56
2022-03-14 00:00:00 UTC+0000,204.44,91.02,150.01,369.83
2022-03-14 01:00:00 UTC+0000,211.64,88.93,124.27,368.94
2022-03-14 02:00:00 UTC+0000,207.03,97.03,102.54,359.21
2022-03-14 03:00:00 UTC+0000,219.91,91.15,130.25,361.71
2022-03-14 04:00:00 UTC+0000,230.06,109.92,120.7,397.23
2022-03-14 05:00:00 UTC+0000,301.92,172.57,100.05,465.77
2022-03-14 06:00:00 UTC+0000,335.88,185.06,90.92,512.36
2022-03-14 07:00:00 UTC+0000,344.24,112.35,77.49,515.01
2022-03-14 08:00:00 UTC+0000,300.83,67.3,72.82,483.0
2022-03-14 09:00:00 UTC+0000,265.91,23.07,56.15,390.61
2022-03-14 10:00:00 UTC+0000,258.34,15.52,30.07,341.84
2022-03-14 11:00:00 UTC+0000,240.57,10.1,24.76,340.22
2022-03-14 12:00:00 UTC+0000,224.25,0.1,8.55,320.8
2022-03-14 13:00:00 UTC+0000,218.34,0.08,10.05,312.82
2022-03-14 14:00:00 UTC+0000,269.8,10.04,30.07,351.54
2022-03-14 15:00:00 UTC+0000,293.02,23.87,104.03,400.0
2022-03-14 16:00:00 UTC+0000,346.5,118.86,212.12,450.39
2022-03-14 17:00:00 UTC+0000,390.01,170.06,234.21,507.54
2022-03-14 18:00:00 UTC+0000,435.42,151.98,199.9,522.91
2022-03-14 19:00:00 UTC+0000,365.26,84.48,170.08,475.0
2022-03-14 20:00:00 UTC+0000,322.7,69.77,163.12,434.97
2022-03-14 21:00:00 UTC+0000,300.73,81.05,190.67,415.42
2022-03-14 22:00:00 UTC+0000,261.86,67.27,199.42,367.72
2022-03-14 23:00:00 UTC+0000,248.92,205.9,205.9,456.05
2022-03-15 00:00:00 UTC+0000,245.03,204.44,204.44,449.5
2022-03-15 01:00:00 UTC+0000,241.79,211.64,211.64,449.5
2022-03-15 02:00:00 UTC+0000,240.07,207.03,207.03,424.88
2022-03-15 03:00:00 UTC+0000,242.69,219.91,219.91,437.51
2022-03-15 04:00:00 UTC+0000,262.4,230.06,230.06,457.57
2022-03-15 05:00:00 UTC+0000,318.93,301.92,301.92,622.3
2022-03-15 06:00:00 UTC+0000,340.29,335.88,335.88,690.0
2022-03-15 07:00:00 UTC+0000,349.98,344.24,344.24,650.0
2022-03-15 08:00:00 UTC+0000,329.45,300.83,300.83,541.51
2022-03-15 09:00:00 UTC+0000,318.46,265.91,265.91,353.31
2022-03-15 10:00:00 UTC+0000,296.17,258.34,258.34,333.83
2022-03-15 11:00:00 UTC+0000,279.49,240.57,240.57,316.52
2022-03-15 12:00:00 UTC+0000,283.24,224.25,224.25,294.77
2022-03-15 13:00:00 UTC+0000,287.96,218.34,218.34,310.6
2022-03-15 14:00:00 UTC+0000,297.17,269.8,269.8,366.99
2022-03-15 15:00:00 UTC+0000,317.53,293.02,293.02,514.31
2022-03-15 16:00:00 UTC+0000,332.36,346.5,346.5,603.08
2022-03-15 17:00:00 UTC+0000,375.0,390.01,390.01,674.93
2022-03-15 18:00:00 UTC+0000,405.02,435.42,435.42,700.0
2022-03-15 19:00:00 UTC+0000,335.24,365.26,365.26,619.92
2022-03-15 20:00:00 UTC+0000,312.09,322.7,322.7,542.9
2022-03-15 21:00:00 UTC+0000,288.99,300.73,300.73,492.05
2022-03-15 22:00:00 UTC+0000,264.63,261.86,261.86,399.73
2022-03-15 23:00:00 UTC+0000,253.41,248.92,248.92,430.07
2022-03-16 00:00:00 UTC+0000,251.4,245.03,245.03,408.91
2022-03-16 01:00:00 UTC+0000,247.5,241.79,241.79,418.38
2022-03-16 02:00:00 UTC+0000,240.01,240.07,240.07,420.03
2022-03-16 03:00:00 UTC+0000,238.5,242.69,242.69,420.03
2022-03-16 04:00:00 UTC+0000,249.72,262.4,262.4,440.0
2022-03-16 05:00:00 UTC+0000,296.96,318.93,318.93,523.76
2022-03-16 06:00:00 UTC+0000,317.7,340.29,340.29,579.45
2022-03-16 07:00:00 UTC+0000,314.0,349.98,349.98,554.76
2022-03-16 08:00:00 UTC+0000,295.94,329.45,329.45,449.99
2022-03-16 09:00:00 UTC+0000,276.6,318.46,318.46,389.0
2022-03-16 10:00:00 UTC+0000,260.14,296.17,296.17,350.83
2022-03-16 11:00:00 UTC+0000,207.44,279.49,279.49,305.11
2022-03-16 12:00:00 UTC+0000,204.01,283.24,283.24,316.75
2022-03-16 13:00:00 UTC+0000,200.03,287.96,287.96,341.86
2022-03-16 14:00:00 UTC+0000,198.22,297.17,297.17,382.44
2022-03-16 15:00:00 UTC+0000,248.97,317.53,317.53,425.09
2022-03-16 16:00:00 UTC+0000,294.92,332.36,332.36,529.43
2022-03-16 17:00:00 UTC+0000,319.13,375.0,375.0,574.93
2022-03-16 18:00:00 UTC+0000,296.49,405.02,405.02,605.0
2022-03-16 19:00:00 UTC+0000,215.58,335.24,335.24,528.03
2022-03-16 20:00:00 UTC+0000,165.96,312.09,312.09,448.75
2022-03-16 21:00:00 UTC+0000,165.22,288.99,288.99,449.06
2022-03-16 22:00:00 UTC+0000,129.27,264.63,264.63,418.45
2022-03-16 23:00:00 UTC+0000,157.27,253.41,253.41,350.0
2022-03-17 00:00:00 UTC+0000,127.99,251.4,251.4,320.0
2022-03-17 01:00:00 UTC+0000,119.71,247.5,247.5,321.59
2022-03-17 02:00:00 UTC+0000,126.58,240.01,240.01,310.09
2022-03-17 03:00:00 UTC+0000,147.97,238.5,238.5,310.07
2022-03-17 04:00:00 UTC+0000,180.0,249.72,249.72,335.01
2022-03-17 05:00:00 UTC+0000,206.5,296.96,296.96,414.66
2022-03-17 06:00:00 UTC+0000,262.89,317.7,317.7,436.06
2022-03-17 07:00:00 UTC+0000,270.0,314.0,314.0,421.17
2022-03-17 08:00:00 UTC+0000,254.94,295.94,295.94,311.99
2022-03-17 09:00:00 UTC+0000,211.6,276.6,276.6,240.33
2022-03-17 10:00:00 UTC+0000,220.02,260.14,260.14,199.82
2022-03-17 11:00:00 UTC+0000,206.21,207.44,207.44,171.7
2022-03-17 12:00:00 UTC+0000,214.09,204.01,204.01,150.01
2022-03-17 13:00:00 UTC+0000,229.97,200.03,200.03,162.66
2022-03-17 14:00:00 UTC+0000,246.2,198.22,198.22,199.85
2022-03-17 15:00:00 UTC+0000,257.36,248.97,248.97,276.58
2022-03-17 16:00:00 UTC+0000,276.22,294.92,294.92,379.95
2022-03-17 17:00:00 UTC+0000,310.03,319.13,319.13,412.4
2022-03-17 18:00:00 UTC+0000,347.21,296.49,296.49,326.39
2022-03-17 19:00:00 UTC+0000,295.92,215.58,215.58,179.01
2022-03-17 20:00:00 UTC+0000,259.29,165.96,165.96,173.6
2022-03-17 21:00:00 UTC+0000,244.66,165.22,165.22,172.74
2022-03-17 22:00:00 UTC+0000,237.2,129.27,129.27,123.93
2022-03-17 23:00:00 UTC+0000,203.03,157.27,157.27,88.96
2022-03-18 00:00:00 UTC+0000,206.97,127.99,127.99,91.02
2022-03-18 01:00:00 UTC+0000,201.38,119.71,119.71,88.93
2022-03-18 02:00:00 UTC+0000,206.5,126.58,126.58,97.03
2022-03-18 03:00:00 UTC+0000,209.9,147.97,147.97,91.15
2022-03-18 04:00:00 UTC+0000,217.06,180.0,180.0,109.92
2022-03-18 05:00:00 UTC+0000,262.97,206.5,206.5,172.57
2022-03-18 06:00:00 UTC+0000,291.51,262.89,262.89,185.06
2022-03-18 07:00:00 UTC+0000,287.81,270.0,270.0,112.35
2022-03-18 08:00:00 UTC+0000,249.9,254.94,254.94,67.3
2022-03-18 09:00:00 UTC+0000,228.58,211.6,211.6,23.07
2022-03-18 10:00:00 UTC+0000,204.87,220.02,220.02,15.52
2022-03-18 11:00:00 UTC+0000,205.01,206.21,206.21,10.1
2022-03-18 12:00:00 UTC+0000,201.14,214.09,214.09,0.1
2022-03-18 13:00:00 UTC+0000,200.31,229.97,229.97,0.08
2022-03-18 14:00:00 UTC+0000,202.48,246.2,246.2,10.04
2022-03-18 15:00:00 UTC+0000,212.4,257.36,257.36,23.87
2022-03-18 16:00:00 UTC+0000,245.54,276.22,276.22,118.86
2022-03-18 17:00:00 UTC+0000,275.31,310.03,310.03,170.06
2022-03-18 18:00:00 UTC+0000,286.52,347.21,347.21,151.98
2022-03-18 19:00:00 UTC+0000,251.15,295.92,295.92,84.48
2022-03-18 20:00:00 UTC+0000,216.95,259.29,259.29,69.77
2022-03-18 21:00:00 UTC+0000,228.5,244.66,244.66,81.05
2022-03-18 22:00:00 UTC+0000,197.81,237.2,237.2,67.27
2022-03-18 23:00:00 UTC+0000,196.67,68.93,203.03,68.93
2022-03-19 00:00:00 UTC+0000,194.82,69.07,206.97,69.07
2022-03-19 01:00:00 UTC+0000,187.02,72.97,201.38,72.97
2022-03-19 02:00:00 UTC+0000,187.0,72.99,206.5,72.99
2022-03-19 03:00:00 UTC+0000,185.06,72.93,209.9,72.93
2022-03-19 04:00:00 UTC+0000,190.8,73.11,217.06,73.11
2022-03-19 05:00:00 UTC+0000,198.23,89.05,262.97,89.05
2022-03-19 06:00:00 UTC+0000,204.14,87.52,291.51,87.52
2022-03-19 07:00:00 UTC+0000,196.11,79.07,287.81,79.07
2022-03-19 08:00:00 UTC+0000,135.07,78.9,249.9,78.9
2022-03-19 09:00:00 UTC+0000,99.55,72.95,228.58,72.95
2022-03-19 10:00:00 UTC+0000,85.08,67.84,204.87,67.84
2022-03-19 11:00:00 UTC+0000,69.71,72.91,205.01,72.91
2022-03-19 12:00:00 UTC+0000,10.0,68.95,201.14,68.95
2022-03-19 13:00:00 UTC+0000,8.84,80.07,200.31,80.07
2022-03-19 14:00:00 UTC+0000,14.74,118.95,202.48,118.95
2022-03-19 15:00:00 UTC+0000,79.0,189.3,212.4,189.3
2022-03-19 16:00:00 UTC+0000,151.01,287.3,245.54,287.3
2022-03-19 17:00:00 UTC+0000,192.8,323.3,275.31,323.3
2022-03-19 18:00:00 UTC+0000,173.27,235.0,286.52,235.0
2022-03-19 19:00:00 UTC+0000,119.96,173.0,251.15,173.0
2022-03-19 20:00:00 UTC+0000,89.99,176.5,216.95,176.5
2022-03-19 21:00:00 UTC+0000,91.13,182.51,228.5,182.51
2022-03-19 22:00:00 UTC+0000,82.85,168.88,197.81,168.88
2022-03-19 23:00:00 UTC+0000,84.04,160.1,196.67,160.1
2022-03-20 00:00:00 UTC+0000,70.99,150.01,194.82,150.01
2022-03-20 01:00:00 UTC+0000,74.78,124.27,187.02,124.27
2022-03-20 02:00:00 UTC+0000,68.38,102.54,187.0,102.54
2022-03-20 03:00:00 UTC+0000,75.9,130.25,185.06,130.25
2022-03-20 04:00:00 UTC+0000,75.9,120.7,190.8,120.7
2022-03-20 05:00:00 UTC+0000,68.53,100.05,198.23,100.05
2022-03-20 06:00:00 UTC+0000,20.56,90.92,204.14,90.92
2022-03-20 07:00:00 UTC+0000,8.81,77.49,196.11,77.49
2022-03-20 08:00:00 UTC+0000,0.07,72.82,135.07,72.82
2022-03-20 09:00:00 UTC+0000,-0.1,56.15,99.55,56.15
2022-03-20 10:00:00 UTC+0000,-5.31,30.07,85.08,30.07
2022-03-20 11:00:00 UTC+0000,-16.81,24.76,69.71,24.76
2022-03-20 12:00:00 UTC+0000,-19.04,8.55,10.0,8.55
2022-03-20 13:00:00 UTC+0000,-13.35,10.05,8.84,10.05
2022-03-20 14:00:00 UTC+0000,-1.06,30.07,14.74,30.07
2022-03-20 15:00:00 UTC+0000,0.06,104.03,79.0,104.03
2022-03-20 16:00:00 UTC+0000,69.93,212.12,151.01,212.12
2022-03-20 17:00:00 UTC+0000,122.32,234.21,192.8,234.21
2022-03-20 18:00:00 UTC+0000,122.95,199.9,173.27,199.9
2022-03-20 19:00:00 UTC+0000,85.97,170.08,119.96,170.08
2022-03-20 20:00:00 UTC+0000,80.08,163.12,89.99,163.12
2022-03-20 21:00:00 UTC+0000,110.07,190.67,91.13,190.67
2022-03-20 22:00:00 UTC+0000,93.36,199.42,82.85,199.42
2022-03-20 23:00:00 UTC+0000,114.18,203.03,84.04,205.9
2022-03-21 00:00:00 UTC+0000,118.82,206.97,70.99,204.44
2022-03-21 01:00:00 UTC+0000,118.85,201.38,74.78,211.64
2022-03-21 02:00:00 UTC+0000,119.0,206.5,68.38,207.03
2022-03-21 03:00:00 UTC+0000,137.03,209.9,75.9,219.91
2022-03-21 04:00:00 UTC+0000,189.41,217.06,75.9,230.06
2022-03-21 05:00:00 UTC+0000,264.0,262.97,68.53,301.92
2022-03-21 06:00:00 UTC+0000,288.0,291.51,20.56,335.88
2022-03-21 07:00:00 UTC+0000,270.6,287.81,8.81,344.24
2022-03-21 08:00:00 UTC+0000,196.47,249.9,0.07,300.83
2022-03-21 09:00:00 UTC+0000,153.06,228.58,-0.1,265.91
2022-03-21 10:00:00 UTC+0000,163.68,204.87,-5.31,258.34
2022-03-21 11:00:00 UTC+0000,156.99,205.01,-16.81,240.57
2022-03-21 12:00:00 UTC+0000,171.35,201.14,-19.04,224.25
2022-03-21 13:00:00 UTC+0000,170.67,200.31,-13.35,218.34
2022-03-21 14:00:00 UTC+0000,212.63,202.48,-1.06,269.8
2022-03-21 15:00:00 UTC+0000,232.98,212.4,0.06,293.02
2022-03-21 16:00:00 UTC+0000,273.68,245.54,69.93,346.5
2022-03-21 17:00:00 UTC+0000,309.6,275.31,122.32,390.01
2022-03-21 18:00:00 UTC+0000,336.98,286.52,122.95,435.42
2022-03-21 19:00:00 UTC+0000,277.16,251.15,85.97,365.26
2022-03-21 20:00:00 UTC+0000,240.91,216.95,80.08,322.7
2022-03-21 21:00:00 UTC+0000,222.81,228.5,110.07,300.73
2022-03-21 22:00:00 UTC+0000,199.25,197.81,93.36,261.86
2022-03-21 23:00:00 UTC+0000,223.0,114.18,114.18,248.92
2022-03-22 00:00:00 UTC+0000,215.0,118.82,118.82,245.03
2022-03-22 01:00:00 UTC+0000,207.0,118.85,118.85,241.79
2022-03-22 02:00:00 UTC+0000,206.36,119.0,119.0,240.07
2022-03-22 03:00:00 UTC+0000,203.0,137.03,137.03,242.69
2022-03-22 04:00:00 UTC+0000,220.92,189.41,189.41,262.4
2022-03-22 05:00:00 UTC+0000,273.7,264.0,264.0,318.93
2022-03-22 06:00:00 UTC+0000,287.34,288.0,288.0,340.29
2022-03-22 07:00:00 UTC+0000,281.1,270.6,270.6,349.98
2022-03-22 08:00:00 UTC+0000,240.15,196.47,196.47,329.45
2022-03-22 09:00:00 UTC+0000,199.9,153.06,153.06,318.46
2022-03-22 10:00:00 UTC+0000,192.2,163.68,163.68,296.17
2022-03-22 11:00:00 UTC+0000,183.66,156.99,156.99,279.49
2022-03-22 12:00:00 UTC+0000,185.21,171.35,171.35,283.24
2022-03-22 13:00:00 UTC+0000,193.92,170.67,170.67,287.96
2022-03-22 14:00:00 UTC+0000,199.86,212.63,212.63,297.17
2022-03-22 15:00:00 UTC+0000,230.01,232.98,232.98,317.53
2022-03-22 16:00:00 UTC+0000,269.97,273.68,273.68,332.36
2022-03-22 17:00:00 UTC+0000,301.03,309.6,309.6,375.0
2022-03-22 18:00:00 UTC+0000,351.0,336.98,336.98,405.02
2022-03-22 19:00:00 UTC+0000,290.84,277.16,277.16,335.24
2022-03-22 20:00:00 UTC+0000,255.9,240.91,240.91,312.09
2022-03-22 21:00:00 UTC+0000,242.27,222.81,222.81,288.99
2022-03-22 22:00:00 UTC+0000,222.38,199.25,199.25,264.63
2022-03-22 23:00:00 UTC+0000,215.39,223.0,223.0,253.41
2022-03-23 00:00:00 UTC+0000,200.05,215.0,215.0,251.4
2022-03-23 01:00:00 UTC+0000,200.62,207.0,207.0,247.5
2022-03-23 02:00:00 UTC+0000,198.08,206.36,206.36,240.01
2022-03-23 03:00:00 UTC+0000,204.09,203.0,203.0,238.5
2022-03-23 04:00:00 UTC+0000,226.15,220.92,220.92,249.72
2022-03-23 05:00:00 UTC+0000,275.45,273.7,273.7,296.96
2022-03-23 06:00:00 UTC+0000,299.25,287.34,287.34,317.7
2022-03-23 07:00:00 UTC+0000,280.72,281.1,281.1,314.0
2022-03-23 08:00:00 UTC+0000,217.11,240.15,240.15,295.94
2022-03-23 09:00:00 UTC+0000,199.7,199.9,199.9,276.6
2022-03-23 10:00:00 UTC+0000,191.54,192.2,192.2,260.14
2022-03-23 11:00:00 UTC+0000,181.07,183.66,183.66,207.44
2022-03-23 12:00:00 UTC+0000,181.93,185.21,185.21,204.01
2022-03-23 13:00:00 UTC+0000,190.31,193.92,193.92,200.03
2022-03-23 14:00:00 UTC+0000,202.34,199.86,199.86,198.22
2022-03-23 15:00:00 UTC+0000,217.99,230.01,230.01,248.97
2022-03-23 16:00:00 UTC+0000,266.05,269.97,269.97,294.92
2022-03-23 17:00:00 UTC+0000,312.28,301.03,301.03,319.13
2022-03-23 18:00:00 UTC+0000,374.14,351.0,351.0,296.49
2022-03-23 19:00:00 UTC+0000,311.03,290.84,290.84,215.58
2022-03-23 20:00:00 UTC+0000,270.0,255.9,255.9,165.96
2022-03-23 21:00:00 UTC+0000,245.12,242.27,242.27,165.22
2022-03-23 22:00:00 UTC+0000,216.4,222.38,222.38,129.27
2022-03-23 23:00:00 UTC+0000,213.01,215.39,215.39,157.27
2022-03-24 00:00:00 UTC+0000,212.33,200.05,200.05,127.99
2022-03-24 01:00:00 UTC+0000,211.5,200.62,200.62,119.71
2022-03-24 02:00:00 UTC+0000,211.8,198.08,198.08,126.58
2022-03-24 03:00:00 UTC+0000,212.93,204.09,204.09,147.97
2022-03-24 04:00:00 UTC+0000,223.32,226.15,226.15,180.0
2022-03-24 05:00:00 UTC+0000,282.97,275.45,275.45,206.5
2022-03-24 06:00:00 UTC+0000,305.07,299.25,299.25,262.89
2022-03-24 07:00:00 UTC+0000,267.73,280.72,280.72,270.0
2022-03-24 08:00:00 UTC+0000,218.91,217.11,217.11,254.94
2022-03-24 09:00:00 UTC+0000,194.92,199.7,199.7,211.6
2022-03-24 10:00:00 UTC+0000,194.94,191.54,191.54,220.02
2022-03-24 11:00:00 UTC+0000,185.97,181.07,181.07,206.21
2022-03-24 12:00:00 UTC+0000,181.94,181.93,181.93,214.09
2022-03-24 13:00:00 UTC+0000,192.7,190.31,190.31,229.97
2022-03-24 14:00:00 UTC+0000,208.42,202.34,202.34,246.2
2022-03-24 15:00:00 UTC+0000,232.58,217.99,217.99,257.36
2022-03-24 16:00:00 UTC+0000,266.99,266.05,266.05,276.22
2022-03-24 17:00:00 UTC+0000,310.76,312.28,312.28,310.03
2022-03-24 18:00:00 UTC+0000,371.11,374.14,374.14,347.21
2022-03-24 19:00:00 UTC+0000,295.4,311.03,311.03,295.92
2022-03-24 20:00:00 UTC+0000,256.86,270.0,270.0,259.29
2022-03-24 21:00:00 UTC+0000,240.04,245.12,245.12,244.66
2022-03-24 22:00:00 UTC+0000,219.76,216.4,216.4,237.2
2022-03-24 23:00:00 UTC+0000,262.48,213.01,213.01,203.03
2022-03-25 00:00:00 UTC+0000,244.31,212.33,212.33,206.97
2022-03-25 01:00:00 UTC+0000,234.29,211.5,211.5,201.38
2022-03-25 02:00:00 UTC+0000,230.15,211.8,211.8,206.5
2022-03-25 03:00:00 UTC+0000,226.01,212.93,212.93,209.9
2022-03-25 04:00:00 UTC+0000,254.91,223.32,223.32,217.06
2022-03-25 05:00:00 UTC+0000,315.0,282.97,282.97,262.97
2022-03-25 06:00:00 UTC+0000,333.86,305.07,305.07,291.51
2022-03-25 07:00:00 UTC+0000,285.12,267.73,267.73,287.81
2022-03-25 08:00:00 UTC+0000,248.37,218.91,218.91,249.9
2022-03-25 09:00:00 UTC+0000,185.6,194.92,194.92,228.58
2022-03-25 10:00:00 UTC+0000,185.87,194.94,194.94,204.87
2022-03-25 11:00:00 UTC+0000,172.57,185.97,185.97,205.01
2022-03-25 12:00:00 UTC+0000,169.75,181.94,181.94,201.14
2022-03-25 13:00:00 UTC+0000,178.57,192.7,192.7,200.31
2022-03-25 14:00:00 UTC+0000,210.0,208.42,208.42,202.48
2022-03-25 15:00:00 UTC+0000,251.07,232.58,232.58,212.4
2022-03-25 16:00:00 UTC+0000,276.28,266.99,266.99,245.54
2022-03-25 17:00:00 UTC+0000,300.77,310.76,310.76,275.31
2022-03-25 18:00:00 UTC+0000,339.9,371.11,371.11,286.52
2022-03-25 19:00:00 UTC+0000,283.38,295.4,295.4,251.15
2022-03-25 20:00:00 UTC+0000,242.2,256.86,256.86,216.95
2022-03-25 21:00:00 UTC+0000,244.56,240.04,240.04,228.5
2022-03-25 22:00:00 UTC+0000,190.07,219.76,219.76,197.81
2022-03-25 23:00:00 UTC+0000,235.96,196.67,262.48,196.67
2022-03-26 00:00:00 UTC+0000,221.16,194.82,244.31,194.82
2022-03-26 01:00:00 UTC+0000,185.58,187.02,234.29,187.02
2022-03-26 02:00:00 UTC+0000,191.02,187.0,230.15,187.0
2022-03-26 03:00:00 UTC+0000,206.58,185.06,226.01,185.06
2022-03-26 04:00:00 UTC+0000,216.18,190.8,254.91,190.8
2022-03-26 05:00:00 UTC+0000,199.56,198.23,315.0,198.23
2022-03-26 06:00:00 UTC+0000,190.28,204.14,333.86,204.14
2022-03-26 07:00:00 UTC+0000,152.18,196.11,285.12,196.11
2022-03-26 08:00:00 UTC+0000,159.37,135.07,248.37,135.07
2022-03-26 09:00:00 UTC+0000,110.05,99.55,185.6,99.55
2022-03-26 10:00:00 UTC+0000,85.94,85.08,185.87,85.08
2022-03-26 11:00:00 UTC+0000,83.11,69.71,172.57,69.71
2022-03-26 12:00:00 UTC+0000,80.38,10.0,169.75,10.0
2022-03-26 13:00:00 UTC+0000,89.35,8.84,178.57,8.84
2022-03-26 14:00:00 UTC+0000,157.71,14.74,210.0,14.74
2022-03-26 15:00:00 UTC+0000,199.95,79.0,251.07,79.0
2022-03-26 16:00:00 UTC+0000,232.42,151.01,276.28,151.01
2022-03-26 17:00:00 UTC+0000,262.5,192.8,300.77,192.8
2022-03-26 18:00:00 UTC+0000,292.24,173.27,339.9,173.27
2022-03-26 19:00:00 UTC+0000,270.07,119.96,283.38,119.96
2022-03-26 20:00:00 UTC+0000,244.98,89.99,242.2,89.99
2022-03-26 21:00:00 UTC+0000,244.94,91.13,244.56,91.13
2022-03-26 22:00:00 UTC+0000,237.75,82.85,190.07,82.85
2022-03-26 23:00:00 UTC+0000,235.0,84.04,235.96,84.04
2022-03-27 00:00:00 UTC+0000,221.93,70.99,221.16,70.99
2022-03-27 01:00:00 UTC+0000,214.02,74.78,185.58,74.78
2022-03-27 02:00:00 UTC+0000,212.0,68.38,191.02,68.38
2022-03-27 03:00:00 UTC+0000,211.09,75.9,206.58,75.9
2022-03-27 04:00:00 UTC+0000,210.31,75.9,216.18,75.9
2022-03-27 05:00:00 UTC+0000,214.03,68.53,199.56,68.53
2022-03-27 06:00:00 UTC+0000,214.08,20.56,190.28,20.56
2022-03-27 07:00:00 UTC+0000,214.07,8.81,152.18,8.81
2022-03-27 08:00:00 UTC+0000,205.02,0.07,159.37,0.07
2022-03-27 09:00:00 UTC+0000,194.4,-0.1,110.05,-0.1
2022-03-27 10:00:00 UTC+0000,161.5,-5.31,85.94,-5.31
2022-03-27 11:00:00 UTC+0000,89.9,-16.81,83.11,-16.81
2022-03-27 12:00:00 UTC+0000,77.97,-19.04,80.38,-19.04
2022-03-27 13:00:00 UTC+0000,92.0,-13.35,89.35,-13.35
2022-03-27 14:00:00 UTC+0000,141.59,-1.06,157.71,-1.06
2022-03-27 15:00:00 UTC+0000,194.83,0.06,199.95,0.06
2022-03-27 16:00:00 UTC+0000,220.0,69.93,232.42,69.93
2022-03-27 17:00:00 UTC+0000,263.02,122.32,262.5,122.32
