time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2021-07-11 14:00:00 UTC+0000,7.4775,8.19,8.28,8.19
2021-07-11 18:00:00 UTC+0000,8.0,8.36,8.455,8.36
2021-07-11 22:00:00 UTC+0000,5.3,3.15,2.49,6.75
2021-07-12 02:00:00 UTC+0000,7.9675,5.81,4.49,9.72
2021-07-12 06:00:00 UTC+0000,11.35,9.2825,6.825,13.0
2021-07-12 10:00:00 UTC+0000,7.215,5.1125,3.7,9.38
2021-07-12 14:00:00 UTC+0000,12.65,9.68,7.4775,12.7825
2021-07-12 18:00:00 UTC+0000,11.6675,9.7125,8.0,12.0
2021-07-12 22:00:00 UTC+0000,62.8925,5.3,5.3,5.04
2021-07-13 02:00:00 UTC+0000,7.39,7.9675,7.9675,7.865
2021-07-13 06:00:00 UTC+0000,11.155,11.35,11.35,10.475
2021-07-13 10:00:00 UTC+0000,7.1475,7.215,7.215,7.41
2021-07-13 14:00:00 UTC+0000,10.88,12.65,12.65,10.63
2021-07-13 18:00:00 UTC+0000,11.8775,11.6675,11.6675,9.965
2021-07-13 22:00:00 UTC+0000,13.0,62.8925,62.8925,4.405
2021-07-14 02:00:00 UTC+0000,6.8175,7.39,7.39,7.5125
2021-07-14 06:00:00 UTC+0000,13.68,11.155,11.155,12.0425
2021-07-14 10:00:00 UTC+0000,5.88,7.1475,7.1475,6.89
2021-07-14 14:00:00 UTC+0000,9.6,10.88,10.88,12.0
2021-07-14 18:00:00 UTC+0000,10.28,11.8775,11.8775,10.865
2021-07-14 22:00:00 UTC+0000,9.1675,13.0,13.0,3.7425
2021-07-15 02:00:00 UTC+0000,6.14,6.8175,6.8175,6.875
2021-07-15 06:00:00 UTC+0000,10.5125,13.68,13.68,10.66
2021-07-15 10:00:00 UTC+0000,5.09,5.88,5.88,5.9425
2021-07-15 14:00:00 UTC+0000,8.5575,9.6,9.6,10.89
2021-07-15 18:00:00 UTC+0000,9.04,10.28,10.28,10.41
2021-07-15 22:00:00 UTC+0000,6.67,9.1675,9.1675,3.15
2021-07-16 02:00:00 UTC+0000,11.25,6.14,6.14,5.81
2021-07-16 06:00:00 UTC+0000,9.47,10.5125,10.5125,9.2825
2021-07-16 10:00:00 UTC+0000,4.44,5.09,5.09,5.1125
2021-07-16 14:00:00 UTC+0000,7.75,8.5575,8.5575,9.68
2021-07-16 18:00:00 UTC+0000,8.24,9.04,9.04,9.7125
2021-07-16 22:00:00 UTC+0000,10.6375,2.92,6.67,2.92
2021-07-17 02:00:00 UTC+0000,6.73,5.045,11.25,5.045
2021-07-17 06:00:00 UTC+0000,8.3475,8.0525,9.47,8.0525
2021-07-17 10:00:00 UTC+0000,4.685,4.63,4.44,4.63
2021-07-17 14:00:00 UTC+0000,8.0,8.28,7.75,8.28
2021-07-17 18:00:00 UTC+0000,11.75,8.455,8.24,8.455
2021-07-17 22:00:00 UTC+0000,16.75,2.49,10.6375,2.49
2021-07-18 02:00:00 UTC+0000,19.75,4.49,6.73,4.49
2021-07-18 06:00:00 UTC+0000,7.38,6.825,8.3475,6.825
2021-07-18 10:00:00 UTC+0000,5.5625,3.7,4.685,3.7
2021-07-18 14:00:00 UTC+0000,10.1175,7.4775,8.0,7.4775
2021-07-18 18:00:00 UTC+0000,9.1675,8.0,11.75,8.0
2021-07-18 22:00:00 UTC+0000,10.225,6.67,16.75,5.3
2021-07-19 02:00:00 UTC+0000,39.0375,11.25,19.75,7.9675
2021-07-19 06:00:00 UTC+0000,10.99,9.47,7.38,11.35
2021-07-19 10:00:00 UTC+0000,6.87,4.44,5.5625,7.215
2021-07-19 14:00:00 UTC+0000,10.8075,7.75,10.1175,12.65
2021-07-19 18:00:00 UTC+0000,10.875,8.24,9.1675,11.6675
2021-07-19 22:00:00 UTC+0000,7.5075,10.225,10.225,62.8925
2021-07-20 02:00:00 UTC+0000,15.57,39.0375,39.0375,7.39
2021-07-20 06:00:00 UTC+0000,9.725,10.99,10.99,11.155
2021-07-20 10:00:00 UTC+0000,5.85,6.87,6.87,7.1475
2021-07-20 14:00:00 UTC+0000,9.365,10.8075,10.8075,10.88
2021-07-20 18:00:00 UTC+0000,10.25,10.875,10.875,11.8775
2021-07-20 22:00:00 UTC+0000,10.595,7.5075,7.5075,13.0
2021-07-21 02:00:00 UTC+0000,10.42,15.57,15.57,6.8175
2021-07-21 06:00:00 UTC+0000,9.0525,9.725,9.725,13.68
2021-07-21 10:00:00 UTC+0000,5.0775,5.85,5.85,5.88
2021-07-21 14:00:00 UTC+0000,10.23,9.365,9.365,9.6
2021-07-21 18:00:00 UTC+0000,11.5,10.25,10.25,10.28
2021-07-21 22:00:00 UTC+0000,6.74,10.595,10.595,9.1675
2021-07-22 02:00:00 UTC+0000,8.44,10.42,10.42,6.14
2021-07-22 06:00:00 UTC+0000,8.4825,9.0525,9.0525,10.5125
2021-07-22 10:00:00 UTC+0000,75.0,5.0775,5.0775,5.09
2021-07-22 14:00:00 UTC+0000,10.11,10.23,10.23,8.5575
2021-07-22 18:00:00 UTC+0000,10.725,11.5,11.5,9.04
2021-07-22 22:00:00 UTC+0000,5.455,6.74,6.74,6.67
2021-07-23 02:00:00 UTC+0000,7.42,8.44,8.44,11.25
2021-07-23 06:00:00 UTC+0000,7.715,8.4825,8.4825,9.47
2021-07-23 10:00:00 UTC+0000,13.23,75.0,75.0,4.44
2021-07-23 14:00:00 UTC+0000,8.94,10.11,10.11,7.75
2021-07-23 18:00:00 UTC+0000,9.755,10.725,10.725,8.24
2021-07-23 22:00:00 UTC+0000,4.125,10.6375,5.455,10.6375
2021-07-24 02:00:00 UTC+0000,5.6,6.73,7.42,6.73
2021-07-24 06:00:00 UTC+0000,6.38,8.3475,7.715,8.3475
2021-07-24 10:00:00 UTC+0000,6.32,4.685,13.23,4.685
2021-07-24 14:00:00 UTC+0000,7.65,8.0,8.94,8.0
2021-07-24 18:00:00 UTC+0000,8.5675,11.75,9.755,11.75
2021-07-24 22:00:00 UTC+0000,3.85,16.75,4.125,16.75
2021-07-25 02:00:00 UTC+0000,4.845,19.75,5.6,19.75
2021-07-25 06:00:00 UTC+0000,5.44,7.38,6.38,7.38
2021-07-25 10:00:00 UTC+0000,4.47,5.5625,6.32,5.5625
2021-07-25 14:00:00 UTC+0000,7.23,10.1175,7.65,10.1175
2021-07-25 18:00:00 UTC+0000,8.03,9.1675,8.5675,9.1675
2021-07-25 22:00:00 UTC+0000,6.105,5.455,3.85,10.225
2021-07-26 02:00:00 UTC+0000,8.4375,7.42,4.845,39.0375
2021-07-26 06:00:00 UTC+0000,9.6875,7.715,5.44,10.99
2021-07-26 10:00:00 UTC+0000,6.3125,13.23,4.47,6.87
2021-07-26 14:00:00 UTC+0000,10.225,8.94,7.23,10.8075
2021-07-26 18:00:00 UTC+0000,11.06,9.755,8.03,10.875
2021-07-26 22:00:00 UTC+0000,4.865,6.105,6.105,7.5075
2021-07-27 02:00:00 UTC+0000,6.935,8.4375,8.4375,15.57
2021-07-27 06:00:00 UTC+0000,8.035,9.6875,9.6875,9.725
2021-07-27 10:00:00 UTC+0000,4.94,6.3125,6.3125,5.85
2021-07-27 14:00:00 UTC+0000,8.75,10.225,10.225,9.365
2021-07-27 18:00:00 UTC+0000,9.05,11.06,11.06,10.25
2021-07-27 22:00:00 UTC+0000,3.705,4.865,4.865,10.595
2021-07-28 02:00:00 UTC+0000,5.45,6.935,6.935,10.42
2021-07-28 06:00:00 UTC+0000,6.84,8.035,8.035,9.0525
2021-07-28 10:00:00 UTC+0000,3.81,4.94,4.94,5.0775
2021-07-28 14:00:00 UTC+0000,7.6225,8.75,8.75,10.23
2021-07-28 18:00:00 UTC+0000,7.95,9.05,9.05,11.5
2021-07-28 22:00:00 UTC+0000,6.25,3.705,3.705,6.74
2021-07-29 02:00:00 UTC+0000,4.45,5.45,5.45,8.44
2021-07-29 06:00:00 UTC+0000,6.77,6.84,6.84,8.4825
2021-07-29 10:00:00 UTC+0000,17.975,3.81,3.81,75.0
2021-07-29 14:00:00 UTC+0000,7.69,7.6225,7.6225,10.11
2021-07-29 18:00:00 UTC+0000,9.035,7.95,7.95,10.725
2021-07-29 22:00:00 UTC+0000,3.5825,6.25,6.25,5.455
2021-07-30 02:00:00 UTC+0000,3.685,4.45,4.45,7.42
2021-07-30 06:00:00 UTC+0000,5.88,6.77,6.77,7.715
2021-07-30 10:00:00 UTC+0000,6.75,17.975,17.975,13.23
2021-07-30 14:00:00 UTC+0000,11.25,7.69,7.69,8.94
2021-07-30 18:00:00 UTC+0000,11.8325,9.035,9.035,9.755
2021-07-30 22:00:00 UTC+0000,7.2375,4.125,3.5825,4.125
2021-07-31 02:00:00 UTC+0000,4.94,5.6,3.685,5.6
2021-07-31 06:00:00 UTC+0000,7.23,6.38,5.88,6.38
2021-07-31 10:00:00 UTC+0000,9.9175,6.32,6.75,6.32
2021-07-31 14:00:00 UTC+0000,12.75,7.65,11.25,7.65
2021-07-31 18:00:00 UTC+0000,9.23,8.5675,11.8325,8.5675
2021-07-31 22:00:00 UTC+0000,7.91,3.85,7.2375,3.85
2021-08-01 02:00:00 UTC+0000,5.26,4.845,4.94,4.845
2021-08-01 06:00:00 UTC+0000,7.04,5.44,7.23,5.44
2021-08-01 10:00:00 UTC+0000,8.595,4.47,9.9175,4.47
2021-08-01 14:00:00 UTC+0000,136.25,7.23,12.75,7.23
2021-08-01 18:00:00 UTC+0000,7.65,8.03,9.23,8.03
2021-08-01 22:00:00 UTC+0000,8.9575,3.5825,7.91,6.105
2021-08-02 02:00:00 UTC+0000,7.72,3.685,5.26,8.4375
2021-08-02 06:00:00 UTC+0000,9.2,5.88,7.04,9.6875
2021-08-02 10:00:00 UTC+0000,8.2575,6.75,8.595,6.3125
2021-08-02 14:00:00 UTC+0000,18.615,11.25,136.25,10.225
2021-08-02 18:00:00 UTC+0000,11.2575,11.8325,7.65,11.06
2021-08-02 22:00:00 UTC+0000,5.8025,8.9575,8.9575,4.865
2021-08-03 02:00:00 UTC+0000,6.66,7.72,7.72,6.935
2021-08-03 06:00:00 UTC+0000,7.97,9.2,9.2,8.035
2021-08-03 10:00:00 UTC+0000,6.505,8.2575,8.2575,4.94
2021-08-03 14:00:00 UTC+0000,10.675,18.615,18.615,8.75
2021-08-03 18:00:00 UTC+0000,9.5825,11.2575,11.2575,9.05
2021-08-03 22:00:00 UTC+0000,4.8625,5.8025,5.8025,3.705
2021-08-04 02:00:00 UTC+0000,6.375,6.66,6.66,5.45
2021-08-04 06:00:00 UTC+0000,8.5375,7.97,7.97,6.84
2021-08-04 10:00:00 UTC+0000,5.29,6.505,6.505,3.81
2021-08-04 14:00:00 UTC+0000,10.1275,10.675,10.675,7.6225
2021-08-04 18:00:00 UTC+0000,9.5825,9.5825,9.5825,7.95
2021-08-04 22:00:00 UTC+0000,4.25,4.8625,4.8625,6.25
2021-08-05 02:00:00 UTC+0000,5.36,6.375,6.375,4.45
2021-08-05 06:00:00 UTC+0000,7.9275,8.5375,8.5375,6.77
2021-08-05 10:00:00 UTC+0000,4.4525,5.29,5.29,17.975
2021-08-05 14:00:00 UTC+0000,9.7325,10.1275,10.1275,7.69
2021-08-05 18:00:00 UTC+0000,9.255,9.5825,9.5825,9.035
2021-08-05 22:00:00 UTC+0000,3.44,4.25,4.25,3.5825
2021-08-06 02:00:00 UTC+0000,4.525,5.36,5.36,3.685
2021-08-06 06:00:00 UTC+0000,6.3375,7.9275,7.9275,5.88
2021-08-06 10:00:00 UTC+0000,3.69,4.4525,4.4525,6.75
2021-08-06 14:00:00 UTC+0000,8.41,9.7325,9.7325,11.25
2021-08-06 18:00:00 UTC+0000,8.89,9.255,9.255,11.8325
2021-08-06 22:00:00 UTC+0000,3.8325,7.2375,3.44,7.2375
2021-08-07 02:00:00 UTC+0000,4.7025,4.94,4.525,4.94
2021-08-07 06:00:00 UTC+0000,5.4425,7.23,6.3375,7.23
2021-08-07 10:00:00 UTC+0000,9.5,9.9175,3.69,9.9175
2021-08-07 14:00:00 UTC+0000,7.3725,12.75,8.41,12.75
2021-08-07 18:00:00 UTC+0000,8.325,9.23,8.89,9.23
2021-08-07 22:00:00 UTC+0000,7.18,7.91,3.8325,7.91
2021-08-08 02:00:00 UTC+0000,5.19,5.26,4.7025,5.26
2021-08-08 06:00:00 UTC+0000,6.8275,7.04,5.4425,7.04
2021-08-08 10:00:00 UTC+0000,12.97,8.595,9.5,8.595
2021-08-08 14:00:00 UTC+0000,13.92,136.25,7.3725,136.25
2021-08-08 18:00:00 UTC+0000,8.0,7.65,8.325,7.65
2021-08-08 22:00:00 UTC+0000,6.9525,3.44,7.18,8.9575
2021-08-09 02:00:00 UTC+0000,6.91,4.525,5.19,7.72
2021-08-09 06:00:00 UTC+0000,7.5925,6.3375,6.8275,9.2
2021-08-09 10:00:00 UTC+0000,9.125,3.69,12.97,8.2575
2021-08-09 14:00:00 UTC+0000,13.0,8.41,13.92,18.615
2021-08-09 18:00:00 UTC+0000,9.975,8.89,8.0,11.2575
2021-08-09 22:00:00 UTC+0000,6.4875,6.9525,6.9525,5.8025
2021-08-10 02:00:00 UTC+0000,6.305,6.91,6.91,6.66
2021-08-10 06:00:00 UTC+0000,8.75,7.5925,7.5925,7.97
2021-08-10 10:00:00 UTC+0000,7.9225,9.125,9.125,6.505
2021-08-10 14:00:00 UTC+0000,11.1725,13.0,13.0,10.675
2021-08-10 18:00:00 UTC+0000,11.0625,9.975,9.975,9.5825
2021-08-10 22:00:00 UTC+0000,5.08,6.4875,6.4875,4.8625
2021-08-11 02:00:00 UTC+0000,5.91,6.305,6.305,6.375
2021-08-11 06:00:00 UTC+0000,9.8225,8.75,8.75,8.5375
2021-08-11 10:00:00 UTC+0000,6.1375,7.9225,7.9225,5.29
2021-08-11 14:00:00 UTC+0000,10.1425,11.1725,11.1725,10.1275
2021-08-11 18:00:00 UTC+0000,17.6075,11.0625,11.0625,9.5825
2021-08-11 22:00:00 UTC+0000,4.3675,5.08,5.08,4.25
2021-08-12 02:00:00 UTC+0000,5.0625,5.91,5.91,5.36
2021-08-12 06:00:00 UTC+0000,9.375,9.8225,9.8225,7.9275
2021-08-12 10:00:00 UTC+0000,5.11,6.1375,6.1375,4.4525
2021-08-12 14:00:00 UTC+0000,9.8725,10.1425,10.1425,9.7325
2021-08-12 18:00:00 UTC+0000,14.815,17.6075,17.6075,9.255
2021-08-12 22:00:00 UTC+0000,3.75,4.3675,4.3675,3.44
2021-08-13 02:00:00 UTC+0000,4.6275,5.0625,5.0625,4.525
2021-08-13 06:00:00 UTC+0000,8.06,9.375,9.375,6.3375
2021-08-13 10:00:00 UTC+0000,4.45,5.11,5.11,3.69
2021-08-13 14:00:00 UTC+0000,8.875,9.8725,9.8725,8.41
2021-08-13 18:00:00 UTC+0000,11.7975,14.815,14.815,8.89
2021-08-13 22:00:00 UTC+0000,4.97,3.8325,3.75,3.8325
2021-08-14 02:00:00 UTC+0000,5.0775,4.7025,4.6275,4.7025
2021-08-14 06:00:00 UTC+0000,7.4475,5.4425,8.06,5.4425
2021-08-14 10:00:00 UTC+0000,7.445,9.5,4.45,9.5
2021-08-14 14:00:00 UTC+0000,8.6975,7.3725,8.875,7.3725
2021-08-14 18:00:00 UTC+0000,10.21,8.325,11.7975,8.325
2021-08-14 22:00:00 UTC+0000,6.375,7.18,4.97,7.18
2021-08-15 02:00:00 UTC+0000,5.59,5.19,5.0775,5.19
2021-08-15 06:00:00 UTC+0000,6.8075,6.8275,7.4475,6.8275
2021-08-15 10:00:00 UTC+0000,7.405,12.97,7.445,12.97
2021-08-15 14:00:00 UTC+0000,9.5525,13.92,8.6975,13.92
2021-08-15 18:00:00 UTC+0000,10.73,8.0,10.21,8.0
2021-08-15 22:00:00 UTC+0000,5.295,3.75,6.375,6.9525
2021-08-16 02:00:00 UTC+0000,6.0,4.6275,5.59,6.91
2021-08-16 06:00:00 UTC+0000,7.75,8.06,6.8075,7.5925
2021-08-16 10:00:00 UTC+0000,6.84,4.45,7.405,9.125
2021-08-16 14:00:00 UTC+0000,8.975,8.875,9.5525,13.0
2021-08-16 18:00:00 UTC+0000,9.64,11.7975,10.73,9.975
2021-08-16 22:00:00 UTC+0000,4.18,5.295,5.295,6.4875
2021-08-17 02:00:00 UTC+0000,4.83,6.0,6.0,6.305
2021-08-17 06:00:00 UTC+0000,6.4625,7.75,7.75,8.75
2021-08-17 10:00:00 UTC+0000,5.515,6.84,6.84,7.9225
2021-08-17 14:00:00 UTC+0000,7.715,8.975,8.975,11.1725
2021-08-17 18:00:00 UTC+0000,9.095,9.64,9.64,11.0625
2021-08-17 22:00:00 UTC+0000,3.7775,4.18,4.18,5.08
2021-08-18 02:00:00 UTC+0000,4.66,4.83,4.83,5.91
2021-08-18 06:00:00 UTC+0000,6.265,6.4625,6.4625,9.8225
2021-08-18 10:00:00 UTC+0000,4.63,5.515,5.515,6.1375
2021-08-18 14:00:00 UTC+0000,7.215,7.715,7.715,10.1425
2021-08-18 18:00:00 UTC+0000,8.1675,9.095,9.095,17.6075
2021-08-18 22:00:00 UTC+0000,3.82,3.7775,3.7775,4.3675
2021-08-19 02:00:00 UTC+0000,5.1075,4.66,4.66,5.0625
2021-08-19 06:00:00 UTC+0000,5.965,6.265,6.265,9.375
2021-08-19 10:00:00 UTC+0000,4.4375,4.63,4.63,5.11
2021-08-19 14:00:00 UTC+0000,12.4275,7.215,7.215,9.8725
2021-08-19 18:00:00 UTC+0000,9.555,8.1675,8.1675,14.815
2021-08-19 22:00:00 UTC+0000,3.65,3.82,3.82,3.75
2021-08-20 02:00:00 UTC+0000,5.7575,5.1075,5.1075,4.6275
2021-08-20 06:00:00 UTC+0000,8.23,5.965,5.965,8.06
2021-08-20 10:00:00 UTC+0000,4.39,4.4375,4.4375,4.45
2021-08-20 14:00:00 UTC+0000,14.455,12.4275,12.4275,8.875
2021-08-20 18:00:00 UTC+0000,13.14,9.555,9.555,11.7975
2021-08-20 22:00:00 UTC+0000,4.005,4.97,3.65,4.97
2021-08-21 02:00:00 UTC+0000,4.88,5.0775,5.7575,5.0775
2021-08-21 06:00:00 UTC+0000,5.99,7.4475,8.23,7.4475
2021-08-21 10:00:00 UTC+0000,4.1675,7.445,4.39,7.445
2021-08-21 14:00:00 UTC+0000,8.8675,8.6975,14.455,8.6975
2021-08-21 18:00:00 UTC+0000,8.57,10.21,13.14,10.21
2021-08-21 22:00:00 UTC+0000,3.2575,6.375,4.005,6.375
2021-08-22 02:00:00 UTC+0000,4.175,5.59,4.88,5.59
2021-08-22 06:00:00 UTC+0000,4.75,6.8075,5.99,6.8075
2021-08-22 10:00:00 UTC+0000,3.37,7.405,4.1675,7.405
2021-08-22 14:00:00 UTC+0000,7.2575,9.5525,8.8675,9.5525
2021-08-22 18:00:00 UTC+0000,7.6075,10.73,8.57,10.73
2021-08-22 22:00:00 UTC+0000,4.51,3.65,3.2575,5.295
2021-08-23 02:00:00 UTC+0000,5.17,5.7575,4.175,6.0
2021-08-23 06:00:00 UTC+0000,6.735,8.23,4.75,7.75
2021-08-23 10:00:00 UTC+0000,5.27,4.39,3.37,6.84
2021-08-23 14:00:00 UTC+0000,9.12,14.455,7.2575,8.975
2021-08-23 18:00:00 UTC+0000,9.0,13.14,7.6075,9.64
2021-08-23 22:00:00 UTC+0000,3.785,4.51,4.51,4.18
2021-08-24 02:00:00 UTC+0000,4.595,5.17,5.17,4.83
2021-08-24 06:00:00 UTC+0000,6.12,6.735,6.735,6.4625
2021-08-24 10:00:00 UTC+0000,4.49,5.27,5.27,5.515
2021-08-24 14:00:00 UTC+0000,8.3725,9.12,9.12,7.715
2021-08-24 18:00:00 UTC+0000,8.13,9.0,9.0,9.095
2021-08-24 22:00:00 UTC+0000,3.42,3.785,3.785,3.7775
2021-08-25 02:00:00 UTC+0000,4.1525,4.595,4.595,4.66
2021-08-25 06:00:00 UTC+0000,5.77,6.12,6.12,6.265
2021-08-25 10:00:00 UTC+0000,3.985,4.49,4.49,4.63
2021-08-25 14:00:00 UTC+0000,7.205,8.3725,8.3725,7.215
2021-08-25 18:00:00 UTC+0000,7.2,8.13,8.13,8.1675
2021-08-25 22:00:00 UTC+0000,3.11,3.42,3.42,3.82
2021-08-26 02:00:00 UTC+0000,3.76,4.1525,4.1525,5.1075
2021-08-26 06:00:00 UTC+0000,5.37,5.77,5.77,5.965
2021-08-26 10:00:00 UTC+0000,3.715,3.985,3.985,4.4375
2021-08-26 14:00:00 UTC+0000,6.5025,7.205,7.205,12.4275
2021-08-26 18:00:00 UTC+0000,6.67,7.2,7.2,9.555
2021-08-26 22:00:00 UTC+0000,3.08,3.11,3.11,3.65
2021-08-27 02:00:00 UTC+0000,3.7425,3.76,3.76,5.7575
2021-08-27 06:00:00 UTC+0000,4.8275,5.37,5.37,8.23
2021-08-27 10:00:00 UTC+0000,3.19,3.715,3.715,4.39
2021-08-27 14:00:00 UTC+0000,5.95,6.5025,6.5025,14.455
2021-08-27 18:00:00 UTC+0000,6.14,6.67,6.67,13.14
2021-08-27 22:00:00 UTC+0000,9.4475,4.005,3.08,4.005
2021-08-28 02:00:00 UTC+0000,23.1675,4.88,3.7425,4.88
2021-08-28 06:00:00 UTC+0000,6.925,5.99,4.8275,5.99
2021-08-28 10:00:00 UTC+0000,157.59,4.1675,3.19,4.1675
2021-08-28 14:00:00 UTC+0000,8.85,8.8675,5.95,8.8675
2021-08-28 18:00:00 UTC+0000,8.25,8.57,6.14,8.57
2021-08-28 22:00:00 UTC+0000,6.81,3.2575,9.4475,3.2575
2021-08-29 02:00:00 UTC+0000,8.75,4.175,23.1675,4.175
2021-08-29 06:00:00 UTC+0000,6.73,4.75,6.925,4.75
2021-08-29 10:00:00 UTC+0000,22.5,3.37,157.59,3.37
2021-08-29 14:00:00 UTC+0000,7.295,7.2575,8.85,7.2575
2021-08-29 18:00:00 UTC+0000,7.105,7.6075,8.25,7.6075
2021-08-29 22:00:00 UTC+0000,5.54,3.08,6.81,4.51
2021-08-30 02:00:00 UTC+0000,7.22,3.7425,8.75,5.17
2021-08-30 06:00:00 UTC+0000,7.3825,4.8275,6.73,6.735
2021-08-30 10:00:00 UTC+0000,12.17,3.19,22.5,5.27
2021-08-30 14:00:00 UTC+0000,8.205,5.95,7.295,9.12
2021-08-30 18:00:00 UTC+0000,8.61,6.14,7.105,9.0
2021-08-30 22:00:00 UTC+0000,4.655,5.54,5.54,3.785
2021-08-31 02:00:00 UTC+0000,6.89,7.22,7.22,4.595
2021-08-31 06:00:00 UTC+0000,7.12,7.3825,7.3825,6.12
2021-08-31 10:00:00 UTC+0000,8.14,12.17,12.17,4.49
2021-08-31 14:00:00 UTC+0000,8.0575,8.205,8.205,8.3725
2021-08-31 18:00:00 UTC+0000,7.8575,8.61,8.61,8.13
2021-08-31 22:00:00 UTC+0000,4.12,4.655,4.655,3.42
2021-09-01 02:00:00 UTC+0000,5.905,6.89,6.89,4.1525
2021-09-01 06:00:00 UTC+0000,7.845,7.12,7.12,5.77
2021-09-01 10:00:00 UTC+0000,5.935,8.14,8.14,3.985
2021-09-01 14:00:00 UTC+0000,8.27,8.0575,8.0575,7.205
2021-09-01 18:00:00 UTC+0000,7.8325,7.8575,7.8575,7.2
2021-09-01 22:00:00 UTC+0000,3.65,4.12,4.12,3.11
2021-09-02 02:00:00 UTC+0000,5.3075,5.905,5.905,3.76
2021-09-02 06:00:00 UTC+0000,6.7875,7.845,7.845,5.37
2021-09-02 10:00:00 UTC+0000,5.0125,5.935,5.935,3.715
2021-09-02 14:00:00 UTC+0000,7.48,8.27,8.27,6.5025
2021-09-02 18:00:00 UTC+0000,7.455,7.8325,7.8325,6.67
2021-09-02 22:00:00 UTC+0000,3.08,3.65,3.65,3.08
2021-09-03 02:00:00 UTC+0000,4.54,5.3075,5.3075,3.7425
2021-09-03 06:00:00 UTC+0000,6.1,6.7875,6.7875,4.8275
2021-09-03 10:00:00 UTC+0000,4.26,5.0125,5.0125,3.19
2021-09-03 14:00:00 UTC+0000,6.7,7.48,7.48,5.95
2021-09-03 18:00:00 UTC+0000,6.6375,7.455,7.455,6.14
2021-09-03 22:00:00 UTC+0000,2.685,9.4475,3.08,9.4475
2021-09-04 02:00:00 UTC+0000,3.84,23.1675,4.54,23.1675
2021-09-04 06:00:00 UTC+0000,5.1725,6.925,6.1,6.925
2021-09-04 10:00:00 UTC+0000,3.625,157.59,4.26,157.59
2021-09-04 14:00:00 UTC+0000,5.9375,8.85,6.7,8.85
2021-09-04 18:00:00 UTC+0000,6.53,8.25,6.6375,8.25
2021-09-04 22:00:00 UTC+0000,4.53,6.81,2.685,6.81
2021-09-05 02:00:00 UTC+0000,3.2,8.75,3.84,8.75
2021-09-05 06:00:00 UTC+0000,4.195,6.73,5.1725,6.73
2021-09-05 10:00:00 UTC+0000,3.7575,22.5,3.625,22.5
2021-09-05 14:00:00 UTC+0000,5.7,7.295,5.9375,7.295
2021-09-05 18:00:00 UTC+0000,6.14,7.105,6.53,7.105
2021-09-05 22:00:00 UTC+0000,4.3925,3.08,4.53,5.54
2021-09-06 02:00:00 UTC+0000,6.1025,4.54,3.2,7.22
2021-09-06 06:00:00 UTC+0000,8.73,6.1,4.195,7.3825
2021-09-06 10:00:00 UTC+0000,16.42,4.26,3.7575,12.17
2021-09-06 14:00:00 UTC+0000,16.885,6.7,5.7,8.205
2021-09-06 18:00:00 UTC+0000,11.25,6.6375,6.14,8.61
2021-09-06 22:00:00 UTC+0000,3.97,4.3925,4.3925,4.655
2021-09-07 02:00:00 UTC+0000,8.75,6.1025,6.1025,6.89
2021-09-07 06:00:00 UTC+0000,11.95,8.73,8.73,7.12
2021-09-07 10:00:00 UTC+0000,9.58,16.42,16.42,8.14
2021-09-07 14:00:00 UTC+0000,16.5075,16.885,16.885,8.0575
2021-09-07 18:00:00 UTC+0000,11.15,11.25,11.25,7.8575
2021-09-07 22:00:00 UTC+0000,3.5125,3.97,3.97,4.12
2021-09-08 02:00:00 UTC+0000,6.82,8.75,8.75,5.905
2021-09-08 06:00:00 UTC+0000,10.5375,11.95,11.95,7.845
2021-09-08 10:00:00 UTC+0000,8.1625,9.58,9.58,5.935
2021-09-08 14:00:00 UTC+0000,13.9,16.5075,16.5075,8.27
2021-09-08 18:00:00 UTC+0000,9.56,11.15,11.15,7.8325
2021-09-08 22:00:00 UTC+0000,3.25,3.5125,3.5125,3.65
2021-09-09 02:00:00 UTC+0000,5.94,6.82,6.82,5.3075
2021-09-09 06:00:00 UTC+0000,8.82,10.5375,10.5375,6.7875
2021-09-09 10:00:00 UTC+0000,6.975,8.1625,8.1625,5.0125
2021-09-09 14:00:00 UTC+0000,12.2325,13.9,13.9,7.48
2021-09-09 18:00:00 UTC+0000,9.055,9.56,9.56,7.455
2021-09-09 22:00:00 UTC+0000,2.86,3.25,3.25,3.08
2021-09-10 02:00:00 UTC+0000,5.3775,5.94,5.94,4.54
2021-09-10 06:00:00 UTC+0000,8.275,8.82,8.82,6.1
2021-09-10 10:00:00 UTC+0000,5.78,6.975,6.975,4.26
2021-09-10 14:00:00 UTC+0000,10.98,12.2325,12.2325,6.7
2021-09-10 18:00:00 UTC+0000,8.42,9.055,9.055,6.6375
2021-09-10 22:00:00 UTC+0000,2.325,2.685,2.86,2.685
2021-09-11 02:00:00 UTC+0000,4.14,3.84,5.3775,3.84
2021-09-11 06:00:00 UTC+0000,6.42,5.1725,8.275,5.1725
2021-09-11 10:00:00 UTC+0000,4.655,3.625,5.78,3.625
2021-09-11 14:00:00 UTC+0000,8.7,5.9375,10.98,5.9375
2021-09-11 18:00:00 UTC+0000,7.23,6.53,8.42,6.53
2021-09-11 22:00:00 UTC+0000,3.845,4.53,2.325,4.53
