time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-03-21 03:00:00 UTC+0000,17.67,12.21,7.47,21.0
2022-03-21 07:00:00 UTC+0000,21.96,16.01,9.08,30.03
2022-03-21 11:00:00 UTC+0000,6.1,4.33,2.46,8.38
2022-03-21 15:00:00 UTC+0000,45.78,27.31,33.2,49.99
2022-03-21 19:00:00 UTC+0000,10.6,7.94,7.0,14.55
2022-03-21 23:00:00 UTC+0000,2.28,2.77,2.77,3.1
2022-03-22 03:00:00 UTC+0000,14.23,17.67,17.67,21.01
2022-03-22 07:00:00 UTC+0000,16.68,21.96,21.96,29.0
2022-03-22 11:00:00 UTC+0000,4.78,6.1,6.1,8.0
2022-03-22 15:00:00 UTC+0000,40.06,45.78,45.78,44.19
2022-03-22 19:00:00 UTC+0000,8.9,10.6,10.6,12.62
2022-03-22 23:00:00 UTC+0000,2.0,2.28,2.28,2.75
2022-03-23 03:00:00 UTC+0000,12.0,14.23,14.23,16.4
2022-03-23 07:00:00 UTC+0000,14.82,16.68,16.68,22.44
2022-03-23 11:00:00 UTC+0000,3.84,4.78,4.78,6.22
2022-03-23 15:00:00 UTC+0000,37.15,40.06,40.06,31.18
2022-03-23 19:00:00 UTC+0000,8.84,8.9,8.9,8.57
2022-03-23 23:00:00 UTC+0000,1.7,2.0,2.0,2.38
2022-03-24 03:00:00 UTC+0000,10.73,12.0,12.0,12.98
2022-03-24 07:00:00 UTC+0000,12.71,14.82,14.82,16.75
2022-03-24 11:00:00 UTC+0000,3.24,3.84,3.84,5.36
2022-03-24 15:00:00 UTC+0000,32.64,37.15,37.15,30.83
2022-03-24 19:00:00 UTC+0000,7.94,8.84,8.84,8.34
2022-03-24 23:00:00 UTC+0000,1.44,1.7,1.7,2.1
2022-03-25 03:00:00 UTC+0000,9.41,10.73,10.73,12.21
2022-03-25 07:00:00 UTC+0000,11.26,12.71,12.71,16.01
2022-03-25 11:00:00 UTC+0000,2.74,3.24,3.24,4.33
2022-03-25 15:00:00 UTC+0000,27.93,32.64,32.64,27.31
2022-03-25 19:00:00 UTC+0000,7.0,7.94,7.94,7.94
2022-03-25 23:00:00 UTC+0000,17.16,2.1,1.44,2.1
2022-03-26 03:00:00 UTC+0000,8.0,9.35,9.41,9.35
2022-03-26 07:00:00 UTC+0000,9.4,12.33,11.26,12.33
2022-03-26 11:00:00 UTC+0000,2.19,3.0,2.74,3.0
2022-03-26 15:00:00 UTC+0000,23.45,53.89,27.93,53.89
2022-03-26 19:00:00 UTC+0000,6.78,7.59,7.0,7.59
2022-03-26 23:00:00 UTC+0000,11.6,2.1,17.16,2.1
2022-03-27 02:00:00 UTC+0000,6.96,7.47,8.0,7.47
2022-03-27 06:00:00 UTC+0000,8.09,9.08,9.4,9.08
2022-03-27 10:00:00 UTC+0000,1.6,2.46,2.19,2.46
2022-03-27 14:00:00 UTC+0000,19.67,33.2,23.45,33.2
2022-03-27 18:00:00 UTC+0000,11.09,7.0,6.78,7.0
2022-03-27 22:00:00 UTC+0000,5.44,1.44,11.6,2.77
2022-03-28 02:00:00 UTC+0000,15.44,9.41,6.96,17.67
2022-03-28 06:00:00 UTC+0000,26.0,11.26,8.09,21.96
2022-03-28 10:00:00 UTC+0000,5.5,2.74,1.6,6.1
2022-03-28 14:00:00 UTC+0000,28.56,27.93,19.67,45.78
2022-03-28 18:00:00 UTC+0000,9.2,7.0,11.09,10.6
2022-03-28 22:00:00 UTC+0000,3.48,5.44,5.44,2.28
2022-03-29 02:00:00 UTC+0000,12.0,15.44,15.44,14.23
2022-03-29 06:00:00 UTC+0000,19.02,26.0,26.0,16.68
2022-03-29 10:00:00 UTC+0000,4.31,5.5,5.5,4.78
2022-03-29 14:00:00 UTC+0000,23.22,28.56,28.56,40.06
2022-03-29 18:00:00 UTC+0000,9.93,9.2,9.2,8.9
2022-03-29 22:00:00 UTC+0000,2.93,3.48,3.48,2.0
2022-03-30 02:00:00 UTC+0000,11.29,12.0,12.0,12.0
2022-03-30 06:00:00 UTC+0000,16.31,19.02,19.02,14.82
2022-03-30 10:00:00 UTC+0000,4.27,4.31,4.31,3.84
2022-03-30 14:00:00 UTC+0000,18.0,23.22,23.22,37.15
2022-03-30 18:00:00 UTC+0000,9.11,9.93,9.93,8.84
2022-03-30 22:00:00 UTC+0000,2.25,2.93,2.93,1.7
2022-03-31 02:00:00 UTC+0000,10.34,11.29,11.29,10.73
2022-03-31 06:00:00 UTC+0000,13.96,16.31,16.31,12.71
2022-03-31 10:00:00 UTC+0000,3.64,4.27,4.27,3.24
2022-03-31 14:00:00 UTC+0000,15.02,18.0,18.0,32.64
2022-03-31 18:00:00 UTC+0000,7.97,9.11,9.11,7.94
2022-03-31 22:00:00 UTC+0000,2.08,2.25,2.25,1.44
2022-04-01 02:00:00 UTC+0000,8.7,10.34,10.34,9.41
2022-04-01 06:00:00 UTC+0000,13.0,13.96,13.96,11.26
2022-04-01 10:00:00 UTC+0000,2.88,3.64,3.64,2.74
2022-04-01 14:00:00 UTC+0000,12.81,15.02,15.02,27.93
2022-04-01 18:00:00 UTC+0000,6.82,7.97,7.97,7.0
2022-04-01 22:00:00 UTC+0000,1.86,17.16,2.08,17.16
2022-04-02 02:00:00 UTC+0000,6.99,8.0,8.7,8.0
2022-04-02 06:00:00 UTC+0000,10.33,9.4,13.0,9.4
2022-04-02 10:00:00 UTC+0000,2.28,2.19,2.88,2.19
2022-04-02 14:00:00 UTC+0000,16.0,23.45,12.81,23.45
2022-04-02 18:00:00 UTC+0000,30.92,6.78,6.82,6.78
2022-04-02 22:00:00 UTC+0000,2.44,11.6,1.86,11.6
2022-04-03 02:00:00 UTC+0000,5.78,6.96,6.99,6.96
2022-04-03 06:00:00 UTC+0000,8.47,8.09,10.33,8.09
2022-04-03 10:00:00 UTC+0000,1.75,1.6,2.28,1.6
2022-04-03 14:00:00 UTC+0000,39.45,19.67,16.0,19.67
2022-04-03 18:00:00 UTC+0000,19.39,11.09,30.92,11.09
2022-04-03 22:00:00 UTC+0000,2.5,2.08,2.44,5.44
2022-04-04 02:00:00 UTC+0000,9.88,8.7,5.78,15.44
2022-04-04 06:00:00 UTC+0000,13.63,13.0,8.47,26.0
2022-04-04 10:00:00 UTC+0000,5.53,2.88,1.75,5.5
2022-04-04 14:00:00 UTC+0000,29.84,12.81,39.45,28.56
2022-04-04 18:00:00 UTC+0000,13.25,6.82,19.39,9.2
2022-04-04 22:00:00 UTC+0000,1.91,2.5,2.5,3.48
2022-04-05 02:00:00 UTC+0000,8.72,9.88,9.88,12.0
2022-04-05 06:00:00 UTC+0000,16.56,13.63,13.63,19.02
2022-04-05 10:00:00 UTC+0000,5.0,5.53,5.53,4.31
2022-04-05 14:00:00 UTC+0000,49.73,29.84,29.84,23.22
2022-04-05 18:00:00 UTC+0000,40.42,13.25,13.25,9.93
2022-04-05 22:00:00 UTC+0000,2.09,1.91,1.91,2.93
2022-04-06 02:00:00 UTC+0000,8.5,8.72,8.72,11.29
2022-04-06 06:00:00 UTC+0000,18.5,16.56,16.56,16.31
2022-04-06 10:00:00 UTC+0000,4.24,5.0,5.0,4.27
2022-04-06 14:00:00 UTC+0000,33.0,49.73,49.73,18.0
2022-04-06 18:00:00 UTC+0000,25.8,40.42,40.42,9.11
2022-04-06 22:00:00 UTC+0000,1.95,2.09,2.09,2.25
2022-04-07 02:00:00 UTC+0000,8.05,8.5,8.5,10.34
2022-04-07 06:00:00 UTC+0000,14.77,18.5,18.5,13.96
2022-04-07 10:00:00 UTC+0000,3.78,4.24,4.24,3.64
2022-04-07 14:00:00 UTC+0000,25.89,33.0,33.0,15.02
2022-04-07 18:00:00 UTC+0000,20.17,25.8,25.8,7.97
2022-04-07 22:00:00 UTC+0000,1.73,1.95,1.95,2.08
2022-04-08 02:00:00 UTC+0000,7.89,8.05,8.05,8.7
2022-04-08 06:00:00 UTC+0000,15.56,14.77,14.77,13.0
2022-04-08 10:00:00 UTC+0000,5.56,3.78,3.78,2.88
2022-04-08 14:00:00 UTC+0000,37.14,25.89,25.89,12.81
2022-04-08 18:00:00 UTC+0000,31.06,20.17,20.17,6.82
2022-04-08 22:00:00 UTC+0000,7.52,1.86,1.73,1.86
2022-04-09 02:00:00 UTC+0000,6.95,6.99,7.89,6.99
2022-04-09 06:00:00 UTC+0000,12.47,10.33,15.56,10.33
2022-04-09 10:00:00 UTC+0000,4.07,2.28,5.56,2.28
2022-04-09 14:00:00 UTC+0000,33.89,16.0,37.14,16.0
2022-04-09 18:00:00 UTC+0000,22.92,30.92,31.06,30.92
2022-04-09 22:00:00 UTC+0000,5.34,2.44,7.52,2.44
2022-04-10 02:00:00 UTC+0000,6.67,5.78,6.95,5.78
2022-04-10 06:00:00 UTC+0000,10.97,8.47,12.47,8.47
2022-04-10 10:00:00 UTC+0000,3.9,1.75,4.07,1.75
2022-04-10 14:00:00 UTC+0000,31.5,39.45,33.89,39.45
2022-04-10 18:00:00 UTC+0000,18.67,19.39,22.92,19.39
2022-04-10 22:00:00 UTC+0000,5.8,1.73,5.34,2.5
2022-04-11 02:00:00 UTC+0000,33.56,7.89,6.67,9.88
2022-04-11 06:00:00 UTC+0000,34.0,15.56,10.97,13.63
2022-04-11 10:00:00 UTC+0000,5.66,5.56,3.9,5.53
2022-04-11 14:00:00 UTC+0000,34.5,37.14,31.5,29.84
2022-04-11 18:00:00 UTC+0000,26.0,31.06,18.67,13.25
2022-04-11 22:00:00 UTC+0000,4.6,5.8,5.8,1.91
2022-04-12 02:00:00 UTC+0000,15.31,33.56,33.56,8.72
2022-04-12 06:00:00 UTC+0000,21.1,34.0,34.0,16.56
2022-04-12 10:00:00 UTC+0000,5.0,5.66,5.66,5.0
2022-04-12 14:00:00 UTC+0000,25.98,34.5,34.5,49.73
2022-04-12 18:00:00 UTC+0000,17.45,26.0,26.0,40.42
2022-04-12 22:00:00 UTC+0000,4.33,4.6,4.6,2.09
2022-04-13 02:00:00 UTC+0000,12.69,15.31,15.31,8.5
2022-04-13 06:00:00 UTC+0000,17.41,21.1,21.1,18.5
2022-04-13 10:00:00 UTC+0000,31.0,5.0,5.0,4.24
2022-04-13 14:00:00 UTC+0000,25.36,25.98,25.98,33.0
2022-04-13 18:00:00 UTC+0000,20.0,17.45,17.45,25.8
2022-04-13 22:00:00 UTC+0000,4.05,4.33,4.33,1.95
2022-04-14 02:00:00 UTC+0000,12.36,12.69,12.69,8.05
2022-04-14 06:00:00 UTC+0000,16.06,17.41,17.41,14.77
2022-04-14 10:00:00 UTC+0000,18.56,31.0,31.0,3.78
2022-04-14 14:00:00 UTC+0000,23.02,25.36,25.36,25.89
2022-04-14 18:00:00 UTC+0000,18.47,20.0,20.0,20.17
2022-04-14 22:00:00 UTC+0000,4.1,4.05,4.05,1.73
2022-04-15 02:00:00 UTC+0000,9.68,12.36,12.36,7.89
2022-04-15 06:00:00 UTC+0000,12.55,16.06,16.06,15.56
2022-04-15 10:00:00 UTC+0000,14.17,18.56,18.56,5.56
2022-04-15 14:00:00 UTC+0000,19.3,23.02,23.02,37.14
2022-04-15 18:00:00 UTC+0000,14.81,18.47,18.47,31.06
2022-04-15 22:00:00 UTC+0000,3.57,7.52,4.1,7.52
2022-04-16 02:00:00 UTC+0000,7.78,6.95,9.68,6.95
2022-04-16 06:00:00 UTC+0000,9.93,12.47,12.55,12.47
2022-04-16 10:00:00 UTC+0000,8.5,4.07,14.17,4.07
2022-04-16 14:00:00 UTC+0000,18.45,33.89,19.3,33.89
2022-04-16 18:00:00 UTC+0000,25.44,22.92,14.81,22.92
2022-04-16 22:00:00 UTC+0000,3.05,5.34,3.57,5.34
2022-04-17 02:00:00 UTC+0000,6.82,6.67,7.78,6.67
2022-04-17 06:00:00 UTC+0000,8.49,10.97,9.93,10.97
2022-04-17 10:00:00 UTC+0000,7.27,3.9,8.5,3.9
2022-04-17 14:00:00 UTC+0000,16.48,31.5,18.45,31.5
2022-04-17 18:00:00 UTC+0000,21.24,18.67,25.44,18.67
2022-04-17 22:00:00 UTC+0000,3.05,4.1,3.05,5.8
2022-04-18 02:00:00 UTC+0000,6.14,9.68,6.82,33.56
2022-04-18 06:00:00 UTC+0000,9.3,12.55,8.49,34.0
2022-04-18 10:00:00 UTC+0000,6.85,14.17,7.27,5.66
2022-04-18 14:00:00 UTC+0000,14.92,19.3,16.48,34.5
2022-04-18 18:00:00 UTC+0000,18.18,14.81,21.24,26.0
2022-04-18 22:00:00 UTC+0000,4.29,3.05,3.05,4.6
2022-04-19 02:00:00 UTC+0000,13.93,6.14,6.14,15.31
2022-04-19 06:00:00 UTC+0000,20.75,9.3,9.3,21.1
2022-04-19 10:00:00 UTC+0000,11.51,6.85,6.85,5.0
2022-04-19 14:00:00 UTC+0000,24.03,14.92,14.92,25.98
2022-04-19 18:00:00 UTC+0000,20.82,18.18,18.18,17.45
2022-04-19 22:00:00 UTC+0000,4.0,4.29,4.29,4.33
2022-04-20 02:00:00 UTC+0000,13.75,13.93,13.93,12.69
2022-04-20 06:00:00 UTC+0000,19.54,20.75,20.75,17.41
2022-04-20 10:00:00 UTC+0000,119.3,11.51,11.51,31.0
2022-04-20 14:00:00 UTC+0000,22.02,24.03,24.03,25.36
2022-04-20 18:00:00 UTC+0000,17.9,20.82,20.82,20.0
2022-04-20 22:00:00 UTC+0000,111.2,4.0,4.0,4.05
2022-04-21 02:00:00 UTC+0000,16.0,13.75,13.75,12.36
2022-04-21 06:00:00 UTC+0000,19.0,19.54,19.54,16.06
2022-04-21 10:00:00 UTC+0000,236.84,119.3,119.3,18.56
2022-04-21 14:00:00 UTC+0000,19.5,22.02,22.02,23.02
2022-04-21 18:00:00 UTC+0000,16.75,17.9,17.9,18.47
2022-04-21 22:00:00 UTC+0000,34.09,111.2,111.2,4.1
2022-04-22 02:00:00 UTC+0000,25.0,16.0,16.0,9.68
2022-04-22 06:00:00 UTC+0000,31.41,19.0,19.0,12.55
2022-04-22 10:00:00 UTC+0000,65.78,236.84,236.84,14.17
2022-04-22 14:00:00 UTC+0000,22.52,19.5,19.5,19.3
2022-04-22 18:00:00 UTC+0000,16.0,16.75,16.75,14.81
2022-04-22 22:00:00 UTC+0000,15.19,3.57,34.09,3.57
2022-04-23 02:00:00 UTC+0000,13.34,7.78,25.0,7.78
2022-04-23 06:00:00 UTC+0000,16.5,9.93,31.41,9.93
2022-04-23 10:00:00 UTC+0000,29.12,8.5,65.78,8.5
2022-04-23 14:00:00 UTC+0000,23.11,18.45,22.52,18.45
2022-04-23 18:00:00 UTC+0000,19.11,25.44,16.0,25.44
2022-04-23 22:00:00 UTC+0000,9.89,3.05,15.19,3.05
2022-04-24 02:00:00 UTC+0000,9.98,6.82,13.34,6.82
2022-04-24 06:00:00 UTC+0000,12.62,8.49,16.5,8.49
2022-04-24 10:00:00 UTC+0000,18.18,7.27,29.12,7.27
2022-04-24 14:00:00 UTC+0000,19.82,16.48,23.11,16.48
2022-04-24 18:00:00 UTC+0000,19.89,21.24,19.11,21.24
2022-04-24 22:00:00 UTC+0000,9.5,34.09,9.89,3.05
2022-04-25 02:00:00 UTC+0000,15.33,25.0,9.98,6.14
2022-04-25 06:00:00 UTC+0000,22.55,31.41,12.62,9.3
2022-04-25 10:00:00 UTC+0000,17.97,65.78,18.18,6.85
2022-04-25 14:00:00 UTC+0000,27.36,22.52,19.82,14.92
2022-04-25 18:00:00 UTC+0000,24.7,16.0,19.89,18.18
2022-04-25 22:00:00 UTC+0000,7.76,9.5,9.5,4.29
2022-04-26 02:00:00 UTC+0000,12.6,15.33,15.33,13.93
2022-04-26 06:00:00 UTC+0000,19.58,22.55,22.55,20.75
2022-04-26 10:00:00 UTC+0000,12.86,17.97,17.97,11.51
2022-04-26 14:00:00 UTC+0000,22.31,27.36,27.36,24.03
2022-04-26 18:00:00 UTC+0000,20.24,24.7,24.7,20.82
2022-04-26 22:00:00 UTC+0000,5.86,7.76,7.76,4.0
2022-04-27 02:00:00 UTC+0000,11.07,12.6,12.6,13.75
2022-04-27 06:00:00 UTC+0000,17.76,19.58,19.58,19.54
2022-04-27 10:00:00 UTC+0000,10.74,12.86,12.86,119.3
2022-04-27 14:00:00 UTC+0000,19.03,22.31,22.31,22.02
2022-04-27 18:00:00 UTC+0000,17.43,20.24,20.24,17.9
2022-04-27 22:00:00 UTC+0000,4.82,5.86,5.86,111.2
2022-04-28 02:00:00 UTC+0000,9.29,11.07,11.07,16.0
2022-04-28 06:00:00 UTC+0000,15.1,17.76,17.76,19.0
2022-04-28 10:00:00 UTC+0000,8.7,10.74,10.74,236.84
2022-04-28 14:00:00 UTC+0000,16.14,19.03,19.03,19.5
2022-04-28 18:00:00 UTC+0000,14.64,17.43,17.43,16.75
2022-04-28 22:00:00 UTC+0000,4.19,4.82,4.82,34.09
2022-04-29 02:00:00 UTC+0000,9.09,9.29,9.29,25.0
2022-04-29 06:00:00 UTC+0000,14.27,15.1,15.1,31.41
2022-04-29 10:00:00 UTC+0000,7.94,8.7,8.7,65.78
2022-04-29 14:00:00 UTC+0000,16.02,16.14,16.14,22.52
2022-04-29 18:00:00 UTC+0000,14.08,14.64,14.64,16.0
2022-04-29 22:00:00 UTC+0000,13.0,15.19,4.19,15.19
2022-04-30 02:00:00 UTC+0000,8.34,13.34,9.09,13.34
2022-04-30 06:00:00 UTC+0000,24.21,16.5,14.27,16.5
2022-04-30 10:00:00 UTC+0000,1766.68,29.12,7.94,29.12
2022-04-30 14:00:00 UTC+0000,20.07,23.11,16.02,23.11
2022-04-30 18:00:00 UTC+0000,15.02,19.11,14.08,19.11
2022-04-30 22:00:00 UTC+0000,6.91,9.89,13.0,9.89
2022-05-01 02:00:00 UTC+0000,7.22,9.98,8.34,9.98
2022-05-01 06:00:00 UTC+0000,16.85,12.62,24.21,12.62
2022-05-01 10:00:00 UTC+0000,84.0,18.18,1766.68,18.18
2022-05-01 14:00:00 UTC+0000,16.2,19.82,20.07,19.82
2022-05-01 18:00:00 UTC+0000,12.6,19.89,15.02,19.89
2022-05-01 22:00:00 UTC+0000,5.76,4.19,6.91,9.5
2022-05-02 02:00:00 UTC+0000,12.55,9.09,7.22,15.33
2022-05-02 06:00:00 UTC+0000,19.01,14.27,16.85,22.55
2022-05-02 10:00:00 UTC+0000,30.43,7.94,84.0,17.97
2022-05-02 14:00:00 UTC+0000,19.89,16.02,16.2,27.36
2022-05-02 18:00:00 UTC+0000,15.86,14.08,12.6,24.7
2022-05-02 22:00:00 UTC+0000,5.04,5.76,5.76,7.76
2022-05-03 02:00:00 UTC+0000,10.56,12.55,12.55,12.6
2022-05-03 06:00:00 UTC+0000,16.0,19.01,19.01,19.58
2022-05-03 10:00:00 UTC+0000,17.88,30.43,30.43,12.86
2022-05-03 14:00:00 UTC+0000,16.97,19.89,19.89,22.31
2022-05-03 18:00:00 UTC+0000,13.44,15.86,15.86,20.24
2022-05-03 22:00:00 UTC+0000,4.67,5.04,5.04,5.86
2022-05-04 02:00:00 UTC+0000,9.51,10.56,10.56,11.07
2022-05-04 06:00:00 UTC+0000,14.7,16.0,16.0,17.76
2022-05-04 10:00:00 UTC+0000,14.26,17.88,17.88,10.74
2022-05-04 14:00:00 UTC+0000,15.35,16.97,16.97,19.03
2022-05-04 18:00:00 UTC+0000,12.4,13.44,13.44,17.43
2022-05-04 22:00:00 UTC+0000,4.28,4.67,4.67,4.82
2022-05-05 02:00:00 UTC+0000,8.99,9.51,9.51,9.29
2022-05-05 06:00:00 UTC+0000,13.55,14.7,14.7,15.1
2022-05-05 10:00:00 UTC+0000,12.33,14.26,14.26,8.7
2022-05-05 14:00:00 UTC+0000,13.7,15.35,15.35,16.14
2022-05-05 18:00:00 UTC+0000,11.83,12.4,12.4,14.64
2022-05-05 22:00:00 UTC+0000,3.99,4.28,4.28,4.19
2022-05-06 02:00:00 UTC+0000,8.4,8.99,8.99,9.09
2022-05-06 06:00:00 UTC+0000,12.49,13.55,13.55,14.27
2022-05-06 10:00:00 UTC+0000,10.21,12.33,12.33,7.94
2022-05-06 14:00:00 UTC+0000,12.02,13.7,13.7,16.02
2022-05-06 18:00:00 UTC+0000,10.97,11.83,11.83,14.08
2022-05-06 22:00:00 UTC+0000,3.61,13.0,3.99,13.0
2022-05-07 02:00:00 UTC+0000,7.26,8.34,8.4,8.34
2022-05-07 06:00:00 UTC+0000,10.5,24.21,12.49,24.21
2022-05-07 10:00:00 UTC+0000,8.59,1766.68,10.21,1766.68
2022-05-07 14:00:00 UTC+0000,10.0,20.07,12.02,20.07
2022-05-07 18:00:00 UTC+0000,9.51,15.02,10.97,15.02
2022-05-07 22:00:00 UTC+0000,5.31,6.91,3.61,6.91
2022-05-08 02:00:00 UTC+0000,7.68,7.22,7.26,7.22
2022-05-08 06:00:00 UTC+0000,12.46,16.85,10.5,16.85
2022-05-08 10:00:00 UTC+0000,50.0,84.0,8.59,84.0
2022-05-08 14:00:00 UTC+0000,14.57,16.2,10.0,16.2
2022-05-08 18:00:00 UTC+0000,10.1,12.6,9.51,12.6
2022-05-08 22:00:00 UTC+0000,5.52,3.99,5.31,5.76
2022-05-09 02:00:00 UTC+0000,16.0,8.4,7.68,12.55
2022-05-09 06:00:00 UTC+0000,17.0,12.49,12.46,19.01
2022-05-09 10:00:00 UTC+0000,17.76,10.21,50.0,30.43
2022-05-09 14:00:00 UTC+0000,19.18,12.02,14.57,19.89
2022-05-09 18:00:00 UTC+0000,23.5,10.97,10.1,15.86
2022-05-09 22:00:00 UTC+0000,4.77,5.52,5.52,5.04
2022-05-10 02:00:00 UTC+0000,10.95,16.0,16.0,10.56
2022-05-10 06:00:00 UTC+0000,13.74,17.0,17.0,16.0
2022-05-10 10:00:00 UTC+0000,13.86,17.76,17.76,17.88
2022-05-10 14:00:00 UTC+0000,16.6,19.18,19.18,16.97
2022-05-10 18:00:00 UTC+0000,16.31,23.5,23.5,13.44
2022-05-10 22:00:00 UTC+0000,4.26,4.77,4.77,4.67
2022-05-11 02:00:00 UTC+0000,9.1,10.95,10.95,9.51
2022-05-11 06:00:00 UTC+0000,13.35,13.74,13.74,14.7
2022-05-11 10:00:00 UTC+0000,12.15,13.86,13.86,14.26
2022-05-11 14:00:00 UTC+0000,17.63,16.6,16.6,15.35
2022-05-11 18:00:00 UTC+0000,16.77,16.31,16.31,12.4
2022-05-11 22:00:00 UTC+0000,3.76,4.26,4.26,4.28
2022-05-12 02:00:00 UTC+0000,11.9,9.1,9.1,8.99
2022-05-12 06:00:00 UTC+0000,13.1,13.35,13.35,13.55
2022-05-12 10:00:00 UTC+0000,16.67,12.15,12.15,12.33
2022-05-12 14:00:00 UTC+0000,16.61,17.63,17.63,13.7
2022-05-12 18:00:00 UTC+0000,19.5,16.77,16.77,11.83
2022-05-12 22:00:00 UTC+0000,6.33,3.76,3.76,3.99
2022-05-13 02:00:00 UTC+0000,11.0,11.9,11.9,8.4
2022-05-13 06:00:00 UTC+0000,15.92,13.1,13.1,12.49
2022-05-13 10:00:00 UTC+0000,12.0,16.67,16.67,10.21
2022-05-13 14:00:00 UTC+0000,14.58,16.61,16.61,12.02
2022-05-13 18:00:00 UTC+0000,24.68,19.5,19.5,10.97
2022-05-13 22:00:00 UTC+0000,4.59,3.61,6.33,3.61
2022-05-14 02:00:00 UTC+0000,8.48,7.26,11.0,7.26
2022-05-14 06:00:00 UTC+0000,11.49,10.5,15.92,10.5
2022-05-14 10:00:00 UTC+0000,11.38,8.59,12.0,8.59
2022-05-14 14:00:00 UTC+0000,13.57,10.0,14.58,10.0
2022-05-14 18:00:00 UTC+0000,29.78,9.51,24.68,9.51
2022-05-14 22:00:00 UTC+0000,3.9,5.31,4.59,5.31
2022-05-15 02:00:00 UTC+0000,6.94,7.68,8.48,7.68
2022-05-15 06:00:00 UTC+0000,10.09,12.46,11.49,12.46
2022-05-15 10:00:00 UTC+0000,10.12,50.0,11.38,50.0
2022-05-15 14:00:00 UTC+0000,11.8,14.57,13.57,14.57
2022-05-15 18:00:00 UTC+0000,22.5,10.1,29.78,10.1
2022-05-15 22:00:00 UTC+0000,4.87,6.33,3.9,5.52
2022-05-16 02:00:00 UTC+0000,11.56,11.0,6.94,16.0
2022-05-16 06:00:00 UTC+0000,14.85,15.92,10.09,17.0
2022-05-16 10:00:00 UTC+0000,13.23,12.0,10.12,17.76
2022-05-16 14:00:00 UTC+0000,17.57,14.58,11.8,19.18
2022-05-16 18:00:00 UTC+0000,19.29,24.68,22.5,23.5
2022-05-16 22:00:00 UTC+0000,4.19,4.87,4.87,4.77
2022-05-17 02:00:00 UTC+0000,10.02,11.56,11.56,10.95
2022-05-17 06:00:00 UTC+0000,13.06,14.85,14.85,13.74
2022-05-17 10:00:00 UTC+0000,11.45,13.23,13.23,13.86
2022-05-17 14:00:00 UTC+0000,15.65,17.57,17.57,16.6
2022-05-17 18:00:00 UTC+0000,16.05,19.29,19.29,16.31
2022-05-17 22:00:00 UTC+0000,3.72,4.19,4.19,4.26
2022-05-18 02:00:00 UTC+0000,8.8,10.02,10.02,9.1
2022-05-18 06:00:00 UTC+0000,11.06,13.06,13.06,13.35
2022-05-18 10:00:00 UTC+0000,9.62,11.45,11.45,12.15
2022-05-18 14:00:00 UTC+0000,13.94,15.65,15.65,17.63
2022-05-18 18:00:00 UTC+0000,14.54,16.05,16.05,16.77
2022-05-18 22:00:00 UTC+0000,3.38,3.72,3.72,3.76
2022-05-19 02:00:00 UTC+0000,7.91,8.8,8.8,11.9
2022-05-19 06:00:00 UTC+0000,9.8,11.06,11.06,13.1
2022-05-19 10:00:00 UTC+0000,8.71,9.62,9.62,16.67
2022-05-19 14:00:00 UTC+0000,12.49,13.94,13.94,16.61
2022-05-19 18:00:00 UTC+0000,13.24,14.54,14.54,19.5
2022-05-19 22:00:00 UTC+0000,3.0,3.38,3.38,6.33
2022-05-20 02:00:00 UTC+0000,7.28,7.91,7.91,11.0
2022-05-20 06:00:00 UTC+0000,9.0,9.8,9.8,15.92
2022-05-20 10:00:00 UTC+0000,7.64,8.71,8.71,12.0
2022-05-20 14:00:00 UTC+0000,11.17,12.49,12.49,14.58
2022-05-20 18:00:00 UTC+0000,12.42,13.24,13.24,24.68
2022-05-20 22:00:00 UTC+0000,5.8,4.59,3.0,4.59
2022-05-21 02:00:00 UTC+0000,8.39,8.48,7.28,8.48
2022-05-21 06:00:00 UTC+0000,12.0,11.49,9.0,11.49
2022-05-21 10:00:00 UTC+0000,6.7,11.38,7.64,11.38
2022-05-21 14:00:00 UTC+0000,9.97,13.57,11.17,13.57
2022-05-21 18:00:00 UTC+0000,22.5,29.78,12.42,29.78
2022-05-21 22:00:00 UTC+0000,4.6,3.9,5.8,3.9
2022-05-22 02:00:00 UTC+0000,7.76,6.94,8.39,6.94
2022-05-22 06:00:00 UTC+0000,9.86,10.09,12.0,10.09
2022-05-22 10:00:00 UTC+0000,6.64,10.12,6.7,10.12
2022-05-22 14:00:00 UTC+0000,11.4,11.8,9.97,11.8
2022-05-22 18:00:00 UTC+0000,19.32,22.5,22.5,22.5
2022-05-22 22:00:00 UTC+0000,4.43,3.0,4.6,4.87
2022-05-23 02:00:00 UTC+0000,9.7,7.28,7.76,11.56
2022-05-23 06:00:00 UTC+0000,12.01,9.0,9.86,14.85
2022-05-23 10:00:00 UTC+0000,8.02,7.64,6.64,13.23
2022-05-23 14:00:00 UTC+0000,12.5,11.17,11.4,17.57
2022-05-23 18:00:00 UTC+0000,15.0,12.42,19.32,19.29
2022-05-23 22:00:00 UTC+0000,3.92,4.43,4.43,4.19
2022-05-24 02:00:00 UTC+0000,7.84,9.7,9.7,10.02
2022-05-24 06:00:00 UTC+0000,19.07,12.01,12.01,13.06
