time (UTC),aFRR-_capacity_marginal_price[(EUR/MW)/h]
2023-12-01 03:00:00 UTC+0000,18.68
2023-12-01 07:00:00 UTC+0000,3.74
2023-12-01 11:00:00 UTC+0000,3.88
2023-12-01 15:00:00 UTC+0000,2.5
2023-12-01 19:00:00 UTC+0000,3.3
2023-12-01 23:00:00 UTC+0000,9.84
2023-12-02 03:00:00 UTC+0000,10.5
2023-12-02 07:00:00 UTC+0000,4.2
2023-12-02 11:00:00 UTC+0000,4.34
2023-12-02 15:00:00 UTC+0000,2.64
2023-12-02 19:00:00 UTC+0000,3.27
2023-12-02 23:00:00 UTC+0000,9.25
2023-12-03 03:00:00 UTC+0000,9.13
2023-12-03 07:00:00 UTC+0000,4.01
2023-12-03 11:00:00 UTC+0000,4.29
2023-12-03 15:00:00 UTC+0000,2.21
2023-12-03 19:00:00 UTC+0000,3.24
2023-12-03 23:00:00 UTC+0000,13.26
2023-12-04 03:00:00 UTC+0000,11.34
2023-12-04 07:00:00 UTC+0000,3.31
2023-12-04 11:00:00 UTC+0000,3.38
2023-12-04 15:00:00 UTC+0000,1.89
2023-12-04 19:00:00 UTC+0000,3.14
2023-12-04 23:00:00 UTC+0000,12.46
2023-12-05 03:00:00 UTC+0000,12.6
2023-12-05 07:00:00 UTC+0000,3.0
2023-12-05 11:00:00 UTC+0000,3.0
2023-12-05 15:00:00 UTC+0000,1.54
2023-12-05 19:00:00 UTC+0000,3.01
2023-12-05 23:00:00 UTC+0000,10.0
2023-12-06 03:00:00 UTC+0000,10.0
2023-12-06 07:00:00 UTC+0000,10.39
2023-12-06 11:00:00 UTC+0000,6.53
2023-12-06 15:00:00 UTC+0000,2.66
2023-12-06 19:00:00 UTC+0000,3.72
2023-12-06 23:00:00 UTC+0000,9.44
2023-12-07 03:00:00 UTC+0000,9.0
2023-12-07 07:00:00 UTC+0000,4.9
2023-12-07 11:00:00 UTC+0000,4.84
2023-12-07 15:00:00 UTC+0000,2.4
2023-12-07 19:00:00 UTC+0000,5.01
2023-12-07 23:00:00 UTC+0000,13.0
2023-12-08 03:00:00 UTC+0000,10.78
2023-12-08 07:00:00 UTC+0000,4.0
2023-12-08 11:00:00 UTC+0000,4.3
2023-12-08 15:00:00 UTC+0000,1.97
2023-12-08 19:00:00 UTC+0000,3.95
2023-12-08 23:00:00 UTC+0000,10.55
2023-12-09 03:00:00 UTC+0000,9.95
2023-12-09 07:00:00 UTC+0000,5.34
2023-12-09 11:00:00 UTC+0000,7.35
2023-12-09 15:00:00 UTC+0000,5.1
2023-12-09 19:00:00 UTC+0000,24.69
2023-12-09 23:00:00 UTC+0000,66.31
2023-12-10 03:00:00 UTC+0000,54.12
2023-12-10 07:00:00 UTC+0000,17.0
2023-12-10 11:00:00 UTC+0000,11.69
2023-12-10 15:00:00 UTC+0000,4.05
2023-12-10 19:00:00 UTC+0000,10.9
2023-12-10 23:00:00 UTC+0000,33.92
2023-12-11 03:00:00 UTC+0000,26.45
2023-12-11 07:00:00 UTC+0000,8.27
2023-12-11 11:00:00 UTC+0000,6.9
2023-12-11 15:00:00 UTC+0000,3.39
2023-12-11 19:00:00 UTC+0000,7.68
2023-12-11 23:00:00 UTC+0000,17.82
2023-12-12 03:00:00 UTC+0000,15.48
2023-12-12 07:00:00 UTC+0000,5.38
2023-12-12 11:00:00 UTC+0000,5.51
2023-12-12 15:00:00 UTC+0000,2.92
2023-12-12 19:00:00 UTC+0000,7.31
2023-12-12 23:00:00 UTC+0000,15.8
2023-12-13 03:00:00 UTC+0000,12.93
2023-12-13 07:00:00 UTC+0000,4.64
2023-12-13 11:00:00 UTC+0000,5.9
2023-12-13 15:00:00 UTC+0000,2.43
2023-12-13 19:00:00 UTC+0000,6.01
2023-12-13 23:00:00 UTC+0000,12.5
2023-12-14 03:00:00 UTC+0000,10.62
2023-12-14 07:00:00 UTC+0000,3.67
2023-12-14 11:00:00 UTC+0000,4.5
2023-12-14 15:00:00 UTC+0000,2.14
2023-12-14 19:00:00 UTC+0000,5.31
2023-12-14 23:00:00 UTC+0000,10.1
2023-12-15 03:00:00 UTC+0000,9.0
2023-12-15 07:00:00 UTC+0000,3.33
2023-12-15 11:00:00 UTC+0000,4.05
2023-12-15 15:00:00 UTC+0000,1.84
2023-12-15 19:00:00 UTC+0000,4.61
2023-12-15 23:00:00 UTC+0000,12.4
2023-12-16 03:00:00 UTC+0000,13.64
2023-12-16 07:00:00 UTC+0000,3.9
2023-12-16 11:00:00 UTC+0000,5.69
2023-12-16 15:00:00 UTC+0000,3.88
2023-12-16 19:00:00 UTC+0000,9.09
2023-12-16 23:00:00 UTC+0000,36.83
2023-12-17 03:00:00 UTC+0000,39.0
2023-12-17 07:00:00 UTC+0000,21.7
2023-12-17 11:00:00 UTC+0000,12.65
2023-12-17 15:00:00 UTC+0000,4.46
2023-12-17 19:00:00 UTC+0000,9.8
2023-12-17 23:00:00 UTC+0000,29.79
2023-12-18 03:00:00 UTC+0000,24.33
2023-12-18 07:00:00 UTC+0000,9.9
2023-12-18 11:00:00 UTC+0000,7.61
2023-12-18 15:00:00 UTC+0000,3.33
2023-12-18 19:00:00 UTC+0000,7.54
2023-12-18 23:00:00 UTC+0000,25.9
2023-12-19 03:00:00 UTC+0000,17.59
2023-12-19 07:00:00 UTC+0000,6.86
2023-12-19 11:00:00 UTC+0000,5.61
2023-12-19 15:00:00 UTC+0000,2.61
2023-12-19 19:00:00 UTC+0000,5.99
2023-12-19 23:00:00 UTC+0000,20.67
2023-12-20 03:00:00 UTC+0000,15.63
2023-12-20 07:00:00 UTC+0000,6.96
2023-12-20 11:00:00 UTC+0000,7.19
2023-12-20 15:00:00 UTC+0000,5.31
2023-12-20 19:00:00 UTC+0000,5.64
2023-12-20 23:00:00 UTC+0000,32.75
2023-12-21 03:00:00 UTC+0000,29.05
2023-12-21 07:00:00 UTC+0000,12.21
2023-12-21 11:00:00 UTC+0000,15.29
2023-12-21 15:00:00 UTC+0000,11.78
2023-12-21 19:00:00 UTC+0000,16.5
2023-12-21 23:00:00 UTC+0000,45.0
2023-12-22 03:00:00 UTC+0000,45.85
2023-12-22 07:00:00 UTC+0000,12.33
2023-12-22 11:00:00 UTC+0000,20.97
2023-12-22 15:00:00 UTC+0000,12.14
2023-12-22 19:00:00 UTC+0000,16.9
2023-12-22 23:00:00 UTC+0000,40.97
2023-12-23 03:00:00 UTC+0000,41.04
2023-12-23 07:00:00 UTC+0000,11.79
2023-12-23 11:00:00 UTC+0000,16.0
2023-12-23 15:00:00 UTC+0000,9.56
2023-12-23 19:00:00 UTC+0000,13.68
2023-12-23 23:00:00 UTC+0000,37.66
2023-12-24 03:00:00 UTC+0000,39.04
2023-12-24 07:00:00 UTC+0000,22.8
2023-12-24 11:00:00 UTC+0000,24.11
2023-12-24 15:00:00 UTC+0000,14.2
2023-12-24 19:00:00 UTC+0000,22.16
2023-12-24 23:00:00 UTC+0000,38.86
2023-12-25 03:00:00 UTC+0000,34.65
2023-12-25 07:00:00 UTC+0000,18.0
2023-12-25 11:00:00 UTC+0000,19.29
2023-12-25 15:00:00 UTC+0000,10.5
2023-12-25 19:00:00 UTC+0000,18.26
2023-12-25 23:00:00 UTC+0000,32.15
2023-12-26 03:00:00 UTC+0000,28.7
2023-12-26 07:00:00 UTC+0000,13.71
2023-12-26 11:00:00 UTC+0000,15.39
2023-12-26 15:00:00 UTC+0000,8.2
2023-12-26 19:00:00 UTC+0000,13.66
2023-12-26 23:00:00 UTC+0000,22.31
2023-12-27 03:00:00 UTC+0000,19.88
2023-12-27 07:00:00 UTC+0000,8.98
2023-12-27 11:00:00 UTC+0000,9.86
2023-12-27 15:00:00 UTC+0000,6.18
2023-12-27 19:00:00 UTC+0000,10.38
2023-12-27 23:00:00 UTC+0000,39.17
2023-12-28 03:00:00 UTC+0000,28.23
2023-12-28 07:00:00 UTC+0000,10.11
2023-12-28 11:00:00 UTC+0000,11.92
2023-12-28 15:00:00 UTC+0000,7.37
2023-12-28 19:00:00 UTC+0000,11.85
2023-12-28 23:00:00 UTC+0000,33.88
2023-12-29 03:00:00 UTC+0000,28.61
2023-12-29 07:00:00 UTC+0000,12.15
2023-12-29 11:00:00 UTC+0000,16.0
2023-12-29 15:00:00 UTC+0000,7.45
2023-12-29 19:00:00 UTC+0000,10.91
2023-12-29 23:00:00 UTC+0000,29.94
2023-12-30 03:00:00 UTC+0000,23.89
2023-12-30 07:00:00 UTC+0000,10.14
2023-12-30 11:00:00 UTC+0000,11.46
2023-12-30 15:00:00 UTC+0000,5.59
2023-12-30 19:00:00 UTC+0000,8.54
2023-12-30 23:00:00 UTC+0000,24.49
2023-12-31 03:00:00 UTC+0000,23.13
2023-12-31 07:00:00 UTC+0000,16.38
2023-12-31 11:00:00 UTC+0000,25.0
2023-12-31 15:00:00 UTC+0000,8.03
2023-12-31 19:00:00 UTC+0000,12.75
2023-12-31 23:00:00 UTC+0000,25.21
2024-01-01 03:00:00 UTC+0000,23.4
2024-01-01 07:00:00 UTC+0000,23.08
2024-01-01 11:00:00 UTC+0000,20.63
2024-01-01 15:00:00 UTC+0000,6.73
2024-01-01 19:00:00 UTC+0000,9.81
2024-01-01 23:00:00 UTC+0000,20.63
2024-01-02 03:00:00 UTC+0000,19.32
2024-01-02 07:00:00 UTC+0000,11.37
2024-01-02 11:00:00 UTC+0000,12.33
2024-01-02 15:00:00 UTC+0000,5.65
2024-01-02 19:00:00 UTC+0000,8.69
2024-01-02 23:00:00 UTC+0000,31.99
2024-01-03 03:00:00 UTC+0000,26.96
2024-01-03 07:00:00 UTC+0000,10.0
2024-01-03 11:00:00 UTC+0000,12.84
2024-01-03 15:00:00 UTC+0000,5.13
2024-01-03 19:00:00 UTC+0000,7.5
2024-01-03 23:00:00 UTC+0000,25.89
2024-01-04 03:00:00 UTC+0000,21.33
2024-01-04 07:00:00 UTC+0000,7.91
2024-01-04 11:00:00 UTC+0000,9.33
2024-01-04 15:00:00 UTC+0000,4.32
2024-01-04 19:00:00 UTC+0000,5.9
2024-01-04 23:00:00 UTC+0000,17.65
2024-01-05 03:00:00 UTC+0000,15.19
2024-01-05 07:00:00 UTC+0000,6.29
2024-01-05 11:00:00 UTC+0000,7.29
2024-01-05 15:00:00 UTC+0000,3.55
2024-01-05 19:00:00 UTC+0000,4.89
2024-01-05 23:00:00 UTC+0000,15.64
2024-01-06 03:00:00 UTC+0000,14.07
2024-01-06 07:00:00 UTC+0000,5.71
2024-01-06 11:00:00 UTC+0000,6.2
2024-01-06 15:00:00 UTC+0000,3.18
2024-01-06 19:00:00 UTC+0000,4.85
2024-01-06 23:00:00 UTC+0000,14.09
2024-01-07 03:00:00 UTC+0000,14.23
2024-01-07 07:00:00 UTC+0000,5.91
2024-01-07 11:00:00 UTC+0000,5.86
2024-01-07 15:00:00 UTC+0000,2.91
2024-01-07 19:00:00 UTC+0000,4.3
2024-01-07 23:00:00 UTC+0000,12.18
2024-01-08 03:00:00 UTC+0000,11.53
2024-01-08 07:00:00 UTC+0000,4.57
2024-01-08 11:00:00 UTC+0000,4.99
2024-01-08 15:00:00 UTC+0000,2.53
2024-01-08 19:00:00 UTC+0000,3.7
2024-01-08 23:00:00 UTC+0000,9.7
2024-01-09 03:00:00 UTC+0000,9.0
2024-01-09 07:00:00 UTC+0000,3.89
2024-01-09 11:00:00 UTC+0000,3.98
2024-01-09 15:00:00 UTC+0000,2.14
2024-01-09 19:00:00 UTC+0000,3.12
2024-01-09 23:00:00 UTC+0000,7.85
2024-01-10 03:00:00 UTC+0000,7.51
2024-01-10 07:00:00 UTC+0000,3.97
2024-01-10 11:00:00 UTC+0000,7.52
2024-01-10 15:00:00 UTC+0000,1.9
2024-01-10 19:00:00 UTC+0000,2.65
2024-01-10 23:00:00 UTC+0000,6.8
2024-01-11 03:00:00 UTC+0000,5.94
2024-01-11 07:00:00 UTC+0000,3.3
2024-01-11 11:00:00 UTC+0000,4.67
2024-01-11 15:00:00 UTC+0000,1.7
2024-01-11 19:00:00 UTC+0000,2.46
2024-01-11 23:00:00 UTC+0000,5.51
2024-01-12 03:00:00 UTC+0000,4.82
2024-01-12 07:00:00 UTC+0000,2.73
2024-01-12 11:00:00 UTC+0000,3.77
2024-01-12 15:00:00 UTC+0000,1.47
2024-01-12 19:00:00 UTC+0000,2.36
2024-01-12 23:00:00 UTC+0000,7.14
2024-01-13 03:00:00 UTC+0000,7.36
2024-01-13 07:00:00 UTC+0000,5.76
2024-01-13 11:00:00 UTC+0000,6.24
2024-01-13 15:00:00 UTC+0000,3.5
2024-01-13 19:00:00 UTC+0000,7.93
2024-01-13 23:00:00 UTC+0000,13.97
2024-01-14 03:00:00 UTC+0000,7.86
2024-01-14 07:00:00 UTC+0000,4.88
2024-01-14 11:00:00 UTC+0000,5.36
2024-01-14 15:00:00 UTC+0000,2.73
2024-01-14 19:00:00 UTC+0000,6.39
2024-01-14 23:00:00 UTC+0000,18.57
2024-01-15 03:00:00 UTC+0000,11.25
2024-01-15 07:00:00 UTC+0000,4.01
2024-01-15 11:00:00 UTC+0000,4.29
2024-01-15 15:00:00 UTC+0000,2.24
2024-01-15 19:00:00 UTC+0000,4.59
2024-01-15 23:00:00 UTC+0000,10.04
2024-01-16 03:00:00 UTC+0000,6.71
2024-01-16 07:00:00 UTC+0000,3.18
2024-01-16 11:00:00 UTC+0000,3.54
2024-01-16 15:00:00 UTC+0000,1.79
2024-01-16 19:00:00 UTC+0000,3.33
2024-01-16 23:00:00 UTC+0000,8.98
2024-01-17 03:00:00 UTC+0000,6.18
2024-01-17 07:00:00 UTC+0000,2.5
2024-01-17 11:00:00 UTC+0000,2.76
2024-01-17 15:00:00 UTC+0000,1.45
2024-01-17 19:00:00 UTC+0000,2.56
2024-01-17 23:00:00 UTC+0000,6.94
2024-01-18 03:00:00 UTC+0000,4.97
2024-01-18 07:00:00 UTC+0000,2.01
2024-01-18 11:00:00 UTC+0000,2.29
2024-01-18 15:00:00 UTC+0000,1.56
2024-01-18 19:00:00 UTC+0000,2.7
2024-01-18 23:00:00 UTC+0000,6.7
2024-01-19 03:00:00 UTC+0000,5.0
2024-01-19 07:00:00 UTC+0000,2.94
2024-01-19 11:00:00 UTC+0000,3.82
2024-01-19 15:00:00 UTC+0000,1.87
2024-01-19 19:00:00 UTC+0000,4.19
2024-01-19 23:00:00 UTC+0000,7.64
2024-01-20 03:00:00 UTC+0000,6.51
2024-01-20 07:00:00 UTC+0000,4.9
2024-01-20 11:00:00 UTC+0000,4.8
2024-01-20 15:00:00 UTC+0000,2.41
2024-01-20 19:00:00 UTC+0000,3.92
2024-01-20 23:00:00 UTC+0000,7.5
2024-01-21 03:00:00 UTC+0000,8.4
2024-01-21 07:00:00 UTC+0000,8.27
2024-01-21 11:00:00 UTC+0000,14.07
2024-01-21 15:00:00 UTC+0000,3.96
2024-01-21 19:00:00 UTC+0000,7.59
2024-01-21 23:00:00 UTC+0000,34.61
2024-01-22 03:00:00 UTC+0000,25.28
2024-01-22 07:00:00 UTC+0000,5.99
2024-01-22 11:00:00 UTC+0000,8.36
2024-01-22 15:00:00 UTC+0000,3.05
2024-01-22 19:00:00 UTC+0000,5.86
2024-01-22 23:00:00 UTC+0000,24.98
2024-01-23 03:00:00 UTC+0000,17.75
2024-01-23 07:00:00 UTC+0000,4.77
2024-01-23 11:00:00 UTC+0000,5.91
2024-01-23 15:00:00 UTC+0000,2.39
2024-01-23 19:00:00 UTC+0000,5.34
2024-01-23 23:00:00 UTC+0000,37.96
2024-01-24 03:00:00 UTC+0000,25.75
2024-01-24 07:00:00 UTC+0000,4.74
2024-01-24 11:00:00 UTC+0000,6.88
2024-01-24 15:00:00 UTC+0000,2.38
2024-01-24 19:00:00 UTC+0000,5.68
2024-01-24 23:00:00 UTC+0000,25.89
2024-01-25 03:00:00 UTC+0000,16.76
2024-01-25 07:00:00 UTC+0000,6.0
2024-01-25 11:00:00 UTC+0000,6.4
2024-01-25 15:00:00 UTC+0000,1.88
2024-01-25 19:00:00 UTC+0000,3.94
2024-01-25 23:00:00 UTC+0000,16.05
2024-01-26 03:00:00 UTC+0000,11.05
2024-01-26 07:00:00 UTC+0000,4.5
2024-01-26 11:00:00 UTC+0000,6.94
2024-01-26 15:00:00 UTC+0000,2.5
2024-01-26 19:00:00 UTC+0000,5.13
2024-01-26 23:00:00 UTC+0000,15.4
2024-01-27 03:00:00 UTC+0000,10.4
2024-01-27 07:00:00 UTC+0000,4.47
2024-01-27 11:00:00 UTC+0000,5.89
2024-01-27 15:00:00 UTC+0000,2.01
2024-01-27 19:00:00 UTC+0000,4.08
2024-01-27 23:00:00 UTC+0000,11.2
2024-01-28 03:00:00 UTC+0000,7.74
2024-01-28 07:00:00 UTC+0000,6.35
2024-01-28 11:00:00 UTC+0000,13.54
2024-01-28 15:00:00 UTC+0000,3.04
2024-01-28 19:00:00 UTC+0000,4.07
2024-01-28 23:00:00 UTC+0000,15.54
2024-01-29 03:00:00 UTC+0000,11.74
2024-01-29 07:00:00 UTC+0000,4.11
2024-01-29 11:00:00 UTC+0000,7.5
2024-01-29 15:00:00 UTC+0000,2.13
2024-01-29 19:00:00 UTC+0000,3.55
2024-01-29 23:00:00 UTC+0000,10.0
2024-01-30 03:00:00 UTC+0000,7.04
2024-01-30 07:00:00 UTC+0000,3.52
2024-01-30 11:00:00 UTC+0000,5.9
2024-01-30 15:00:00 UTC+0000,1.9
2024-01-30 19:00:00 UTC+0000,2.98
2024-01-30 23:00:00 UTC+0000,8.19
2024-01-31 03:00:00 UTC+0000,5.73
2024-01-31 07:00:00 UTC+0000,2.95
2024-01-31 11:00:00 UTC+0000,5.5
2024-01-31 15:00:00 UTC+0000,1.82
2024-01-31 19:00:00 UTC+0000,4.78
2024-01-31 23:00:00 UTC+0000,22.52
2024-02-01 03:00:00 UTC+0000,13.36
2024-02-01 07:00:00 UTC+0000,3.11
2024-02-01 11:00:00 UTC+0000,5.31
2024-02-01 15:00:00 UTC+0000,1.72
2024-02-01 19:00:00 UTC+0000,3.45
2024-02-01 23:00:00 UTC+0000,12.28
2024-02-02 03:00:00 UTC+0000,9.34
2024-02-02 07:00:00 UTC+0000,4.13
2024-02-02 11:00:00 UTC+0000,5.2
2024-02-02 15:00:00 UTC+0000,2.15
2024-02-02 19:00:00 UTC+0000,5.82
2024-02-02 23:00:00 UTC+0000,24.96
2024-02-03 03:00:00 UTC+0000,21.7
2024-02-03 07:00:00 UTC+0000,8.81
2024-02-03 11:00:00 UTC+0000,10.47
2024-02-03 15:00:00 UTC+0000,4.0
2024-02-03 19:00:00 UTC+0000,5.5
2024-02-03 23:00:00 UTC+0000,22.5
2024-02-04 03:00:00 UTC+0000,23.64
2024-02-04 07:00:00 UTC+0000,12.1
2024-02-04 11:00:00 UTC+0000,17.8
2024-02-04 15:00:00 UTC+0000,11.38
2024-02-04 19:00:00 UTC+0000,8.75
2024-02-04 23:00:00 UTC+0000,25.55
2024-02-05 03:00:00 UTC+0000,21.34
2024-02-05 07:00:00 UTC+0000,7.95
2024-02-05 11:00:00 UTC+0000,11.73
2024-02-05 15:00:00 UTC+0000,5.0
2024-02-05 19:00:00 UTC+0000,5.8
2024-02-05 23:00:00 UTC+0000,23.3
2024-02-06 03:00:00 UTC+0000,18.83
2024-02-06 07:00:00 UTC+0000,6.15
2024-02-06 11:00:00 UTC+0000,10.13
2024-02-06 15:00:00 UTC+0000,3.78
2024-02-06 19:00:00 UTC+0000,4.71
2024-02-06 23:00:00 UTC+0000,22.46
2024-02-07 03:00:00 UTC+0000,15.0
2024-02-07 07:00:00 UTC+0000,4.49
2024-02-07 11:00:00 UTC+0000,6.54
2024-02-07 15:00:00 UTC+0000,2.79
2024-02-07 19:00:00 UTC+0000,3.72
2024-02-07 23:00:00 UTC+0000,13.25
2024-02-08 03:00:00 UTC+0000,9.46
2024-02-08 07:00:00 UTC+0000,3.22
2024-02-08 11:00:00 UTC+0000,4.86
2024-02-08 15:00:00 UTC+0000,2.15
2024-02-08 19:00:00 UTC+0000,3.18
2024-02-08 23:00:00 UTC+0000,11.45
2024-02-09 03:00:00 UTC+0000,8.68
2024-02-09 07:00:00 UTC+0000,2.99
2024-02-09 11:00:00 UTC+0000,4.6
2024-02-09 15:00:00 UTC+0000,1.85
2024-02-09 19:00:00 UTC+0000,2.75
2024-02-09 23:00:00 UTC+0000,9.38
2024-02-10 03:00:00 UTC+0000,6.89
2024-02-10 07:00:00 UTC+0000,2.7
2024-02-10 11:00:00 UTC+0000,3.84
2024-02-10 15:00:00 UTC+0000,1.71
2024-02-10 19:00:00 UTC+0000,2.56
2024-02-10 23:00:00 UTC+0000,10.29
2024-02-11 03:00:00 UTC+0000,10.97
2024-02-11 07:00:00 UTC+0000,4.37
2024-02-11 11:00:00 UTC+0000,4.73
2024-02-11 15:00:00 UTC+0000,2.13
2024-02-11 19:00:00 UTC+0000,2.49
2024-02-11 23:00:00 UTC+0000,8.65
2024-02-12 03:00:00 UTC+0000,7.46
2024-02-12 07:00:00 UTC+0000,2.99
2024-02-12 11:00:00 UTC+0000,3.83
2024-02-12 15:00:00 UTC+0000,1.7
2024-02-12 19:00:00 UTC+0000,2.27
2024-02-12 23:00:00 UTC+0000,7.7
2024-02-13 03:00:00 UTC+0000,6.51
2024-02-13 07:00:00 UTC+0000,2.52
2024-02-13 11:00:00 UTC+0000,3.46
2024-02-13 15:00:00 UTC+0000,1.4
2024-02-13 19:00:00 UTC+0000,2.04
2024-02-13 23:00:00 UTC+0000,6.23
2024-02-14 03:00:00 UTC+0000,5.4
2024-02-14 07:00:00 UTC+0000,2.2
2024-02-14 11:00:00 UTC+0000,2.99
2024-02-14 15:00:00 UTC+0000,1.18
2024-02-14 19:00:00 UTC+0000,1.88
2024-02-14 23:00:00 UTC+0000,5.72
2024-02-15 03:00:00 UTC+0000,4.66
2024-02-15 07:00:00 UTC+0000,1.91
2024-02-15 11:00:00 UTC+0000,2.57
2024-02-15 15:00:00 UTC+0000,1.09
2024-02-15 19:00:00 UTC+0000,1.69
2024-02-15 23:00:00 UTC+0000,5.04
2024-02-16 03:00:00 UTC+0000,4.03
2024-02-16 07:00:00 UTC+0000,11.7
2024-02-16 11:00:00 UTC+0000,59.86
2024-02-16 15:00:00 UTC+0000,1.15
2024-02-16 19:00:00 UTC+0000,1.58
2024-02-16 23:00:00 UTC+0000,4.8
2024-02-17 03:00:00 UTC+0000,4.15
2024-02-17 07:00:00 UTC+0000,5.2
2024-02-17 11:00:00 UTC+0000,10.0
2024-02-17 15:00:00 UTC+0000,1.2
2024-02-17 19:00:00 UTC+0000,1.34
2024-02-17 23:00:00 UTC+0000,4.3
2024-02-18 03:00:00 UTC+0000,3.81
2024-02-18 07:00:00 UTC+0000,6.19
2024-02-18 11:00:00 UTC+0000,13.56
2024-02-18 15:00:00 UTC+0000,1.52
2024-02-18 19:00:00 UTC+0000,2.36
2024-02-18 23:00:00 UTC+0000,9.95
2024-02-19 03:00:00 UTC+0000,7.06
2024-02-19 07:00:00 UTC+0000,4.09
2024-02-19 11:00:00 UTC+0000,8.11
2024-02-19 15:00:00 UTC+0000,1.38
2024-02-19 19:00:00 UTC+0000,1.87
2024-02-19 23:00:00 UTC+0000,5.97
2024-02-20 03:00:00 UTC+0000,4.65
2024-02-20 07:00:00 UTC+0000,3.39
2024-02-20 11:00:00 UTC+0000,6.19
2024-02-20 15:00:00 UTC+0000,1.25
2024-02-20 19:00:00 UTC+0000,1.81
2024-02-20 23:00:00 UTC+0000,7.46
2024-02-21 03:00:00 UTC+0000,4.87
2024-02-21 07:00:00 UTC+0000,2.97
2024-02-21 11:00:00 UTC+0000,6.5
2024-02-21 15:00:00 UTC+0000,1.29
2024-02-21 19:00:00 UTC+0000,2.32
2024-02-21 23:00:00 UTC+0000,12.26
2024-02-22 03:00:00 UTC+0000,5.94
2024-02-22 07:00:00 UTC+0000,3.68
2024-02-22 11:00:00 UTC+0000,6.45
2024-02-22 15:00:00 UTC+0000,7.96
2024-02-22 19:00:00 UTC+0000,12.7
2024-02-22 23:00:00 UTC+0000,35.02
2024-02-23 03:00:00 UTC+0000,15.0
2024-02-23 07:00:00 UTC+0000,6.5
2024-02-23 11:00:00 UTC+0000,10.28
2024-02-23 15:00:00 UTC+0000,3.59
2024-02-23 19:00:00 UTC+0000,4.3
2024-02-23 23:00:00 UTC+0000,12.22
2024-02-24 03:00:00 UTC+0000,7.63
2024-02-24 07:00:00 UTC+0000,5.16
2024-02-24 11:00:00 UTC+0000,19.03
2024-02-24 15:00:00 UTC+0000,3.43
2024-02-24 19:00:00 UTC+0000,3.83
2024-02-24 23:00:00 UTC+0000,10.21
2024-02-25 03:00:00 UTC+0000,6.59
2024-02-25 07:00:00 UTC+0000,5.81
2024-02-25 11:00:00 UTC+0000,12.5
2024-02-25 15:00:00 UTC+0000,2.9
2024-02-25 19:00:00 UTC+0000,3.17
2024-02-25 23:00:00 UTC+0000,8.08
2024-02-26 03:00:00 UTC+0000,5.21
2024-02-26 07:00:00 UTC+0000,4.15
2024-02-26 11:00:00 UTC+0000,8.28
2024-02-26 15:00:00 UTC+0000,2.42
2024-02-26 19:00:00 UTC+0000,2.51
2024-02-26 23:00:00 UTC+0000,6.49
2024-02-27 03:00:00 UTC+0000,4.17
2024-02-27 07:00:00 UTC+0000,3.13
2024-02-27 11:00:00 UTC+0000,5.56
2024-02-27 15:00:00 UTC+0000,1.87
2024-02-27 19:00:00 UTC+0000,1.96
2024-02-27 23:00:00 UTC+0000,5.4
2024-02-28 03:00:00 UTC+0000,3.52
2024-02-28 07:00:00 UTC+0000,2.7
2024-02-28 11:00:00 UTC+0000,4.79
2024-02-28 15:00:00 UTC+0000,1.62
2024-02-28 19:00:00 UTC+0000,2.08
2024-02-28 23:00:00 UTC+0000,6.04
2024-02-29 03:00:00 UTC+0000,4.38
2024-02-29 07:00:00 UTC+0000,4.29
2024-02-29 11:00:00 UTC+0000,8.65
2024-02-29 15:00:00 UTC+0000,1.75
2024-02-29 19:00:00 UTC+0000,2.44
2024-02-29 23:00:00 UTC+0000,5.05
2024-03-01 03:00:00 UTC+0000,3.47
2024-03-01 07:00:00 UTC+0000,2.89
2024-03-01 11:00:00 UTC+0000,5.08
2024-03-01 15:00:00 UTC+0000,1.43
2024-03-01 19:00:00 UTC+0000,2.01
2024-03-01 23:00:00 UTC+0000,4.7
2024-03-02 03:00:00 UTC+0000,3.87
2024-03-02 07:00:00 UTC+0000,4.05
2024-03-02 11:00:00 UTC+0000,7.23
2024-03-02 15:00:00 UTC+0000,1.66
2024-03-02 19:00:00 UTC+0000,2.05
2024-03-02 23:00:00 UTC+0000,4.43
2024-03-03 03:00:00 UTC+0000,4.79
2024-03-03 07:00:00 UTC+0000,7.9
2024-03-03 11:00:00 UTC+0000,18.87
2024-03-03 15:00:00 UTC+0000,2.2
2024-03-03 19:00:00 UTC+0000,2.25
2024-03-03 23:00:00 UTC+0000,4.8
2024-03-04 03:00:00 UTC+0000,3.48
2024-03-04 07:00:00 UTC+0000,3.85
2024-03-04 11:00:00 UTC+0000,7.71
2024-03-04 15:00:00 UTC+0000,1.58
2024-03-04 19:00:00 UTC+0000,1.75
2024-03-04 23:00:00 UTC+0000,4.37
2024-03-05 03:00:00 UTC+0000,3.17
2024-03-05 07:00:00 UTC+0000,3.07
2024-03-05 11:00:00 UTC+0000,5.87
2024-03-05 15:00:00 UTC+0000,1.36
2024-03-05 19:00:00 UTC+0000,1.46
2024-03-05 23:00:00 UTC+0000,3.72
2024-03-06 03:00:00 UTC+0000,2.84
2024-03-06 07:00:00 UTC+0000,2.65
2024-03-06 11:00:00 UTC+0000,4.59
2024-03-06 15:00:00 UTC+0000,1.18
2024-03-06 19:00:00 UTC+0000,1.34
