time (UTC),mFRR+_capacity_marginal_price[(EUR/MW)/h]
2023-12-07 07:00:00 UTC+0000,12.45
2023-12-07 11:00:00 UTC+0000,7.9
2023-12-07 15:00:00 UTC+0000,25.39
2023-12-07 19:00:00 UTC+0000,2.19
2023-12-07 23:00:00 UTC+0000,0.4
2023-12-08 03:00:00 UTC+0000,2.8
2023-12-08 07:00:00 UTC+0000,7.73
2023-12-08 11:00:00 UTC+0000,4.89
2023-12-08 15:00:00 UTC+0000,17.3
2023-12-08 19:00:00 UTC+0000,2.02
2023-12-08 23:00:00 UTC+0000,0.4
2023-12-09 03:00:00 UTC+0000,2.06
2023-12-09 07:00:00 UTC+0000,5.41
2023-12-09 11:00:00 UTC+0000,3.5
2023-12-09 15:00:00 UTC+0000,12.02
2023-12-09 19:00:00 UTC+0000,2.0
2023-12-09 23:00:00 UTC+0000,0.3
2023-12-10 03:00:00 UTC+0000,1.78
2023-12-10 07:00:00 UTC+0000,4.58
2023-12-10 11:00:00 UTC+0000,2.65
2023-12-10 15:00:00 UTC+0000,8.76
2023-12-10 19:00:00 UTC+0000,1.57
2023-12-10 23:00:00 UTC+0000,0.3
2023-12-11 03:00:00 UTC+0000,1.9
2023-12-11 07:00:00 UTC+0000,4.45
2023-12-11 11:00:00 UTC+0000,2.9
2023-12-11 15:00:00 UTC+0000,9.02
2023-12-11 19:00:00 UTC+0000,1.64
2023-12-11 23:00:00 UTC+0000,0.35
2023-12-12 03:00:00 UTC+0000,3.25
2023-12-12 07:00:00 UTC+0000,5.7
2023-12-12 11:00:00 UTC+0000,4.36
2023-12-12 15:00:00 UTC+0000,9.28
2023-12-12 19:00:00 UTC+0000,1.3
2023-12-12 23:00:00 UTC+0000,0.2
2023-12-13 03:00:00 UTC+0000,2.5
2023-12-13 07:00:00 UTC+0000,4.37
2023-12-13 11:00:00 UTC+0000,3.71
2023-12-13 15:00:00 UTC+0000,9.3
2023-12-13 19:00:00 UTC+0000,1.09
2023-12-13 23:00:00 UTC+0000,0.18
2023-12-14 03:00:00 UTC+0000,2.41
2023-12-14 07:00:00 UTC+0000,5.13
2023-12-14 11:00:00 UTC+0000,3.93
2023-12-14 15:00:00 UTC+0000,9.11
2023-12-14 19:00:00 UTC+0000,0.78
2023-12-14 23:00:00 UTC+0000,0.2
2023-12-15 03:00:00 UTC+0000,1.95
2023-12-15 07:00:00 UTC+0000,4.15
2023-12-15 11:00:00 UTC+0000,3.05
2023-12-15 15:00:00 UTC+0000,8.0
2023-12-15 19:00:00 UTC+0000,0.8
2023-12-15 23:00:00 UTC+0000,0.3
2023-12-16 03:00:00 UTC+0000,1.43
2023-12-16 07:00:00 UTC+0000,3.11
2023-12-16 11:00:00 UTC+0000,2.33
2023-12-16 15:00:00 UTC+0000,6.47
2023-12-16 19:00:00 UTC+0000,1.6
2023-12-16 23:00:00 UTC+0000,0.19
2023-12-17 03:00:00 UTC+0000,1.01
2023-12-17 07:00:00 UTC+0000,2.13
2023-12-17 11:00:00 UTC+0000,1.89
2023-12-17 15:00:00 UTC+0000,5.46
2023-12-17 19:00:00 UTC+0000,1.2
2023-12-17 23:00:00 UTC+0000,0.15
2023-12-18 03:00:00 UTC+0000,1.23
2023-12-18 07:00:00 UTC+0000,2.33
2023-12-18 11:00:00 UTC+0000,1.89
2023-12-18 15:00:00 UTC+0000,6.35
2023-12-18 19:00:00 UTC+0000,1.2
2023-12-18 23:00:00 UTC+0000,0.16
2023-12-19 03:00:00 UTC+0000,0.99
2023-12-19 07:00:00 UTC+0000,2.18
2023-12-19 11:00:00 UTC+0000,1.7
2023-12-19 15:00:00 UTC+0000,5.2
2023-12-19 19:00:00 UTC+0000,0.95
2023-12-19 23:00:00 UTC+0000,0.14
2023-12-20 03:00:00 UTC+0000,0.78
2023-12-20 07:00:00 UTC+0000,1.8
2023-12-20 11:00:00 UTC+0000,1.36
2023-12-20 15:00:00 UTC+0000,4.16
2023-12-20 19:00:00 UTC+0000,0.8
2023-12-20 23:00:00 UTC+0000,0.1
2023-12-21 03:00:00 UTC+0000,0.6
2023-12-21 07:00:00 UTC+0000,1.47
2023-12-21 11:00:00 UTC+0000,1.1
2023-12-21 15:00:00 UTC+0000,3.4
2023-12-21 19:00:00 UTC+0000,0.64
2023-12-21 23:00:00 UTC+0000,0.1
2023-12-22 03:00:00 UTC+0000,0.49
2023-12-22 07:00:00 UTC+0000,1.2
2023-12-22 11:00:00 UTC+0000,0.91
2023-12-22 15:00:00 UTC+0000,2.81
2023-12-22 19:00:00 UTC+0000,0.8
2023-12-22 23:00:00 UTC+0000,0.1
2023-12-23 03:00:00 UTC+0000,0.43
2023-12-23 07:00:00 UTC+0000,1.0
2023-12-23 11:00:00 UTC+0000,0.77
2023-12-23 15:00:00 UTC+0000,3.1
2023-12-23 19:00:00 UTC+0000,0.95
2023-12-23 23:00:00 UTC+0000,0.1
2023-12-24 03:00:00 UTC+0000,0.39
2023-12-24 07:00:00 UTC+0000,0.93
2023-12-24 11:00:00 UTC+0000,0.74
2023-12-24 15:00:00 UTC+0000,2.5
2023-12-24 19:00:00 UTC+0000,0.78
2023-12-24 23:00:00 UTC+0000,0.1
2023-12-25 03:00:00 UTC+0000,0.52
2023-12-25 07:00:00 UTC+0000,0.94
2023-12-25 11:00:00 UTC+0000,0.66
2023-12-25 15:00:00 UTC+0000,2.66
2023-12-25 19:00:00 UTC+0000,0.99
2023-12-25 23:00:00 UTC+0000,0.12
2023-12-26 03:00:00 UTC+0000,0.47
2023-12-26 07:00:00 UTC+0000,0.8
2023-12-26 11:00:00 UTC+0000,0.55
2023-12-26 15:00:00 UTC+0000,2.19
2023-12-26 19:00:00 UTC+0000,0.8
2023-12-26 23:00:00 UTC+0000,0.13
2023-12-27 03:00:00 UTC+0000,0.6
2023-12-27 07:00:00 UTC+0000,1.4
2023-12-27 11:00:00 UTC+0000,0.67
2023-12-27 15:00:00 UTC+0000,2.2
2023-12-27 19:00:00 UTC+0000,0.64
2023-12-27 23:00:00 UTC+0000,0.12
2023-12-28 03:00:00 UTC+0000,0.41
2023-12-28 07:00:00 UTC+0000,1.04
2023-12-28 11:00:00 UTC+0000,0.53
2023-12-28 15:00:00 UTC+0000,1.83
2023-12-28 19:00:00 UTC+0000,0.47
2023-12-28 23:00:00 UTC+0000,0.11
2023-12-29 03:00:00 UTC+0000,0.33
2023-12-29 07:00:00 UTC+0000,0.86
2023-12-29 11:00:00 UTC+0000,0.46
2023-12-29 15:00:00 UTC+0000,1.64
2023-12-29 19:00:00 UTC+0000,0.37
2023-12-29 23:00:00 UTC+0000,0.29
2023-12-30 03:00:00 UTC+0000,0.34
2023-12-30 07:00:00 UTC+0000,0.7
2023-12-30 11:00:00 UTC+0000,0.5
2023-12-30 15:00:00 UTC+0000,2.5
2023-12-30 19:00:00 UTC+0000,0.96
2023-12-30 23:00:00 UTC+0000,0.3
2023-12-31 03:00:00 UTC+0000,0.39
2023-12-31 07:00:00 UTC+0000,0.77
2023-12-31 11:00:00 UTC+0000,0.5
2023-12-31 15:00:00 UTC+0000,2.0
2023-12-31 19:00:00 UTC+0000,0.76
2023-12-31 23:00:00 UTC+0000,0.27
2024-01-01 03:00:00 UTC+0000,0.4
2024-01-01 07:00:00 UTC+0000,1.1
2024-01-01 11:00:00 UTC+0000,0.5
2024-01-01 15:00:00 UTC+0000,1.6
2024-01-01 19:00:00 UTC+0000,0.7
2024-01-01 23:00:00 UTC+0000,0.25
2024-01-02 03:00:00 UTC+0000,0.43
2024-01-02 07:00:00 UTC+0000,1.32
2024-01-02 11:00:00 UTC+0000,0.95
2024-01-02 15:00:00 UTC+0000,3.0
2024-01-02 19:00:00 UTC+0000,0.63
2024-01-02 23:00:00 UTC+0000,0.24
2024-01-03 03:00:00 UTC+0000,0.36
2024-01-03 07:00:00 UTC+0000,1.15
2024-01-03 11:00:00 UTC+0000,0.8
2024-01-03 15:00:00 UTC+0000,4.79
2024-01-03 19:00:00 UTC+0000,0.64
2024-01-03 23:00:00 UTC+0000,0.22
2024-01-04 03:00:00 UTC+0000,0.41
2024-01-04 07:00:00 UTC+0000,1.1
2024-01-04 11:00:00 UTC+0000,2.1
2024-01-04 15:00:00 UTC+0000,15.28
2024-01-04 19:00:00 UTC+0000,0.87
2024-01-04 23:00:00 UTC+0000,0.2
2024-01-05 03:00:00 UTC+0000,0.43
2024-01-05 07:00:00 UTC+0000,1.0
2024-01-05 11:00:00 UTC+0000,1.1
2024-01-05 15:00:00 UTC+0000,5.55
2024-01-05 19:00:00 UTC+0000,1.01
2024-01-05 23:00:00 UTC+0000,0.18
2024-01-06 03:00:00 UTC+0000,0.3
2024-01-06 07:00:00 UTC+0000,0.8
2024-01-06 11:00:00 UTC+0000,0.8
2024-01-06 15:00:00 UTC+0000,3.06
2024-01-06 19:00:00 UTC+0000,0.71
2024-01-06 23:00:00 UTC+0000,0.15
2024-01-07 03:00:00 UTC+0000,0.3
2024-01-07 07:00:00 UTC+0000,1.31
2024-01-07 11:00:00 UTC+0000,0.68
2024-01-07 15:00:00 UTC+0000,2.29
2024-01-07 19:00:00 UTC+0000,0.7
2024-01-07 23:00:00 UTC+0000,0.2
2024-01-08 03:00:00 UTC+0000,1.3
2024-01-08 07:00:00 UTC+0000,1.95
2024-01-08 11:00:00 UTC+0000,1.0
2024-01-08 15:00:00 UTC+0000,12.89
2024-01-08 19:00:00 UTC+0000,1.34
2024-01-08 23:00:00 UTC+0000,0.2
2024-01-09 03:00:00 UTC+0000,1.59
2024-01-09 07:00:00 UTC+0000,4.28
2024-01-09 11:00:00 UTC+0000,1.0
2024-01-09 15:00:00 UTC+0000,16.16
2024-01-09 19:00:00 UTC+0000,1.26
2024-01-09 23:00:00 UTC+0000,0.2
2024-01-10 03:00:00 UTC+0000,10.5
2024-01-10 07:00:00 UTC+0000,54.0
2024-01-10 11:00:00 UTC+0000,5.5
2024-01-10 15:00:00 UTC+0000,30.74
2024-01-10 19:00:00 UTC+0000,2.0
2024-01-10 23:00:00 UTC+0000,0.4
2024-01-11 03:00:00 UTC+0000,4.62
2024-01-11 07:00:00 UTC+0000,12.77
2024-01-11 11:00:00 UTC+0000,2.45
2024-01-11 15:00:00 UTC+0000,17.66
2024-01-11 19:00:00 UTC+0000,1.65
2024-01-11 23:00:00 UTC+0000,0.39
2024-01-12 03:00:00 UTC+0000,2.28
2024-01-12 07:00:00 UTC+0000,7.55
2024-01-12 11:00:00 UTC+0000,1.41
2024-01-12 15:00:00 UTC+0000,12.0
2024-01-12 19:00:00 UTC+0000,1.8
2024-01-12 23:00:00 UTC+0000,0.3
2024-01-13 03:00:00 UTC+0000,1.44
2024-01-13 07:00:00 UTC+0000,3.59
2024-01-13 11:00:00 UTC+0000,0.86
2024-01-13 15:00:00 UTC+0000,5.87
2024-01-13 19:00:00 UTC+0000,1.3
2024-01-13 23:00:00 UTC+0000,0.21
2024-01-14 03:00:00 UTC+0000,1.14
2024-01-14 07:00:00 UTC+0000,2.18
2024-01-14 11:00:00 UTC+0000,0.81
2024-01-14 15:00:00 UTC+0000,4.44
2024-01-14 19:00:00 UTC+0000,1.17
2024-01-14 23:00:00 UTC+0000,0.25
2024-01-15 03:00:00 UTC+0000,1.7
2024-01-15 07:00:00 UTC+0000,2.25
2024-01-15 11:00:00 UTC+0000,1.13
2024-01-15 15:00:00 UTC+0000,5.82
2024-01-15 19:00:00 UTC+0000,1.25
2024-01-15 23:00:00 UTC+0000,0.35
2024-01-16 03:00:00 UTC+0000,1.4
2024-01-16 07:00:00 UTC+0000,17.61
2024-01-16 11:00:00 UTC+0000,1.3
2024-01-16 15:00:00 UTC+0000,26.25
2024-01-16 19:00:00 UTC+0000,1.2
2024-01-16 23:00:00 UTC+0000,0.6
2024-01-17 03:00:00 UTC+0000,1.2
2024-01-17 07:00:00 UTC+0000,12.79
2024-01-17 11:00:00 UTC+0000,1.9
2024-01-17 15:00:00 UTC+0000,69.0
2024-01-17 19:00:00 UTC+0000,1.27
2024-01-17 23:00:00 UTC+0000,0.6
2024-01-18 03:00:00 UTC+0000,1.54
2024-01-18 07:00:00 UTC+0000,9.26
2024-01-18 11:00:00 UTC+0000,1.46
2024-01-18 15:00:00 UTC+0000,19.02
2024-01-18 19:00:00 UTC+0000,1.08
2024-01-18 23:00:00 UTC+0000,0.44
2024-01-19 03:00:00 UTC+0000,1.3
2024-01-19 07:00:00 UTC+0000,6.5
2024-01-19 11:00:00 UTC+0000,1.12
2024-01-19 15:00:00 UTC+0000,10.46
2024-01-19 19:00:00 UTC+0000,0.9
2024-01-19 23:00:00 UTC+0000,0.7
2024-01-20 03:00:00 UTC+0000,0.98
2024-01-20 07:00:00 UTC+0000,4.6
2024-01-20 11:00:00 UTC+0000,0.89
2024-01-20 15:00:00 UTC+0000,7.53
2024-01-20 19:00:00 UTC+0000,1.72
2024-01-20 23:00:00 UTC+0000,0.96
2024-01-21 03:00:00 UTC+0000,0.8
2024-01-21 07:00:00 UTC+0000,3.4
2024-01-21 11:00:00 UTC+0000,0.7
2024-01-21 15:00:00 UTC+0000,5.61
2024-01-21 19:00:00 UTC+0000,1.09
2024-01-21 23:00:00 UTC+0000,0.5
2024-01-22 03:00:00 UTC+0000,0.85
2024-01-22 07:00:00 UTC+0000,3.23
2024-01-22 11:00:00 UTC+0000,0.84
2024-01-22 15:00:00 UTC+0000,5.7
2024-01-22 19:00:00 UTC+0000,1.0
2024-01-22 23:00:00 UTC+0000,0.36
2024-01-23 03:00:00 UTC+0000,0.8
2024-01-23 07:00:00 UTC+0000,3.08
2024-01-23 11:00:00 UTC+0000,0.72
2024-01-23 15:00:00 UTC+0000,5.1
2024-01-23 19:00:00 UTC+0000,0.9
2024-01-23 23:00:00 UTC+0000,0.27
2024-01-24 03:00:00 UTC+0000,0.63
2024-01-24 07:00:00 UTC+0000,2.57
2024-01-24 11:00:00 UTC+0000,0.6
2024-01-24 15:00:00 UTC+0000,4.37
2024-01-24 19:00:00 UTC+0000,0.69
2024-01-24 23:00:00 UTC+0000,0.24
2024-01-25 03:00:00 UTC+0000,0.82
2024-01-25 07:00:00 UTC+0000,4.8
2024-01-25 11:00:00 UTC+0000,2.2
2024-01-25 15:00:00 UTC+0000,14.3
2024-01-25 19:00:00 UTC+0000,2.43
2024-01-25 23:00:00 UTC+0000,0.19
2024-01-26 03:00:00 UTC+0000,0.64
2024-01-26 07:00:00 UTC+0000,2.83
2024-01-26 11:00:00 UTC+0000,1.1
2024-01-26 15:00:00 UTC+0000,6.1
2024-01-26 19:00:00 UTC+0000,1.25
2024-01-26 23:00:00 UTC+0000,0.19
2024-01-27 03:00:00 UTC+0000,0.48
2024-01-27 07:00:00 UTC+0000,2.08
2024-01-27 11:00:00 UTC+0000,0.84
2024-01-27 15:00:00 UTC+0000,5.6
2024-01-27 19:00:00 UTC+0000,1.41
2024-01-27 23:00:00 UTC+0000,0.2
2024-01-28 03:00:00 UTC+0000,0.43
2024-01-28 07:00:00 UTC+0000,1.74
2024-01-28 11:00:00 UTC+0000,0.72
2024-01-28 15:00:00 UTC+0000,4.45
2024-01-28 19:00:00 UTC+0000,1.12
2024-01-28 23:00:00 UTC+0000,0.2
2024-01-29 03:00:00 UTC+0000,0.49
2024-01-29 07:00:00 UTC+0000,2.4
2024-01-29 11:00:00 UTC+0000,0.8
2024-01-29 15:00:00 UTC+0000,12.56
2024-01-29 19:00:00 UTC+0000,1.13
2024-01-29 23:00:00 UTC+0000,0.2
2024-01-30 03:00:00 UTC+0000,0.46
2024-01-30 07:00:00 UTC+0000,2.25
2024-01-30 11:00:00 UTC+0000,0.78
2024-01-30 15:00:00 UTC+0000,6.35
2024-01-30 19:00:00 UTC+0000,1.13
2024-01-30 23:00:00 UTC+0000,0.19
2024-01-31 03:00:00 UTC+0000,0.42
2024-01-31 07:00:00 UTC+0000,2.6
2024-01-31 11:00:00 UTC+0000,0.81
2024-01-31 15:00:00 UTC+0000,4.7
2024-01-31 19:00:00 UTC+0000,0.9
2024-01-31 23:00:00 UTC+0000,0.18
2024-02-01 03:00:00 UTC+0000,0.38
2024-02-01 07:00:00 UTC+0000,2.06
2024-02-01 11:00:00 UTC+0000,0.73
2024-02-01 15:00:00 UTC+0000,4.4
2024-02-01 19:00:00 UTC+0000,0.9
2024-02-01 23:00:00 UTC+0000,0.16
2024-02-02 03:00:00 UTC+0000,0.38
2024-02-02 07:00:00 UTC+0000,2.0
2024-02-02 11:00:00 UTC+0000,0.68
2024-02-02 15:00:00 UTC+0000,3.43
2024-02-02 19:00:00 UTC+0000,0.77
2024-02-02 23:00:00 UTC+0000,0.3
2024-02-03 03:00:00 UTC+0000,0.34
2024-02-03 07:00:00 UTC+0000,1.38
2024-02-03 11:00:00 UTC+0000,0.52
2024-02-03 15:00:00 UTC+0000,3.0
2024-02-03 19:00:00 UTC+0000,0.78
2024-02-03 23:00:00 UTC+0000,0.4
2024-02-04 03:00:00 UTC+0000,0.3
2024-02-04 07:00:00 UTC+0000,1.2
2024-02-04 11:00:00 UTC+0000,0.46
2024-02-04 15:00:00 UTC+0000,2.53
2024-02-04 19:00:00 UTC+0000,0.58
2024-02-04 23:00:00 UTC+0000,0.17
2024-02-05 03:00:00 UTC+0000,0.37
2024-02-05 07:00:00 UTC+0000,1.9
2024-02-05 11:00:00 UTC+0000,0.5
2024-02-05 15:00:00 UTC+0000,2.74
2024-02-05 19:00:00 UTC+0000,0.58
2024-02-05 23:00:00 UTC+0000,0.24
2024-02-06 03:00:00 UTC+0000,0.33
2024-02-06 07:00:00 UTC+0000,1.6
2024-02-06 11:00:00 UTC+0000,0.6
2024-02-06 15:00:00 UTC+0000,2.2
2024-02-06 19:00:00 UTC+0000,0.5
2024-02-06 23:00:00 UTC+0000,0.2
2024-02-07 03:00:00 UTC+0000,0.53
2024-02-07 07:00:00 UTC+0000,1.44
2024-02-07 11:00:00 UTC+0000,1.48
2024-02-07 15:00:00 UTC+0000,7.81
2024-02-07 19:00:00 UTC+0000,1.16
2024-02-07 23:00:00 UTC+0000,0.18
2024-02-08 03:00:00 UTC+0000,5.34
2024-02-08 07:00:00 UTC+0000,5.22
2024-02-08 11:00:00 UTC+0000,2.0
2024-02-08 15:00:00 UTC+0000,6.0
2024-02-08 19:00:00 UTC+0000,0.83
2024-02-08 23:00:00 UTC+0000,0.13
2024-02-09 03:00:00 UTC+0000,2.46
2024-02-09 07:00:00 UTC+0000,2.24
2024-02-09 11:00:00 UTC+0000,1.32
2024-02-09 15:00:00 UTC+0000,3.87
2024-02-09 19:00:00 UTC+0000,0.65
2024-02-09 23:00:00 UTC+0000,0.12
2024-02-10 03:00:00 UTC+0000,1.32
2024-02-10 07:00:00 UTC+0000,1.57
2024-02-10 11:00:00 UTC+0000,0.81
2024-02-10 15:00:00 UTC+0000,2.9
2024-02-10 19:00:00 UTC+0000,0.43
2024-02-10 23:00:00 UTC+0000,0.1
2024-02-11 03:00:00 UTC+0000,0.9
2024-02-11 07:00:00 UTC+0000,1.2
2024-02-11 11:00:00 UTC+0000,0.59
2024-02-11 15:00:00 UTC+0000,2.32
2024-02-11 19:00:00 UTC+0000,0.34
2024-02-11 23:00:00 UTC+0000,0.1
2024-02-12 03:00:00 UTC+0000,1.0
2024-02-12 07:00:00 UTC+0000,1.25
2024-02-12 11:00:00 UTC+0000,0.6
2024-02-12 15:00:00 UTC+0000,2.43
2024-02-12 19:00:00 UTC+0000,0.35
2024-02-12 23:00:00 UTC+0000,0.1
2024-02-13 03:00:00 UTC+0000,0.82
2024-02-13 07:00:00 UTC+0000,1.1
2024-02-13 11:00:00 UTC+0000,0.5
2024-02-13 15:00:00 UTC+0000,2.52
2024-02-13 19:00:00 UTC+0000,0.29
2024-02-13 23:00:00 UTC+0000,0.1
2024-02-14 03:00:00 UTC+0000,0.62
2024-02-14 07:00:00 UTC+0000,0.92
2024-02-14 11:00:00 UTC+0000,0.44
2024-02-14 15:00:00 UTC+0000,1.89
2024-02-14 19:00:00 UTC+0000,0.23
2024-02-14 23:00:00 UTC+0000,0.08
2024-02-15 03:00:00 UTC+0000,0.6
2024-02-15 07:00:00 UTC+0000,0.89
2024-02-15 11:00:00 UTC+0000,0.39
2024-02-15 15:00:00 UTC+0000,2.15
2024-02-15 19:00:00 UTC+0000,0.2
2024-02-15 23:00:00 UTC+0000,0.1
2024-02-16 03:00:00 UTC+0000,0.5
2024-02-16 07:00:00 UTC+0000,0.8
2024-02-16 11:00:00 UTC+0000,0.36
2024-02-16 15:00:00 UTC+0000,1.67
2024-02-16 19:00:00 UTC+0000,0.2
2024-02-16 23:00:00 UTC+0000,0.12
2024-02-17 03:00:00 UTC+0000,0.42
2024-02-17 07:00:00 UTC+0000,0.65
2024-02-17 11:00:00 UTC+0000,0.3
2024-02-17 15:00:00 UTC+0000,1.46
2024-02-17 19:00:00 UTC+0000,0.2
2024-02-17 23:00:00 UTC+0000,0.2
2024-02-18 03:00:00 UTC+0000,0.4
2024-02-18 07:00:00 UTC+0000,0.62
2024-02-18 11:00:00 UTC+0000,0.3
2024-02-18 15:00:00 UTC+0000,1.3
2024-02-18 19:00:00 UTC+0000,1.2
2024-02-18 23:00:00 UTC+0000,0.18
2024-02-19 03:00:00 UTC+0000,0.88
2024-02-19 07:00:00 UTC+0000,1.3
2024-02-19 11:00:00 UTC+0000,0.88
2024-02-19 15:00:00 UTC+0000,1.89
2024-02-19 19:00:00 UTC+0000,1.23
2024-02-19 23:00:00 UTC+0000,0.46
2024-02-20 03:00:00 UTC+0000,0.7
2024-02-20 07:00:00 UTC+0000,1.13
2024-02-20 11:00:00 UTC+0000,0.69
2024-02-20 15:00:00 UTC+0000,1.4
2024-02-20 19:00:00 UTC+0000,0.95
2024-02-20 23:00:00 UTC+0000,0.37
2024-02-21 03:00:00 UTC+0000,0.7
2024-02-21 07:00:00 UTC+0000,1.0
2024-02-21 11:00:00 UTC+0000,6.2
2024-02-21 15:00:00 UTC+0000,1.22
2024-02-21 19:00:00 UTC+0000,0.8
2024-02-21 23:00:00 UTC+0000,2.64
2024-02-22 03:00:00 UTC+0000,7.0
2024-02-22 07:00:00 UTC+0000,8.52
2024-02-22 11:00:00 UTC+0000,9.0
2024-02-22 15:00:00 UTC+0000,8.73
2024-02-22 19:00:00 UTC+0000,3.99
2024-02-22 23:00:00 UTC+0000,1.26
2024-02-23 03:00:00 UTC+0000,2.2
2024-02-23 07:00:00 UTC+0000,3.0
2024-02-23 11:00:00 UTC+0000,3.04
2024-02-23 15:00:00 UTC+0000,8.4
2024-02-23 19:00:00 UTC+0000,4.0
2024-02-23 23:00:00 UTC+0000,0.9
2024-02-24 03:00:00 UTC+0000,1.32
2024-02-24 07:00:00 UTC+0000,1.95
2024-02-24 11:00:00 UTC+0000,1.48
2024-02-24 15:00:00 UTC+0000,3.68
2024-02-24 19:00:00 UTC+0000,1.35
2024-02-24 23:00:00 UTC+0000,0.56
2024-02-25 03:00:00 UTC+0000,0.84
2024-02-25 07:00:00 UTC+0000,1.25
2024-02-25 11:00:00 UTC+0000,0.9
2024-02-25 15:00:00 UTC+0000,2.43
2024-02-25 19:00:00 UTC+0000,0.83
2024-02-25 23:00:00 UTC+0000,0.4
2024-02-26 03:00:00 UTC+0000,0.8
2024-02-26 07:00:00 UTC+0000,1.18
2024-02-26 11:00:00 UTC+0000,0.8
2024-02-26 15:00:00 UTC+0000,1.98
2024-02-26 19:00:00 UTC+0000,0.7
2024-02-26 23:00:00 UTC+0000,0.35
2024-02-27 03:00:00 UTC+0000,0.69
2024-02-27 07:00:00 UTC+0000,1.04
2024-02-27 11:00:00 UTC+0000,0.71
2024-02-27 15:00:00 UTC+0000,7.02
2024-02-27 19:00:00 UTC+0000,0.78
2024-02-27 23:00:00 UTC+0000,1.5
2024-02-28 03:00:00 UTC+0000,1.25
2024-02-28 07:00:00 UTC+0000,2.0
2024-02-28 11:00:00 UTC+0000,0.65
2024-02-28 15:00:00 UTC+0000,4.9
2024-02-28 19:00:00 UTC+0000,0.7
2024-02-28 23:00:00 UTC+0000,0.64
2024-02-29 03:00:00 UTC+0000,0.8
2024-02-29 07:00:00 UTC+0000,1.1
2024-02-29 11:00:00 UTC+0000,0.56
2024-02-29 15:00:00 UTC+0000,3.11
2024-02-29 19:00:00 UTC+0000,0.52
2024-02-29 23:00:00 UTC+0000,0.4
2024-03-01 03:00:00 UTC+0000,0.59
2024-03-01 07:00:00 UTC+0000,0.86
2024-03-01 11:00:00 UTC+0000,0.47
2024-03-01 15:00:00 UTC+0000,2.29
2024-03-01 19:00:00 UTC+0000,0.42
2024-03-01 23:00:00 UTC+0000,0.3
2024-03-02 03:00:00 UTC+0000,0.44
2024-03-02 07:00:00 UTC+0000,0.69
2024-03-02 11:00:00 UTC+0000,0.36
2024-03-02 15:00:00 UTC+0000,1.8
2024-03-02 19:00:00 UTC+0000,0.33
2024-03-02 23:00:00 UTC+0000,0.24
2024-03-03 03:00:00 UTC+0000,0.34
2024-03-03 07:00:00 UTC+0000,0.53
2024-03-03 11:00:00 UTC+0000,0.27
2024-03-03 15:00:00 UTC+0000,1.5
2024-03-03 19:00:00 UTC+0000,0.28
2024-03-03 23:00:00 UTC+0000,0.2
2024-03-04 03:00:00 UTC+0000,1.5
2024-03-04 07:00:00 UTC+0000,1.28
2024-03-04 11:00:00 UTC+0000,0.53
2024-03-04 15:00:00 UTC+0000,2.2
2024-03-04 19:00:00 UTC+0000,0.96
2024-03-04 23:00:00 UTC+0000,0.7
2024-03-05 03:00:00 UTC+0000,1.05
2024-03-05 07:00:00 UTC+0000,0.97
2024-03-05 11:00:00 UTC+0000,0.42
2024-03-05 15:00:00 UTC+0000,1.97
2024-03-05 19:00:00 UTC+0000,0.8
2024-03-05 23:00:00 UTC+0000,0.55
2024-03-06 03:00:00 UTC+0000,1.16
2024-03-06 07:00:00 UTC+0000,1.19
2024-03-06 11:00:00 UTC+0000,0.5
2024-03-06 15:00:00 UTC+0000,9.77
2024-03-06 19:00:00 UTC+0000,0.75
2024-03-06 23:00:00 UTC+0000,0.45
2024-03-07 03:00:00 UTC+0000,0.92
2024-03-07 07:00:00 UTC+0000,1.0
2024-03-07 11:00:00 UTC+0000,3.3
2024-03-07 15:00:00 UTC+0000,3.43
2024-03-07 19:00:00 UTC+0000,0.65
2024-03-07 23:00:00 UTC+0000,0.37
2024-03-08 03:00:00 UTC+0000,0.75
2024-03-08 07:00:00 UTC+0000,0.98
2024-03-08 11:00:00 UTC+0000,1.42
2024-03-08 15:00:00 UTC+0000,1.95
2024-03-08 19:00:00 UTC+0000,0.52
2024-03-08 23:00:00 UTC+0000,0.43
2024-03-09 03:00:00 UTC+0000,0.57
2024-03-09 07:00:00 UTC+0000,0.81
2024-03-09 11:00:00 UTC+0000,0.82
2024-03-09 15:00:00 UTC+0000,1.52
2024-03-09 19:00:00 UTC+0000,0.44
2024-03-09 23:00:00 UTC+0000,0.46
2024-03-10 03:00:00 UTC+0000,0.62
2024-03-10 07:00:00 UTC+0000,0.84
2024-03-10 11:00:00 UTC+0000,0.62
2024-03-10 15:00:00 UTC+0000,1.2
2024-03-10 19:00:00 UTC+0000,0.52
2024-03-10 23:00:00 UTC+0000,0.28
2024-03-11 03:00:00 UTC+0000,0.55
2024-03-11 07:00:00 UTC+0000,0.88
2024-03-11 11:00:00 UTC+0000,0.61
2024-03-11 15:00:00 UTC+0000,1.65
2024-03-11 19:00:00 UTC+0000,0.64
2024-03-11 23:00:00 UTC+0000,0.35
2024-03-12 03:00:00 UTC+0000,0.5
2024-03-12 07:00:00 UTC+0000,0.73
2024-03-12 11:00:00 UTC+0000,0.5
2024-03-12 15:00:00 UTC+0000,1.72
2024-03-12 19:00:00 UTC+0000,0.6
2024-03-12 23:00:00 UTC+0000,0.25
