time (UTC),aFRR+_capacity_marginal_price[(EUR/MW)/h]
2023-01-12 23:00:00 UTC+0000,3.68
2023-01-13 03:00:00 UTC+0000,3.77
2023-01-13 07:00:00 UTC+0000,9.26
2023-01-13 11:00:00 UTC+0000,3.42
2023-01-13 15:00:00 UTC+0000,13.0
2023-01-13 19:00:00 UTC+0000,12.0
2023-01-13 23:00:00 UTC+0000,3.36
2023-01-14 03:00:00 UTC+0000,3.36
2023-01-14 07:00:00 UTC+0000,7.67
2023-01-14 11:00:00 UTC+0000,3.24
2023-01-14 15:00:00 UTC+0000,11.19
2023-01-14 19:00:00 UTC+0000,10.11
2023-01-14 23:00:00 UTC+0000,2.94
2023-01-15 03:00:00 UTC+0000,2.97
2023-01-15 07:00:00 UTC+0000,6.46
2023-01-15 11:00:00 UTC+0000,2.92
2023-01-15 15:00:00 UTC+0000,10.24
2023-01-15 19:00:00 UTC+0000,10.07
2023-01-15 23:00:00 UTC+0000,3.83
2023-01-16 03:00:00 UTC+0000,5.75
2023-01-16 07:00:00 UTC+0000,24.68
2023-01-16 11:00:00 UTC+0000,5.26
2023-01-16 15:00:00 UTC+0000,30.0
2023-01-16 19:00:00 UTC+0000,12.58
2023-01-16 23:00:00 UTC+0000,3.48
2023-01-17 03:00:00 UTC+0000,5.81
2023-01-17 07:00:00 UTC+0000,13.26
2023-01-17 11:00:00 UTC+0000,5.18
2023-01-17 15:00:00 UTC+0000,37.79
2023-01-17 19:00:00 UTC+0000,11.95
2023-01-17 23:00:00 UTC+0000,3.29
2023-01-18 03:00:00 UTC+0000,9.82
2023-01-18 07:00:00 UTC+0000,31.82
2023-01-18 11:00:00 UTC+0000,6.09
2023-01-18 15:00:00 UTC+0000,25.47
2023-01-18 19:00:00 UTC+0000,10.7
2023-01-18 23:00:00 UTC+0000,33.79
2023-01-19 03:00:00 UTC+0000,870.0
2023-01-19 07:00:00 UTC+0000,42.86
2023-01-19 11:00:00 UTC+0000,80.19
2023-01-19 15:00:00 UTC+0000,80.26
2023-01-19 19:00:00 UTC+0000,74.63
2023-01-19 23:00:00 UTC+0000,9.5
2023-01-20 03:00:00 UTC+0000,50.74
2023-01-20 07:00:00 UTC+0000,28.3
2023-01-20 11:00:00 UTC+0000,16.05
2023-01-20 15:00:00 UTC+0000,33.47
2023-01-20 19:00:00 UTC+0000,25.41
2023-01-20 23:00:00 UTC+0000,6.22
2023-01-21 03:00:00 UTC+0000,16.04
2023-01-21 07:00:00 UTC+0000,15.26
2023-01-21 11:00:00 UTC+0000,6.93
2023-01-21 15:00:00 UTC+0000,18.0
2023-01-21 19:00:00 UTC+0000,14.44
2023-01-21 23:00:00 UTC+0000,4.57
2023-01-22 03:00:00 UTC+0000,9.05
2023-01-22 07:00:00 UTC+0000,10.5
2023-01-22 11:00:00 UTC+0000,5.02
2023-01-22 15:00:00 UTC+0000,15.32
2023-01-22 19:00:00 UTC+0000,10.88
2023-01-22 23:00:00 UTC+0000,5.03
2023-01-23 03:00:00 UTC+0000,10.86
2023-01-23 07:00:00 UTC+0000,19.37
2023-01-23 11:00:00 UTC+0000,8.24
2023-01-23 15:00:00 UTC+0000,22.57
2023-01-23 19:00:00 UTC+0000,17.09
2023-01-23 23:00:00 UTC+0000,4.63
2023-01-24 03:00:00 UTC+0000,9.26
2023-01-24 07:00:00 UTC+0000,21.57
2023-01-24 11:00:00 UTC+0000,7.24
2023-01-24 15:00:00 UTC+0000,24.15
2023-01-24 19:00:00 UTC+0000,15.69
2023-01-24 23:00:00 UTC+0000,4.09
2023-01-25 03:00:00 UTC+0000,8.2
2023-01-25 07:00:00 UTC+0000,19.34
2023-01-25 11:00:00 UTC+0000,6.13
2023-01-25 15:00:00 UTC+0000,20.75
2023-01-25 19:00:00 UTC+0000,15.34
2023-01-25 23:00:00 UTC+0000,3.6
2023-01-26 03:00:00 UTC+0000,7.35
2023-01-26 07:00:00 UTC+0000,17.23
2023-01-26 11:00:00 UTC+0000,5.21
2023-01-26 15:00:00 UTC+0000,17.29
2023-01-26 19:00:00 UTC+0000,12.4
2023-01-26 23:00:00 UTC+0000,3.14
2023-01-27 03:00:00 UTC+0000,6.52
2023-01-27 07:00:00 UTC+0000,15.03
2023-01-27 11:00:00 UTC+0000,4.32
2023-01-27 15:00:00 UTC+0000,15.07
2023-01-27 19:00:00 UTC+0000,10.7
2023-01-27 23:00:00 UTC+0000,2.75
2023-01-28 03:00:00 UTC+0000,5.57
2023-01-28 07:00:00 UTC+0000,12.13
2023-01-28 11:00:00 UTC+0000,3.54
2023-01-28 15:00:00 UTC+0000,12.07
2023-01-28 19:00:00 UTC+0000,8.55
2023-01-28 23:00:00 UTC+0000,2.97
2023-01-29 03:00:00 UTC+0000,5.37
2023-01-29 07:00:00 UTC+0000,9.73
2023-01-29 11:00:00 UTC+0000,3.48
2023-01-29 15:00:00 UTC+0000,10.67
2023-01-29 19:00:00 UTC+0000,9.43
2023-01-29 23:00:00 UTC+0000,3.5
2023-01-30 03:00:00 UTC+0000,5.36
2023-01-30 07:00:00 UTC+0000,9.4
2023-01-30 11:00:00 UTC+0000,3.85
2023-01-30 15:00:00 UTC+0000,15.1
2023-01-30 19:00:00 UTC+0000,11.39
2023-01-30 23:00:00 UTC+0000,2.92
2023-01-31 03:00:00 UTC+0000,5.14
2023-01-31 07:00:00 UTC+0000,12.12
2023-01-31 11:00:00 UTC+0000,5.29
2023-01-31 15:00:00 UTC+0000,11.87
2023-01-31 19:00:00 UTC+0000,24.26
2023-01-31 23:00:00 UTC+0000,3.08
2023-02-01 03:00:00 UTC+0000,4.6
2023-02-01 07:00:00 UTC+0000,9.88
2023-02-01 11:00:00 UTC+0000,4.31
2023-02-01 15:00:00 UTC+0000,10.91
2023-02-01 19:00:00 UTC+0000,26.03
2023-02-01 23:00:00 UTC+0000,2.88
2023-02-02 03:00:00 UTC+0000,4.59
2023-02-02 07:00:00 UTC+0000,9.05
2023-02-02 11:00:00 UTC+0000,7.06
2023-02-02 15:00:00 UTC+0000,19.71
2023-02-02 19:00:00 UTC+0000,18.24
2023-02-02 23:00:00 UTC+0000,2.9
2023-02-03 03:00:00 UTC+0000,4.25
2023-02-03 07:00:00 UTC+0000,7.69
2023-02-03 11:00:00 UTC+0000,4.34
2023-02-03 15:00:00 UTC+0000,11.09
2023-02-03 19:00:00 UTC+0000,13.65
2023-02-03 23:00:00 UTC+0000,2.57
2023-02-04 03:00:00 UTC+0000,3.76
2023-02-04 07:00:00 UTC+0000,7.18
2023-02-04 11:00:00 UTC+0000,4.25
2023-02-04 15:00:00 UTC+0000,20.48
2023-02-04 19:00:00 UTC+0000,12.54
2023-02-04 23:00:00 UTC+0000,15.2
2023-02-05 03:00:00 UTC+0000,4.4
2023-02-05 07:00:00 UTC+0000,6.04
2023-02-05 11:00:00 UTC+0000,3.68
2023-02-05 15:00:00 UTC+0000,11.03
2023-02-05 19:00:00 UTC+0000,9.48
2023-02-05 23:00:00 UTC+0000,6.9
2023-02-06 03:00:00 UTC+0000,7.12
2023-02-06 07:00:00 UTC+0000,11.39
2023-02-06 11:00:00 UTC+0000,6.21
2023-02-06 15:00:00 UTC+0000,20.18
2023-02-06 19:00:00 UTC+0000,12.72
2023-02-06 23:00:00 UTC+0000,4.8
2023-02-07 03:00:00 UTC+0000,12.06
2023-02-07 07:00:00 UTC+0000,11.1
2023-02-07 11:00:00 UTC+0000,4.92
2023-02-07 15:00:00 UTC+0000,27.67
2023-02-07 19:00:00 UTC+0000,10.82
2023-02-07 23:00:00 UTC+0000,4.0
2023-02-08 03:00:00 UTC+0000,10.07
2023-02-08 07:00:00 UTC+0000,14.24
2023-02-08 11:00:00 UTC+0000,4.27
2023-02-08 15:00:00 UTC+0000,15.79
2023-02-08 19:00:00 UTC+0000,10.1
2023-02-08 23:00:00 UTC+0000,3.43
2023-02-09 03:00:00 UTC+0000,8.42
2023-02-09 07:00:00 UTC+0000,11.06
2023-02-09 11:00:00 UTC+0000,3.68
2023-02-09 15:00:00 UTC+0000,15.02
2023-02-09 19:00:00 UTC+0000,8.86
2023-02-09 23:00:00 UTC+0000,2.96
2023-02-10 03:00:00 UTC+0000,7.22
2023-02-10 07:00:00 UTC+0000,11.68
2023-02-10 11:00:00 UTC+0000,4.22
2023-02-10 15:00:00 UTC+0000,12.61
2023-02-10 19:00:00 UTC+0000,10.41
2023-02-10 23:00:00 UTC+0000,4.74
2023-02-11 03:00:00 UTC+0000,6.25
2023-02-11 07:00:00 UTC+0000,8.32
2023-02-11 11:00:00 UTC+0000,3.55
2023-02-11 15:00:00 UTC+0000,9.85
2023-02-11 19:00:00 UTC+0000,7.36
2023-02-11 23:00:00 UTC+0000,3.48
2023-02-12 03:00:00 UTC+0000,4.83
2023-02-12 07:00:00 UTC+0000,6.8
2023-02-12 11:00:00 UTC+0000,2.91
2023-02-12 15:00:00 UTC+0000,9.51
2023-02-12 19:00:00 UTC+0000,7.25
2023-02-12 23:00:00 UTC+0000,4.22
2023-02-13 03:00:00 UTC+0000,7.54
2023-02-13 07:00:00 UTC+0000,11.36
2023-02-13 11:00:00 UTC+0000,5.06
2023-02-13 15:00:00 UTC+0000,18.07
2023-02-13 19:00:00 UTC+0000,9.87
2023-02-13 23:00:00 UTC+0000,3.7
2023-02-14 03:00:00 UTC+0000,7.59
2023-02-14 07:00:00 UTC+0000,11.2
2023-02-14 11:00:00 UTC+0000,4.46
2023-02-14 15:00:00 UTC+0000,17.7
2023-02-14 19:00:00 UTC+0000,8.92
2023-02-14 23:00:00 UTC+0000,3.39
2023-02-15 03:00:00 UTC+0000,6.6
2023-02-15 07:00:00 UTC+0000,9.99
2023-02-15 11:00:00 UTC+0000,3.94
2023-02-15 15:00:00 UTC+0000,15.0
2023-02-15 19:00:00 UTC+0000,7.58
2023-02-15 23:00:00 UTC+0000,2.97
2023-02-16 03:00:00 UTC+0000,5.71
2023-02-16 07:00:00 UTC+0000,8.91
2023-02-16 11:00:00 UTC+0000,3.42
2023-02-16 15:00:00 UTC+0000,12.86
2023-02-16 19:00:00 UTC+0000,10.13
2023-02-16 23:00:00 UTC+0000,2.87
2023-02-17 03:00:00 UTC+0000,4.93
2023-02-17 07:00:00 UTC+0000,8.46
2023-02-17 11:00:00 UTC+0000,2.96
2023-02-17 15:00:00 UTC+0000,10.72
2023-02-17 19:00:00 UTC+0000,7.77
2023-02-17 23:00:00 UTC+0000,2.65
2023-02-18 03:00:00 UTC+0000,4.19
2023-02-18 07:00:00 UTC+0000,6.98
2023-02-18 11:00:00 UTC+0000,2.4
2023-02-18 15:00:00 UTC+0000,9.1
2023-02-18 19:00:00 UTC+0000,6.03
2023-02-18 23:00:00 UTC+0000,2.94
2023-02-19 03:00:00 UTC+0000,3.65
2023-02-19 07:00:00 UTC+0000,6.01
2023-02-19 11:00:00 UTC+0000,2.18
2023-02-19 15:00:00 UTC+0000,11.11
2023-02-19 19:00:00 UTC+0000,6.22
2023-02-19 23:00:00 UTC+0000,3.03
2023-02-20 03:00:00 UTC+0000,4.44
2023-02-20 07:00:00 UTC+0000,5.68
2023-02-20 11:00:00 UTC+0000,2.06
2023-02-20 15:00:00 UTC+0000,11.39
2023-02-20 19:00:00 UTC+0000,6.11
2023-02-20 23:00:00 UTC+0000,2.58
2023-02-21 03:00:00 UTC+0000,4.77
2023-02-21 07:00:00 UTC+0000,6.63
2023-02-21 11:00:00 UTC+0000,3.0
2023-02-21 15:00:00 UTC+0000,14.55
2023-02-21 19:00:00 UTC+0000,7.98
2023-02-21 23:00:00 UTC+0000,2.45
2023-02-22 03:00:00 UTC+0000,4.98
2023-02-22 07:00:00 UTC+0000,6.75
2023-02-22 11:00:00 UTC+0000,2.77
2023-02-22 15:00:00 UTC+0000,12.04
2023-02-22 19:00:00 UTC+0000,6.36
2023-02-22 23:00:00 UTC+0000,2.2
2023-02-23 03:00:00 UTC+0000,4.3
2023-02-23 07:00:00 UTC+0000,8.6
2023-02-23 11:00:00 UTC+0000,2.41
2023-02-23 15:00:00 UTC+0000,9.94
2023-02-23 19:00:00 UTC+0000,5.62
2023-02-23 23:00:00 UTC+0000,2.46
2023-02-24 03:00:00 UTC+0000,3.85
2023-02-24 07:00:00 UTC+0000,6.5
2023-02-24 11:00:00 UTC+0000,2.45
2023-02-24 15:00:00 UTC+0000,8.71
2023-02-24 19:00:00 UTC+0000,6.77
2023-02-24 23:00:00 UTC+0000,3.08
2023-02-25 03:00:00 UTC+0000,3.25
2023-02-25 07:00:00 UTC+0000,5.27
2023-02-25 11:00:00 UTC+0000,2.38
2023-02-25 15:00:00 UTC+0000,9.03
2023-02-25 19:00:00 UTC+0000,5.45
2023-02-25 23:00:00 UTC+0000,2.87
2023-02-26 03:00:00 UTC+0000,3.09
2023-02-26 07:00:00 UTC+0000,4.42
2023-02-26 11:00:00 UTC+0000,2.13
2023-02-26 15:00:00 UTC+0000,11.0
2023-02-26 19:00:00 UTC+0000,5.28
2023-02-26 23:00:00 UTC+0000,2.65
2023-02-27 03:00:00 UTC+0000,4.38
2023-02-27 07:00:00 UTC+0000,7.09
2023-02-27 11:00:00 UTC+0000,2.49
2023-02-27 15:00:00 UTC+0000,20.02
2023-02-27 19:00:00 UTC+0000,5.95
2023-02-27 23:00:00 UTC+0000,2.42
2023-02-28 03:00:00 UTC+0000,5.49
2023-02-28 07:00:00 UTC+0000,6.26
2023-02-28 11:00:00 UTC+0000,2.44
2023-02-28 15:00:00 UTC+0000,16.63
2023-02-28 19:00:00 UTC+0000,5.66
2023-02-28 23:00:00 UTC+0000,2.1
2023-03-01 03:00:00 UTC+0000,9.47
2023-03-01 07:00:00 UTC+0000,15.84
2023-03-01 11:00:00 UTC+0000,6.54
2023-03-01 15:00:00 UTC+0000,16.74
2023-03-01 19:00:00 UTC+0000,5.45
2023-03-01 23:00:00 UTC+0000,1.87
2023-03-02 03:00:00 UTC+0000,8.07
2023-03-02 07:00:00 UTC+0000,9.0
2023-03-02 11:00:00 UTC+0000,4.05
2023-03-02 15:00:00 UTC+0000,15.05
2023-03-02 19:00:00 UTC+0000,5.42
2023-03-02 23:00:00 UTC+0000,1.67
2023-03-03 03:00:00 UTC+0000,6.38
2023-03-03 07:00:00 UTC+0000,7.4
2023-03-03 11:00:00 UTC+0000,3.13
2023-03-03 15:00:00 UTC+0000,11.45
2023-03-03 19:00:00 UTC+0000,8.0
2023-03-03 23:00:00 UTC+0000,3.91
2023-03-04 03:00:00 UTC+0000,4.8
2023-03-04 07:00:00 UTC+0000,5.39
2023-03-04 11:00:00 UTC+0000,2.22
2023-03-04 15:00:00 UTC+0000,9.38
2023-03-04 19:00:00 UTC+0000,4.66
2023-03-04 23:00:00 UTC+0000,2.45
2023-03-05 03:00:00 UTC+0000,3.92
2023-03-05 07:00:00 UTC+0000,4.33
2023-03-05 11:00:00 UTC+0000,1.8
2023-03-05 15:00:00 UTC+0000,8.78
2023-03-05 19:00:00 UTC+0000,4.16
2023-03-05 23:00:00 UTC+0000,2.61
2023-03-06 03:00:00 UTC+0000,7.55
2023-03-06 07:00:00 UTC+0000,9.92
2023-03-06 11:00:00 UTC+0000,2.93
2023-03-06 15:00:00 UTC+0000,18.34
2023-03-06 19:00:00 UTC+0000,17.82
2023-03-06 23:00:00 UTC+0000,2.34
2023-03-07 03:00:00 UTC+0000,6.26
2023-03-07 07:00:00 UTC+0000,8.05
2023-03-07 11:00:00 UTC+0000,2.03
2023-03-07 15:00:00 UTC+0000,14.7
2023-03-07 19:00:00 UTC+0000,6.79
2023-03-07 23:00:00 UTC+0000,1.98
2023-03-08 03:00:00 UTC+0000,5.5
2023-03-08 07:00:00 UTC+0000,7.29
2023-03-08 11:00:00 UTC+0000,2.33
2023-03-08 15:00:00 UTC+0000,15.36
2023-03-08 19:00:00 UTC+0000,5.95
2023-03-08 23:00:00 UTC+0000,1.85
2023-03-09 03:00:00 UTC+0000,4.8
2023-03-09 07:00:00 UTC+0000,6.4
2023-03-09 11:00:00 UTC+0000,1.97
2023-03-09 15:00:00 UTC+0000,13.59
2023-03-09 19:00:00 UTC+0000,13.62
2023-03-09 23:00:00 UTC+0000,3.38
2023-03-10 03:00:00 UTC+0000,4.27
2023-03-10 07:00:00 UTC+0000,5.69
2023-03-10 11:00:00 UTC+0000,1.8
2023-03-10 15:00:00 UTC+0000,10.86
2023-03-10 19:00:00 UTC+0000,13.9
2023-03-10 23:00:00 UTC+0000,2.75
2023-03-11 03:00:00 UTC+0000,3.63
2023-03-11 07:00:00 UTC+0000,4.83
2023-03-11 11:00:00 UTC+0000,1.68
2023-03-11 15:00:00 UTC+0000,10.4
2023-03-11 19:00:00 UTC+0000,9.92
2023-03-11 23:00:00 UTC+0000,2.14
2023-03-12 03:00:00 UTC+0000,3.1
2023-03-12 07:00:00 UTC+0000,3.97
2023-03-12 11:00:00 UTC+0000,1.45
2023-03-12 15:00:00 UTC+0000,8.83
2023-03-12 19:00:00 UTC+0000,10.0
2023-03-12 23:00:00 UTC+0000,2.23
2023-03-13 03:00:00 UTC+0000,6.1
2023-03-13 07:00:00 UTC+0000,10.39
2023-03-13 11:00:00 UTC+0000,1.69
2023-03-13 15:00:00 UTC+0000,15.43
2023-03-13 19:00:00 UTC+0000,10.9
2023-03-13 23:00:00 UTC+0000,2.1
2023-03-14 03:00:00 UTC+0000,4.47
2023-03-14 07:00:00 UTC+0000,7.15
2023-03-14 11:00:00 UTC+0000,1.64
2023-03-14 15:00:00 UTC+0000,14.4
2023-03-14 19:00:00 UTC+0000,8.26
2023-03-14 23:00:00 UTC+0000,2.05
2023-03-15 03:00:00 UTC+0000,4.09
2023-03-15 07:00:00 UTC+0000,6.13
2023-03-15 11:00:00 UTC+0000,1.66
2023-03-15 15:00:00 UTC+0000,20.89
2023-03-15 19:00:00 UTC+0000,9.32
2023-03-15 23:00:00 UTC+0000,2.33
2023-03-16 03:00:00 UTC+0000,22.5
2023-03-16 07:00:00 UTC+0000,23.4
2023-03-16 11:00:00 UTC+0000,13.32
2023-03-16 15:00:00 UTC+0000,14.76
2023-03-16 19:00:00 UTC+0000,7.9
2023-03-16 23:00:00 UTC+0000,7.68
2023-03-17 03:00:00 UTC+0000,42.16
2023-03-17 07:00:00 UTC+0000,37.46
2023-03-17 11:00:00 UTC+0000,20.52
2023-03-17 15:00:00 UTC+0000,38.34
2023-03-17 19:00:00 UTC+0000,9.22
2023-03-17 23:00:00 UTC+0000,3.51
2023-03-18 03:00:00 UTC+0000,11.48
2023-03-18 07:00:00 UTC+0000,11.01
2023-03-18 11:00:00 UTC+0000,7.83
2023-03-18 15:00:00 UTC+0000,17.36
2023-03-18 19:00:00 UTC+0000,7.33
2023-03-18 23:00:00 UTC+0000,5.04
2023-03-19 03:00:00 UTC+0000,9.07
2023-03-19 07:00:00 UTC+0000,8.07
2023-03-19 11:00:00 UTC+0000,5.2
2023-03-19 15:00:00 UTC+0000,13.81
2023-03-19 19:00:00 UTC+0000,6.89
2023-03-19 23:00:00 UTC+0000,2.85
2023-03-20 03:00:00 UTC+0000,7.04
2023-03-20 07:00:00 UTC+0000,7.33
2023-03-20 11:00:00 UTC+0000,3.97
2023-03-20 15:00:00 UTC+0000,14.03
2023-03-20 19:00:00 UTC+0000,7.07
2023-03-20 23:00:00 UTC+0000,2.57
2023-03-21 03:00:00 UTC+0000,5.6
2023-03-21 07:00:00 UTC+0000,6.44
2023-03-21 11:00:00 UTC+0000,3.05
2023-03-21 15:00:00 UTC+0000,11.47
2023-03-21 19:00:00 UTC+0000,11.53
2023-03-21 23:00:00 UTC+0000,4.28
2023-03-22 03:00:00 UTC+0000,5.47
2023-03-22 07:00:00 UTC+0000,11.43
2023-03-22 11:00:00 UTC+0000,4.05
2023-03-22 15:00:00 UTC+0000,18.2
2023-03-22 19:00:00 UTC+0000,10.68
2023-03-22 23:00:00 UTC+0000,4.45
2023-03-23 03:00:00 UTC+0000,4.72
2023-03-23 07:00:00 UTC+0000,7.42
2023-03-23 11:00:00 UTC+0000,2.97
2023-03-23 15:00:00 UTC+0000,18.83
2023-03-23 19:00:00 UTC+0000,12.7
2023-03-23 23:00:00 UTC+0000,5.02
2023-03-24 03:00:00 UTC+0000,4.66
2023-03-24 07:00:00 UTC+0000,15.47
2023-03-24 11:00:00 UTC+0000,2.89
2023-03-24 15:00:00 UTC+0000,18.78
2023-03-24 19:00:00 UTC+0000,20.0
2023-03-24 23:00:00 UTC+0000,13.74
2023-03-25 03:00:00 UTC+0000,7.06
2023-03-25 07:00:00 UTC+0000,11.93
2023-03-25 11:00:00 UTC+0000,2.38
2023-03-25 15:00:00 UTC+0000,14.89
2023-03-25 19:00:00 UTC+0000,11.5
2023-03-25 23:00:00 UTC+0000,5.51
2023-03-26 02:00:00 UTC+0000,4.42
2023-03-26 06:00:00 UTC+0000,8.4
2023-03-26 10:00:00 UTC+0000,2.21
2023-03-26 14:00:00 UTC+0000,13.45
2023-03-26 18:00:00 UTC+0000,9.41
2023-03-26 22:00:00 UTC+0000,4.46
2023-03-27 02:00:00 UTC+0000,10.47
2023-03-27 06:00:00 UTC+0000,20.04
2023-03-27 10:00:00 UTC+0000,2.61
2023-03-27 14:00:00 UTC+0000,14.59
2023-03-27 18:00:00 UTC+0000,9.16
2023-03-27 22:00:00 UTC+0000,3.77
2023-03-28 02:00:00 UTC+0000,12.56
2023-03-28 06:00:00 UTC+0000,13.18
2023-03-28 10:00:00 UTC+0000,2.84
2023-03-28 14:00:00 UTC+0000,21.29
2023-03-28 18:00:00 UTC+0000,11.82
2023-03-28 22:00:00 UTC+0000,3.45
2023-03-29 02:00:00 UTC+0000,8.28
2023-03-29 06:00:00 UTC+0000,11.45
2023-03-29 10:00:00 UTC+0000,3.5
2023-03-29 14:00:00 UTC+0000,15.18
2023-03-29 18:00:00 UTC+0000,16.6
2023-03-29 22:00:00 UTC+0000,5.07
2023-03-30 02:00:00 UTC+0000,7.1
2023-03-30 06:00:00 UTC+0000,17.91
2023-03-30 10:00:00 UTC+0000,3.33
2023-03-30 14:00:00 UTC+0000,14.71
2023-03-30 18:00:00 UTC+0000,10.65
2023-03-30 22:00:00 UTC+0000,3.3
2023-03-31 02:00:00 UTC+0000,7.79
2023-03-31 06:00:00 UTC+0000,14.21
2023-03-31 10:00:00 UTC+0000,2.76
2023-03-31 14:00:00 UTC+0000,12.39
2023-03-31 18:00:00 UTC+0000,11.5
2023-03-31 22:00:00 UTC+0000,3.62
2023-04-01 02:00:00 UTC+0000,5.46
2023-04-01 06:00:00 UTC+0000,10.64
2023-04-01 10:00:00 UTC+0000,2.29
2023-04-01 14:00:00 UTC+0000,9.88
2023-04-01 18:00:00 UTC+0000,8.71
2023-04-01 22:00:00 UTC+0000,3.81
2023-04-02 02:00:00 UTC+0000,5.07
2023-04-02 06:00:00 UTC+0000,9.31
2023-04-02 10:00:00 UTC+0000,2.06
2023-04-02 14:00:00 UTC+0000,9.12
2023-04-02 18:00:00 UTC+0000,7.34
2023-04-02 22:00:00 UTC+0000,3.33
2023-04-03 02:00:00 UTC+0000,6.34
2023-04-03 06:00:00 UTC+0000,11.24
2023-04-03 10:00:00 UTC+0000,3.39
2023-04-03 14:00:00 UTC+0000,11.97
2023-04-03 18:00:00 UTC+0000,9.02
2023-04-03 22:00:00 UTC+0000,3.19
2023-04-04 02:00:00 UTC+0000,7.58
2023-04-04 06:00:00 UTC+0000,21.72
2023-04-04 10:00:00 UTC+0000,3.14
2023-04-04 14:00:00 UTC+0000,12.31
2023-04-04 18:00:00 UTC+0000,8.84
2023-04-04 22:00:00 UTC+0000,3.13
2023-04-05 02:00:00 UTC+0000,7.0
2023-04-05 06:00:00 UTC+0000,14.88
2023-04-05 10:00:00 UTC+0000,2.77
2023-04-05 14:00:00 UTC+0000,12.26
2023-04-05 18:00:00 UTC+0000,8.86
2023-04-05 22:00:00 UTC+0000,2.94
2023-04-06 02:00:00 UTC+0000,5.76
2023-04-06 06:00:00 UTC+0000,12.62
2023-04-06 10:00:00 UTC+0000,2.89
2023-04-06 14:00:00 UTC+0000,11.1
2023-04-06 18:00:00 UTC+0000,7.74
2023-04-06 22:00:00 UTC+0000,2.83
2023-04-07 02:00:00 UTC+0000,4.85
2023-04-07 06:00:00 UTC+0000,9.17
2023-04-07 10:00:00 UTC+0000,2.41
2023-04-07 14:00:00 UTC+0000,9.48
2023-04-07 18:00:00 UTC+0000,6.87
2023-04-07 22:00:00 UTC+0000,2.52
2023-04-08 02:00:00 UTC+0000,4.1
2023-04-08 06:00:00 UTC+0000,8.29
2023-04-08 10:00:00 UTC+0000,2.33
2023-04-08 14:00:00 UTC+0000,9.06
2023-04-08 18:00:00 UTC+0000,7.27
2023-04-08 22:00:00 UTC+0000,3.99
2023-04-09 02:00:00 UTC+0000,3.85
2023-04-09 06:00:00 UTC+0000,7.47
2023-04-09 10:00:00 UTC+0000,2.11
2023-04-09 14:00:00 UTC+0000,10.53
2023-04-09 18:00:00 UTC+0000,10.43
2023-04-09 22:00:00 UTC+0000,9.49
2023-04-10 02:00:00 UTC+0000,3.93
2023-04-10 06:00:00 UTC+0000,25.04
2023-04-10 10:00:00 UTC+0000,5.36
2023-04-10 14:00:00 UTC+0000,11.89
2023-04-10 18:00:00 UTC+0000,7.94
2023-04-10 22:00:00 UTC+0000,5.16
2023-04-11 02:00:00 UTC+0000,11.53
2023-04-11 06:00:00 UTC+0000,22.85
2023-04-11 10:00:00 UTC+0000,3.56
2023-04-11 14:00:00 UTC+0000,13.6
2023-04-11 18:00:00 UTC+0000,13.6
2023-04-11 22:00:00 UTC+0000,4.45
2023-04-12 02:00:00 UTC+0000,5.4
2023-04-12 06:00:00 UTC+0000,11.7
2023-04-12 10:00:00 UTC+0000,3.27
2023-04-12 14:00:00 UTC+0000,13.4
2023-04-12 18:00:00 UTC+0000,10.28
2023-04-12 22:00:00 UTC+0000,4.03
2023-04-13 02:00:00 UTC+0000,5.0
2023-04-13 06:00:00 UTC+0000,9.76
2023-04-13 10:00:00 UTC+0000,2.81
2023-04-13 14:00:00 UTC+0000,15.22
2023-04-13 18:00:00 UTC+0000,10.96
2023-04-13 22:00:00 UTC+0000,3.6
2023-04-14 02:00:00 UTC+0000,5.53
2023-04-14 06:00:00 UTC+0000,9.4
2023-04-14 10:00:00 UTC+0000,3.34
2023-04-14 14:00:00 UTC+0000,11.2
2023-04-14 18:00:00 UTC+0000,13.16
2023-04-14 22:00:00 UTC+0000,5.0
2023-04-15 02:00:00 UTC+0000,7.15
2023-04-15 06:00:00 UTC+0000,12.6
2023-04-15 10:00:00 UTC+0000,2.41
2023-04-15 14:00:00 UTC+0000,8.84
2023-04-15 18:00:00 UTC+0000,8.33
2023-04-15 22:00:00 UTC+0000,3.2
2023-04-16 02:00:00 UTC+0000,4.53
2023-04-16 06:00:00 UTC+0000,8.19
2023-04-16 10:00:00 UTC+0000,2.51
2023-04-16 14:00:00 UTC+0000,8.13
2023-04-16 18:00:00 UTC+0000,7.43
2023-04-16 22:00:00 UTC+0000,3.34
2023-04-17 02:00:00 UTC+0000,7.25
2023-04-17 06:00:00 UTC+0000,13.0
2023-04-17 10:00:00 UTC+0000,3.63
2023-04-17 14:00:00 UTC+0000,10.02
2023-04-17 18:00:00 UTC+0000,8.09
2023-04-17 22:00:00 UTC+0000,3.3
2023-04-18 02:00:00 UTC+0000,7.73
2023-04-18 06:00:00 UTC+0000,11.86
2023-04-18 10:00:00 UTC+0000,4.48
2023-04-18 14:00:00 UTC+0000,9.53
2023-04-18 18:00:00 UTC+0000,7.58
2023-04-18 22:00:00 UTC+0000,3.15
2023-04-19 02:00:00 UTC+0000,6.3
2023-04-19 06:00:00 UTC+0000,15.57
2023-04-19 10:00:00 UTC+0000,4.39
2023-04-19 14:00:00 UTC+0000,8.66
