time (UTC),mFRR-_capacity_marginal_price[(EUR/MW)/h]
2024-01-13 11:00:00 UTC+0000,2.48
2024-01-13 15:00:00 UTC+0000,0.63
2024-01-13 19:00:00 UTC+0000,16.5
2024-01-13 23:00:00 UTC+0000,12.5
2024-01-14 03:00:00 UTC+0000,2.6
2024-01-14 07:00:00 UTC+0000,1.43
2024-01-14 11:00:00 UTC+0000,1.91
2024-01-14 15:00:00 UTC+0000,0.4
2024-01-14 19:00:00 UTC+0000,4.58
2024-01-14 23:00:00 UTC+0000,14.75
2024-01-15 03:00:00 UTC+0000,14.9
2024-01-15 07:00:00 UTC+0000,0.84
2024-01-15 11:00:00 UTC+0000,1.48
2024-01-15 15:00:00 UTC+0000,0.21
2024-01-15 19:00:00 UTC+0000,2.02
2024-01-15 23:00:00 UTC+0000,5.7
2024-01-16 03:00:00 UTC+0000,4.9
2024-01-16 07:00:00 UTC+0000,0.64
2024-01-16 11:00:00 UTC+0000,0.87
2024-01-16 15:00:00 UTC+0000,0.15
2024-01-16 19:00:00 UTC+0000,1.36
2024-01-16 23:00:00 UTC+0000,4.56
2024-01-17 03:00:00 UTC+0000,3.6
2024-01-17 07:00:00 UTC+0000,0.43
2024-01-17 11:00:00 UTC+0000,0.52
2024-01-17 15:00:00 UTC+0000,0.1
2024-01-17 19:00:00 UTC+0000,0.84
2024-01-17 23:00:00 UTC+0000,4.0
2024-01-18 03:00:00 UTC+0000,2.85
2024-01-18 07:00:00 UTC+0000,0.75
2024-01-18 11:00:00 UTC+0000,0.37
2024-01-18 15:00:00 UTC+0000,1.0
2024-01-18 19:00:00 UTC+0000,1.5
2024-01-18 23:00:00 UTC+0000,3.5
2024-01-19 03:00:00 UTC+0000,2.8
2024-01-19 07:00:00 UTC+0000,0.84
2024-01-19 11:00:00 UTC+0000,2.17
2024-01-19 15:00:00 UTC+0000,0.7
2024-01-19 19:00:00 UTC+0000,3.0
2024-01-19 23:00:00 UTC+0000,3.5
2024-01-20 03:00:00 UTC+0000,3.18
2024-01-20 07:00:00 UTC+0000,1.87
2024-01-20 11:00:00 UTC+0000,2.2
2024-01-20 15:00:00 UTC+0000,1.1
2024-01-20 19:00:00 UTC+0000,2.51
2024-01-20 23:00:00 UTC+0000,3.3
2024-01-21 03:00:00 UTC+0000,3.44
2024-01-21 07:00:00 UTC+0000,2.69
2024-01-21 11:00:00 UTC+0000,9.8
2024-01-21 15:00:00 UTC+0000,2.38
2024-01-21 19:00:00 UTC+0000,3.94
2024-01-21 23:00:00 UTC+0000,40.36
2024-01-22 03:00:00 UTC+0000,23.33
2024-01-22 07:00:00 UTC+0000,2.3
2024-01-22 11:00:00 UTC+0000,3.5
2024-01-22 15:00:00 UTC+0000,1.83
2024-01-22 19:00:00 UTC+0000,3.33
2024-01-22 23:00:00 UTC+0000,22.43
2024-01-23 03:00:00 UTC+0000,12.89
2024-01-23 07:00:00 UTC+0000,2.05
2024-01-23 11:00:00 UTC+0000,4.0
2024-01-23 15:00:00 UTC+0000,1.33
2024-01-23 19:00:00 UTC+0000,2.97
2024-01-23 23:00:00 UTC+0000,39.0
2024-01-24 03:00:00 UTC+0000,27.09
2024-01-24 07:00:00 UTC+0000,1.75
2024-01-24 11:00:00 UTC+0000,2.94
2024-01-24 15:00:00 UTC+0000,1.18
2024-01-24 19:00:00 UTC+0000,2.56
2024-01-24 23:00:00 UTC+0000,22.3
2024-01-25 03:00:00 UTC+0000,13.5
2024-01-25 07:00:00 UTC+0000,3.33
2024-01-25 11:00:00 UTC+0000,2.6
2024-01-25 15:00:00 UTC+0000,0.82
2024-01-25 19:00:00 UTC+0000,2.58
2024-01-25 23:00:00 UTC+0000,12.16
2024-01-26 03:00:00 UTC+0000,8.52
2024-01-26 07:00:00 UTC+0000,2.12
2024-01-26 11:00:00 UTC+0000,6.54
2024-01-26 15:00:00 UTC+0000,0.78
2024-01-26 19:00:00 UTC+0000,2.49
2024-01-26 23:00:00 UTC+0000,10.0
2024-01-27 03:00:00 UTC+0000,7.0
2024-01-27 07:00:00 UTC+0000,2.61
2024-01-27 11:00:00 UTC+0000,4.88
2024-01-27 15:00:00 UTC+0000,1.46
2024-01-27 19:00:00 UTC+0000,1.85
2024-01-27 23:00:00 UTC+0000,5.61
2024-01-28 03:00:00 UTC+0000,4.53
2024-01-28 07:00:00 UTC+0000,2.79
2024-01-28 11:00:00 UTC+0000,9.75
2024-01-28 15:00:00 UTC+0000,1.78
2024-01-28 19:00:00 UTC+0000,2.89
2024-01-28 23:00:00 UTC+0000,9.09
2024-01-29 03:00:00 UTC+0000,6.0
2024-01-29 07:00:00 UTC+0000,1.5
2024-01-29 11:00:00 UTC+0000,3.62
2024-01-29 15:00:00 UTC+0000,1.05
2024-01-29 19:00:00 UTC+0000,1.91
2024-01-29 23:00:00 UTC+0000,5.09
2024-01-30 03:00:00 UTC+0000,3.11
2024-01-30 07:00:00 UTC+0000,2.02
2024-01-30 11:00:00 UTC+0000,3.03
2024-01-30 15:00:00 UTC+0000,0.87
2024-01-30 19:00:00 UTC+0000,1.98
2024-01-30 23:00:00 UTC+0000,3.8
2024-01-31 03:00:00 UTC+0000,2.42
2024-01-31 07:00:00 UTC+0000,1.6
2024-01-31 11:00:00 UTC+0000,2.8
2024-01-31 15:00:00 UTC+0000,0.75
2024-01-31 19:00:00 UTC+0000,2.59
2024-01-31 23:00:00 UTC+0000,12.85
2024-02-01 03:00:00 UTC+0000,6.4
2024-02-01 07:00:00 UTC+0000,1.4
2024-02-01 11:00:00 UTC+0000,2.41
2024-02-01 15:00:00 UTC+0000,0.65
2024-02-01 19:00:00 UTC+0000,1.9
2024-02-01 23:00:00 UTC+0000,3.9
2024-02-02 03:00:00 UTC+0000,3.7
2024-02-02 07:00:00 UTC+0000,1.42
2024-02-02 11:00:00 UTC+0000,2.18
2024-02-02 15:00:00 UTC+0000,0.68
2024-02-02 19:00:00 UTC+0000,1.89
2024-02-02 23:00:00 UTC+0000,13.33
2024-02-03 03:00:00 UTC+0000,19.31
2024-02-03 07:00:00 UTC+0000,2.4
2024-02-03 11:00:00 UTC+0000,4.97
2024-02-03 15:00:00 UTC+0000,1.61
2024-02-03 19:00:00 UTC+0000,2.0
2024-02-03 23:00:00 UTC+0000,10.44
2024-02-04 03:00:00 UTC+0000,17.3
2024-02-04 07:00:00 UTC+0000,3.48
2024-02-04 11:00:00 UTC+0000,15.32
2024-02-04 15:00:00 UTC+0000,3.17
2024-02-04 19:00:00 UTC+0000,2.77
2024-02-04 23:00:00 UTC+0000,20.91
2024-02-05 03:00:00 UTC+0000,13.51
2024-02-05 07:00:00 UTC+0000,2.39
2024-02-05 11:00:00 UTC+0000,8.75
2024-02-05 15:00:00 UTC+0000,1.27
2024-02-05 19:00:00 UTC+0000,3.57
2024-02-05 23:00:00 UTC+0000,19.9
2024-02-06 03:00:00 UTC+0000,14.8
2024-02-06 07:00:00 UTC+0000,1.75
2024-02-06 11:00:00 UTC+0000,12.04
2024-02-06 15:00:00 UTC+0000,1.24
2024-02-06 19:00:00 UTC+0000,2.0
2024-02-06 23:00:00 UTC+0000,16.68
2024-02-07 03:00:00 UTC+0000,11.09
2024-02-07 07:00:00 UTC+0000,1.25
2024-02-07 11:00:00 UTC+0000,4.8
2024-02-07 15:00:00 UTC+0000,0.8
2024-02-07 19:00:00 UTC+0000,1.53
2024-02-07 23:00:00 UTC+0000,6.7
2024-02-08 03:00:00 UTC+0000,4.32
2024-02-08 07:00:00 UTC+0000,0.73
2024-02-08 11:00:00 UTC+0000,2.3
2024-02-08 15:00:00 UTC+0000,0.56
2024-02-08 19:00:00 UTC+0000,1.14
2024-02-08 23:00:00 UTC+0000,4.7
2024-02-09 03:00:00 UTC+0000,3.9
2024-02-09 07:00:00 UTC+0000,0.48
2024-02-09 11:00:00 UTC+0000,2.02
2024-02-09 15:00:00 UTC+0000,0.5
2024-02-09 19:00:00 UTC+0000,2.08
2024-02-09 23:00:00 UTC+0000,2.8
2024-02-10 03:00:00 UTC+0000,2.76
2024-02-10 07:00:00 UTC+0000,2.0
2024-02-10 11:00:00 UTC+0000,2.5
2024-02-10 15:00:00 UTC+0000,0.47
2024-02-10 19:00:00 UTC+0000,2.2
2024-02-10 23:00:00 UTC+0000,3.18
2024-02-11 03:00:00 UTC+0000,6.76
2024-02-11 07:00:00 UTC+0000,1.91
2024-02-11 11:00:00 UTC+0000,2.5
2024-02-11 15:00:00 UTC+0000,0.65
2024-02-11 19:00:00 UTC+0000,1.83
2024-02-11 23:00:00 UTC+0000,3.31
2024-02-12 03:00:00 UTC+0000,3.0
2024-02-12 07:00:00 UTC+0000,1.11
2024-02-12 11:00:00 UTC+0000,1.85
2024-02-12 15:00:00 UTC+0000,0.48
2024-02-12 19:00:00 UTC+0000,1.34
2024-02-12 23:00:00 UTC+0000,2.3
2024-02-13 03:00:00 UTC+0000,2.37
2024-02-13 07:00:00 UTC+0000,0.8
2024-02-13 11:00:00 UTC+0000,1.3
2024-02-13 15:00:00 UTC+0000,0.34
2024-02-13 19:00:00 UTC+0000,0.97
2024-02-13 23:00:00 UTC+0000,2.2
2024-02-14 03:00:00 UTC+0000,1.7
2024-02-14 07:00:00 UTC+0000,0.7
2024-02-14 11:00:00 UTC+0000,1.2
2024-02-14 15:00:00 UTC+0000,0.3
2024-02-14 19:00:00 UTC+0000,1.35
2024-02-14 23:00:00 UTC+0000,1.97
2024-02-15 03:00:00 UTC+0000,1.65
2024-02-15 07:00:00 UTC+0000,0.68
2024-02-15 11:00:00 UTC+0000,0.99
2024-02-15 15:00:00 UTC+0000,0.21
2024-02-15 19:00:00 UTC+0000,1.13
2024-02-15 23:00:00 UTC+0000,2.33
2024-02-16 03:00:00 UTC+0000,3.5
2024-02-16 07:00:00 UTC+0000,2.8
2024-02-16 11:00:00 UTC+0000,8.25
2024-02-16 15:00:00 UTC+0000,0.27
2024-02-16 19:00:00 UTC+0000,1.62
2024-02-16 23:00:00 UTC+0000,2.0
2024-02-17 03:00:00 UTC+0000,2.56
2024-02-17 07:00:00 UTC+0000,1.9
2024-02-17 11:00:00 UTC+0000,3.73
2024-02-17 15:00:00 UTC+0000,0.99
2024-02-17 19:00:00 UTC+0000,1.14
2024-02-17 23:00:00 UTC+0000,2.0
2024-02-18 03:00:00 UTC+0000,2.0
2024-02-18 07:00:00 UTC+0000,8.32
2024-02-18 11:00:00 UTC+0000,10.83
2024-02-18 15:00:00 UTC+0000,1.31
2024-02-18 19:00:00 UTC+0000,1.51
2024-02-18 23:00:00 UTC+0000,10.52
2024-02-19 03:00:00 UTC+0000,6.12
2024-02-19 07:00:00 UTC+0000,2.35
2024-02-19 11:00:00 UTC+0000,5.0
2024-02-19 15:00:00 UTC+0000,2.0
2024-02-19 19:00:00 UTC+0000,1.33
2024-02-19 23:00:00 UTC+0000,3.8
2024-02-20 03:00:00 UTC+0000,3.0
2024-02-20 07:00:00 UTC+0000,2.0
2024-02-20 11:00:00 UTC+0000,3.14
2024-02-20 15:00:00 UTC+0000,2.0
2024-02-20 19:00:00 UTC+0000,1.34
2024-02-20 23:00:00 UTC+0000,4.49
2024-02-21 03:00:00 UTC+0000,2.74
2024-02-21 07:00:00 UTC+0000,1.71
2024-02-21 11:00:00 UTC+0000,2.75
2024-02-21 15:00:00 UTC+0000,1.33
2024-02-21 19:00:00 UTC+0000,1.67
2024-02-21 23:00:00 UTC+0000,12.0
2024-02-22 03:00:00 UTC+0000,5.25
2024-02-22 07:00:00 UTC+0000,2.6
2024-02-22 11:00:00 UTC+0000,6.0
2024-02-22 15:00:00 UTC+0000,7.24
2024-02-22 19:00:00 UTC+0000,26.11
2024-02-22 23:00:00 UTC+0000,35.0
2024-02-23 03:00:00 UTC+0000,25.0
2024-02-23 07:00:00 UTC+0000,7.0
2024-02-23 11:00:00 UTC+0000,8.0
2024-02-23 15:00:00 UTC+0000,2.7
2024-02-23 19:00:00 UTC+0000,6.52
2024-02-23 23:00:00 UTC+0000,7.69
2024-02-24 03:00:00 UTC+0000,5.45
2024-02-24 07:00:00 UTC+0000,3.9
2024-02-24 11:00:00 UTC+0000,47.22
2024-02-24 15:00:00 UTC+0000,2.45
2024-02-24 19:00:00 UTC+0000,4.02
2024-02-24 23:00:00 UTC+0000,5.33
2024-02-25 03:00:00 UTC+0000,3.9
2024-02-25 07:00:00 UTC+0000,3.9
2024-02-25 11:00:00 UTC+0000,14.54
2024-02-25 15:00:00 UTC+0000,1.67
2024-02-25 19:00:00 UTC+0000,2.61
2024-02-25 23:00:00 UTC+0000,3.44
2024-02-26 03:00:00 UTC+0000,2.6
2024-02-26 07:00:00 UTC+0000,2.17
2024-02-26 11:00:00 UTC+0000,6.34
2024-02-26 15:00:00 UTC+0000,1.11
2024-02-26 19:00:00 UTC+0000,1.66
2024-02-26 23:00:00 UTC+0000,2.33
2024-02-27 03:00:00 UTC+0000,1.8
2024-02-27 07:00:00 UTC+0000,1.4
2024-02-27 11:00:00 UTC+0000,3.0
2024-02-27 15:00:00 UTC+0000,0.77
2024-02-27 19:00:00 UTC+0000,1.21
2024-02-27 23:00:00 UTC+0000,2.88
2024-02-28 03:00:00 UTC+0000,1.7
2024-02-28 07:00:00 UTC+0000,0.95
2024-02-28 11:00:00 UTC+0000,3.0
2024-02-28 15:00:00 UTC+0000,0.52
2024-02-28 19:00:00 UTC+0000,2.0
2024-02-28 23:00:00 UTC+0000,2.97
2024-02-29 03:00:00 UTC+0000,2.78
2024-02-29 07:00:00 UTC+0000,7.27
2024-02-29 11:00:00 UTC+0000,5.0
2024-02-29 15:00:00 UTC+0000,0.55
2024-02-29 19:00:00 UTC+0000,6.94
2024-02-29 23:00:00 UTC+0000,2.11
2024-03-01 03:00:00 UTC+0000,1.68
2024-03-01 07:00:00 UTC+0000,2.2
2024-03-01 11:00:00 UTC+0000,2.63
2024-03-01 15:00:00 UTC+0000,0.4
2024-03-01 19:00:00 UTC+0000,2.7
2024-03-01 23:00:00 UTC+0000,1.81
2024-03-02 03:00:00 UTC+0000,1.99
2024-03-02 07:00:00 UTC+0000,2.69
2024-03-02 11:00:00 UTC+0000,4.18
2024-03-02 15:00:00 UTC+0000,1.01
2024-03-02 19:00:00 UTC+0000,2.34
2024-03-02 23:00:00 UTC+0000,1.6
2024-03-03 03:00:00 UTC+0000,2.29
2024-03-03 07:00:00 UTC+0000,5.63
2024-03-03 11:00:00 UTC+0000,30.24
2024-03-03 15:00:00 UTC+0000,1.64
2024-03-03 19:00:00 UTC+0000,1.9
2024-03-03 23:00:00 UTC+0000,1.89
2024-03-04 03:00:00 UTC+0000,1.48
2024-03-04 07:00:00 UTC+0000,2.06
2024-03-04 11:00:00 UTC+0000,5.0
2024-03-04 15:00:00 UTC+0000,0.98
2024-03-04 19:00:00 UTC+0000,1.28
2024-03-04 23:00:00 UTC+0000,1.42
2024-03-05 03:00:00 UTC+0000,1.07
2024-03-05 07:00:00 UTC+0000,1.3
2024-03-05 11:00:00 UTC+0000,3.12
2024-03-05 15:00:00 UTC+0000,0.68
2024-03-05 19:00:00 UTC+0000,0.97
2024-03-05 23:00:00 UTC+0000,1.01
2024-03-06 03:00:00 UTC+0000,0.81
2024-03-06 07:00:00 UTC+0000,0.8
2024-03-06 11:00:00 UTC+0000,1.9
2024-03-06 15:00:00 UTC+0000,0.45
2024-03-06 19:00:00 UTC+0000,0.75
2024-03-06 23:00:00 UTC+0000,0.74
2024-03-07 03:00:00 UTC+0000,0.62
2024-03-07 07:00:00 UTC+0000,0.73
2024-03-07 11:00:00 UTC+0000,4.1
2024-03-07 15:00:00 UTC+0000,0.7
2024-03-07 19:00:00 UTC+0000,1.03
2024-03-07 23:00:00 UTC+0000,0.62
2024-03-08 03:00:00 UTC+0000,1.0
2024-03-08 07:00:00 UTC+0000,2.86
2024-03-08 11:00:00 UTC+0000,8.6
2024-03-08 15:00:00 UTC+0000,1.4
2024-03-08 19:00:00 UTC+0000,1.4
2024-03-08 23:00:00 UTC+0000,1.58
2024-03-09 03:00:00 UTC+0000,1.48
2024-03-09 07:00:00 UTC+0000,10.04
2024-03-09 11:00:00 UTC+0000,34.88
2024-03-09 15:00:00 UTC+0000,3.51
2024-03-09 19:00:00 UTC+0000,2.57
2024-03-09 23:00:00 UTC+0000,5.0
2024-03-10 03:00:00 UTC+0000,3.51
2024-03-10 07:00:00 UTC+0000,14.0
2024-03-10 11:00:00 UTC+0000,42.64
2024-03-10 15:00:00 UTC+0000,5.45
2024-03-10 19:00:00 UTC+0000,3.7
2024-03-10 23:00:00 UTC+0000,3.2
2024-03-11 03:00:00 UTC+0000,2.88
2024-03-11 07:00:00 UTC+0000,4.5
2024-03-11 11:00:00 UTC+0000,9.97
2024-03-11 15:00:00 UTC+0000,2.52
2024-03-11 19:00:00 UTC+0000,1.79
2024-03-11 23:00:00 UTC+0000,2.4
2024-03-12 03:00:00 UTC+0000,1.63
2024-03-12 07:00:00 UTC+0000,2.09
2024-03-12 11:00:00 UTC+0000,4.47
2024-03-12 15:00:00 UTC+0000,1.87
2024-03-12 19:00:00 UTC+0000,1.1
2024-03-12 23:00:00 UTC+0000,2.64
2024-03-13 03:00:00 UTC+0000,1.35
2024-03-13 07:00:00 UTC+0000,1.43
2024-03-13 11:00:00 UTC+0000,2.82
2024-03-13 15:00:00 UTC+0000,1.25
2024-03-13 19:00:00 UTC+0000,1.77
2024-03-13 23:00:00 UTC+0000,1.97
2024-03-14 03:00:00 UTC+0000,1.56
2024-03-14 07:00:00 UTC+0000,2.5
2024-03-14 11:00:00 UTC+0000,3.39
2024-03-14 15:00:00 UTC+0000,1.13
2024-03-14 19:00:00 UTC+0000,2.0
2024-03-14 23:00:00 UTC+0000,3.25
2024-03-15 03:00:00 UTC+0000,2.49
2024-03-15 07:00:00 UTC+0000,2.48
2024-03-15 11:00:00 UTC+0000,9.6
2024-03-15 15:00:00 UTC+0000,1.9
2024-03-15 19:00:00 UTC+0000,2.88
2024-03-15 23:00:00 UTC+0000,5.15
2024-03-16 03:00:00 UTC+0000,3.62
2024-03-16 07:00:00 UTC+0000,7.5
2024-03-16 11:00:00 UTC+0000,36.53
2024-03-16 15:00:00 UTC+0000,4.84
2024-03-16 19:00:00 UTC+0000,2.63
2024-03-16 23:00:00 UTC+0000,2.8
2024-03-17 03:00:00 UTC+0000,2.17
2024-03-17 07:00:00 UTC+0000,11.21
2024-03-17 11:00:00 UTC+0000,17.26
2024-03-17 15:00:00 UTC+0000,3.07
2024-03-17 19:00:00 UTC+0000,2.29
2024-03-17 23:00:00 UTC+0000,4.78
2024-03-18 03:00:00 UTC+0000,2.5
2024-03-18 07:00:00 UTC+0000,5.35
2024-03-18 11:00:00 UTC+0000,6.99
2024-03-18 15:00:00 UTC+0000,1.96
2024-03-18 19:00:00 UTC+0000,1.61
2024-03-18 23:00:00 UTC+0000,2.66
2024-03-19 03:00:00 UTC+0000,1.69
2024-03-19 07:00:00 UTC+0000,3.3
2024-03-19 11:00:00 UTC+0000,7.72
2024-03-19 15:00:00 UTC+0000,1.28
2024-03-19 19:00:00 UTC+0000,1.09
2024-03-19 23:00:00 UTC+0000,1.72
2024-03-20 03:00:00 UTC+0000,1.1
2024-03-20 07:00:00 UTC+0000,2.01
2024-03-20 11:00:00 UTC+0000,4.51
2024-03-20 15:00:00 UTC+0000,0.85
2024-03-20 19:00:00 UTC+0000,0.74
2024-03-20 23:00:00 UTC+0000,1.17
2024-03-21 03:00:00 UTC+0000,0.95
2024-03-21 07:00:00 UTC+0000,1.49
2024-03-21 11:00:00 UTC+0000,5.64
2024-03-21 15:00:00 UTC+0000,0.57
2024-03-21 19:00:00 UTC+0000,0.55
2024-03-21 23:00:00 UTC+0000,1.17
2024-03-22 03:00:00 UTC+0000,0.96
2024-03-22 07:00:00 UTC+0000,6.95
2024-03-22 11:00:00 UTC+0000,8.86
2024-03-22 15:00:00 UTC+0000,0.54
2024-03-22 19:00:00 UTC+0000,0.6
2024-03-22 23:00:00 UTC+0000,1.42
2024-03-23 03:00:00 UTC+0000,1.26
2024-03-23 07:00:00 UTC+0000,12.13
2024-03-23 11:00:00 UTC+0000,39.0
2024-03-23 15:00:00 UTC+0000,9.89
2024-03-23 19:00:00 UTC+0000,1.74
2024-03-23 23:00:00 UTC+0000,4.47
2024-03-24 03:00:00 UTC+0000,5.25
2024-03-24 07:00:00 UTC+0000,23.09
2024-03-24 11:00:00 UTC+0000,33.8
2024-03-24 15:00:00 UTC+0000,11.38
2024-03-24 19:00:00 UTC+0000,2.13
2024-03-24 23:00:00 UTC+0000,2.24
2024-03-25 03:00:00 UTC+0000,2.04
2024-03-25 07:00:00 UTC+0000,4.25
2024-03-25 11:00:00 UTC+0000,8.47
2024-03-25 15:00:00 UTC+0000,2.46
2024-03-25 19:00:00 UTC+0000,1.0
2024-03-25 23:00:00 UTC+0000,1.25
2024-03-26 03:00:00 UTC+0000,1.14
2024-03-26 07:00:00 UTC+0000,3.64
2024-03-26 11:00:00 UTC+0000,21.89
2024-03-26 15:00:00 UTC+0000,1.56
2024-03-26 19:00:00 UTC+0000,0.9
2024-03-26 23:00:00 UTC+0000,1.07
2024-03-27 03:00:00 UTC+0000,0.85
2024-03-27 07:00:00 UTC+0000,2.69
2024-03-27 11:00:00 UTC+0000,8.98
2024-03-27 15:00:00 UTC+0000,0.92
2024-03-27 19:00:00 UTC+0000,0.64
2024-03-27 23:00:00 UTC+0000,1.01
2024-03-28 03:00:00 UTC+0000,1.3
2024-03-28 07:00:00 UTC+0000,4.5
2024-03-28 11:00:00 UTC+0000,29.18
2024-03-28 15:00:00 UTC+0000,4.98
2024-03-28 19:00:00 UTC+0000,1.55
2024-03-28 23:00:00 UTC+0000,6.0
2024-03-29 03:00:00 UTC+0000,5.9
2024-03-29 07:00:00 UTC+0000,13.3
2024-03-29 11:00:00 UTC+0000,28.88
2024-03-29 15:00:00 UTC+0000,4.7
2024-03-29 19:00:00 UTC+0000,2.0
2024-03-29 23:00:00 UTC+0000,2.94
2024-03-30 03:00:00 UTC+0000,3.63
2024-03-30 07:00:00 UTC+0000,13.68
2024-03-30 11:00:00 UTC+0000,32.57
2024-03-30 15:00:00 UTC+0000,4.24
2024-03-30 19:00:00 UTC+0000,2.0
2024-03-30 23:00:00 UTC+0000,3.0
2024-03-31 02:00:00 UTC+0000,2.79
2024-03-31 06:00:00 UTC+0000,14.92
2024-03-31 10:00:00 UTC+0000,45.72
2024-03-31 14:00:00 UTC+0000,7.95
2024-03-31 18:00:00 UTC+0000,1.79
2024-03-31 22:00:00 UTC+0000,2.4
2024-04-01 02:00:00 UTC+0000,2.53
2024-04-01 06:00:00 UTC+0000,10.76
2024-04-01 10:00:00 UTC+0000,38.63
2024-04-01 14:00:00 UTC+0000,7.14
2024-04-01 18:00:00 UTC+0000,1.93
2024-04-01 22:00:00 UTC+0000,3.16
2024-04-02 02:00:00 UTC+0000,5.67
2024-04-02 06:00:00 UTC+0000,29.17
2024-04-02 10:00:00 UTC+0000,50.0
2024-04-02 14:00:00 UTC+0000,10.29
2024-04-02 18:00:00 UTC+0000,2.98
2024-04-02 22:00:00 UTC+0000,3.33
2024-04-03 02:00:00 UTC+0000,5.11
2024-04-03 06:00:00 UTC+0000,6.39
2024-04-03 10:00:00 UTC+0000,14.2
2024-04-03 14:00:00 UTC+0000,4.0
2024-04-03 18:00:00 UTC+0000,3.34
2024-04-03 22:00:00 UTC+0000,6.5
2024-04-04 02:00:00 UTC+0000,3.67
2024-04-04 06:00:00 UTC+0000,5.3
2024-04-04 10:00:00 UTC+0000,16.0
2024-04-04 14:00:00 UTC+0000,3.87
2024-04-04 18:00:00 UTC+0000,2.61
2024-04-04 22:00:00 UTC+0000,3.33
2024-04-05 02:00:00 UTC+0000,2.7
2024-04-05 06:00:00 UTC+0000,3.93
2024-04-05 10:00:00 UTC+0000,20.0
2024-04-05 14:00:00 UTC+0000,4.55
2024-04-05 18:00:00 UTC+0000,2.1
2024-04-05 22:00:00 UTC+0000,3.54
2024-04-06 02:00:00 UTC+0000,2.7
2024-04-06 06:00:00 UTC+0000,6.47
2024-04-06 10:00:00 UTC+0000,48.78
2024-04-06 14:00:00 UTC+0000,15.0
2024-04-06 18:00:00 UTC+0000,1.8
2024-04-06 22:00:00 UTC+0000,4.88
2024-04-07 02:00:00 UTC+0000,4.33
2024-04-07 06:00:00 UTC+0000,14.0
2024-04-07 10:00:00 UTC+0000,59.79
2024-04-07 14:00:00 UTC+0000,15.75
2024-04-07 18:00:00 UTC+0000,2.53
2024-04-07 22:00:00 UTC+0000,1.92
2024-04-08 02:00:00 UTC+0000,1.66
2024-04-08 06:00:00 UTC+0000,5.0
2024-04-08 10:00:00 UTC+0000,16.35
2024-04-08 14:00:00 UTC+0000,4.58
2024-04-08 18:00:00 UTC+0000,1.97
2024-04-08 22:00:00 UTC+0000,1.58
2024-04-09 02:00:00 UTC+0000,1.2
2024-04-09 06:00:00 UTC+0000,3.8
2024-04-09 10:00:00 UTC+0000,15.65
2024-04-09 14:00:00 UTC+0000,4.02
2024-04-09 18:00:00 UTC+0000,1.95
2024-04-09 22:00:00 UTC+0000,20.79
2024-04-10 02:00:00 UTC+0000,2.92
2024-04-10 06:00:00 UTC+0000,3.12
2024-04-10 10:00:00 UTC+0000,13.4
2024-04-10 14:00:00 UTC+0000,9.94
2024-04-10 18:00:00 UTC+0000,2.89
2024-04-10 22:00:00 UTC+0000,9.78
2024-04-11 02:00:00 UTC+0000,2.5
2024-04-11 06:00:00 UTC+0000,14.0
2024-04-11 10:00:00 UTC+0000,32.5
2024-04-11 14:00:00 UTC+0000,5.25
2024-04-11 18:00:00 UTC+0000,1.77
2024-04-11 22:00:00 UTC+0000,5.2
2024-04-12 02:00:00 UTC+0000,1.6
2024-04-12 06:00:00 UTC+0000,12.47
2024-04-12 10:00:00 UTC+0000,59.25
2024-04-12 14:00:00 UTC+0000,6.64
2024-04-12 18:00:00 UTC+0000,1.61
2024-04-12 22:00:00 UTC+0000,4.16
2024-04-13 02:00:00 UTC+0000,2.21
2024-04-13 06:00:00 UTC+0000,12.0
2024-04-13 10:00:00 UTC+0000,40.94
2024-04-13 14:00:00 UTC+0000,10.71
2024-04-13 18:00:00 UTC+0000,2.94
2024-04-13 22:00:00 UTC+0000,11.53
2024-04-14 02:00:00 UTC+0000,8.45
2024-04-14 06:00:00 UTC+0000,31.85
2024-04-14 10:00:00 UTC+0000,145.0
2024-04-14 14:00:00 UTC+0000,31.5
2024-04-14 18:00:00 UTC+0000,2.3
2024-04-14 22:00:00 UTC+0000,5.74
2024-04-15 02:00:00 UTC+0000,4.21
2024-04-15 06:00:00 UTC+0000,12.87
2024-04-15 10:00:00 UTC+0000,48.46
2024-04-15 14:00:00 UTC+0000,14.77
2024-04-15 18:00:00 UTC+0000,8.0
2024-04-15 22:00:00 UTC+0000,26.43
2024-04-16 02:00:00 UTC+0000,19.64
2024-04-16 06:00:00 UTC+0000,17.75
2024-04-16 10:00:00 UTC+0000,37.12
2024-04-16 14:00:00 UTC+0000,16.56
2024-04-16 18:00:00 UTC+0000,7.16
2024-04-16 22:00:00 UTC+0000,11.04
2024-04-17 02:00:00 UTC+0000,6.35
2024-04-17 06:00:00 UTC+0000,10.0
2024-04-17 10:00:00 UTC+0000,17.6
2024-04-17 14:00:00 UTC+0000,8.0
2024-04-17 18:00:00 UTC+0000,2.38
2024-04-17 22:00:00 UTC+0000,5.5
2024-04-18 02:00:00 UTC+0000,3.5
2024-04-18 06:00:00 UTC+0000,5.5
2024-04-18 10:00:00 UTC+0000,18.11
2024-04-18 14:00:00 UTC+0000,5.02
2024-04-18 18:00:00 UTC+0000,1.61
2024-04-18 22:00:00 UTC+0000,4.88
2024-04-19 02:00:00 UTC+0000,3.08
