time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-04-14 22:00:00 UTC+0000,4.2,5.07,5.07,49.0
2022-04-15 02:00:00 UTC+0000,3.64,2.91,2.91,18.7
2022-04-15 06:00:00 UTC+0000,8.09,7.05,7.05,11.28
2022-04-15 10:00:00 UTC+0000,30.48,20.23,20.23,28.89
2022-04-15 14:00:00 UTC+0000,7.53,5.93,5.93,5.22
2022-04-15 18:00:00 UTC+0000,2.32,1.8,1.8,4.31
2022-04-15 22:00:00 UTC+0000,4.09,21.02,4.2,21.02
2022-04-16 02:00:00 UTC+0000,3.38,10.24,3.64,10.24
2022-04-16 06:00:00 UTC+0000,12.63,23.62,8.09,23.62
2022-04-16 10:00:00 UTC+0000,89.43,95.67,30.48,95.67
2022-04-16 14:00:00 UTC+0000,18.8,38.38,7.53,38.38
2022-04-16 18:00:00 UTC+0000,3.0,6.99,2.32,6.99
2022-04-16 22:00:00 UTC+0000,3.89,19.67,4.09,19.67
2022-04-17 02:00:00 UTC+0000,3.49,11.12,3.38,11.12
2022-04-17 06:00:00 UTC+0000,21.7,56.0,12.63,56.0
2022-04-17 10:00:00 UTC+0000,100.02,124.33,89.43,124.33
2022-04-17 14:00:00 UTC+0000,32.36,80.69,18.8,80.69
2022-04-17 18:00:00 UTC+0000,2.84,5.7,3.0,5.7
2022-04-17 22:00:00 UTC+0000,3.6,4.2,3.89,11.0
2022-04-18 02:00:00 UTC+0000,3.0,3.64,3.49,7.4
2022-04-18 06:00:00 UTC+0000,19.89,8.09,21.7,19.82
2022-04-18 10:00:00 UTC+0000,91.67,30.48,100.02,47.98
2022-04-18 14:00:00 UTC+0000,23.0,7.53,32.36,18.5
2022-04-18 18:00:00 UTC+0000,2.5,2.32,2.84,4.0
2022-04-18 22:00:00 UTC+0000,3.64,3.6,3.6,7.38
2022-04-19 02:00:00 UTC+0000,2.76,3.0,3.0,4.64
2022-04-19 06:00:00 UTC+0000,9.85,19.89,19.89,14.89
2022-04-19 10:00:00 UTC+0000,37.28,91.67,91.67,40.0
2022-04-19 14:00:00 UTC+0000,13.0,23.0,23.0,13.2
2022-04-19 18:00:00 UTC+0000,1.98,2.5,2.5,2.78
2022-04-19 22:00:00 UTC+0000,2.9,3.64,3.64,7.03
2022-04-20 02:00:00 UTC+0000,10.31,2.76,2.76,3.42
2022-04-20 06:00:00 UTC+0000,6.76,9.85,9.85,10.0
2022-04-20 10:00:00 UTC+0000,24.46,37.28,37.28,27.8
2022-04-20 14:00:00 UTC+0000,7.8,13.0,13.0,8.33
2022-04-20 18:00:00 UTC+0000,3.0,1.98,1.98,2.18
2022-04-20 22:00:00 UTC+0000,2.5,2.9,2.9,5.07
2022-04-21 02:00:00 UTC+0000,4.7,10.31,10.31,2.91
2022-04-21 06:00:00 UTC+0000,35.0,6.76,6.76,7.05
2022-04-21 10:00:00 UTC+0000,236.24,24.46,24.46,20.23
2022-04-21 14:00:00 UTC+0000,16.22,7.8,7.8,5.93
2022-04-21 18:00:00 UTC+0000,2.18,3.0,3.0,1.8
2022-04-21 22:00:00 UTC+0000,4.13,2.5,2.5,4.2
2022-04-22 02:00:00 UTC+0000,8.76,4.7,4.7,3.64
2022-04-22 06:00:00 UTC+0000,23.38,35.0,35.0,8.09
2022-04-22 10:00:00 UTC+0000,87.99,236.24,236.24,30.48
2022-04-22 14:00:00 UTC+0000,17.09,16.22,16.22,7.53
2022-04-22 18:00:00 UTC+0000,3.4,2.18,2.18,2.32
2022-04-22 22:00:00 UTC+0000,4.0,4.09,4.13,4.09
2022-04-23 02:00:00 UTC+0000,6.62,3.38,8.76,3.38
2022-04-23 06:00:00 UTC+0000,33.73,12.63,23.38,12.63
2022-04-23 10:00:00 UTC+0000,103.49,89.43,87.99,89.43
2022-04-23 14:00:00 UTC+0000,28.97,18.8,17.09,18.8
2022-04-23 18:00:00 UTC+0000,3.4,3.0,3.4,3.0
2022-04-23 22:00:00 UTC+0000,13.42,3.89,4.0,3.89
2022-04-24 02:00:00 UTC+0000,11.22,3.49,6.62,3.49
2022-04-24 06:00:00 UTC+0000,29.82,21.7,33.73,21.7
2022-04-24 10:00:00 UTC+0000,88.24,100.02,103.49,100.02
2022-04-24 14:00:00 UTC+0000,20.68,32.36,28.97,32.36
2022-04-24 18:00:00 UTC+0000,2.85,2.84,3.4,2.84
2022-04-24 22:00:00 UTC+0000,7.26,4.13,13.42,3.6
2022-04-25 02:00:00 UTC+0000,7.22,8.76,11.22,3.0
2022-04-25 06:00:00 UTC+0000,17.5,23.38,29.82,19.89
2022-04-25 10:00:00 UTC+0000,37.69,87.99,88.24,91.67
2022-04-25 14:00:00 UTC+0000,12.27,17.09,20.68,23.0
2022-04-25 18:00:00 UTC+0000,2.14,3.4,2.85,2.5
2022-04-25 22:00:00 UTC+0000,4.05,7.26,7.26,3.64
2022-04-26 02:00:00 UTC+0000,4.05,7.22,7.22,2.76
2022-04-26 06:00:00 UTC+0000,9.65,17.5,17.5,9.85
2022-04-26 10:00:00 UTC+0000,22.73,37.69,37.69,37.28
2022-04-26 14:00:00 UTC+0000,6.92,12.27,12.27,13.0
2022-04-26 18:00:00 UTC+0000,1.53,2.14,2.14,1.98
2022-04-26 22:00:00 UTC+0000,2.7,4.05,4.05,2.9
2022-04-27 02:00:00 UTC+0000,2.76,4.05,4.05,10.31
2022-04-27 06:00:00 UTC+0000,6.22,9.65,9.65,6.76
2022-04-27 10:00:00 UTC+0000,14.46,22.73,22.73,24.46
2022-04-27 14:00:00 UTC+0000,4.08,6.92,6.92,7.8
2022-04-27 18:00:00 UTC+0000,1.09,1.53,1.53,3.0
2022-04-27 22:00:00 UTC+0000,2.0,2.7,2.7,2.5
2022-04-28 02:00:00 UTC+0000,1.97,2.76,2.76,4.7
2022-04-28 06:00:00 UTC+0000,4.43,6.22,6.22,35.0
2022-04-28 10:00:00 UTC+0000,15.8,14.46,14.46,236.24
2022-04-28 14:00:00 UTC+0000,3.12,4.08,4.08,16.22
2022-04-28 18:00:00 UTC+0000,0.85,1.09,1.09,2.18
2022-04-28 22:00:00 UTC+0000,1.79,2.0,2.0,4.13
2022-04-29 02:00:00 UTC+0000,1.84,1.97,1.97,8.76
2022-04-29 06:00:00 UTC+0000,4.0,4.43,4.43,23.38
2022-04-29 10:00:00 UTC+0000,12.2,15.8,15.8,87.99
2022-04-29 14:00:00 UTC+0000,2.63,3.12,3.12,17.09
2022-04-29 18:00:00 UTC+0000,0.76,0.85,0.85,3.4
2022-04-29 22:00:00 UTC+0000,2.67,4.0,1.79,4.0
2022-04-30 02:00:00 UTC+0000,3.38,6.62,1.84,6.62
2022-04-30 06:00:00 UTC+0000,24.04,33.73,4.0,33.73
2022-04-30 10:00:00 UTC+0000,51.09,103.49,12.2,103.49
2022-04-30 14:00:00 UTC+0000,6.93,28.97,2.63,28.97
2022-04-30 18:00:00 UTC+0000,2.0,3.4,0.76,3.4
2022-04-30 22:00:00 UTC+0000,5.66,13.42,2.67,13.42
2022-05-01 02:00:00 UTC+0000,4.99,11.22,3.38,11.22
2022-05-01 06:00:00 UTC+0000,18.0,29.82,24.04,29.82
2022-05-01 10:00:00 UTC+0000,48.86,88.24,51.09,88.24
2022-05-01 14:00:00 UTC+0000,14.89,20.68,6.93,20.68
2022-05-01 18:00:00 UTC+0000,3.67,2.85,2.0,2.85
2022-05-01 22:00:00 UTC+0000,3.5,1.79,5.66,7.26
2022-05-02 02:00:00 UTC+0000,3.17,1.84,4.99,7.22
2022-05-02 06:00:00 UTC+0000,9.1,4.0,18.0,17.5
2022-05-02 10:00:00 UTC+0000,20.54,12.2,48.86,37.69
2022-05-02 14:00:00 UTC+0000,6.03,2.63,14.89,12.27
2022-05-02 18:00:00 UTC+0000,1.85,0.76,3.67,2.14
2022-05-02 22:00:00 UTC+0000,2.7,3.5,3.5,4.05
2022-05-03 02:00:00 UTC+0000,2.8,3.17,3.17,4.05
2022-05-03 06:00:00 UTC+0000,6.52,9.1,9.1,9.65
2022-05-03 10:00:00 UTC+0000,15.0,20.54,20.54,22.73
2022-05-03 14:00:00 UTC+0000,4.09,6.03,6.03,6.92
2022-05-03 18:00:00 UTC+0000,1.39,1.85,1.85,1.53
2022-05-03 22:00:00 UTC+0000,2.0,2.7,2.7,2.7
2022-05-04 02:00:00 UTC+0000,2.21,2.8,2.8,2.76
2022-05-04 06:00:00 UTC+0000,4.63,6.52,6.52,6.22
2022-05-04 10:00:00 UTC+0000,11.48,15.0,15.0,14.46
2022-05-04 14:00:00 UTC+0000,2.88,4.09,4.09,4.08
2022-05-04 18:00:00 UTC+0000,1.05,1.39,1.39,1.09
2022-05-04 22:00:00 UTC+0000,1.67,2.0,2.0,2.0
2022-05-05 02:00:00 UTC+0000,1.8,2.21,2.21,1.97
2022-05-05 06:00:00 UTC+0000,3.51,4.63,4.63,4.43
2022-05-05 10:00:00 UTC+0000,8.82,11.48,11.48,15.8
2022-05-05 14:00:00 UTC+0000,2.37,2.88,2.88,3.12
2022-05-05 18:00:00 UTC+0000,0.95,1.05,1.05,0.85
2022-05-05 22:00:00 UTC+0000,1.35,1.67,1.67,1.79
2022-05-06 02:00:00 UTC+0000,1.56,1.8,1.8,1.84
2022-05-06 06:00:00 UTC+0000,2.79,3.51,3.51,4.0
2022-05-06 10:00:00 UTC+0000,6.93,8.82,8.82,12.2
2022-05-06 14:00:00 UTC+0000,1.85,2.37,2.37,2.63
2022-05-06 18:00:00 UTC+0000,0.86,0.95,0.95,0.76
2022-05-06 22:00:00 UTC+0000,1.83,2.67,1.35,2.67
2022-05-07 02:00:00 UTC+0000,1.93,3.38,1.56,3.38
2022-05-07 06:00:00 UTC+0000,6.68,24.04,2.79,24.04
2022-05-07 10:00:00 UTC+0000,19.49,51.09,6.93,51.09
2022-05-07 14:00:00 UTC+0000,4.22,6.93,1.85,6.93
2022-05-07 18:00:00 UTC+0000,1.41,2.0,0.86,2.0
2022-05-07 22:00:00 UTC+0000,3.04,5.66,1.83,5.66
2022-05-08 02:00:00 UTC+0000,3.32,4.99,1.93,4.99
2022-05-08 06:00:00 UTC+0000,33.0,18.0,6.68,18.0
2022-05-08 10:00:00 UTC+0000,76.0,48.86,19.49,48.86
2022-05-08 14:00:00 UTC+0000,13.4,14.89,4.22,14.89
2022-05-08 18:00:00 UTC+0000,2.16,3.67,1.41,3.67
2022-05-08 22:00:00 UTC+0000,2.41,1.35,3.04,3.5
2022-05-09 02:00:00 UTC+0000,2.5,1.56,3.32,3.17
2022-05-09 06:00:00 UTC+0000,12.13,2.79,33.0,9.1
2022-05-09 10:00:00 UTC+0000,24.66,6.93,76.0,20.54
2022-05-09 14:00:00 UTC+0000,5.75,1.85,13.4,6.03
2022-05-09 18:00:00 UTC+0000,1.4,0.86,2.16,1.85
2022-05-09 22:00:00 UTC+0000,2.05,2.41,2.41,2.7
2022-05-10 02:00:00 UTC+0000,2.12,2.5,2.5,2.8
2022-05-10 06:00:00 UTC+0000,9.5,12.13,12.13,6.52
2022-05-10 10:00:00 UTC+0000,32.32,24.66,24.66,15.0
2022-05-10 14:00:00 UTC+0000,5.1,5.75,5.75,4.09
2022-05-10 18:00:00 UTC+0000,1.4,1.4,1.4,1.39
2022-05-10 22:00:00 UTC+0000,1.84,2.05,2.05,2.0
2022-05-11 02:00:00 UTC+0000,1.81,2.12,2.12,2.21
2022-05-11 06:00:00 UTC+0000,17.0,9.5,9.5,4.63
2022-05-11 10:00:00 UTC+0000,103.2,32.32,32.32,11.48
2022-05-11 14:00:00 UTC+0000,34.01,5.1,5.1,2.88
2022-05-11 18:00:00 UTC+0000,1.63,1.4,1.4,1.05
2022-05-11 22:00:00 UTC+0000,15.71,1.84,1.84,1.67
2022-05-12 02:00:00 UTC+0000,4.7,1.81,1.81,1.8
2022-05-12 06:00:00 UTC+0000,21.97,17.0,17.0,3.51
2022-05-12 10:00:00 UTC+0000,97.08,103.2,103.2,8.82
2022-05-12 14:00:00 UTC+0000,25.68,34.01,34.01,2.37
2022-05-12 18:00:00 UTC+0000,1.4,1.63,1.63,0.95
2022-05-12 22:00:00 UTC+0000,5.16,15.71,15.71,1.35
2022-05-13 02:00:00 UTC+0000,2.9,4.7,4.7,1.56
2022-05-13 06:00:00 UTC+0000,14.81,21.97,21.97,2.79
2022-05-13 10:00:00 UTC+0000,103.37,97.08,97.08,6.93
2022-05-13 14:00:00 UTC+0000,24.23,25.68,25.68,1.85
2022-05-13 18:00:00 UTC+0000,1.47,1.4,1.4,0.86
2022-05-13 22:00:00 UTC+0000,4.43,1.83,5.16,1.83
2022-05-14 02:00:00 UTC+0000,3.55,1.93,2.9,1.93
2022-05-14 06:00:00 UTC+0000,26.74,6.68,14.81,6.68
2022-05-14 10:00:00 UTC+0000,91.67,19.49,103.37,19.49
2022-05-14 14:00:00 UTC+0000,17.15,4.22,24.23,4.22
2022-05-14 18:00:00 UTC+0000,1.7,1.41,1.47,1.41
2022-05-14 22:00:00 UTC+0000,3.4,3.04,4.43,3.04
2022-05-15 02:00:00 UTC+0000,2.77,3.32,3.55,3.32
2022-05-15 06:00:00 UTC+0000,25.82,33.0,26.74,33.0
2022-05-15 10:00:00 UTC+0000,81.23,76.0,91.67,76.0
2022-05-15 14:00:00 UTC+0000,13.74,13.4,17.15,13.4
2022-05-15 18:00:00 UTC+0000,1.5,2.16,1.7,2.16
2022-05-15 22:00:00 UTC+0000,3.27,5.16,3.4,2.41
2022-05-16 02:00:00 UTC+0000,2.7,2.9,2.77,2.5
2022-05-16 06:00:00 UTC+0000,13.48,14.81,25.82,12.13
2022-05-16 10:00:00 UTC+0000,30.0,103.37,81.23,24.66
2022-05-16 14:00:00 UTC+0000,7.34,24.23,13.74,5.75
2022-05-16 18:00:00 UTC+0000,1.25,1.47,1.5,1.4
2022-05-16 22:00:00 UTC+0000,2.32,3.27,3.27,2.05
2022-05-17 02:00:00 UTC+0000,2.02,2.7,2.7,2.12
2022-05-17 06:00:00 UTC+0000,8.54,13.48,13.48,9.5
2022-05-17 10:00:00 UTC+0000,18.01,30.0,30.0,32.32
2022-05-17 14:00:00 UTC+0000,4.52,7.34,7.34,5.1
2022-05-17 18:00:00 UTC+0000,0.98,1.25,1.25,1.4
2022-05-17 22:00:00 UTC+0000,2.0,2.32,2.32,1.84
2022-05-18 02:00:00 UTC+0000,1.9,2.02,2.02,1.81
2022-05-18 06:00:00 UTC+0000,7.23,8.54,8.54,17.0
2022-05-18 10:00:00 UTC+0000,13.98,18.01,18.01,103.2
2022-05-18 14:00:00 UTC+0000,3.43,4.52,4.52,34.01
2022-05-18 18:00:00 UTC+0000,0.84,0.98,0.98,1.63
2022-05-18 22:00:00 UTC+0000,1.63,2.0,2.0,15.71
2022-05-19 02:00:00 UTC+0000,1.56,1.9,1.9,4.7
2022-05-19 06:00:00 UTC+0000,6.06,7.23,7.23,21.97
2022-05-19 10:00:00 UTC+0000,11.06,13.98,13.98,97.08
2022-05-19 14:00:00 UTC+0000,2.46,3.43,3.43,25.68
2022-05-19 18:00:00 UTC+0000,0.67,0.84,0.84,1.4
2022-05-19 22:00:00 UTC+0000,1.23,1.63,1.63,5.16
2022-05-20 02:00:00 UTC+0000,1.2,1.56,1.56,2.9
2022-05-20 06:00:00 UTC+0000,4.52,6.06,6.06,14.81
2022-05-20 10:00:00 UTC+0000,8.08,11.06,11.06,103.37
2022-05-20 14:00:00 UTC+0000,1.7,2.46,2.46,24.23
2022-05-20 18:00:00 UTC+0000,0.77,0.67,0.67,1.47
2022-05-20 22:00:00 UTC+0000,9.16,4.43,1.23,4.43
2022-05-21 02:00:00 UTC+0000,12.0,3.55,1.2,3.55
2022-05-21 06:00:00 UTC+0000,71.42,26.74,4.52,26.74
2022-05-21 10:00:00 UTC+0000,131.08,91.67,8.08,91.67
2022-05-21 14:00:00 UTC+0000,51.53,17.15,1.7,17.15
2022-05-21 18:00:00 UTC+0000,3.99,1.7,0.77,1.7
2022-05-21 22:00:00 UTC+0000,4.54,3.4,9.16,3.4
2022-05-22 02:00:00 UTC+0000,5.9,2.77,12.0,2.77
2022-05-22 06:00:00 UTC+0000,31.05,25.82,71.42,25.82
2022-05-22 10:00:00 UTC+0000,77.8,81.23,131.08,81.23
2022-05-22 14:00:00 UTC+0000,21.0,13.74,51.53,13.74
2022-05-22 18:00:00 UTC+0000,1.74,1.5,3.99,1.5
2022-05-22 22:00:00 UTC+0000,3.17,1.23,4.54,3.27
2022-05-23 02:00:00 UTC+0000,3.34,1.2,5.9,2.7
2022-05-23 06:00:00 UTC+0000,11.8,4.52,31.05,13.48
2022-05-23 10:00:00 UTC+0000,24.23,8.08,77.8,30.0
2022-05-23 14:00:00 UTC+0000,8.12,1.7,21.0,7.34
2022-05-23 18:00:00 UTC+0000,1.44,0.77,1.74,1.25
2022-05-23 22:00:00 UTC+0000,11.72,3.17,3.17,2.32
2022-05-24 02:00:00 UTC+0000,7.26,3.34,3.34,2.02
2022-05-24 06:00:00 UTC+0000,13.01,11.8,11.8,8.54
2022-05-24 10:00:00 UTC+0000,43.53,24.23,24.23,18.01
2022-05-24 14:00:00 UTC+0000,10.0,8.12,8.12,4.52
2022-05-24 18:00:00 UTC+0000,1.16,1.44,1.44,0.98
2022-05-24 22:00:00 UTC+0000,3.9,11.72,11.72,2.0
2022-05-25 02:00:00 UTC+0000,3.21,7.26,7.26,1.9
2022-05-25 06:00:00 UTC+0000,9.46,13.01,13.01,7.23
2022-05-25 10:00:00 UTC+0000,19.8,43.53,43.53,13.98
2022-05-25 14:00:00 UTC+0000,6.41,10.0,10.0,3.43
2022-05-25 18:00:00 UTC+0000,1.14,1.16,1.16,0.84
2022-05-25 22:00:00 UTC+0000,7.22,3.9,3.9,1.63
2022-05-26 02:00:00 UTC+0000,9.35,3.21,3.21,1.56
2022-05-26 06:00:00 UTC+0000,70.67,9.46,9.46,6.06
2022-05-26 10:00:00 UTC+0000,115.38,19.8,19.8,11.06
2022-05-26 14:00:00 UTC+0000,56.35,6.41,6.41,2.46
2022-05-26 18:00:00 UTC+0000,3.64,1.14,1.14,0.67
2022-05-26 22:00:00 UTC+0000,14.4,7.22,7.22,1.23
2022-05-27 02:00:00 UTC+0000,8.78,9.35,9.35,1.2
2022-05-27 06:00:00 UTC+0000,57.43,70.67,70.67,4.52
2022-05-27 10:00:00 UTC+0000,99.44,115.38,115.38,8.08
2022-05-27 14:00:00 UTC+0000,53.78,56.35,56.35,1.7
2022-05-27 18:00:00 UTC+0000,3.88,3.64,3.64,0.77
2022-05-27 22:00:00 UTC+0000,12.81,9.16,14.4,9.16
2022-05-28 02:00:00 UTC+0000,13.31,12.0,8.78,12.0
2022-05-28 06:00:00 UTC+0000,58.25,71.42,57.43,71.42
2022-05-28 10:00:00 UTC+0000,96.22,131.08,99.44,131.08
2022-05-28 14:00:00 UTC+0000,50.0,51.53,53.78,51.53
2022-05-28 18:00:00 UTC+0000,3.35,3.99,3.88,3.99
2022-05-28 22:00:00 UTC+0000,6.87,4.54,12.81,4.54
2022-05-29 02:00:00 UTC+0000,6.7,5.9,13.31,5.9
2022-05-29 06:00:00 UTC+0000,31.19,31.05,58.25,31.05
2022-05-29 10:00:00 UTC+0000,56.5,77.8,96.22,77.8
2022-05-29 14:00:00 UTC+0000,24.13,21.0,50.0,21.0
2022-05-29 18:00:00 UTC+0000,2.36,1.74,3.35,1.74
2022-05-29 22:00:00 UTC+0000,3.88,14.4,6.87,3.17
2022-05-30 02:00:00 UTC+0000,3.88,8.78,6.7,3.34
2022-05-30 06:00:00 UTC+0000,10.97,57.43,31.19,11.8
2022-05-30 10:00:00 UTC+0000,19.98,99.44,56.5,24.23
2022-05-30 14:00:00 UTC+0000,9.91,53.78,24.13,8.12
2022-05-30 18:00:00 UTC+0000,1.45,3.88,2.36,1.44
2022-05-30 22:00:00 UTC+0000,2.34,3.88,3.88,11.72
2022-05-31 02:00:00 UTC+0000,2.4,3.88,3.88,7.26
2022-05-31 06:00:00 UTC+0000,7.77,10.97,10.97,13.01
2022-05-31 10:00:00 UTC+0000,14.4,19.98,19.98,43.53
2022-05-31 14:00:00 UTC+0000,5.23,9.91,9.91,10.0
2022-05-31 18:00:00 UTC+0000,1.05,1.45,1.45,1.16
2022-05-31 22:00:00 UTC+0000,1.9,2.34,2.34,3.9
2022-06-01 02:00:00 UTC+0000,1.85,2.4,2.4,3.21
2022-06-01 06:00:00 UTC+0000,13.34,7.77,7.77,9.46
2022-06-01 10:00:00 UTC+0000,11.4,14.4,14.4,19.8
2022-06-01 14:00:00 UTC+0000,3.42,5.23,5.23,6.41
2022-06-01 18:00:00 UTC+0000,0.86,1.05,1.05,1.14
2022-06-01 22:00:00 UTC+0000,1.46,1.9,1.9,7.22
2022-06-02 02:00:00 UTC+0000,1.4,1.85,1.85,9.35
2022-06-02 06:00:00 UTC+0000,7.4,13.34,13.34,70.67
2022-06-02 10:00:00 UTC+0000,11.84,11.4,11.4,115.38
2022-06-02 14:00:00 UTC+0000,2.78,3.42,3.42,56.35
2022-06-02 18:00:00 UTC+0000,0.78,0.86,0.86,3.64
2022-06-02 22:00:00 UTC+0000,1.08,1.46,1.46,14.4
2022-06-03 02:00:00 UTC+0000,1.03,1.4,1.4,8.78
2022-06-03 06:00:00 UTC+0000,5.7,7.4,7.4,57.43
2022-06-03 10:00:00 UTC+0000,9.43,11.84,11.84,99.44
2022-06-03 14:00:00 UTC+0000,2.11,2.78,2.78,53.78
2022-06-03 18:00:00 UTC+0000,0.58,0.78,0.78,3.88
2022-06-03 22:00:00 UTC+0000,1.85,12.81,1.08,12.81
2022-06-04 02:00:00 UTC+0000,2.05,13.31,1.03,13.31
2022-06-04 06:00:00 UTC+0000,8.79,58.25,5.7,58.25
2022-06-04 10:00:00 UTC+0000,31.0,96.22,9.43,96.22
2022-06-04 14:00:00 UTC+0000,6.3,50.0,2.11,50.0
2022-06-04 18:00:00 UTC+0000,1.13,3.35,0.58,3.35
2022-06-04 22:00:00 UTC+0000,3.04,6.87,1.85,6.87
2022-06-05 02:00:00 UTC+0000,3.4,6.7,2.05,6.7
2022-06-05 06:00:00 UTC+0000,16.1,31.19,8.79,31.19
2022-06-05 10:00:00 UTC+0000,56.39,56.5,31.0,56.5
2022-06-05 14:00:00 UTC+0000,10.8,24.13,6.3,24.13
2022-06-05 18:00:00 UTC+0000,1.45,2.36,1.13,2.36
2022-06-05 22:00:00 UTC+0000,3.89,1.08,3.04,3.88
2022-06-06 02:00:00 UTC+0000,3.52,1.03,3.4,3.88
2022-06-06 06:00:00 UTC+0000,23.9,5.7,16.1,10.97
2022-06-06 10:00:00 UTC+0000,89.31,9.43,56.39,19.98
2022-06-06 14:00:00 UTC+0000,32.72,2.11,10.8,9.91
2022-06-06 18:00:00 UTC+0000,2.48,0.58,1.45,1.45
2022-06-06 22:00:00 UTC+0000,2.21,3.89,3.89,2.34
2022-06-07 02:00:00 UTC+0000,2.39,3.52,3.52,2.4
2022-06-07 06:00:00 UTC+0000,8.99,23.9,23.9,7.77
2022-06-07 10:00:00 UTC+0000,19.32,89.31,89.31,14.4
2022-06-07 14:00:00 UTC+0000,7.99,32.72,32.72,5.23
2022-06-07 18:00:00 UTC+0000,1.36,2.48,2.48,1.05
2022-06-07 22:00:00 UTC+0000,1.57,2.21,2.21,1.9
2022-06-08 02:00:00 UTC+0000,2.0,2.39,2.39,1.85
2022-06-08 06:00:00 UTC+0000,5.63,8.99,8.99,13.34
2022-06-08 10:00:00 UTC+0000,11.32,19.32,19.32,11.4
2022-06-08 14:00:00 UTC+0000,4.0,7.99,7.99,3.42
2022-06-08 18:00:00 UTC+0000,0.91,1.36,1.36,0.86
2022-06-08 22:00:00 UTC+0000,1.12,1.57,1.57,1.46
2022-06-09 02:00:00 UTC+0000,1.3,2.0,2.0,1.4
2022-06-09 06:00:00 UTC+0000,4.03,5.63,5.63,7.4
2022-06-09 10:00:00 UTC+0000,8.91,11.32,11.32,11.84
2022-06-09 14:00:00 UTC+0000,2.65,4.0,4.0,2.78
2022-06-09 18:00:00 UTC+0000,0.61,0.91,0.91,0.78
2022-06-09 22:00:00 UTC+0000,0.8,1.12,1.12,1.08
2022-06-10 02:00:00 UTC+0000,0.89,1.3,1.3,1.03
2022-06-10 06:00:00 UTC+0000,3.08,4.03,4.03,5.7
2022-06-10 10:00:00 UTC+0000,7.1,8.91,8.91,9.43
2022-06-10 14:00:00 UTC+0000,1.8,2.65,2.65,2.11
2022-06-10 18:00:00 UTC+0000,0.42,0.61,0.61,0.58
2022-06-10 22:00:00 UTC+0000,1.52,1.85,0.8,1.85
2022-06-11 02:00:00 UTC+0000,1.94,2.05,0.89,2.05
2022-06-11 06:00:00 UTC+0000,8.5,8.79,3.08,8.79
2022-06-11 10:00:00 UTC+0000,34.81,31.0,7.1,31.0
2022-06-11 14:00:00 UTC+0000,7.42,6.3,1.8,6.3
2022-06-11 18:00:00 UTC+0000,1.08,1.13,0.42,1.13
2022-06-11 22:00:00 UTC+0000,3.03,3.04,1.52,3.04
2022-06-12 02:00:00 UTC+0000,3.25,3.4,1.94,3.4
2022-06-12 06:00:00 UTC+0000,39.11,16.1,8.5,16.1
2022-06-12 10:00:00 UTC+0000,88.89,56.39,34.81,56.39
2022-06-12 14:00:00 UTC+0000,27.14,10.8,7.42,10.8
2022-06-12 18:00:00 UTC+0000,1.83,1.45,1.08,1.45
2022-06-12 22:00:00 UTC+0000,2.2,0.8,3.03,3.89
2022-06-13 02:00:00 UTC+0000,2.17,0.89,3.25,3.52
2022-06-13 06:00:00 UTC+0000,14.6,3.08,39.11,23.9
2022-06-13 10:00:00 UTC+0000,44.59,7.1,88.89,89.31
2022-06-13 14:00:00 UTC+0000,13.6,1.8,27.14,32.72
2022-06-13 18:00:00 UTC+0000,1.03,0.42,1.83,2.48
2022-06-13 22:00:00 UTC+0000,1.39,2.2,2.2,2.21
2022-06-14 02:00:00 UTC+0000,1.46,2.17,2.17,2.39
2022-06-14 06:00:00 UTC+0000,7.5,14.6,14.6,8.99
2022-06-14 10:00:00 UTC+0000,18.65,44.59,44.59,19.32
2022-06-14 14:00:00 UTC+0000,5.99,13.6,13.6,7.99
2022-06-14 18:00:00 UTC+0000,0.9,1.03,1.03,1.36
2022-06-14 22:00:00 UTC+0000,0.93,1.39,1.39,1.57
2022-06-15 02:00:00 UTC+0000,0.95,1.46,1.46,2.0
2022-06-15 06:00:00 UTC+0000,5.0,7.5,7.5,5.63
2022-06-15 10:00:00 UTC+0000,13.14,18.65,18.65,11.32
2022-06-15 14:00:00 UTC+0000,3.81,5.99,5.99,4.0
2022-06-15 18:00:00 UTC+0000,0.76,0.9,0.9,0.91
2022-06-15 22:00:00 UTC+0000,1.48,0.93,0.93,1.12
2022-06-16 02:00:00 UTC+0000,1.48,0.95,0.95,1.3
2022-06-16 06:00:00 UTC+0000,7.79,5.0,5.0,4.03
2022-06-16 10:00:00 UTC+0000,39.7,13.14,13.14,8.91
2022-06-16 14:00:00 UTC+0000,7.62,3.81,3.81,2.65
2022-06-16 18:00:00 UTC+0000,1.0,0.76,0.76,0.61
2022-06-16 22:00:00 UTC+0000,1.4,1.48,1.48,0.8
2022-06-17 02:00:00 UTC+0000,1.42,1.48,1.48,0.89
2022-06-17 06:00:00 UTC+0000,5.54,7.79,7.79,3.08
2022-06-17 10:00:00 UTC+0000,15.65,39.7,39.7,7.1
2022-06-17 14:00:00 UTC+0000,4.4,7.62,7.62,1.8
2022-06-17 18:00:00 UTC+0000,0.85,1.0,1.0,0.42
2022-06-17 22:00:00 UTC+0000,1.46,1.52,1.4,1.52
2022-06-18 02:00:00 UTC+0000,2.1,1.94,1.42,1.94
2022-06-18 06:00:00 UTC+0000,20.91,8.5,5.54,8.5
