time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2021-07-21 06:00:00 UTC+0000,4.1,6.0,6.0,2.6725
2021-07-21 10:00:00 UTC+0000,8.0,12.18,12.18,5.1925
2021-07-21 14:00:00 UTC+0000,6.5125,10.7075,10.7075,3.77
2021-07-21 18:00:00 UTC+0000,4.625,12.25,12.25,1.16
2021-07-21 22:00:00 UTC+0000,3.225,4.35,4.35,5.77
2021-07-22 02:00:00 UTC+0000,4.2325,6.415,6.415,4.72
2021-07-22 06:00:00 UTC+0000,2.795,4.1,4.1,2.3525
2021-07-22 10:00:00 UTC+0000,5.66,8.0,8.0,4.75
2021-07-22 14:00:00 UTC+0000,4.5,6.5125,6.5125,2.95
2021-07-22 18:00:00 UTC+0000,2.75,4.625,4.625,1.07
2021-07-22 22:00:00 UTC+0000,2.25,3.225,3.225,8.985
2021-07-23 02:00:00 UTC+0000,2.66,4.2325,4.2325,3.95
2021-07-23 06:00:00 UTC+0000,1.8,2.795,2.795,2.25
2021-07-23 10:00:00 UTC+0000,4.5,5.66,5.66,4.315
2021-07-23 14:00:00 UTC+0000,3.02,4.5,4.5,2.575
2021-07-23 18:00:00 UTC+0000,1.9,2.75,2.75,1.31
2021-07-23 22:00:00 UTC+0000,7.5,11.0,2.25,11.0
2021-07-24 02:00:00 UTC+0000,7.0,14.55,2.66,14.55
2021-07-24 06:00:00 UTC+0000,15.0,18.825,1.8,18.825
2021-07-24 10:00:00 UTC+0000,17.5,98.5,4.5,98.5
2021-07-24 14:00:00 UTC+0000,14.6925,24.5,3.02,24.5
2021-07-24 18:00:00 UTC+0000,3.1425,6.975,1.9,6.975
2021-07-24 22:00:00 UTC+0000,7.2475,21.865,7.5,21.865
2021-07-25 02:00:00 UTC+0000,8.1775,27.75,7.0,27.75
2021-07-25 06:00:00 UTC+0000,15.385,24.25,15.0,24.25
2021-07-25 10:00:00 UTC+0000,29.615,86.75,17.5,86.75
2021-07-25 14:00:00 UTC+0000,12.115,41.8275,14.6925,41.8275
2021-07-25 18:00:00 UTC+0000,2.725,8.975,3.1425,8.975
2021-07-25 22:00:00 UTC+0000,5.65,2.25,7.2475,10.9
2021-07-26 02:00:00 UTC+0000,6.1,2.66,8.1775,19.4975
2021-07-26 06:00:00 UTC+0000,6.75,1.8,15.385,11.4
2021-07-26 10:00:00 UTC+0000,9.7775,4.5,29.615,22.9375
2021-07-26 14:00:00 UTC+0000,5.9,3.02,12.115,15.45
2021-07-26 18:00:00 UTC+0000,1.8,1.9,2.725,5.1375
2021-07-26 22:00:00 UTC+0000,4.0275,5.65,5.65,6.0
2021-07-27 02:00:00 UTC+0000,4.1,6.1,6.1,9.8325
2021-07-27 06:00:00 UTC+0000,4.1825,6.75,6.75,6.0
2021-07-27 10:00:00 UTC+0000,6.6925,9.7775,9.7775,12.18
2021-07-27 14:00:00 UTC+0000,4.12,5.9,5.9,10.7075
2021-07-27 18:00:00 UTC+0000,1.2625,1.8,1.8,12.25
2021-07-27 22:00:00 UTC+0000,3.26,4.0275,4.0275,4.35
2021-07-28 02:00:00 UTC+0000,3.67,4.1,4.1,6.415
2021-07-28 06:00:00 UTC+0000,3.5375,4.1825,4.1825,4.1
2021-07-28 10:00:00 UTC+0000,8.175,6.6925,6.6925,8.0
2021-07-28 14:00:00 UTC+0000,4.75,4.12,4.12,6.5125
2021-07-28 18:00:00 UTC+0000,2.15,1.2625,1.2625,4.625
2021-07-28 22:00:00 UTC+0000,10.6725,3.26,3.26,3.225
2021-07-29 02:00:00 UTC+0000,11.3875,3.67,3.67,4.2325
2021-07-29 06:00:00 UTC+0000,24.23,3.5375,3.5375,2.795
2021-07-29 10:00:00 UTC+0000,57.225,8.175,8.175,5.66
2021-07-29 14:00:00 UTC+0000,31.8,4.75,4.75,4.5
2021-07-29 18:00:00 UTC+0000,6.0,2.15,2.15,2.75
2021-07-29 22:00:00 UTC+0000,6.73,10.6725,10.6725,2.25
2021-07-30 02:00:00 UTC+0000,6.91,11.3875,11.3875,2.66
2021-07-30 06:00:00 UTC+0000,11.6,24.23,24.23,1.8
2021-07-30 10:00:00 UTC+0000,26.0,57.225,57.225,4.5
2021-07-30 14:00:00 UTC+0000,12.74,31.8,31.8,3.02
2021-07-30 18:00:00 UTC+0000,3.0,6.0,6.0,1.9
2021-07-30 22:00:00 UTC+0000,11.83,7.5,6.73,7.5
2021-07-31 02:00:00 UTC+0000,12.57,7.0,6.91,7.0
2021-07-31 06:00:00 UTC+0000,36.2475,15.0,11.6,15.0
2021-07-31 10:00:00 UTC+0000,91.88,17.5,26.0,17.5
2021-07-31 14:00:00 UTC+0000,38.77,14.6925,12.74,14.6925
2021-07-31 18:00:00 UTC+0000,6.625,3.1425,3.0,3.1425
2021-07-31 22:00:00 UTC+0000,8.25,7.2475,11.83,7.2475
2021-08-01 02:00:00 UTC+0000,8.75,8.1775,12.57,8.1775
2021-08-01 06:00:00 UTC+0000,17.9625,15.385,36.2475,15.385
2021-08-01 10:00:00 UTC+0000,31.515,29.615,91.88,29.615
2021-08-01 14:00:00 UTC+0000,19.1625,12.115,38.77,12.115
2021-08-01 18:00:00 UTC+0000,3.5125,2.725,6.625,2.725
2021-08-01 22:00:00 UTC+0000,6.625,6.73,8.25,5.65
2021-08-02 02:00:00 UTC+0000,6.675,6.91,8.75,6.1
2021-08-02 06:00:00 UTC+0000,7.61,11.6,17.9625,6.75
2021-08-02 10:00:00 UTC+0000,12.1975,26.0,31.515,9.7775
2021-08-02 14:00:00 UTC+0000,8.9125,12.74,19.1625,5.9
2021-08-02 18:00:00 UTC+0000,2.1425,3.0,3.5125,1.8
2021-08-02 22:00:00 UTC+0000,4.435,6.625,6.625,4.0275
2021-08-03 02:00:00 UTC+0000,4.14,6.675,6.675,4.1
2021-08-03 06:00:00 UTC+0000,4.875,7.61,7.61,4.1825
2021-08-03 10:00:00 UTC+0000,7.075,12.1975,12.1975,6.6925
2021-08-03 14:00:00 UTC+0000,5.3075,8.9125,8.9125,4.12
2021-08-03 18:00:00 UTC+0000,1.5,2.1425,2.1425,1.2625
2021-08-03 22:00:00 UTC+0000,3.19,4.435,4.435,3.26
2021-08-04 02:00:00 UTC+0000,3.21,4.14,4.14,3.67
2021-08-04 06:00:00 UTC+0000,3.375,4.875,4.875,3.5375
2021-08-04 10:00:00 UTC+0000,5.425,7.075,7.075,8.175
2021-08-04 14:00:00 UTC+0000,3.7375,5.3075,5.3075,4.75
2021-08-04 18:00:00 UTC+0000,1.105,1.5,1.5,2.15
2021-08-04 22:00:00 UTC+0000,2.535,3.19,3.19,10.6725
2021-08-05 02:00:00 UTC+0000,2.4125,3.21,3.21,11.3875
2021-08-05 06:00:00 UTC+0000,2.4625,3.375,3.375,24.23
2021-08-05 10:00:00 UTC+0000,3.835,5.425,5.425,57.225
2021-08-05 14:00:00 UTC+0000,2.5625,3.7375,3.7375,31.8
2021-08-05 18:00:00 UTC+0000,0.8325,1.105,1.105,6.0
2021-08-05 22:00:00 UTC+0000,3.75,2.535,2.535,6.73
2021-08-06 02:00:00 UTC+0000,5.9225,2.4125,2.4125,6.91
2021-08-06 06:00:00 UTC+0000,3.85,2.4625,2.4625,11.6
2021-08-06 10:00:00 UTC+0000,17.3175,3.835,3.835,26.0
2021-08-06 14:00:00 UTC+0000,9.2975,2.5625,2.5625,12.74
2021-08-06 18:00:00 UTC+0000,1.1725,0.8325,0.8325,3.0
2021-08-06 22:00:00 UTC+0000,6.025,11.83,3.75,11.83
2021-08-07 02:00:00 UTC+0000,6.6175,12.57,5.9225,12.57
2021-08-07 06:00:00 UTC+0000,8.66,36.2475,3.85,36.2475
2021-08-07 10:00:00 UTC+0000,16.43,91.88,17.3175,91.88
2021-08-07 14:00:00 UTC+0000,7.36,38.77,9.2975,38.77
2021-08-07 18:00:00 UTC+0000,2.68,6.625,1.1725,6.625
2021-08-07 22:00:00 UTC+0000,15.1675,8.25,6.025,8.25
2021-08-08 02:00:00 UTC+0000,18.0,8.75,6.6175,8.75
2021-08-08 06:00:00 UTC+0000,53.8875,17.9625,8.66,17.9625
2021-08-08 10:00:00 UTC+0000,111.25,31.515,16.43,31.515
2021-08-08 14:00:00 UTC+0000,48.24,19.1625,7.36,19.1625
2021-08-08 18:00:00 UTC+0000,9.845,3.5125,2.68,3.5125
2021-08-08 22:00:00 UTC+0000,12.9975,3.75,15.1675,6.625
2021-08-09 02:00:00 UTC+0000,9.76,5.9225,18.0,6.675
2021-08-09 06:00:00 UTC+0000,17.75,3.85,53.8875,7.61
2021-08-09 10:00:00 UTC+0000,35.03,17.3175,111.25,12.1975
2021-08-09 14:00:00 UTC+0000,15.08,9.2975,48.24,8.9125
2021-08-09 18:00:00 UTC+0000,4.475,1.1725,9.845,2.1425
2021-08-09 22:00:00 UTC+0000,7.6825,12.9975,12.9975,4.435
2021-08-10 02:00:00 UTC+0000,6.525,9.76,9.76,4.14
2021-08-10 06:00:00 UTC+0000,7.5,17.75,17.75,4.875
2021-08-10 10:00:00 UTC+0000,11.755,35.03,35.03,7.075
2021-08-10 14:00:00 UTC+0000,6.95,15.08,15.08,5.3075
2021-08-10 18:00:00 UTC+0000,2.5625,4.475,4.475,1.5
2021-08-10 22:00:00 UTC+0000,4.975,7.6825,7.6825,3.19
2021-08-11 02:00:00 UTC+0000,4.025,6.525,6.525,3.21
2021-08-11 06:00:00 UTC+0000,4.5,7.5,7.5,3.375
2021-08-11 10:00:00 UTC+0000,6.6125,11.755,11.755,5.425
2021-08-11 14:00:00 UTC+0000,3.96,6.95,6.95,3.7375
2021-08-11 18:00:00 UTC+0000,1.4975,2.5625,2.5625,1.105
2021-08-11 22:00:00 UTC+0000,3.815,4.975,4.975,2.535
2021-08-12 02:00:00 UTC+0000,3.1,4.025,4.025,2.4125
2021-08-12 06:00:00 UTC+0000,3.0,4.5,4.5,2.4625
2021-08-12 10:00:00 UTC+0000,5.41,6.6125,6.6125,3.835
2021-08-12 14:00:00 UTC+0000,2.3825,3.96,3.96,2.5625
2021-08-12 18:00:00 UTC+0000,0.9175,1.4975,1.4975,0.8325
2021-08-12 22:00:00 UTC+0000,2.8525,3.815,3.815,3.75
2021-08-13 02:00:00 UTC+0000,2.275,3.1,3.1,5.9225
2021-08-13 06:00:00 UTC+0000,2.17,3.0,3.0,3.85
2021-08-13 10:00:00 UTC+0000,5.9,5.41,5.41,17.3175
2021-08-13 14:00:00 UTC+0000,5.0,2.3825,2.3825,9.2975
2021-08-13 18:00:00 UTC+0000,1.505,0.9175,0.9175,1.1725
2021-08-13 22:00:00 UTC+0000,5.3625,6.025,2.8525,6.025
2021-08-14 02:00:00 UTC+0000,6.045,6.6175,2.275,6.6175
2021-08-14 06:00:00 UTC+0000,14.65,8.66,2.17,8.66
2021-08-14 10:00:00 UTC+0000,57.5,16.43,5.9,16.43
2021-08-14 14:00:00 UTC+0000,21.985,7.36,5.0,7.36
2021-08-14 18:00:00 UTC+0000,3.8725,2.68,1.505,2.68
2021-08-14 22:00:00 UTC+0000,7.0,15.1675,5.3625,15.1675
2021-08-15 02:00:00 UTC+0000,8.5,18.0,6.045,18.0
2021-08-15 06:00:00 UTC+0000,18.0,53.8875,14.65,53.8875
2021-08-15 10:00:00 UTC+0000,54.75,111.25,57.5,111.25
2021-08-15 14:00:00 UTC+0000,18.045,48.24,21.985,48.24
2021-08-15 18:00:00 UTC+0000,3.975,9.845,3.8725,9.845
2021-08-15 22:00:00 UTC+0000,6.875,2.8525,7.0,12.9975
2021-08-16 02:00:00 UTC+0000,7.46,2.275,8.5,9.76
2021-08-16 06:00:00 UTC+0000,12.25,2.17,18.0,17.75
2021-08-16 10:00:00 UTC+0000,33.6,5.9,54.75,35.03
2021-08-16 14:00:00 UTC+0000,13.2,5.0,18.045,15.08
2021-08-16 18:00:00 UTC+0000,4.345,1.505,3.975,4.475
2021-08-16 22:00:00 UTC+0000,29.84,6.875,6.875,7.6825
2021-08-17 02:00:00 UTC+0000,17.1125,7.46,7.46,6.525
2021-08-17 06:00:00 UTC+0000,9.965,12.25,12.25,7.5
2021-08-17 10:00:00 UTC+0000,24.75,33.6,33.6,11.755
2021-08-17 14:00:00 UTC+0000,9.84,13.2,13.2,6.95
2021-08-17 18:00:00 UTC+0000,3.1,4.345,4.345,2.5625
2021-08-17 22:00:00 UTC+0000,10.8325,29.84,29.84,4.975
2021-08-18 02:00:00 UTC+0000,8.0,17.1125,17.1125,4.025
2021-08-18 06:00:00 UTC+0000,6.1375,9.965,9.965,4.5
2021-08-18 10:00:00 UTC+0000,15.04,24.75,24.75,6.6125
2021-08-18 14:00:00 UTC+0000,6.925,9.84,9.84,3.96
2021-08-18 18:00:00 UTC+0000,2.2225,3.1,3.1,1.4975
2021-08-18 22:00:00 UTC+0000,8.7,10.8325,10.8325,3.815
2021-08-19 02:00:00 UTC+0000,6.4625,8.0,8.0,3.1
2021-08-19 06:00:00 UTC+0000,4.355,6.1375,6.1375,3.0
2021-08-19 10:00:00 UTC+0000,8.5525,15.04,15.04,5.41
2021-08-19 14:00:00 UTC+0000,4.275,6.925,6.925,2.3825
2021-08-19 18:00:00 UTC+0000,1.45,2.2225,2.2225,0.9175
2021-08-19 22:00:00 UTC+0000,5.81,8.7,8.7,2.8525
2021-08-20 02:00:00 UTC+0000,4.61,6.4625,6.4625,2.275
2021-08-20 06:00:00 UTC+0000,3.15,4.355,4.355,2.17
2021-08-20 10:00:00 UTC+0000,5.92,8.5525,8.5525,5.9
2021-08-20 14:00:00 UTC+0000,3.1075,4.275,4.275,5.0
2021-08-20 18:00:00 UTC+0000,1.0,1.45,1.45,1.505
2021-08-20 22:00:00 UTC+0000,4.95,5.3625,5.81,5.3625
2021-08-21 02:00:00 UTC+0000,3.77,6.045,4.61,6.045
2021-08-21 06:00:00 UTC+0000,4.7775,14.65,3.15,14.65
2021-08-21 10:00:00 UTC+0000,9.995,57.5,5.92,57.5
2021-08-21 14:00:00 UTC+0000,5.37,21.985,3.1075,21.985
2021-08-21 18:00:00 UTC+0000,1.625,3.8725,1.0,3.8725
2021-08-21 22:00:00 UTC+0000,5.4875,7.0,4.95,7.0
2021-08-22 02:00:00 UTC+0000,4.2,8.5,3.77,8.5
2021-08-22 06:00:00 UTC+0000,7.575,18.0,4.7775,18.0
2021-08-22 10:00:00 UTC+0000,14.285,54.75,9.995,54.75
2021-08-22 14:00:00 UTC+0000,6.8675,18.045,5.37,18.045
2021-08-22 18:00:00 UTC+0000,1.5,3.975,1.625,3.975
2021-08-22 22:00:00 UTC+0000,5.9575,5.81,5.4875,6.875
2021-08-23 02:00:00 UTC+0000,3.9,4.61,4.2,7.46
2021-08-23 06:00:00 UTC+0000,5.0325,3.15,7.575,12.25
2021-08-23 10:00:00 UTC+0000,8.31,5.92,14.285,33.6
2021-08-23 14:00:00 UTC+0000,4.7875,3.1075,6.8675,13.2
2021-08-23 18:00:00 UTC+0000,1.3375,1.0,1.5,4.345
2021-08-23 22:00:00 UTC+0000,5.0,5.9575,5.9575,29.84
2021-08-24 02:00:00 UTC+0000,3.125,3.9,3.9,17.1125
2021-08-24 06:00:00 UTC+0000,3.73,5.0325,5.0325,9.965
2021-08-24 10:00:00 UTC+0000,5.94,8.31,8.31,24.75
2021-08-24 14:00:00 UTC+0000,3.465,4.7875,4.7875,9.84
2021-08-24 18:00:00 UTC+0000,0.9075,1.3375,1.3375,3.1
2021-08-24 22:00:00 UTC+0000,3.75,5.0,5.0,10.8325
2021-08-25 02:00:00 UTC+0000,2.55,3.125,3.125,8.0
2021-08-25 06:00:00 UTC+0000,4.465,3.73,3.73,6.1375
2021-08-25 10:00:00 UTC+0000,11.6625,5.94,5.94,15.04
2021-08-25 14:00:00 UTC+0000,6.0,3.465,3.465,6.925
2021-08-25 18:00:00 UTC+0000,1.5475,0.9075,0.9075,2.2225
2021-08-25 22:00:00 UTC+0000,5.645,3.75,3.75,8.7
2021-08-26 02:00:00 UTC+0000,3.375,2.55,2.55,6.4625
2021-08-26 06:00:00 UTC+0000,3.47,4.465,4.465,4.355
2021-08-26 10:00:00 UTC+0000,6.5,11.6625,11.6625,8.5525
2021-08-26 14:00:00 UTC+0000,3.8475,6.0,6.0,4.275
2021-08-26 18:00:00 UTC+0000,1.2,1.5475,1.5475,1.45
2021-08-26 22:00:00 UTC+0000,4.3225,5.645,5.645,5.81
2021-08-27 02:00:00 UTC+0000,2.7775,3.375,3.375,4.61
2021-08-27 06:00:00 UTC+0000,2.9475,3.47,3.47,3.15
2021-08-27 10:00:00 UTC+0000,5.8,6.5,6.5,5.92
2021-08-27 14:00:00 UTC+0000,3.41,3.8475,3.8475,3.1075
2021-08-27 18:00:00 UTC+0000,0.905,1.2,1.2,1.0
2021-08-27 22:00:00 UTC+0000,5.81,4.95,4.3225,4.95
2021-08-28 02:00:00 UTC+0000,3.82,3.77,2.7775,3.77
2021-08-28 06:00:00 UTC+0000,8.13,4.7775,2.9475,4.7775
2021-08-28 10:00:00 UTC+0000,19.79,9.995,5.8,9.995
2021-08-28 14:00:00 UTC+0000,23.1,5.37,3.41,5.37
2021-08-28 18:00:00 UTC+0000,3.75,1.625,0.905,1.625
2021-08-28 22:00:00 UTC+0000,6.5,5.4875,5.81,5.4875
2021-08-29 02:00:00 UTC+0000,9.75,4.2,3.82,4.2
2021-08-29 06:00:00 UTC+0000,8.5,7.575,8.13,7.575
2021-08-29 10:00:00 UTC+0000,27.25,14.285,19.79,14.285
2021-08-29 14:00:00 UTC+0000,16.5,6.8675,23.1,6.8675
2021-08-29 18:00:00 UTC+0000,2.88,1.5,3.75,1.5
2021-08-29 22:00:00 UTC+0000,6.37,4.3225,6.5,5.9575
2021-08-30 02:00:00 UTC+0000,7.9,2.7775,9.75,3.9
2021-08-30 06:00:00 UTC+0000,5.505,2.9475,8.5,5.0325
2021-08-30 10:00:00 UTC+0000,11.7675,5.8,27.25,8.31
2021-08-30 14:00:00 UTC+0000,8.55,3.41,16.5,4.7875
2021-08-30 18:00:00 UTC+0000,2.075,0.905,2.88,1.3375
2021-08-30 22:00:00 UTC+0000,5.76,6.37,6.37,5.0
2021-08-31 02:00:00 UTC+0000,6.75,7.9,7.9,3.125
2021-08-31 06:00:00 UTC+0000,4.4875,5.505,5.505,3.73
2021-08-31 10:00:00 UTC+0000,8.095,11.7675,11.7675,5.94
2021-08-31 14:00:00 UTC+0000,5.78,8.55,8.55,3.465
2021-08-31 18:00:00 UTC+0000,1.61,2.075,2.075,0.9075
2021-08-31 22:00:00 UTC+0000,5.0,5.76,5.76,3.75
2021-09-01 02:00:00 UTC+0000,5.155,6.75,6.75,2.55
2021-09-01 06:00:00 UTC+0000,3.5175,4.4875,4.4875,4.465
2021-09-01 10:00:00 UTC+0000,6.25,8.095,8.095,11.6625
2021-09-01 14:00:00 UTC+0000,4.24,5.78,5.78,6.0
2021-09-01 18:00:00 UTC+0000,1.185,1.61,1.61,1.5475
2021-09-01 22:00:00 UTC+0000,4.655,5.0,5.0,5.645
2021-09-02 02:00:00 UTC+0000,4.3725,5.155,5.155,3.375
2021-09-02 06:00:00 UTC+0000,2.72,3.5175,3.5175,3.47
2021-09-02 10:00:00 UTC+0000,5.2,6.25,6.25,6.5
2021-09-02 14:00:00 UTC+0000,3.11,4.24,4.24,3.8475
2021-09-02 18:00:00 UTC+0000,0.85,1.185,1.185,1.2
2021-09-02 22:00:00 UTC+0000,3.9625,4.655,4.655,4.3225
2021-09-03 02:00:00 UTC+0000,3.62,4.3725,4.3725,2.7775
2021-09-03 06:00:00 UTC+0000,2.23,2.72,2.72,2.9475
2021-09-03 10:00:00 UTC+0000,5.75,5.2,5.2,5.8
2021-09-03 14:00:00 UTC+0000,2.5975,3.11,3.11,3.41
2021-09-03 18:00:00 UTC+0000,0.64,0.85,0.85,0.905
2021-09-03 22:00:00 UTC+0000,4.2075,5.81,3.9625,5.81
2021-09-04 02:00:00 UTC+0000,3.59,3.82,3.62,3.82
2021-09-04 06:00:00 UTC+0000,4.2,8.13,2.23,8.13
2021-09-04 10:00:00 UTC+0000,9.75,19.79,5.75,19.79
2021-09-04 14:00:00 UTC+0000,4.3275,23.1,2.5975,23.1
2021-09-04 18:00:00 UTC+0000,1.05,3.75,0.64,3.75
2021-09-04 22:00:00 UTC+0000,6.0,6.5,4.2075,6.5
2021-09-05 02:00:00 UTC+0000,6.0,9.75,3.59,9.75
2021-09-05 06:00:00 UTC+0000,10.625,8.5,4.2,8.5
2021-09-05 10:00:00 UTC+0000,25.875,27.25,9.75,27.25
2021-09-05 14:00:00 UTC+0000,7.31,16.5,4.3275,16.5
2021-09-05 18:00:00 UTC+0000,2.475,2.88,1.05,2.88
2021-09-05 22:00:00 UTC+0000,6.075,3.9625,6.0,6.37
2021-09-06 02:00:00 UTC+0000,4.785,3.62,6.0,7.9
2021-09-06 06:00:00 UTC+0000,5.92,2.23,10.625,5.505
2021-09-06 10:00:00 UTC+0000,9.675,5.75,25.875,11.7675
2021-09-06 14:00:00 UTC+0000,4.68,2.5975,7.31,8.55
2021-09-06 18:00:00 UTC+0000,1.635,0.64,2.475,2.075
2021-09-06 22:00:00 UTC+0000,4.685,6.075,6.075,5.76
2021-09-07 02:00:00 UTC+0000,3.68,4.785,4.785,6.75
2021-09-07 06:00:00 UTC+0000,4.41,5.92,5.92,4.4875
2021-09-07 10:00:00 UTC+0000,7.07,9.675,9.675,8.095
2021-09-07 14:00:00 UTC+0000,3.475,4.68,4.68,5.78
2021-09-07 18:00:00 UTC+0000,1.11,1.635,1.635,1.61
2021-09-07 22:00:00 UTC+0000,3.92,4.685,4.685,5.0
2021-09-08 02:00:00 UTC+0000,3.0,3.68,3.68,5.155
2021-09-08 06:00:00 UTC+0000,3.255,4.41,4.41,3.5175
2021-09-08 10:00:00 UTC+0000,5.84,7.07,7.07,6.25
2021-09-08 14:00:00 UTC+0000,2.75,3.475,3.475,4.24
2021-09-08 18:00:00 UTC+0000,0.845,1.11,1.11,1.185
2021-09-08 22:00:00 UTC+0000,4.42,3.92,3.92,4.655
2021-09-09 02:00:00 UTC+0000,2.5875,3.0,3.0,4.3725
2021-09-09 06:00:00 UTC+0000,2.615,3.255,3.255,2.72
2021-09-09 10:00:00 UTC+0000,5.08,5.84,5.84,5.2
2021-09-09 14:00:00 UTC+0000,2.2175,2.75,2.75,3.11
2021-09-09 18:00:00 UTC+0000,0.7075,0.845,0.845,0.85
2021-09-09 22:00:00 UTC+0000,3.71,4.42,4.42,3.9625
2021-09-10 02:00:00 UTC+0000,2.125,2.5875,2.5875,3.62
2021-09-10 06:00:00 UTC+0000,2.16,2.615,2.615,2.23
2021-09-10 10:00:00 UTC+0000,4.3,5.08,5.08,5.75
2021-09-10 14:00:00 UTC+0000,1.9075,2.2175,2.2175,2.5975
2021-09-10 18:00:00 UTC+0000,0.5725,0.7075,0.7075,0.64
2021-09-10 22:00:00 UTC+0000,3.4875,4.2075,3.71,4.2075
2021-09-11 02:00:00 UTC+0000,2.7675,3.59,2.125,3.59
2021-09-11 06:00:00 UTC+0000,3.635,4.2,2.16,4.2
2021-09-11 10:00:00 UTC+0000,7.2,9.75,4.3,9.75
2021-09-11 14:00:00 UTC+0000,3.3125,4.3275,1.9075,4.3275
2021-09-11 18:00:00 UTC+0000,0.9025,1.05,0.5725,1.05
2021-09-11 22:00:00 UTC+0000,4.66,6.0,3.4875,6.0
2021-09-12 02:00:00 UTC+0000,4.67,6.0,2.7675,6.0
2021-09-12 06:00:00 UTC+0000,7.775,10.625,3.635,10.625
2021-09-12 10:00:00 UTC+0000,19.04,25.875,7.2,25.875
2021-09-12 14:00:00 UTC+0000,5.64,7.31,3.3125,7.31
2021-09-12 18:00:00 UTC+0000,1.71,2.475,0.9025,2.475
2021-09-12 22:00:00 UTC+0000,4.1025,3.71,4.66,6.075
2021-09-13 02:00:00 UTC+0000,4.1875,2.125,4.67,4.785
2021-09-13 06:00:00 UTC+0000,4.72,2.16,7.775,5.92
2021-09-13 10:00:00 UTC+0000,8.5,4.3,19.04,9.675
2021-09-13 14:00:00 UTC+0000,3.665,1.9075,5.64,4.68
2021-09-13 18:00:00 UTC+0000,1.3275,0.5725,1.71,1.635
2021-09-13 22:00:00 UTC+0000,4.01,4.1025,4.1025,4.685
2021-09-14 02:00:00 UTC+0000,3.34,4.1875,4.1875,3.68
2021-09-14 06:00:00 UTC+0000,3.7225,4.72,4.72,4.41
2021-09-14 10:00:00 UTC+0000,6.5925,8.5,8.5,7.07
2021-09-14 14:00:00 UTC+0000,2.725,3.665,3.665,3.475
2021-09-14 18:00:00 UTC+0000,1.0925,1.3275,1.3275,1.11
2021-09-14 22:00:00 UTC+0000,10.385,4.01,4.01,3.92
2021-09-15 02:00:00 UTC+0000,6.25,3.34,3.34,3.0
2021-09-15 06:00:00 UTC+0000,406.25,3.7225,3.7225,3.255
2021-09-15 10:00:00 UTC+0000,8.75,6.5925,6.5925,5.84
2021-09-15 14:00:00 UTC+0000,2.8,2.725,2.725,2.75
2021-09-15 18:00:00 UTC+0000,33.125,1.0925,1.0925,0.845
2021-09-15 22:00:00 UTC+0000,10.3125,10.385,10.385,4.42
2021-09-16 02:00:00 UTC+0000,14.555,6.25,6.25,2.5875
2021-09-16 06:00:00 UTC+0000,39.5825,406.25,406.25,2.615
2021-09-16 10:00:00 UTC+0000,8.75,8.75,8.75,5.08
2021-09-16 14:00:00 UTC+0000,3.75,2.8,2.8,2.2175
2021-09-16 18:00:00 UTC+0000,10.755,33.125,33.125,0.7075
2021-09-16 22:00:00 UTC+0000,9.25,10.3125,10.3125,3.71
2021-09-17 02:00:00 UTC+0000,8.3925,14.555,14.555,2.125
2021-09-17 06:00:00 UTC+0000,13.08,39.5825,39.5825,2.16
2021-09-17 10:00:00 UTC+0000,6.6425,8.75,8.75,4.3
2021-09-17 14:00:00 UTC+0000,2.875,3.75,3.75,1.9075
2021-09-17 18:00:00 UTC+0000,7.0,10.755,10.755,0.5725
2021-09-17 22:00:00 UTC+0000,10.675,3.4875,9.25,3.4875
2021-09-18 02:00:00 UTC+0000,7.36,2.7675,8.3925,2.7675
2021-09-18 06:00:00 UTC+0000,7.9,3.635,13.08,3.635
2021-09-18 10:00:00 UTC+0000,16.5,7.2,6.6425,7.2
2021-09-18 14:00:00 UTC+0000,5.4225,3.3125,2.875,3.3125
2021-09-18 18:00:00 UTC+0000,8.095,0.9025,7.0,0.9025
2021-09-18 22:00:00 UTC+0000,11.555,4.66,10.675,4.66
2021-09-19 02:00:00 UTC+0000,9.375,4.67,7.36,4.67
2021-09-19 06:00:00 UTC+0000,10.095,7.775,7.9,7.775
2021-09-19 10:00:00 UTC+0000,20.99,19.04,16.5,19.04
2021-09-19 14:00:00 UTC+0000,5.6375,5.64,5.4225,5.64
2021-09-19 18:00:00 UTC+0000,5.8025,1.71,8.095,1.71
2021-09-19 22:00:00 UTC+0000,9.655,9.25,11.555,4.1025
2021-09-20 02:00:00 UTC+0000,7.0,8.3925,9.375,4.1875
2021-09-20 06:00:00 UTC+0000,7.1425,13.08,10.095,4.72
2021-09-20 10:00:00 UTC+0000,9.985,6.6425,20.99,8.5
2021-09-20 14:00:00 UTC+0000,3.77,2.875,5.6375,3.665
2021-09-20 18:00:00 UTC+0000,4.2875,7.0,5.8025,1.3275
2021-09-20 22:00:00 UTC+0000,7.9,9.655,9.655,4.01
2021-09-21 02:00:00 UTC+0000,5.65,7.0,7.0,3.34
2021-09-21 06:00:00 UTC+0000,5.5,7.1425,7.1425,3.7225
2021-09-21 10:00:00 UTC+0000,8.4875,9.985,9.985,6.5925
2021-09-21 14:00:00 UTC+0000,3.0,3.77,3.77,2.725
2021-09-21 18:00:00 UTC+0000,3.23,4.2875,4.2875,1.0925
