time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-10-14 06:00:00 UTC+0000,14.34,23.66,23.66,13.85
2022-10-14 10:00:00 UTC+0000,1.45,2.4,2.4,0.76
2022-10-14 14:00:00 UTC+0000,9.0,9.9,9.9,16.54
2022-10-14 18:00:00 UTC+0000,4.6,5.01,5.01,9.77
2022-10-14 22:00:00 UTC+0000,0.09,0.06,0.04,0.06
2022-10-15 02:00:00 UTC+0000,0.4,1.44,0.45,1.44
2022-10-15 06:00:00 UTC+0000,9.46,8.99,14.34,8.99
2022-10-15 10:00:00 UTC+0000,1.0,0.6,1.45,0.6
2022-10-15 14:00:00 UTC+0000,7.64,11.05,9.0,11.05
2022-10-15 18:00:00 UTC+0000,3.86,7.5,4.6,7.5
2022-10-15 22:00:00 UTC+0000,0.07,0.05,0.09,0.05
2022-10-16 02:00:00 UTC+0000,0.38,1.02,0.4,1.02
2022-10-16 06:00:00 UTC+0000,7.6,6.5,9.46,6.5
2022-10-16 10:00:00 UTC+0000,0.84,0.42,1.0,0.42
2022-10-16 14:00:00 UTC+0000,6.21,9.7,7.64,9.7
2022-10-16 18:00:00 UTC+0000,3.54,7.4,3.86,7.4
2022-10-16 22:00:00 UTC+0000,0.04,0.04,0.07,0.06
2022-10-17 02:00:00 UTC+0000,0.44,0.45,0.38,0.82
2022-10-17 06:00:00 UTC+0000,7.76,14.34,7.6,7.5
2022-10-17 10:00:00 UTC+0000,0.7,1.45,0.84,0.41
2022-10-17 14:00:00 UTC+0000,8.68,9.0,6.21,9.8
2022-10-17 18:00:00 UTC+0000,3.8,4.6,3.54,6.16
2022-10-17 22:00:00 UTC+0000,0.03,0.04,0.04,0.05
2022-10-18 02:00:00 UTC+0000,0.35,0.44,0.44,0.68
2022-10-18 06:00:00 UTC+0000,6.42,7.76,7.76,6.41
2022-10-18 10:00:00 UTC+0000,0.52,0.7,0.7,0.3
2022-10-18 14:00:00 UTC+0000,8.14,8.68,8.68,12.9
2022-10-18 18:00:00 UTC+0000,3.4,3.8,3.8,6.89
2022-10-18 22:00:00 UTC+0000,0.02,0.03,0.03,0.04
2022-10-19 02:00:00 UTC+0000,0.35,0.35,0.35,0.6
2022-10-19 06:00:00 UTC+0000,6.34,6.42,6.42,6.8
2022-10-19 10:00:00 UTC+0000,0.46,0.52,0.52,0.29
2022-10-19 14:00:00 UTC+0000,7.04,8.14,8.14,10.68
2022-10-19 18:00:00 UTC+0000,2.64,3.4,3.4,5.78
2022-10-19 22:00:00 UTC+0000,0.03,0.02,0.02,0.04
2022-10-20 02:00:00 UTC+0000,0.3,0.35,0.35,0.49
2022-10-20 06:00:00 UTC+0000,5.9,6.34,6.34,23.66
2022-10-20 10:00:00 UTC+0000,0.43,0.46,0.46,2.4
2022-10-20 14:00:00 UTC+0000,6.0,7.04,7.04,9.9
2022-10-20 18:00:00 UTC+0000,2.3,2.64,2.64,5.01
2022-10-20 22:00:00 UTC+0000,0.02,0.03,0.03,0.04
2022-10-21 02:00:00 UTC+0000,0.25,0.3,0.3,0.45
2022-10-21 06:00:00 UTC+0000,5.22,5.9,5.9,14.34
2022-10-21 10:00:00 UTC+0000,0.33,0.43,0.43,1.45
2022-10-21 14:00:00 UTC+0000,5.23,6.0,6.0,9.0
2022-10-21 18:00:00 UTC+0000,2.0,2.3,2.3,4.6
2022-10-21 22:00:00 UTC+0000,0.02,0.09,0.02,0.09
2022-10-22 02:00:00 UTC+0000,0.2,0.4,0.25,0.4
2022-10-22 06:00:00 UTC+0000,4.44,9.46,5.22,9.46
2022-10-22 10:00:00 UTC+0000,0.28,1.0,0.33,1.0
2022-10-22 14:00:00 UTC+0000,4.08,7.64,5.23,7.64
2022-10-22 18:00:00 UTC+0000,1.5,3.86,2.0,3.86
2022-10-22 22:00:00 UTC+0000,0.01,0.07,0.02,0.07
2022-10-23 02:00:00 UTC+0000,0.15,0.38,0.2,0.38
2022-10-23 06:00:00 UTC+0000,3.4,7.6,4.44,7.6
2022-10-23 10:00:00 UTC+0000,0.21,0.84,0.28,0.84
2022-10-23 14:00:00 UTC+0000,3.02,6.21,4.08,6.21
2022-10-23 18:00:00 UTC+0000,1.1,3.54,1.5,3.54
2022-10-23 22:00:00 UTC+0000,0.01,0.02,0.01,0.04
2022-10-24 02:00:00 UTC+0000,0.13,0.25,0.15,0.44
2022-10-24 06:00:00 UTC+0000,3.5,5.22,3.4,7.76
2022-10-24 10:00:00 UTC+0000,0.21,0.33,0.21,0.7
2022-10-24 14:00:00 UTC+0000,3.57,5.23,3.02,8.68
2022-10-24 18:00:00 UTC+0000,1.2,2.0,1.1,3.8
2022-10-24 22:00:00 UTC+0000,0.02,0.01,0.01,0.03
2022-10-25 02:00:00 UTC+0000,0.12,0.13,0.13,0.35
2022-10-25 06:00:00 UTC+0000,4.18,3.5,3.5,6.42
2022-10-25 10:00:00 UTC+0000,0.2,0.21,0.21,0.52
2022-10-25 14:00:00 UTC+0000,4.34,3.57,3.57,8.14
2022-10-25 18:00:00 UTC+0000,1.35,1.2,1.2,3.4
2022-10-25 22:00:00 UTC+0000,0.01,0.02,0.02,0.02
2022-10-26 02:00:00 UTC+0000,0.1,0.12,0.12,0.35
2022-10-26 06:00:00 UTC+0000,3.16,4.18,4.18,6.34
2022-10-26 10:00:00 UTC+0000,0.17,0.2,0.2,0.46
2022-10-26 14:00:00 UTC+0000,3.13,4.34,4.34,7.04
2022-10-26 18:00:00 UTC+0000,0.99,1.35,1.35,2.64
2022-10-26 22:00:00 UTC+0000,0.01,0.01,0.01,0.03
2022-10-27 02:00:00 UTC+0000,0.1,0.1,0.1,0.3
2022-10-27 06:00:00 UTC+0000,2.9,3.16,3.16,5.9
2022-10-27 10:00:00 UTC+0000,0.11,0.17,0.17,0.43
2022-10-27 14:00:00 UTC+0000,2.82,3.13,3.13,6.0
2022-10-27 18:00:00 UTC+0000,0.8,0.99,0.99,2.3
2022-10-27 22:00:00 UTC+0000,0.01,0.01,0.01,0.02
2022-10-28 02:00:00 UTC+0000,0.1,0.1,0.1,0.25
2022-10-28 06:00:00 UTC+0000,2.6,2.9,2.9,5.22
2022-10-28 10:00:00 UTC+0000,0.1,0.11,0.11,0.33
2022-10-28 14:00:00 UTC+0000,2.4,2.82,2.82,5.23
2022-10-28 18:00:00 UTC+0000,0.68,0.8,0.8,2.0
2022-10-28 22:00:00 UTC+0000,0.01,0.02,0.01,0.02
2022-10-29 02:00:00 UTC+0000,0.08,0.2,0.1,0.2
2022-10-29 06:00:00 UTC+0000,2.08,4.44,2.6,4.44
2022-10-29 10:00:00 UTC+0000,0.1,0.28,0.1,0.28
2022-10-29 14:00:00 UTC+0000,2.04,4.08,2.4,4.08
2022-10-29 18:00:00 UTC+0000,0.52,1.5,0.68,1.5
2022-10-29 22:00:00 UTC+0000,0.01,0.01,0.01,0.01
2022-10-30 03:00:00 UTC+0000,0.06,0.15,0.08,0.15
2022-10-30 07:00:00 UTC+0000,1.69,3.4,2.08,3.4
2022-10-30 11:00:00 UTC+0000,0.09,0.21,0.1,0.21
2022-10-30 15:00:00 UTC+0000,1.66,3.02,2.04,3.02
2022-10-30 19:00:00 UTC+0000,0.41,1.1,0.52,1.1
2022-10-30 23:00:00 UTC+0000,0.02,0.01,0.01,0.01
2022-10-31 03:00:00 UTC+0000,0.08,0.1,0.06,0.13
2022-10-31 07:00:00 UTC+0000,2.0,2.6,1.69,3.5
2022-10-31 11:00:00 UTC+0000,0.09,0.1,0.09,0.21
2022-10-31 15:00:00 UTC+0000,1.82,2.4,1.66,3.57
2022-10-31 19:00:00 UTC+0000,0.4,0.68,0.41,1.2
2022-10-31 23:00:00 UTC+0000,0.1,0.02,0.02,0.02
2022-11-01 03:00:00 UTC+0000,1.88,0.08,0.08,0.12
2022-11-01 07:00:00 UTC+0000,1.86,2.0,2.0,4.18
2022-11-01 11:00:00 UTC+0000,1.23,0.09,0.09,0.2
2022-11-01 15:00:00 UTC+0000,2.34,1.82,1.82,4.34
2022-11-01 19:00:00 UTC+0000,0.38,0.4,0.4,1.35
2022-11-01 23:00:00 UTC+0000,0.09,0.1,0.1,0.01
2022-11-02 03:00:00 UTC+0000,1.08,1.88,1.88,0.1
2022-11-02 07:00:00 UTC+0000,3.0,1.86,1.86,3.16
2022-11-02 11:00:00 UTC+0000,1.32,1.23,1.23,0.17
2022-11-02 15:00:00 UTC+0000,4.86,2.34,2.34,3.13
2022-11-02 19:00:00 UTC+0000,0.69,0.38,0.38,0.99
2022-11-02 23:00:00 UTC+0000,0.1,0.09,0.09,0.01
2022-11-03 03:00:00 UTC+0000,0.8,1.08,1.08,0.1
2022-11-03 07:00:00 UTC+0000,2.27,3.0,3.0,2.9
2022-11-03 11:00:00 UTC+0000,1.0,1.32,1.32,0.11
2022-11-03 15:00:00 UTC+0000,3.93,4.86,4.86,2.82
2022-11-03 19:00:00 UTC+0000,1.09,0.69,0.69,0.8
2022-11-03 23:00:00 UTC+0000,0.09,0.1,0.1,0.01
2022-11-04 03:00:00 UTC+0000,2.0,0.8,0.8,0.1
2022-11-04 07:00:00 UTC+0000,7.25,2.27,2.27,2.6
2022-11-04 11:00:00 UTC+0000,2.81,1.0,1.0,0.1
2022-11-04 15:00:00 UTC+0000,9.25,3.93,3.93,2.4
2022-11-04 19:00:00 UTC+0000,3.0,1.09,1.09,0.68
2022-11-04 23:00:00 UTC+0000,0.1,0.01,0.09,0.01
2022-11-05 03:00:00 UTC+0000,1.16,0.08,2.0,0.08
2022-11-05 07:00:00 UTC+0000,3.84,2.08,7.25,2.08
2022-11-05 11:00:00 UTC+0000,2.02,0.1,2.81,0.1
2022-11-05 15:00:00 UTC+0000,4.86,2.04,9.25,2.04
2022-11-05 19:00:00 UTC+0000,1.88,0.52,3.0,0.52
2022-11-05 23:00:00 UTC+0000,0.52,0.01,0.1,0.01
2022-11-06 03:00:00 UTC+0000,0.81,0.06,1.16,0.06
2022-11-06 07:00:00 UTC+0000,2.7,1.69,3.84,1.69
2022-11-06 11:00:00 UTC+0000,1.27,0.09,2.02,0.09
2022-11-06 15:00:00 UTC+0000,4.16,1.66,4.86,1.66
2022-11-06 19:00:00 UTC+0000,1.31,0.41,1.88,0.41
2022-11-06 23:00:00 UTC+0000,0.4,0.09,0.52,0.02
2022-11-07 03:00:00 UTC+0000,1.2,2.0,0.81,0.08
2022-11-07 07:00:00 UTC+0000,3.8,7.25,2.7,2.0
2022-11-07 11:00:00 UTC+0000,3.09,2.81,1.27,0.09
2022-11-07 15:00:00 UTC+0000,5.34,9.25,4.16,1.82
2022-11-07 19:00:00 UTC+0000,1.31,3.0,1.31,0.4
2022-11-07 23:00:00 UTC+0000,0.7,0.4,0.4,0.1
2022-11-08 03:00:00 UTC+0000,0.93,1.2,1.2,1.88
2022-11-08 07:00:00 UTC+0000,2.8,3.8,3.8,1.86
2022-11-08 11:00:00 UTC+0000,2.0,3.09,3.09,1.23
2022-11-08 15:00:00 UTC+0000,4.7,5.34,5.34,2.34
2022-11-08 19:00:00 UTC+0000,1.0,1.31,1.31,0.38
2022-11-08 23:00:00 UTC+0000,0.56,0.7,0.7,0.09
2022-11-09 03:00:00 UTC+0000,0.93,0.93,0.93,1.08
2022-11-09 07:00:00 UTC+0000,3.0,2.8,2.8,3.0
2022-11-09 11:00:00 UTC+0000,1.7,2.0,2.0,1.32
2022-11-09 15:00:00 UTC+0000,4.57,4.7,4.7,4.86
2022-11-09 19:00:00 UTC+0000,1.0,1.0,1.0,0.69
2022-11-09 23:00:00 UTC+0000,1.02,0.56,0.56,0.1
2022-11-10 03:00:00 UTC+0000,1.0,0.93,0.93,0.8
2022-11-10 07:00:00 UTC+0000,3.35,3.0,3.0,2.27
2022-11-10 11:00:00 UTC+0000,1.67,1.7,1.7,1.0
2022-11-10 15:00:00 UTC+0000,5.0,4.57,4.57,3.93
2022-11-10 19:00:00 UTC+0000,0.93,1.0,1.0,1.09
2022-11-10 23:00:00 UTC+0000,0.55,1.02,1.02,0.09
2022-11-11 03:00:00 UTC+0000,0.82,1.0,1.0,2.0
2022-11-11 07:00:00 UTC+0000,2.4,3.35,3.35,7.25
2022-11-11 11:00:00 UTC+0000,1.27,1.67,1.67,2.81
2022-11-11 15:00:00 UTC+0000,3.94,5.0,5.0,9.25
2022-11-11 19:00:00 UTC+0000,0.71,0.93,0.93,3.0
2022-11-11 23:00:00 UTC+0000,0.35,0.1,0.55,0.1
2022-11-12 03:00:00 UTC+0000,0.59,1.16,0.82,1.16
2022-11-12 07:00:00 UTC+0000,1.83,3.84,2.4,3.84
2022-11-12 11:00:00 UTC+0000,0.94,2.02,1.27,2.02
2022-11-12 15:00:00 UTC+0000,3.4,4.86,3.94,4.86
2022-11-12 19:00:00 UTC+0000,0.59,1.88,0.71,1.88
2022-11-12 23:00:00 UTC+0000,0.2,0.52,0.35,0.52
2022-11-13 03:00:00 UTC+0000,0.43,0.81,0.59,0.81
2022-11-13 07:00:00 UTC+0000,1.44,2.7,1.83,2.7
2022-11-13 11:00:00 UTC+0000,0.8,1.27,0.94,1.27
2022-11-13 15:00:00 UTC+0000,2.6,4.16,3.4,4.16
2022-11-13 19:00:00 UTC+0000,0.44,1.31,0.59,1.31
2022-11-13 23:00:00 UTC+0000,0.2,0.55,0.2,0.4
2022-11-14 03:00:00 UTC+0000,0.51,0.82,0.43,1.2
2022-11-14 07:00:00 UTC+0000,2.1,2.4,1.44,3.8
2022-11-14 11:00:00 UTC+0000,1.1,1.27,0.8,3.09
2022-11-14 15:00:00 UTC+0000,3.27,3.94,2.6,5.34
2022-11-14 19:00:00 UTC+0000,0.65,0.71,0.44,1.31
2022-11-14 23:00:00 UTC+0000,0.19,0.2,0.2,0.7
2022-11-15 03:00:00 UTC+0000,0.4,0.51,0.51,0.93
2022-11-15 07:00:00 UTC+0000,2.23,2.1,2.1,2.8
2022-11-15 11:00:00 UTC+0000,1.1,1.1,1.1,2.0
2022-11-15 15:00:00 UTC+0000,3.0,3.27,3.27,4.7
2022-11-15 19:00:00 UTC+0000,0.55,0.65,0.65,1.0
2022-11-15 23:00:00 UTC+0000,0.17,0.19,0.19,0.56
2022-11-16 03:00:00 UTC+0000,0.35,0.4,0.4,0.93
2022-11-16 07:00:00 UTC+0000,2.12,2.23,2.23,3.0
2022-11-16 11:00:00 UTC+0000,2.2,1.1,1.1,1.7
2022-11-16 15:00:00 UTC+0000,2.8,3.0,3.0,4.57
2022-11-16 19:00:00 UTC+0000,0.6,0.55,0.55,1.0
2022-11-16 23:00:00 UTC+0000,0.32,0.17,0.17,1.02
2022-11-17 03:00:00 UTC+0000,0.32,0.35,0.35,1.0
2022-11-17 07:00:00 UTC+0000,1.72,2.12,2.12,3.35
2022-11-17 11:00:00 UTC+0000,1.53,2.2,2.2,1.67
2022-11-17 15:00:00 UTC+0000,2.81,2.8,2.8,5.0
2022-11-17 19:00:00 UTC+0000,0.6,0.6,0.6,0.93
2022-11-17 23:00:00 UTC+0000,0.2,0.32,0.32,0.55
2022-11-18 03:00:00 UTC+0000,0.29,0.32,0.32,0.82
2022-11-18 07:00:00 UTC+0000,1.54,1.72,1.72,2.4
2022-11-18 11:00:00 UTC+0000,1.33,1.53,1.53,1.27
2022-11-18 15:00:00 UTC+0000,2.5,2.81,2.81,3.94
2022-11-18 19:00:00 UTC+0000,0.5,0.6,0.6,0.71
2022-11-18 23:00:00 UTC+0000,0.14,0.35,0.2,0.35
2022-11-19 03:00:00 UTC+0000,0.2,0.59,0.29,0.59
2022-11-19 07:00:00 UTC+0000,1.22,1.83,1.54,1.83
2022-11-19 11:00:00 UTC+0000,1.42,0.94,1.33,0.94
2022-11-19 15:00:00 UTC+0000,22.05,3.4,2.5,3.4
2022-11-19 19:00:00 UTC+0000,0.4,0.59,0.5,0.59
2022-11-19 23:00:00 UTC+0000,0.1,0.2,0.14,0.2
2022-11-20 03:00:00 UTC+0000,0.2,0.43,0.2,0.43
2022-11-20 07:00:00 UTC+0000,1.5,1.44,1.22,1.44
2022-11-20 11:00:00 UTC+0000,1.2,0.8,1.42,0.8
2022-11-20 15:00:00 UTC+0000,17.1,2.6,22.05,2.6
2022-11-20 19:00:00 UTC+0000,0.3,0.44,0.4,0.44
2022-11-20 23:00:00 UTC+0000,0.11,0.2,0.1,0.2
2022-11-21 03:00:00 UTC+0000,2.0,0.29,0.2,0.51
2022-11-21 07:00:00 UTC+0000,5.62,1.54,1.5,2.1
2022-11-21 11:00:00 UTC+0000,1.86,1.33,1.2,1.1
2022-11-21 15:00:00 UTC+0000,22.25,2.5,17.1,3.27
2022-11-21 19:00:00 UTC+0000,0.98,0.5,0.3,0.65
2022-11-21 23:00:00 UTC+0000,0.23,0.11,0.11,0.19
2022-11-22 03:00:00 UTC+0000,1.5,2.0,2.0,0.4
2022-11-22 07:00:00 UTC+0000,4.9,5.62,5.62,2.23
2022-11-22 11:00:00 UTC+0000,2.0,1.86,1.86,1.1
2022-11-22 15:00:00 UTC+0000,18.91,22.25,22.25,3.0
2022-11-22 19:00:00 UTC+0000,0.8,0.98,0.98,0.55
2022-11-22 23:00:00 UTC+0000,0.2,0.23,0.23,0.17
2022-11-23 03:00:00 UTC+0000,1.5,1.5,1.5,0.35
2022-11-23 07:00:00 UTC+0000,12.2,4.9,4.9,2.12
2022-11-23 11:00:00 UTC+0000,1.4,2.0,2.0,2.2
2022-11-23 15:00:00 UTC+0000,13.55,18.91,18.91,2.8
2022-11-23 19:00:00 UTC+0000,1.0,0.8,0.8,0.6
2022-11-23 23:00:00 UTC+0000,0.17,0.2,0.2,0.32
2022-11-24 03:00:00 UTC+0000,1.23,1.5,1.5,0.32
2022-11-24 07:00:00 UTC+0000,9.57,12.2,12.2,1.72
2022-11-24 11:00:00 UTC+0000,2.64,1.4,1.4,1.53
2022-11-24 15:00:00 UTC+0000,16.0,13.55,13.55,2.81
2022-11-24 19:00:00 UTC+0000,1.1,1.0,1.0,0.6
2022-11-24 23:00:00 UTC+0000,0.12,0.17,0.17,0.2
2022-11-25 03:00:00 UTC+0000,1.0,1.23,1.23,0.29
2022-11-25 07:00:00 UTC+0000,7.98,9.57,9.57,1.54
2022-11-25 11:00:00 UTC+0000,2.16,2.64,2.64,1.33
2022-11-25 15:00:00 UTC+0000,13.58,16.0,16.0,2.5
2022-11-25 19:00:00 UTC+0000,0.92,1.1,1.1,0.5
2022-11-25 23:00:00 UTC+0000,0.1,0.14,0.12,0.14
2022-11-26 03:00:00 UTC+0000,0.8,0.2,1.0,0.2
2022-11-26 07:00:00 UTC+0000,5.43,1.22,7.98,1.22
2022-11-26 11:00:00 UTC+0000,1.8,1.42,2.16,1.42
2022-11-26 15:00:00 UTC+0000,11.0,22.05,13.58,22.05
2022-11-26 19:00:00 UTC+0000,0.7,0.4,0.92,0.4
2022-11-26 23:00:00 UTC+0000,0.1,0.1,0.1,0.1
2022-11-27 03:00:00 UTC+0000,0.59,0.2,0.8,0.2
2022-11-27 07:00:00 UTC+0000,5.0,1.5,5.43,1.5
2022-11-27 11:00:00 UTC+0000,1.83,1.2,1.8,1.2
2022-11-27 15:00:00 UTC+0000,21.4,17.1,11.0,17.1
2022-11-27 19:00:00 UTC+0000,1.0,0.3,0.7,0.3
2022-11-27 23:00:00 UTC+0000,0.15,0.12,0.1,0.11
2022-11-28 03:00:00 UTC+0000,1.14,1.0,0.59,2.0
2022-11-28 07:00:00 UTC+0000,10.56,7.98,5.0,5.62
2022-11-28 11:00:00 UTC+0000,2.99,2.16,1.83,1.86
2022-11-28 15:00:00 UTC+0000,24.6,13.58,21.4,22.25
2022-11-28 19:00:00 UTC+0000,1.5,0.92,1.0,0.98
2022-11-28 23:00:00 UTC+0000,1.0,0.15,0.15,0.23
2022-11-29 03:00:00 UTC+0000,3.99,1.14,1.14,1.5
2022-11-29 07:00:00 UTC+0000,13.0,10.56,10.56,4.9
2022-11-29 11:00:00 UTC+0000,9.0,2.99,2.99,2.0
2022-11-29 15:00:00 UTC+0000,25.98,24.6,24.6,18.91
2022-11-29 19:00:00 UTC+0000,4.0,1.5,1.5,0.8
2022-11-29 23:00:00 UTC+0000,1.22,1.0,1.0,0.2
2022-11-30 03:00:00 UTC+0000,3.59,3.99,3.99,1.5
2022-11-30 07:00:00 UTC+0000,12.5,13.0,13.0,12.2
2022-11-30 11:00:00 UTC+0000,7.9,9.0,9.0,1.4
2022-11-30 15:00:00 UTC+0000,62.86,25.98,25.98,13.55
2022-11-30 19:00:00 UTC+0000,4.0,4.0,4.0,1.0
2022-11-30 23:00:00 UTC+0000,1.54,1.22,1.22,0.17
2022-12-01 03:00:00 UTC+0000,2.89,3.59,3.59,1.23
2022-12-01 07:00:00 UTC+0000,15.62,12.5,12.5,9.57
2022-12-01 11:00:00 UTC+0000,6.89,7.9,7.9,2.64
2022-12-01 15:00:00 UTC+0000,43.3,62.86,62.86,16.0
2022-12-01 19:00:00 UTC+0000,3.4,4.0,4.0,1.1
2022-12-01 23:00:00 UTC+0000,0.96,1.54,1.54,0.12
2022-12-02 03:00:00 UTC+0000,2.4,2.89,2.89,1.0
2022-12-02 07:00:00 UTC+0000,15.24,15.62,15.62,7.98
2022-12-02 11:00:00 UTC+0000,5.05,6.89,6.89,2.16
2022-12-02 15:00:00 UTC+0000,33.42,43.3,43.3,13.58
2022-12-02 19:00:00 UTC+0000,2.76,3.4,3.4,0.92
2022-12-02 23:00:00 UTC+0000,0.5,0.1,0.96,0.1
2022-12-03 03:00:00 UTC+0000,1.55,0.8,2.4,0.8
2022-12-03 07:00:00 UTC+0000,8.27,5.43,15.24,5.43
2022-12-03 11:00:00 UTC+0000,3.2,1.8,5.05,1.8
2022-12-03 15:00:00 UTC+0000,19.84,11.0,33.42,11.0
2022-12-03 19:00:00 UTC+0000,2.0,0.7,2.76,0.7
2022-12-03 23:00:00 UTC+0000,0.41,0.1,0.5,0.1
2022-12-04 03:00:00 UTC+0000,1.11,0.59,1.55,0.59
2022-12-04 07:00:00 UTC+0000,5.8,5.0,8.27,5.0
2022-12-04 11:00:00 UTC+0000,2.5,1.83,3.2,1.83
2022-12-04 15:00:00 UTC+0000,15.14,21.4,19.84,21.4
2022-12-04 19:00:00 UTC+0000,1.38,1.0,2.0,1.0
2022-12-04 23:00:00 UTC+0000,0.42,0.96,0.41,0.15
2022-12-05 03:00:00 UTC+0000,1.35,2.4,1.11,1.14
2022-12-05 07:00:00 UTC+0000,8.3,15.24,5.8,10.56
2022-12-05 11:00:00 UTC+0000,4.06,5.05,2.5,2.99
2022-12-05 15:00:00 UTC+0000,21.6,33.42,15.14,24.6
2022-12-05 19:00:00 UTC+0000,2.0,2.76,1.38,1.5
2022-12-05 23:00:00 UTC+0000,0.5,0.42,0.42,1.0
2022-12-06 03:00:00 UTC+0000,1.09,1.35,1.35,3.99
2022-12-06 07:00:00 UTC+0000,22.16,8.3,8.3,13.0
2022-12-06 11:00:00 UTC+0000,4.0,4.06,4.06,9.0
2022-12-06 15:00:00 UTC+0000,18.2,21.6,21.6,25.98
2022-12-06 19:00:00 UTC+0000,1.75,2.0,2.0,4.0
2022-12-06 23:00:00 UTC+0000,0.4,0.5,0.5,1.22
2022-12-07 03:00:00 UTC+0000,1.0,1.09,1.09,3.59
2022-12-07 07:00:00 UTC+0000,10.6,22.16,22.16,12.5
2022-12-07 11:00:00 UTC+0000,3.0,4.0,4.0,7.9
2022-12-07 15:00:00 UTC+0000,16.0,18.2,18.2,62.86
2022-12-07 19:00:00 UTC+0000,1.5,1.75,1.75,4.0
2022-12-07 23:00:00 UTC+0000,0.76,0.4,0.4,1.54
2022-12-08 03:00:00 UTC+0000,2.0,1.0,1.0,2.89
2022-12-08 07:00:00 UTC+0000,11.53,10.6,10.6,15.62
2022-12-08 11:00:00 UTC+0000,3.9,3.0,3.0,6.89
2022-12-08 15:00:00 UTC+0000,16.72,16.0,16.0,43.3
2022-12-08 19:00:00 UTC+0000,1.71,1.5,1.5,3.4
2022-12-08 23:00:00 UTC+0000,0.57,0.76,0.76,0.96
2022-12-09 03:00:00 UTC+0000,1.29,2.0,2.0,2.4
2022-12-09 07:00:00 UTC+0000,13.88,11.53,11.53,15.24
2022-12-09 11:00:00 UTC+0000,3.06,3.9,3.9,5.05
2022-12-09 15:00:00 UTC+0000,27.4,16.72,16.72,33.42
2022-12-09 19:00:00 UTC+0000,1.7,1.71,1.71,2.76
2022-12-09 23:00:00 UTC+0000,0.48,0.5,0.57,0.5
2022-12-10 03:00:00 UTC+0000,1.01,1.55,1.29,1.55
2022-12-10 07:00:00 UTC+0000,8.0,8.27,13.88,8.27
2022-12-10 11:00:00 UTC+0000,2.14,3.2,3.06,3.2
2022-12-10 15:00:00 UTC+0000,15.0,19.84,27.4,19.84
2022-12-10 19:00:00 UTC+0000,1.28,2.0,1.7,2.0
2022-12-10 23:00:00 UTC+0000,0.4,0.41,0.48,0.41
2022-12-11 03:00:00 UTC+0000,0.89,1.11,1.01,1.11
2022-12-11 07:00:00 UTC+0000,5.88,5.8,8.0,5.8
2022-12-11 11:00:00 UTC+0000,1.75,2.5,2.14,2.5
2022-12-11 15:00:00 UTC+0000,14.3,15.14,15.0,15.14
2022-12-11 19:00:00 UTC+0000,1.0,1.38,1.28,1.38
2022-12-11 23:00:00 UTC+0000,0.41,0.57,0.4,0.42
2022-12-12 03:00:00 UTC+0000,1.32,1.29,0.89,1.35
2022-12-12 07:00:00 UTC+0000,19.34,13.88,5.88,8.3
2022-12-12 11:00:00 UTC+0000,12.0,3.06,1.75,4.06
2022-12-12 15:00:00 UTC+0000,23.85,27.4,14.3,21.6
2022-12-12 19:00:00 UTC+0000,2.0,1.7,1.0,2.0
2022-12-12 23:00:00 UTC+0000,0.4,0.41,0.41,0.5
2022-12-13 03:00:00 UTC+0000,0.93,1.32,1.32,1.09
2022-12-13 07:00:00 UTC+0000,19.0,19.34,19.34,22.16
2022-12-13 11:00:00 UTC+0000,12.6,12.0,12.0,4.0
2022-12-13 15:00:00 UTC+0000,20.1,23.85,23.85,18.2
2022-12-13 19:00:00 UTC+0000,1.55,2.0,2.0,1.75
2022-12-13 23:00:00 UTC+0000,0.38,0.4,0.4,0.4
2022-12-14 03:00:00 UTC+0000,0.96,0.93,0.93,1.0
2022-12-14 07:00:00 UTC+0000,17.25,19.0,19.0,10.6
2022-12-14 11:00:00 UTC+0000,13.73,12.6,12.6,3.0
2022-12-14 15:00:00 UTC+0000,44.0,20.1,20.1,16.0
2022-12-14 19:00:00 UTC+0000,1.38,1.55,1.55,1.5
2022-12-14 23:00:00 UTC+0000,0.63,0.38,0.38,0.76
2022-12-15 03:00:00 UTC+0000,0.8,0.96,0.96,2.0
2022-12-15 07:00:00 UTC+0000,14.7,17.25,17.25,11.53
2022-12-15 11:00:00 UTC+0000,9.27,13.73,13.73,3.9
2022-12-15 15:00:00 UTC+0000,29.19,44.0,44.0,16.72
2022-12-15 19:00:00 UTC+0000,1.3,1.38,1.38,1.71
2022-12-15 23:00:00 UTC+0000,0.68,0.63,0.63,0.57
2022-12-16 03:00:00 UTC+0000,0.72,0.8,0.8,1.29
2022-12-16 07:00:00 UTC+0000,24.0,14.7,14.7,13.88
2022-12-16 11:00:00 UTC+0000,8.51,9.27,9.27,3.06
2022-12-16 15:00:00 UTC+0000,34.75,29.19,29.19,27.4
2022-12-16 19:00:00 UTC+0000,1.43,1.3,1.3,1.7
2022-12-16 23:00:00 UTC+0000,0.5,0.48,0.68,0.48
2022-12-17 03:00:00 UTC+0000,0.54,1.01,0.72,1.01
2022-12-17 07:00:00 UTC+0000,11.8,8.0,24.0,8.0
2022-12-17 11:00:00 UTC+0000,5.63,2.14,8.51,2.14
2022-12-17 15:00:00 UTC+0000,20.8,15.0,34.75,15.0
